rxn	kapp_old	kapp_slack_ub	kapp_slack_lb
RXN-GMPS2_c_FWD-rt7388	4238.608592788148000	1516.049510952343800	0.000000000000000
RXN-GTPCII2_c_FWD-rt4183	137.645362531461400	2.923848227823401	0.000000000000000
RXN-HCITS_m_FWD-rt6488_m	5423.364335490409000	4114.282248533147000	0.000000000000000
RXN-HICITD_m_FWD-rt2060	5688.848902198856000	4114.282248533147000	0.000000000000000
RXN-IG3PS_c_FWD-rt0716	8707.750571020930000	1423.049454111068400	0.000000000000000
RXN-ILETRS_c_FWD-rt5078	15793.659344615786000	3070.896531826908000	0.000000000000000
RXN-IMPC_c_FWD-rt4053	11955.597154975680000	4303.115599117210000	0.000000000000000
RXN-IMPD_c_FWD-rt0027	17948.799804144583000	1516.049510952343800	0.000000000000000
RXN-IPPS_c_FWD-rt7120	9321.565494903770000	5870.306962473532000	0.000000000000000
RXN-KARA1i_m_FWD-rt0808	7846.706466404555000	10581.366504682080000	0.000000000000000
RXN-KARA2i_m_FWD-rt0808	7846.706466404555000	3070.896531826908000	0.000000000000000
RXN-LEUTRS_c_FWD-rt1776	18196.349408243810000	5870.306962473532000	0.000000000000000
RXN-LYSTRS_c_FWD-rt3577	12490.027796455159000	4114.282248533147000	0.000000000000000
RXN-METAT_c_FWD-rt5403	1064.471143625132000	1968.000604061954200	0.000000000000000
RXN-METS_c_FWD-rt1457	1116.285340556852100	3295.371148677758000	0.000000000000000
RXN-METTRS_c_FWD-rt4772	13313.909646986269000	1327.370544615803700	0.000000000000000
RXN-NADHcplxI_c_m_FWD-NADHCPLX4	57601.587875373710000	389294.553231179600000	0.000000000000000
RXN-NADS2_c_FWD-rt0915_c	866.334213927911700	15.454017750650780	0.000000000000000
RXN-NAMNPP_c_FWD-rt1924_c	322.173419090694400	15.454017750650780	0.000000000000000
RXN-NNATi_c_FWD-rt2062_c	2750.717565619444500	15.454017750650780	0.000000000000000
RXN-PAILS_rm_FWD-rt6753	2867.704070690285000	137.024497416718100	0.000000000000000
RXN-PAP_rm_FWD-rt4117	17584.773899216880000	138.739298174294400	0.000000000000000
RXN-PHETRS_c_FWD-FRS12	25232.908189042870000	2357.477631453251000	0.000000000000000
RXN-PNTK_c_FWD-rt5817	1.783268935734075	0.031786998705298	0.000000000000000
RXN-PNTOtps_e_FWD-rt3985	556.139714940711100	0.031786998705298	0.000000000000000
RXN-PPBNGD_c_FWD-rt6350	16.978657888255160	2.712562068243644	0.000000000000000
RXN-PPBNGS_1_c_FWD-rt5026	67.547478088304800	10.850248272974575	0.000000000000000
RXN-PPNCL2_c_FWD-rt0510	0.705123824272807	0.031786998705298	0.000000000000000
RXN-PRAGSi_c_FWD-rt5891	15384.113394478840000	2880.066145006141600	0.000000000000000
RXN-PRAIS_c_FWD-rt5891	15384.113394478840000	2880.066145006141600	0.000000000000000
RXN-PRFGS_c_FWD-rt6665	12185.973366388262000	2880.066145006141600	0.000000000000000
RXN-PROTRS_c_FWD-rt3118	5658.958893087070000	3690.714979387654700	0.000000000000000
RXN-PSCIT_c_FWD-rt5884	57601.587875373710000	4842.332471201079000	0.000000000000000
RXN-RBFK_c_FWD-rt0930_c	11.312465118999787	2.923848227823401	0.000000000000000
RXN-RBFSa_c_FWD-rt0910	36.634820665258520	5.847696455646801	0.000000000000000
RXN-RBFSb_c_FWD-rt4127	13.664754231515518	2.923848227823401	0.000000000000000
RXN-SADT_c_FWD-rt5075	21126.017661155132000	1924.890682836690800	0.000000000000000
RXN-SAM24MT_c_FWD-rt4692	6572.834013574223000	752.819576486344500	0.000000000000000
RXN-SHCHD2_c_FWD-rt5201	34.739923186206640	0.077150580305808	0.000000000000000
RXN-SHCHF_c_FWD-rt5201	34.739923186206640	0.077150580305808	0.000000000000000
RXN-SHK3Di_c_FWD-rt5884	57601.587875373710000	4842.332471201079000	0.000000000000000
RXN-SHKK_c_FWD-rt5884	57601.587875373710000	4842.332471201079000	0.000000000000000
RXN-SO3R_c_FWD-rt20063076	24946.276957984865000	1924.890682836690800	0.000000000000000
RXN-SQLS_c_FWD-rt8223	8827.903660586284000	752.819576486344500	0.000000000000000
RXN-THRTRS_c_FWD-rt7480	15654.192480440295000	3791.123870360164000	0.000000000000000
RXN-TMDPK_c_FWD-rt8116	2265.073281381720000	0.487829538617328	0.000000000000000
RXN-TRPTRS_c_FWD-rt6341	3680.854716597492400	704.549989439203200	0.000000000000000
RXN-UAGDP_c_FWD-rt0711	1707.657512128074800	227.728898087076710	0.000000000000000
RXN-UPP3MT_2_c_FWD-rt2682	10.435779504798932	0.077150580305808	0.000000000000000
