rxn	kapp_old	kapp_slack_ub	kapp_slack_lb
RXN-ACACT40ir_c_FWD-rt0310	7626.990309062667000	4522.229257419856000	0.000000000000000
RXN-ACGAMPM_c_FWD-rt4597	3083.565494108326000	227.728898087076710	0.000000000000000
RXN-ADNK1_c_FWD-rt0017	4340.532213368589000	1968.000604061954200	0.000000000000000
RXN-ADSS_c_FWD-rt3802	13487.734526992497000	2787.066088164866000	0.000000000000000
RXN-AFAT_c_FWD-rt3174_c	77.534022619707090	2.708472090303640	0.000000000000000
RXN-AHCi_c_FWD-rt4544	3685.249980846199000	1968.000604061954200	0.000000000000000
RXN-AICART_c_FWD-rt4053	11955.597154975680000	4303.115599117210000	0.000000000000000
RXN-ALAS_m_FWD-rt0309	70.250865146646850	21.700496545949150	0.000000000000000
RXN-ANS_c_FWD-TRP23	23879.022580689052000	704.549989439203200	0.000000000000000
RXN-ARGSS_c_FWD-rt7828	6744.732015043803000	3822.846707036501000	0.000000000000000
RXN-ASNS1_c_FWD-rt6769	3958.251730175993500	2231.504784754980400	0.000000000000000
RXN-ASPTRS_c_FWD-rt5890	11057.554545778756000	3452.444635153210600	0.000000000000000
RXN-ATPPRT_c_FWD-rt1520	3723.495987901337200	1423.049454111068400	0.000000000000000
RXN-ATPS_m_FWD-ATPSCPLX	57601.587875373710000	904193.119037320100000	0.000000000000000
RXN-BPNT_c_FWD-rt2305	6778.737806874184000	1924.890682836690800	0.000000000000000
RXN-C22STDSy_c_FWD-rt3348	10904.256241687594000	752.819576486344500	0.000000000000000
RXN-C24STR_r_FWD-rt2613	5050.358805186209000	752.819576486344500	0.000000000000000
RXN-CTPS1_c_FWD-rt8107	10397.832218231050000	1385.270483183452000	0.000000000000000
RXN-CYSTRS_c_FWD-rt1487	9144.055255594281000	597.488351222181600	0.000000000000000
RXN-DB4PS_c_FWD-rt8298	97.039842047765290	5.847696455646801	0.000000000000000
RXN-DHFRi_c_FWD-rt3791_c	635.778258671342200	84.553445886167470	0.000000000000000
RXN-DHPPDA2_c_FWD-rt7138	1079.716908834113800	2.923848227823401	0.000000000000000
RXN-DRAPPRy_c_FWD-rt8469	1096.569956821537300	2.923848227823401	0.000000000000000
RXN-DTMPK_c_FWD-rt6884	2892.524838725802500	84.553445886162700	0.000000000000000
RXN-FE3t_c_e_FWD-rt74770996	0.342146470163252	0.007522963083977	0.000000000000000
RXN-FECOOR_m_FWD-FECOORCPLX3	57601.587875373710000	444141.801676888600000	0.000000000000000
RXN-FECRq9_m_FWD-FECRq9CPLX	57601.587875373710000	1140290.247472574200000	0.000000000000000
