"13GS_c"	 1.114850654672762E+03	 0.000000000000000E+00
"16GS_c"	 2.933921336566282E+02	 0.000000000000000E+00
"2OBUTt_c_m"	 0.000000000000000E+00	 1.795393200819246E+02
"2OXOADPt_c_m"	 2.896447176740785E+02	 0.000000000000000E+00
"AASADy_c"	 2.896447176740785E+02	 0.000000000000000E+00
"AATA_c"	 2.896447176740789E+02	 0.000000000000000E+00
"ACACT40ir_c"	 5.227301352415670E+02	 0.000000000000000E+00
"ACGAM6PS_c"	 2.634922266387412E+01	 0.000000000000000E+00
"ACGAMPM_c"	 2.634922266387412E+01	 0.000000000000000E+00
"ACGK_m"	 3.903205291311700E+04	 0.000000000000000E+00
"ACHBS_m"	 1.925682947771487E+03	 0.000000000000000E+00
"ACITL_c"	 4.635689184307630E+03	 0.000000000000000E+00
"ACLS_m"	 0.000000000000000E+00	 1.223702748024902E+03
"ACOADS180_rm"	 1.170353731131950E+02	 0.000000000000000E+00
"ACOADS181_rm"	 7.976421199352171E+01	 0.000000000000000E+00
"ACOADS182_rm"	 1.576600556341634E+01	 0.000000000000000E+00
"ACONTa_m"	 0.000000000000000E+00	 8.260880303928442E+04
"ACONTb_m"	 0.000000000000000E+00	 8.260880303928442E+04
"ACOTAi_m"	 3.903205291311700E+04	 0.000000000000000E+00
"ACS_c"	 0.000000000000000E+00	 2.662204784907390E+03
"ADK1_c"	 0.000000000000000E+00	 1.088710113438436E+05
"ADNK1_c"	 2.271724264075892E+02	 0.000000000000000E+00
"ADPATPt_c_m"	 0.000000000000000E+00	 2.339217275222717E+05
"ADSK_c"	 0.000000000000000E+00	 2.662186579354423E+03
"ADSL1r_c"	 0.000000000000000E+00	 8.319289475124724E+02
"ADSL2i_c"	 0.000000000000000E+00	 3.072612252649160E+02
"ADSS_c"	 0.000000000000000E+00	 8.319289475124724E+02
"AGPAT_rm"	 4.937482023383245E+01	 0.000000000000000E+00
"AGPRi_m"	 3.903205291311700E+04	 0.000000000000000E+00
"AHCi_c"	 2.271724264075892E+02	 0.000000000000000E+00
"AHSERL2_c"	 0.000000000000000E+00	 1.566938200416326E+03
"AICART_c"	 0.000000000000000E+00	 4.679032684270987E+02
"AIRC1_c"	 0.000000000000000E+00	 3.072612252649160E+02
"AKGDH_m"	 0.000000000000000E+00	 8.629684837899526E+04
"AKGMALta_m"	 4.259874811732830E+04	 0.000000000000000E+00
"ALATA_L_m"	 5.948930492092577E+04	 0.000000000000000E+00
"ALAt_c_m"	 0.000000000000000E+00	 5.948930492092577E+04
"ANPRT_c"	 5.806262479166138E+04	 0.000000000000000E+00
"ANS_c"	 0.000000000000000E+00	 5.820037415718768E+02
"ARGN_c"	 0.000000000000000E+00	 7.658060630078012E-03
"ARGSL_c"	 0.000000000000000E+00	 3.028824283854318E+03
"ARGSS_c"	 0.000000000000000E+00	 3.028824283854318E+03
"ASAD_c"	 4.779268762679530E+02	 0.000000000000000E+00
"ASNS1_c"	 2.281351326265552E+03	 0.000000000000000E+00
"ASPCT_c"	 8.744778724772805E+02	 0.000000000000000E+00
"ASPGLUt_c_m"	 6.653760516889917E+04	 0.000000000000000E+00
"ASPK_c"	 4.779268762679530E+02	 0.000000000000000E+00
"ASPTA_c"	 6.834213438372365E+04	 0.000000000000000E+00
"ASPTAi_m"	 6.653760516889917E+04	 0.000000000000000E+00
"ATPPRT_c"	 0.000000000000000E+00	 1.606420431621805E+02
"ATPS_m"	 0.000000000000000E+00	 5.977494801826682E+04
"BPNT_c"	 0.000000000000000E+00	 2.662186579354423E+03
"C14STR_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C22STDSy_c"	 8.712006988104986E+01	 0.000000000000000E+00
"C24STR_r"	 8.712006988104986E+01	 0.000000000000000E+00
"C3STDH1_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C3STDH2_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C3STKR1_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C3STKR2_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C4STMO1_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C4STMO2_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C4STMO3_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C4STMO4_c"	 8.712251801839102E+01	 0.000000000000000E+00
"C5STDS_c"	 8.712006988104986E+01	 0.000000000000000E+00
"C8STI_c"	 8.712251801839102E+01	 0.000000000000000E+00
"CA2t_c_e"	 2.016603307757627E+00	 0.000000000000000E+00
"CBPS_c"	 0.000000000000000E+00	 2.154346411377038E+03
"CDPDAGS_mm"	 2.167150242834904E+03	 0.000000000000000E+00
"CHORM_c"	 0.000000000000000E+00	 1.077425799099490E+03
"CHORS_c"	 0.000000000000000E+00	 1.659429540671363E+03
"CHTNS_c"	 2.634922266387412E+01	 0.000000000000000E+00
"CITMALta_m"	 1.250731976752703E+04	 0.000000000000000E+00
"CO2t_c_e"	 1.223132872131928E+05	 0.000000000000000E+00
"CO2t_c_m"	 2.314865489661787E+05	 0.000000000000000E+00
"CS_m"	 0.000000000000000E+00	 7.797311385497681E+04
"CTPS2_c"	 1.528273943717416E+03	 0.000000000000000E+00
"CU2t_c_e"	 1.802872046099369E-01	 0.000000000000000E+00
"CYSTGL_c"	 0.000000000000000E+00	 1.795393200819246E+02
"CYSTS_c"	 0.000000000000000E+00	 1.795393200819246E+02
