index	prosynSlack(% higher/lower than measured value)
SWS2	 6.277683769424725E-01
RSM7	-7.603731231546101E+01
RSM24	-8.498069330313083E+01
RSM23	-8.302715904610285E+01
RPS9A	-1.870395363352486E+01
RPS8A	-8.453542816480287E+00
RPS7A	-2.073983290750803E+00
RPS6A	 1.134255664128820E+02
RPS5	-3.981671976437076E+01
RPS4A	-1.831324157123833E+01
RPS3	-4.880811358862668E+01
RPS29A	 2.319834226000776E+01
RPS28A	 2.930626248543211E+00
RPS27A	-1.471566163851207E+01
RPS26A	 2.046249701821308E+01
RPS24A	 1.677815005203479E+02
RPS22A	-1.799285423814170E+01
RPS21A	-4.242160421845333E+01
RPS20	-2.582349089139381E+01
RPS2	 4.182423209474754E+01
RPS1A	-2.041015602231781E+01
RPS19A	-4.966961529199029E+01
RPS18A	-2.962884534235902E+01
RPS16A	-3.056375459400017E+01
RPS14A	 5.249667524229903E+01
RPS13	 1.129121722235862E+02
RPS12	-2.811723650830977E+01
RPS11A	 5.973087151022585E+01
RPS10A	 4.487652854851087E+00
RPS0A	-6.887593281685545E+00
RPL9A	-5.631956046057489E+01
RPL8A	-1.671261531561179E+01
RPL7A	 1.189741555791000E+01
RPL6A	-1.218263035805166E+01
RPL5	 1.447711443311602E+01
RPL4A	-9.708997282033572E+00
RPL43A	 9.292597251921623E+01
RPL42A	 9.438384984625011E+01
RPL37A	 1.825886613199781E+02
RPL36A	 4.548533229836218E+01
RPL35A	 1.353758864786867E+02
RPL34A	 1.003520941654561E+02
RPL33A	-6.067332824266683E+01
RPL32	 4.559168310864132E+01
RPL31A	-8.203504677737616E+00
RPL3	 3.142715832727494E+01
RPL28	-2.365341447311745E+01
RPL27A	 2.271864332765992E+01
RPL26A	-2.808935583566903E+01
RPL25	-4.949701627240000E+00
RPL23A	 1.021789919566940E+00
RPL21B	-1.077307127097971E-01
RPL20A	 1.120994568846005E+01
RPL1A	 3.920361446066605E+01
RPL19A	-6.223402156591284E+00
RPL18A	 5.196429942315361E+01
RPL17A	-1.549105900235758E+01
RPL16A	 1.322006926665642E+01
RPL15A	 8.934884680808311E+01
RPL14B	-3.729277191098619E+01
RPL13A	 2.029734457272740E+02
RPL12A	 8.066553183652125E+00
RPL11A	 1.236028468439672E+02
RPL10	 2.840877227991287E+01
RML2	-8.578507482476440E+01
NAM9	-8.063903369851917E+01
MRPS9	-8.232951887920728E+01
MRPS5	-8.969961738111739E+01
MRPS18	-7.924115423116298E+01
MRPS16	-8.859608322846356E+01
MRPL7	-7.820771950478918E+01
MRPL6	-8.531073070978071E+01
MRPL51	-9.361970573748953E+01
MRPL3	-9.084013848857391E+01
MRPL28	-8.711501972430864E+01
MRPL19	-9.456517315575542E+01
MRPL17	-8.517544413693842E+01
MRPL10	-8.328054297303196E+01
MRP4	-7.399472336645074E+01
MRP20	-8.197536811579917E+01
MNP1	-9.357068385694961E+01
IMG2	-9.212042592520888E+01
