ENZSYN-rt2093	 7.924133441680971E-08
ENZSYN-rt7201	 2.341823756626899E-07
ENZSYN-rt5185	 4.297928111318704E-07
ENZSYN-rt7616	 1.7164656077040494E-07
ENZSYN-rt6298	 2.5750325383823418E-08
ENZSYN-rt0150	 1.178554415908694E-08
ENZSYN-rt3279	 4.155228059260412E-07
ENZSYN-rt8106	 8.799898783895620E-08
ENZSYN-rt5045	 1.6616065501217086E-06
ENZSYN-rt6557	 6.369514382633097E-07
ENZSYN-rt2267	 1.7191268481213974E-06
ENZSYN-rt1611	 5.642604342917845E-08
ENZSYN-rt2309	 4.085436448357259E-07
ENZSYN-rt0302	 1.842745290733003E-06
ENZSYN-rt0234	 4.6723847754096016E-07
ENZSYN-rt4427	 5.374060568692527E-08
ENZSYN-rt6518	 1.9695264351669753E-08
ENZSYN-rt4042	 1.107847735883096E-07
ENZSYN-rt6691	 1.396951149688385E-07
ENZSYN-rt7423	 4.1177562549477287E-07
ENZSYN-rt7829	 1.723446902902229E-07
ENZSYN-rt3097	 2.8979472105373816E-08
ENZSYN-rt2975	 2.6802138479593167E-08
ENZSYN-rt8287	 2.764806534913626E-10
ENZSYN-rt8327	 5.666769721315302E-07
ENZSYN-rt4722	 8.087248454843471E-07
ENZSYN-rt0409	 1.9770347248337655E-06
ENZSYN-rt1363	 8.204895444966770E-09
ENZSYN-rt2183	 5.886974205082976E-07
ENZSYN-rt2190	 2.2797874324072353E-07
ENZSYN-rt2901	 5.8458393846484853E-08
ENZSYN-rt4390	 8.994214709116077E-08
ENZSYN-rt5332	 2.6541291004570854E-08
ENZSYN-rt8267_c	 1.189158648129096E-07
ENZSYN-rt6434_x	 3.3837965732353447E-07
ENZSYN-rt1973	 5.894099994576647E-07
ENZSYN-rt0201	 8.182050760880834E-07
ENZSYN-rt1374	 2.4141361378265064E-06
ENZSYN-rt1395	 4.723629001541834E-08
ENZSYN-LYS25	 1.5949336400622316E-09
ENZSYN-rt0172	 9.163369523078153E-07
ENZSYN-rt4039	 6.432560923916380E-07
ENZSYN-rt7471	 1.8697700421451828E-07
ENZSYN-rt2569	 1.5682542913708592E-06
ENZSYN-rt7537	 5.799238938005788E-07
ENZSYN-rt1622_c	 7.862150006356494E-08
ENZSYN-rt8084	 5.865621854494151E-08
ENZSYN-rt0620	 5.718186845827392E-07
ENZSYN-rt0517	 7.602833914825801E-07
ENZSYN-rt0697	 4.527915552950931E-07
ENZSYN-rt5445	 8.542056411967924E-07
ENZSYN-rt6860	 6.100685522774589E-07
ENZSYN-rt0310	 5.863057514332215E-06
ENZSYN-rt0271	 1.1676142794537353E-06
ENZSYN-rt2578	 5.7397684212558095E-08
ENZSYN-rt5429	 1.3164839464375546E-06
ENZSYN-rt6091	 3.364835476305131E-08
ENZSYN-rt4107	 2.2059052904669323E-07
ENZSYN-rt4597	 7.385246025167661E-07
ENZSYN-rt1009	 3.6427404343895934E-06
ENZSYN-rt7899	 2.1690461324323863E-07
ENZSYN-rt1203	 1.061087418141480E-08
ENZSYN-ILV26	 3.2461917923855053E-06
ENZSYN-rt7317	 0.000000000000000E+00
ENZSYN-rt6872	 9.213198236072034E-08
ENZSYN-rt1358	 2.2779038989063653E-06
ENZSYN-rt5015	 6.918655935393046E-08
ENZSYN-rt4202	 9.303096337367312E-08
ENZSYN-rt2040	 3.139096229380564E-07
ENZSYN-rt5702	 7.427933106730119E-07
ENZSYN-rt1644	 5.411498750190974E-08
ENZSYN-rt1362	 4.381851579109341E-07
ENZSYN-rt0477	 1.1126911445631552E-06
ENZSYN-rt1332	 1.2542289704864658E-07
ENZSYN-rt4374	 1.1388100894578102E-07
ENZSYN-rt5893	 4.066556625079220E-06
ENZSYN-rt4274	 1.7442576599763596E-06
ENZSYN-rt3256	 7.059927489345181E-06
ENZSYN-rt6232	 8.201153594891445E-07
ENZSYN-rt6510	 9.489055299539169E-07
ENZSYN-rt1163	 1.7600559983882672E-08
ENZSYN-rt5051	 5.798947157021292E-09
ENZSYN-rt0245	 2.3217323490012023E-08
ENZSYN-rt5418	 8.336815367150383E-08
ENZSYN-rt0963	 2.068361125803847E-06
ENZSYN-rt6229_c	 1.3218827463569576E-06
ENZSYN-rt5456	 0.000000000000000E+00
ENZSYN-rt8364	 4.1664332247065723E-07
ENZSYN-rt5301	 1.1478748264041916E-07
ENZSYN-rt3300	 5.390094817297949E-08
ENZSYN-rt6190	 1.1745326557076006E-06
ENZSYN-rt3932	 5.515158392765174E-07
ENZSYN-rt7128_c	 5.829447833809561E-06
ENZSYN-rt6761	 6.360662469656678E-07
ENZSYN-rt2849	 3.1845901380584727E-07
ENZSYN-rt4919	 8.199656708786794E-08
ENZSYN-rt0017	 4.4890396521030585E-06
ENZSYN-rt5601	 5.075014903101223E-09
ENZSYN-rt4336	 4.490531502689605E-05
ENZSYN-rt7777	 4.417044763553020E-08
ENZSYN-rt8143	 2.0091450548640721E-07
ENZSYN-rt7825	 6.854864503257780E-07
ENZSYN-rt0341	 1.8760325632282838E-06
ENZSYN-rt7437	 7.069214229809681E-07
ENZSYN-rt3802	 1.9662268345564473E-06
ENZSYN-rt0136	 1.230813048311879E-07
ENZSYN-rt3174_c	 1.9967573095792012E-07
ENZSYN-rt1772	 1.4627608882608004E-06
ENZSYN-rt7207_l	 3.802736750138728E-08
ENZSYN-rt1378	 1.2968803202048055E-08
ENZSYN-rt2059_l	 2.5189436720263212E-08
ENZSYN-rt2059_rm	 1.473358091489690E-07
ENZSYN-rt7662	 5.7758083496454636E-08
ENZSYN-rt0451	 3.600982595182439E-06
ENZSYN-rt4544	 5.287245456431204E-06
ENZSYN-rt1883	 1.3024234113993268E-07
ENZSYN-rt8250	 2.713543447599009E-08
ENZSYN-rt4053	 6.948677361614160E-06
ENZSYN-rt3764	 1.5289147226103676E-06
ENZSYN-rt8378	 1.3402806351760946E-06
ENZSYN-KGDCPLX2	 1.1819666008295157E-06
ENZSYN-rt3253	 5.8388670153376044E-09
ENZSYN-rt5041	 8.551534072558943E-09
ENZSYN-rt0309	 1.8075586411171487E-07
ENZSYN-rt1267	 6.578604000484255E-07
ENZSYN-rt0594	 9.758593117267210E-08
ENZSYN-rt3605	 1.619317846409494E-06
ENZSYN-rt3514	 3.696008055715220E-07
ENZSYN-rt5740	 3.996599030602198E-06
ENZSYN-rt7110	 1.9514127100269186E-07
ENZSYN-rt8149	 9.154896587865439E-07
ENZSYN-rt4416	 6.470523172215463E-08
ENZSYN-rt5194	 6.595224339972499E-09
ENZSYN-rt5579	 4.2472030420274045E-06
ENZSYN-rt3939_c	 2.8400904038559907E-07
ENZSYN-rt7070	 9.772862181213603E-08
ENZSYN-rt7041	 7.062420989231372E-07
ENZSYN-rt2756_c	 4.843465127191151E-07
ENZSYN-rt7955_c	 8.050124070278044E-07
ENZSYN-rt3674_c	 4.104469406830474E-06
ENZSYN-rt3516	 1.099317209637482E-08
ENZSYN-rt0958	 1.0089167547530444E-08
ENZSYN-rt4363	 1.5309656435460552E-07
ENZSYN-rt3664	 4.278801078493604E-07
ENZSYN-rt1908	 3.3002027509955224E-07
ENZSYN-rt3101	 4.260586781932840E-07
ENZSYN-rt2062_c	 5.687235870030242E-08
ENZSYN-rt7589	 1.2556392240293369E-06
