index	prosynSlack(% higher/lower than measured value)
rt6603	-1.000000000000000E+00
rt6592	-1.000000000000000E+00
rt6588	-1.000000000000000E+00
rt6582	-1.000000000000000E+00
rt6574	-1.000000000000000E+00
rt6557	-1.000000000000000E+00
rt6546	-1.000000000000000E+00
rt6544	-1.000000000000000E+00
rt6543	-1.000000000000000E+00
rt6512	-1.000000000000000E+00
rt6510	-1.000000000000000E+00
rt6500	-1.000000000000000E+00
rt6498	-1.000000000000000E+00
rt6488	-1.000000000000000E+00
rt6476	-1.000000000000000E+00
rt6471	-1.000000000000000E+00
rt6468	-1.000000000000000E+00
rt6437	-1.000000000000000E+00
rt6435	-1.000000000000000E+00
rt6434	-1.000000000000000E+00
rt6418	-1.000000000000000E+00
rt6375	-1.000000000000000E+00
rt6356	-1.000000000000000E+00
rt6350	-1.000000000000000E+00
rt6341	-1.000000000000000E+00
rt6294	-1.000000000000000E+00
rt6259	-1.000000000000000E+00
rt6258	-1.000000000000000E+00
rt6247	-1.000000000000000E+00
rt6242	-1.000000000000000E+00
rt6232	-1.000000000000000E+00
rt6229	-1.000000000000000E+00
rt6217	-1.000000000000000E+00
rt6208	-1.000000000000000E+00
rt6199	-1.000000000000000E+00
rt6197	-1.000000000000000E+00
rt6191	-1.000000000000000E+00
rt6190	-1.000000000000000E+00
rt6186	-1.000000000000000E+00
rt6177	-1.000000000000000E+00
rt6173	-1.000000000000000E+00
rt6162	-1.000000000000000E+00
rt6131	-1.000000000000000E+00
rt6095	-1.000000000000000E+00
rt6091	-1.000000000000000E+00
rt6068	-1.000000000000000E+00
rt6050	-1.000000000000000E+00
rt6009	-1.000000000000000E+00
rt6001	-1.000000000000000E+00
rt6000	-1.000000000000000E+00
rt5972	-1.000000000000000E+00
rt5966	-1.000000000000000E+00
rt5941	-1.000000000000000E+00
rt5913	-1.000000000000000E+00
rt5893	-1.000000000000000E+00
rt5891	-1.000000000000000E+00
rt5890	-1.000000000000000E+00
rt5888	-1.000000000000000E+00
rt5884	-1.000000000000000E+00
rt5877	-1.000000000000000E+00
rt5873	-1.000000000000000E+00
rt5869	-1.000000000000000E+00
rt5857	-1.000000000000000E+00
rt5845	-1.000000000000000E+00
rt5829	-1.000000000000000E+00
rt5828	-1.000000000000000E+00
rt5827	-1.000000000000000E+00
rt5817	-1.000000000000000E+00
rt5811	-1.000000000000000E+00
rt5794	-1.000000000000000E+00
rt5791	-1.000000000000000E+00
rt5790	-1.000000000000000E+00
rt5764	-1.000000000000000E+00
rt5758	-1.000000000000000E+00
rt5740	-1.000000000000000E+00
rt5734	-1.000000000000000E+00
rt5719	-1.000000000000000E+00
rt5713	-1.000000000000000E+00
rt5702	-1.000000000000000E+00
rt5693	-1.000000000000000E+00
rt5669	-1.000000000000000E+00
rt5655	-1.000000000000000E+00
rt5654	-1.000000000000000E+00
rt5646	-1.000000000000000E+00
rt5634	-1.000000000000000E+00
rt5633	-1.000000000000000E+00
rt5622	-1.000000000000000E+00
rt5611	-1.000000000000000E+00
rt5580	-1.000000000000000E+00
rt5579	-1.000000000000000E+00
rt5562	-1.000000000000000E+00
rt5549	-1.000000000000000E+00
rt5532	-1.000000000000000E+00
rt5526	-1.000000000000000E+00
rt5474	-1.000000000000000E+00
rt5472	-1.000000000000000E+00
rt5445	-1.000000000000000E+00
rt5429	-1.000000000000000E+00
rt5418	-1.000000000000000E+00
rt5407	-1.000000000000000E+00
rt5403	-1.000000000000000E+00
rt5402	-1.000000000000000E+00
rt5398	-1.000000000000000E+00
rt5389	-1.000000000000000E+00
rt5363	-1.000000000000000E+00
rt5361	-1.000000000000000E+00
rt5356	-1.000000000000000E+00
rt5354	-1.000000000000000E+00
rt5343	-1.000000000000000E+00
rt5341	-1.000000000000000E+00
rt5340	-1.000000000000000E+00
rt5328	-1.000000000000000E+00
rt5326	-1.000000000000000E+00
rt5312	-1.000000000000000E+00
rt5309	-1.000000000000000E+00
rt5301	-1.000000000000000E+00
rt5262	-1.000000000000000E+00
rt5260	-1.000000000000000E+00
rt5259	-1.000000000000000E+00
rt5249	-1.000000000000000E+00
rt5246	-1.000000000000000E+00
rt5227	-1.000000000000000E+00
rt5214	-1.000000000000000E+00
rt5212	-1.000000000000000E+00
rt5201	-1.000000000000000E+00
rt5195	-1.000000000000000E+00
rt5185	-1.000000000000000E+00
rt5142	-1.000000000000000E+00
rt5116	-1.000000000000000E+00
rt5078	-1.000000000000000E+00
rt5077	-1.000000000000000E+00
rt5075	-1.000000000000000E+00
rt5064	-1.000000000000000E+00
rt5058	-1.000000000000000E+00
rt5056	-1.000000000000000E+00
rt5045	-1.000000000000000E+00
rt5030	-1.000000000000000E+00
rt5026	-1.000000000000000E+00
rt5017	-1.000000000000000E+00
rt5015	-1.000000000000000E+00
rt5014	-1.000000000000000E+00
rt5012	-1.000000000000000E+00
rt5001	-1.000000000000000E+00
rt4960	-1.000000000000000E+00
rt4951	-1.000000000000000E+00
rt4934	-1.000000000000000E+00
rt4929	-1.000000000000000E+00
rt4920	-1.000000000000000E+00
rt4919	-1.000000000000000E+00
rt4918	-1.000000000000000E+00
rt4897	-1.000000000000000E+00
rt4896	-1.000000000000000E+00
rt4894	-1.000000000000000E+00
rt4892	-1.000000000000000E+00
rt4881	-1.000000000000000E+00
rt4871	-1.000000000000000E+00
rt4862	-1.000000000000000E+00
rt4860	-1.000000000000000E+00
rt4846	-1.000000000000000E+00
rt4822	-1.000000000000000E+00
rt4799	-1.000000000000000E+00
rt4793	-1.000000000000000E+00
rt4772	-1.000000000000000E+00
rt4769	-1.000000000000000E+00
rt4736	-1.000000000000000E+00
rt4722	-1.000000000000000E+00
rt4714	-1.000000000000000E+00
rt4692	-1.000000000000000E+00
rt4680	-1.000000000000000E+00
rt4676	-1.000000000000000E+00
rt4674	-1.000000000000000E+00
rt4673	-1.000000000000000E+00
rt4649	-1.000000000000000E+00
rt4639	-1.000000000000000E+00
rt4634	-1.000000000000000E+00
rt4609	-1.000000000000000E+00
rt4598	-1.000000000000000E+00
rt4597	-1.000000000000000E+00
rt4576	-1.000000000000000E+00
rt4559	-1.000000000000000E+00
rt4558	-1.000000000000000E+00
rt4548	-1.000000000000000E+00
rt4544	-1.000000000000000E+00
rt4530	-1.000000000000000E+00
rt4526	-1.000000000000000E+00
rt4513	-1.000000000000000E+00
rt4502	-1.000000000000000E+00
rt4499	-1.000000000000000E+00
rt4475	-1.000000000000000E+00
rt4445	-1.000000000000000E+00
rt4427	-1.000000000000000E+00
rt4416	-1.000000000000000E+00
rt4410	-1.000000000000000E+00
rt4393	-1.000000000000000E+00
rt4390	-1.000000000000000E+00
rt4380	-1.000000000000000E+00
rt4375	-1.000000000000000E+00
rt4374	-1.000000000000000E+00
rt4368	-1.000000000000000E+00
rt4363	-1.000000000000000E+00
rt4336	-1.000000000000000E+00
rt4312	-1.000000000000000E+00
rt4281	-1.000000000000000E+00
rt4274	-1.000000000000000E+00
rt4271	-1.000000000000000E+00
rt4269	-1.000000000000000E+00
rt4267	-1.000000000000000E+00
rt4257	-1.000000000000000E+00
rt4237	-1.000000000000000E+00
rt4220	-1.000000000000000E+00
rt4213	-1.000000000000000E+00
rt4202	-1.000000000000000E+00
rt4194	-1.000000000000000E+00
rt4187	-1.000000000000000E+00
rt4186	-1.000000000000000E+00
rt4183	-1.000000000000000E+00
rt4177	-1.000000000000000E+00
rt4150	-1.000000000000000E+00
rt4145	-1.000000000000000E+00
rt4127	-1.000000000000000E+00
rt4117	-1.000000000000000E+00
rt4112	-1.000000000000000E+00
rt4107	-1.000000000000000E+00
rt4102	-1.000000000000000E+00
rt4077	-1.000000000000000E+00
rt4069	-1.000000000000000E+00
rt4066	-1.000000000000000E+00
rt4053	-1.000000000000000E+00
rt4042	-1.000000000000000E+00
rt4039	-1.000000000000000E+00
rt4023	-1.000000000000000E+00
rt4019	-1.000000000000000E+00
rt3939	-1.000000000000000E+00
rt3938	-1.000000000000000E+00
rt3934	-1.000000000000000E+00
rt3932	-1.000000000000000E+00
rt3923	-1.000000000000000E+00
rt3901	-1.000000000000000E+00
rt3897	-1.000000000000000E+00
rt3880	-1.000000000000000E+00
rt3874	-1.000000000000000E+00
rt3852	-1.000000000000000E+00
rt3802	-1.000000000000000E+00
rt3791	-1.000000000000000E+00
rt3790	-1.000000000000000E+00
rt3787	-1.000000000000000E+00
rt3786	-1.000000000000000E+00
rt3764	-1.000000000000000E+00
rt3754	-1.000000000000000E+00
rt3753	-1.000000000000000E+00
rt3750	-1.000000000000000E+00
rt3748	-1.000000000000000E+00
rt3730	-1.000000000000000E+00
rt3712	-1.000000000000000E+00
rt3683	-1.000000000000000E+00
rt3682	-1.000000000000000E+00
rt3674	-1.000000000000000E+00
rt3670	-1.000000000000000E+00
rt3666	-1.000000000000000E+00
rt3664	-1.000000000000000E+00
rt3663	-1.000000000000000E+00
rt3639	-1.000000000000000E+00
rt3625	-1.000000000000000E+00
rt3621	-1.000000000000000E+00
rt3614	-1.000000000000000E+00
rt3609	-1.000000000000000E+00
rt3605	-1.000000000000000E+00
rt3599	-1.000000000000000E+00
rt3591	-1.000000000000000E+00
rt3590	-1.000000000000000E+00
rt3577	-1.000000000000000E+00
rt3557	-1.000000000000000E+00
rt3556	-1.000000000000000E+00
rt3542	-1.000000000000000E+00
rt3541	-1.000000000000000E+00
rt3539	-1.000000000000000E+00
rt3531	-1.000000000000000E+00
rt3516	-1.000000000000000E+00
rt3514	-1.000000000000000E+00
rt3499	-1.000000000000000E+00
rt3476	-1.000000000000000E+00
rt3469	-1.000000000000000E+00
rt3441	-1.000000000000000E+00
rt3425	-1.000000000000000E+00
rt3422	-1.000000000000000E+00
rt3419	-1.000000000000000E+00
rt3408	-1.000000000000000E+00
rt3384	-1.000000000000000E+00
rt3373	-1.000000000000000E+00
rt3356	-1.000000000000000E+00
rt3348	-1.000000000000000E+00
rt3334	-1.000000000000000E+00
rt3314	-1.000000000000000E+00
rt3313	-1.000000000000000E+00
rt3300	-1.000000000000000E+00
rt3279	-1.000000000000000E+00
rt3278	-1.000000000000000E+00
rt3274	-1.000000000000000E+00
rt3261	-1.000000000000000E+00
rt3256	-1.000000000000000E+00
rt3255	-1.000000000000000E+00
rt3250	-1.000000000000000E+00
rt3242	-1.000000000000000E+00
rt3236	-1.000000000000000E+00
rt3215	-1.000000000000000E+00
rt3174	-1.000000000000000E+00
rt3157	-1.000000000000000E+00
rt3118	-1.000000000000000E+00
rt3107	-1.000000000000000E+00
rt3101	-1.000000000000000E+00
rt3097	-1.000000000000000E+00
rt3095	-1.000000000000000E+00
rt3078	-1.000000000000000E+00
rt3052	-1.000000000000000E+00
rt3023	-1.000000000000000E+00
rt3021	-1.000000000000000E+00
rt3013	-1.000000000000000E+00
rt2994	-1.000000000000000E+00
rt2983	-1.000000000000000E+00
rt2964	-1.000000000000000E+00
rt2963	-1.000000000000000E+00
rt2960	-1.000000000000000E+00
rt2949	-1.000000000000000E+00
rt2922	-1.000000000000000E+00
rt2904	-1.000000000000000E+00
rt2901	-1.000000000000000E+00
rt2880	-1.000000000000000E+00
rt2849	-1.000000000000000E+00
rt2839	-1.000000000000000E+00
rt2835	-1.000000000000000E+00
rt2833	-1.000000000000000E+00
rt2815	-1.000000000000000E+00
rt2810	-1.000000000000000E+00
rt2804	-1.000000000000000E+00
rt2799	-1.000000000000000E+00
rt2777	-1.000000000000000E+00
rt2761	-1.000000000000000E+00
rt2756	-1.000000000000000E+00
rt2749	-1.000000000000000E+00
rt2746	-1.000000000000000E+00
rt2707	-1.000000000000000E+00
rt2696	-1.000000000000000E+00
rt2684	-1.000000000000000E+00
rt2682	-1.000000000000000E+00
rt2671	-1.000000000000000E+00
rt2654	-1.000000000000000E+00
rt2643	-1.000000000000000E+00
rt2621	-1.000000000000000E+00
rt2613	-1.000000000000000E+00
rt2593	-1.000000000000000E+00
rt2578	-1.000000000000000E+00
rt2577	-1.000000000000000E+00
rt2573	-1.000000000000000E+00
rt2569	-1.000000000000000E+00
rt2544	-1.000000000000000E+00
rt2532	-1.000000000000000E+00
rt2517	-1.000000000000000E+00
rt2501	-1.000000000000000E+00
rt2477	-1.000000000000000E+00
rt2473	-1.000000000000000E+00
rt2444	-1.000000000000000E+00
rt2416	-1.000000000000000E+00
rt2385	-1.000000000000000E+00
rt2354	-1.000000000000000E+00
rt2348	-1.000000000000000E+00
rt2336	-1.000000000000000E+00
rt2317	-1.000000000000000E+00
rt2312	-1.000000000000000E+00
rt2309	-1.000000000000000E+00
rt2306	-1.000000000000000E+00
rt2305	-1.000000000000000E+00
rt2279	-1.000000000000000E+00
rt2267	-1.000000000000000E+00
rt2265	-1.000000000000000E+00
rt2246	-1.000000000000000E+00
rt2245	-1.000000000000000E+00
rt2239	-1.000000000000000E+00
rt2234	-1.000000000000000E+00
rt2224	-1.000000000000000E+00
rt2220	-1.000000000000000E+00
rt2204	-1.000000000000000E+00
rt2202	-1.000000000000000E+00
rt2190	-1.000000000000000E+00
rt2183	-1.000000000000000E+00
rt2173	-1.000000000000000E+00
rt2172	-1.000000000000000E+00
rt2146	-1.000000000000000E+00
rt2136	-1.000000000000000E+00
rt2107	-1.000000000000000E+00
rt2093	-1.000000000000000E+00
rt2062	-1.000000000000000E+00
rt2060	-1.000000000000000E+00
rt2059	-1.000000000000000E+00
rt2040	-1.000000000000000E+00
rt2006	-1.000000000000000E+00
rt1991	-1.000000000000000E+00
rt1973	-1.000000000000000E+00
rt1970	-1.000000000000000E+00
rt1964	-1.000000000000000E+00
rt1963	-1.000000000000000E+00
rt1962	-1.000000000000000E+00
rt1948	-1.000000000000000E+00
rt1936	-1.000000000000000E+00
rt1935	-1.000000000000000E+00
rt1924	-1.000000000000000E+00
rt1908	-1.000000000000000E+00
rt1896	-1.000000000000000E+00
rt1893	-1.000000000000000E+00
rt1883	-1.000000000000000E+00
rt1878	-1.000000000000000E+00
rt1850	-1.000000000000000E+00
rt1845	-1.000000000000000E+00
rt1844	-1.000000000000000E+00
rt1838	-1.000000000000000E+00
rt1837	-1.000000000000000E+00
rt1830	-1.000000000000000E+00
rt1814	-1.000000000000000E+00
rt1805	-1.000000000000000E+00
rt1802	-1.000000000000000E+00
rt1784	-1.000000000000000E+00
rt1779	-1.000000000000000E+00
rt1776	-1.000000000000000E+00
rt1772	-1.000000000000000E+00
rt1768	-1.000000000000000E+00
rt1745	-1.000000000000000E+00
rt1736	-1.000000000000000E+00
rt1727	-1.000000000000000E+00
rt1711	-1.000000000000000E+00
rt1701	-1.000000000000000E+00
rt1675	-1.000000000000000E+00
rt1672	-1.000000000000000E+00
rt1648	-1.000000000000000E+00
rt1644	-1.000000000000000E+00
rt1642	-1.000000000000000E+00
rt1639	-1.000000000000000E+00
rt1632	-1.000000000000000E+00
rt1627	-1.000000000000000E+00
rt1622	-1.000000000000000E+00
rt1613	-1.000000000000000E+00
rt1611	-1.000000000000000E+00
rt1591	-1.000000000000000E+00
rt1572	-1.000000000000000E+00
rt1567	-1.000000000000000E+00
rt1561	-1.000000000000000E+00
rt1544	-1.000000000000000E+00
rt1542	-1.000000000000000E+00
rt1532	-1.000000000000000E+00
rt1520	-1.000000000000000E+00
rt1519	-1.000000000000000E+00
rt1518	-1.000000000000000E+00
rt1488	-1.000000000000000E+00
rt1487	-1.000000000000000E+00
rt1470	-1.000000000000000E+00
rt1457	-1.000000000000000E+00
rt1454	-1.000000000000000E+00
rt1437	-1.000000000000000E+00
rt1432	-1.000000000000000E+00
rt1414	-1.000000000000000E+00
rt1406	-1.000000000000000E+00
rt1397	-1.000000000000000E+00
rt1395	-1.000000000000000E+00
rt1388	-1.000000000000000E+00
rt1374	-1.000000000000000E+00
rt1362	-1.000000000000000E+00
rt1360	-1.000000000000000E+00
rt1358	-1.000000000000000E+00
rt1340	-1.000000000000000E+00
rt1337	-1.000000000000000E+00
rt1336	-1.000000000000000E+00
rt1332	-1.000000000000000E+00
rt1321	-1.000000000000000E+00
rt1320	-1.000000000000000E+00
rt1299	-1.000000000000000E+00
rt1276	-1.000000000000000E+00
rt1269	-1.000000000000000E+00
rt1267	-1.000000000000000E+00
rt1254	-1.000000000000000E+00
rt1228	-1.000000000000000E+00
rt1221	-1.000000000000000E+00
rt1206	-1.000000000000000E+00
rt1169	-1.000000000000000E+00
rt1168	-1.000000000000000E+00
rt1147	-1.000000000000000E+00
rt1145	-1.000000000000000E+00
rt1131	-1.000000000000000E+00
rt1127	-1.000000000000000E+00
rt1089	-1.000000000000000E+00
rt1060	-1.000000000000000E+00
rt1057	-1.000000000000000E+00
rt1009	-1.000000000000000E+00
rt0996	-1.000000000000000E+00
rt0963	-1.000000000000000E+00
rt0947	-1.000000000000000E+00
rt0932	-1.000000000000000E+00
rt0930	-1.000000000000000E+00
rt0915	-1.000000000000000E+00
rt0910	-1.000000000000000E+00
rt0899	-1.000000000000000E+00
rt0894	-1.000000000000000E+00
rt0882	-1.000000000000000E+00
rt0876	-1.000000000000000E+00
rt0873	-1.000000000000000E+00
rt0872	-1.000000000000000E+00
rt0854	-1.000000000000000E+00
rt0852	-1.000000000000000E+00
rt0848	-1.000000000000000E+00
rt0842	-1.000000000000000E+00
rt0830	-1.000000000000000E+00
rt0812	-1.000000000000000E+00
rt0808	-1.000000000000000E+00
rt0799	-1.000000000000000E+00
rt0797	-1.000000000000000E+00
rt0767	-1.000000000000000E+00
rt0757	-1.000000000000000E+00
rt0720	-1.000000000000000E+00
rt0717	-1.000000000000000E+00
rt0716	-1.000000000000000E+00
rt0712	-1.000000000000000E+00
rt0711	-1.000000000000000E+00
rt0697	-1.000000000000000E+00
rt0682	-1.000000000000000E+00
rt0671	-1.000000000000000E+00
rt0669	-1.000000000000000E+00
rt0643	-1.000000000000000E+00
rt0620	-1.000000000000000E+00
rt0607	-1.000000000000000E+00
rt0604	-1.000000000000000E+00
rt0602	-1.000000000000000E+00
rt0601	-1.000000000000000E+00
rt0595	-1.000000000000000E+00
rt0594	-1.000000000000000E+00
rt0568	-1.000000000000000E+00
rt0564	-1.000000000000000E+00
rt0563	-1.000000000000000E+00
rt0553	-1.000000000000000E+00
rt0540	-1.000000000000000E+00
rt0532	-1.000000000000000E+00
rt0521	-1.000000000000000E+00
rt0517	-1.000000000000000E+00
rt0510	-1.000000000000000E+00
rt0499	-1.000000000000000E+00
rt0477	-1.000000000000000E+00
rt0467	-1.000000000000000E+00
rt0451	-1.000000000000000E+00
rt0434	-1.000000000000000E+00
rt0422	-1.000000000000000E+00
rt0413	-1.000000000000000E+00
rt0409	-1.000000000000000E+00
rt0400	-1.000000000000000E+00
rt0390	-1.000000000000000E+00
rt0376	-1.000000000000000E+00
rt0357	-1.000000000000000E+00
rt0353	-1.000000000000000E+00
rt0341	-1.000000000000000E+00
rt0339	-1.000000000000000E+00
rt0334	-1.000000000000000E+00
rt0331	-1.000000000000000E+00
rt0324	-1.000000000000000E+00
rt0310	-1.000000000000000E+00
rt0309	-1.000000000000000E+00
rt0303	-1.000000000000000E+00
rt0302	-1.000000000000000E+00
rt0283	-1.000000000000000E+00
rt0271	-1.000000000000000E+00
rt0265	-1.000000000000000E+00
rt0239	-1.000000000000000E+00
rt0234	-1.000000000000000E+00
rt0221	-1.000000000000000E+00
rt0217	-1.000000000000000E+00
rt0212	-1.000000000000000E+00
rt0207	-1.000000000000000E+00
rt0201	-1.000000000000000E+00
rt0180	-1.000000000000000E+00
rt0172	-1.000000000000000E+00
rt0144	-1.000000000000000E+00
rt0136	-1.000000000000000E+00
rt0092	-1.000000000000000E+00
rt0089	-1.000000000000000E+00
rt0088	-1.000000000000000E+00
rt0084	-1.000000000000000E+00
rt0078	-1.000000000000000E+00
rt0075	-1.000000000000000E+00
rt0066	-1.000000000000000E+00
rt0063	-1.000000000000000E+00
rt0031	-1.000000000000000E+00
rt0027	-1.000000000000000E+00
rt0017	-1.000000000000000E+00
rt0004	-1.000000000000000E+00
RSM7	 8.800623764778948E+02
RSM27	 1.616186964219800E+03
RSM24	 6.032153267006890E+02
RSM23	 6.946812817213216E+02
RSM18	 9.576854323378090E+02
RSM10	-1.000000000000000E+00
RPS9A	-3.326495270917512E+01
RPS8A	-2.485050106976615E+01
RPS7A	-1.961358948952776E+01
RPS6A	 7.519874464040709E+01
RPS5	-5.059619462259679E+01
RPS4A	-3.294422139296513E+01
RPS31	-1.000000000000000E+00
RPS3	-5.797713279721872E+01
RPS29A	 1.132189870715428E+00
RPS28A	-1.550535951766254E+01
RPS27A	-2.999100684350559E+01
RPS26A	-1.113635968938675E+00
RPS25A	-1.000000000000000E+00
RPS24A	 1.198189444573392E+02
RPS23A	 4.352553044958111E+02
RPS22A	-3.268121888815448E+01
RPS21A	-5.273451616466409E+01
RPS20	-3.910930402548470E+01
RPS2	 1.642198186566344E+01
RPS1A	-3.466555584048275E+01
RPS19A	-5.868433025004352E+01
RPS18A	-4.223307843511255E+01
RPS17A	-1.000000000000000E+00
RPS16A	-4.300053535226258E+01
RPS15	-1.000000000000000E+00
RPS14A	 2.518287529152376E+01
RPS13	 7.477730488985581E+01
RPS12	-4.099221505326049E+01
RPS11A	 3.112134895203733E+01
RPS10A	-1.422721317661392E+01
RPS0A	-2.356502999299967E+01
RPP2A	-1.000000000000000E+00
RPP0	-1.000000000000000E+00
RPL9A	-6.414319848708352E+01
RPL8B	 5.702257425212645E+02
RPL8A	-9.999999999999999E+01
RPL7A	-8.144618923834312E+00
