,old_min,old_max,new_min,new_max,diff_min,diff_max
NMNt_c_x,0.0,0.0,0.0,0.0,0.0,0.0
NMNt_c_e,4.133940525900452e-11,0.0,-9.330297824463212e-15,0.0,4.1348735556828983e-11,0.0
NDP4_c,0.0,-4.5043441527052874e-09,0.0,3.906481328997955e-12,0.0,-4.508250634034285e-09
NTP4_c,0.0,-4.510395337489479e-09,0.0,2.5941510153528845e-12,0.0,-4.512989488504832e-09
ACRNt_c_m,0.0,-4.179543822685116e-09,0.0,-2.3815601189051663e-12,0.0,-4.177162262566211e-09
O2t_c_r,0.04159857048535661,0.04159857045669096,0.041804031135165405,0.04180403113517689,-0.00020546064980879464,-0.0002054606784859317
O2t_c_m,11.618910993663613,11.618910992971248,11.611744215524851,11.611744215525054,0.007166778138762098,0.007166777446194317
O2t_c_e,12.128040432529426,12.128040431837334,12.120702523683123,12.120702523682983,0.00733790884630281,0.007337908154351425
O2t_c_x,8.632706950359467e-27,-4.77094920149238e-10,-9.943671752529754e-30,-2.685424842698913e-13,8.642650622111997e-27,-4.768263776649681e-10
OCDCAt_c_e,2.3023920460241425e-11,0.0,-1.6591450759263314e-14,0.0,2.3040511911000688e-11,0.0
EX_octa_e,0.0,-6.36812569410071e-11,0.0,7.85640511331452e-14,0.0,-6.375982099214025e-11
EX_orn_e,0.0,-1.1325222513727188e-10,0.0,6.55055364753335e-14,0.0,-1.1331773067374721e-10
OAAt_c_e,0.0,-2.2836476900593777e-10,0.0,7.966212872300066e-14,0.0,-2.2844443113466076e-10
EX_oaa_e,0.0,-2.2832445580705928e-10,0.0,8.933901135317056e-14,0.0,-2.2841379481841244e-10
GTHOXt_c,0.0,0.0,0.0,0.0,0.0,0.0
TRDOXt_c_x,4.769809686603868e-10,0.0,-5.040103778882914e-13,0.0,4.774849790382751e-10,0.0
EX_o2_e,-12.128040430596954,-12.128040432529465,-12.120702523682418,-12.120702523682912,-0.007337906914536063,-0.007337908846553276
EX_hdca_e,0.0,-2.6070221550071497e-11,0.0,1.644592955985173e-14,0.0,-2.608666747963135e-11
EX_hdcea_e,0.0,-2.802807404746499e-11,0.0,-1.812682628595713e-14,0.0,-2.8009947221179033e-11
PMTCOAt_c_r,0.009782023159489268,0.009782023149936113,0.010252079589528677,0.010252079589528878,-0.00047005643003940854,-0.0004700564395927649
PAN4Pt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
PAPt_c,6.249099153502844e-11,0.0,1.9146824233215814e-15,0.0,6.248907685260511e-11,0.0
EX_pectin_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pheac_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pacald_e,0.0,0.0,0.0,0.0,0.0,0.0
PACALDt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
PACALDt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
PHEt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
EX_pi_e,-0.21008601791369017,-0.2100860180925488,-0.208580477491975,-0.20858047749186773,-0.0015055404217151624,-0.00150554060068106
PIt_c_v,0.0,0.0,0.0,0.0,0.0,0.0
PPPG9t_c_m,3.9018839886275516e-05,3.901883988542103e-05,3.898741060775121e-05,3.898741060774968e-05,3.1429278524308245e-08,3.142927767134607e-08
PRPPt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
EX_ptrc_e,0.0,-1.1038421532848516e-10,0.0,5.484123315276403e-14,0.0,-1.1043905656163792e-10
HYPOE_c,0.0,-4.515232800793303e-09,0.0,-1.5038306739972913e-12,0.0,-4.513728970119305e-09
EX_pydxn_e,0.0,0.0,0.0,0.0,0.0,0.0
PMDPHT_c,7.803767977255099e-05,7.80376797708401e-05,7.79748212155024e-05,7.797482121552278e-05,6.285855704858938e-08,6.285855531730825e-08
PYNP2r_c,4.511871149880333e-09,-2.2579490117058904e-09,3.5113440846173254e-12,-1.4584196961592029e-12,4.508359805795716e-09,-2.256490592009731e-09
PPIt_c_m,-3.901688045203389e-05,-3.9018839886275516e-05,-3.898741006352568e-05,-3.898741060775121e-05,-2.9470388508210494e-08,-3.1429278524308245e-08
EX_pyr_e,0.0,-2.691068052549226e-10,0.0,4.515086416829853e-14,0.0,-2.691519561190909e-10
PYRtps_m,0.0,0.6788680946811725,0.0,0.6783212938098093,0.0,0.0005468008713631622
QULNt_c_m,0.0,-6.607117295178291e-11,0.0,-8.591272681273189e-15,0.0,-6.606258167910165e-11
TRDRDt_c_x,0.0,-4.773861989222406e-10,0.0,2.712636299435857e-13,0.0,-4.776574625521842e-10
EX_ribflv_e,0.0,0.0,0.0,0.0,0.0,0.0
RIBFLVt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
RIBt_c_e,1.2670611540074397e-10,0.0,4.501791006383063e-14,0.0,1.2666109749068014e-10,0.0
AHCYSt_c_m,1.6039955357623183e-10,0.0,1.0381848127911491e-13,0.0,1.6029573509495271e-10,0.0
EX_amet_e,0.0,-3.50715434079192e-11,0.0,1.946414465621831e-14,0.0,-3.509100755257542e-11
EX_mmet_e,0.0,0.0,0.0,0.0,0.0,0.0
SERt_c_m,-3.876526194004948,-3.8765262038817307,-3.8740893738259374,-3.8740893738162776,-0.0024368201790103683,-0.002436830065453144
EX_g3pc_e,0.0,-5.223188833195568e-11,0.0,-2.9254865447901354e-14,0.0,-5.2202633466507777e-11
EX_na1_e,0.0,0.0,0.0,0.0,0.0,0.0
SPMDAT_c,0.0,3.9018788569784935e-05,0.0,3.898741058825517e-05,0.0,3.137798152976309e-08
EX_spmd_e,0.0,-5.577447583864765e-11,0.0,2.3482485228203253e-14,0.0,-5.5797958323875856e-11
EX_sprm_e,0.0,-3.7272194374895564e-11,0.0,1.105422235346771e-14,0.0,-3.728324859724903e-11
SQLt_c_r,0.04002201425975165,0.04002201424621698,0.039989776934476494,0.039989776934490184,3.2237325275158435e-05,3.2237311726794615e-05
SSQ23EPXt_c_r,0.040022014259751645,0.04002201424622045,0.03998977693447649,0.03998977693448722,3.2237325275158435e-05,3.223731173322697e-05
EX_ocdca_e,0.0,-2.3037639761476056e-11,0.0,1.8288669036622792e-14,0.0,-2.305592843051268e-11
EX_succ_e,0.0,-1.8379410420051203e-10,0.0,2.1151945084963844e-13,0.0,-1.8400562365136167e-10
SUCCt_c_e,1.8376977705963582e-10,0.0,7.726365520048077e-14,0.0,1.8369251340443534e-10,0.0
EX_sucr_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,-0.0320453919952751,-0.03204539282180117,-0.032019580584429,-0.03201958058393374,-2.581141084610078e-05,-2.58122378674272e-05
EX_so3_e,0.0,-8.262323731700322e-10,0.0,5.46114736867422e-13,0.0,-8.267784879068997e-10
EX_taur_e,0.0,0.0,0.0,0.0,0.0,0.0
TTCCOAt_c_r,0.0015765562256049625,0.001576556216055752,0.0018142542006889108,0.0018142542006889257,-0.0002376979750839483,-0.00023769798463317364
THMP_c,0.0,-4.5120507872633606e-09,0.0,-2.812666556878538e-12,0.0,-4.509238120706482e-09
TMN_c,0.0,-1.5029785275015413e-09,0.0,1.2072116686759367e-12,0.0,-1.5041857391702173e-09
EX_thmpp_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_thm_e,0.0,-3.414056292919114e-11,0.0,2.204800343914099e-14,0.0,-3.4162610932630284e-11
EX_thmmp_e,0.0,0.0,0.0,0.0,0.0,0.0
TMPK_c,0.0,3.901883988542185e-05,0.0,3.89874106077518e-05,0.0,3.14292776700518e-08
THZPSN2_c,0.0,3.901883988542238e-05,0.0,3.898741060775173e-05,0.0,3.142927767064811e-08
THZPSN1_c,0.0,3.901883988542304e-05,0.0,3.898741060775233e-05,0.0,3.14292776707091e-08
THRt_c_m,0.08862154460137693,0.0886215355822322,0.08855015634300745,0.08855015634879307,7.138825836948415e-05,7.137923343912556e-05
EX_thymd_e,0.0,-5.83329669360189e-11,0.0,1.559704998289272e-14,0.0,-5.83485639860018e-11
TMDK1_c,5.823264438900805e-11,-4.516056063889992e-09,-9.011677368635873e-16,4.196106944673086e-12,5.823354555674491e-11,-4.520252170834666e-09
THYMDt_c_e,5.831588875196703e-11,0.0,6.019969053062753e-14,0.0,5.825568906143641e-11,0.0
TREtps_e,0.0,-5.496152861435496e-11,0.0,3.6699105188303535e-14,0.0,-5.499822771954326e-11
TREt_c_v,0.0,-1.505457922360204e-09,0.0,3.601613885155299e-13,0.0,-1.5058180837487197e-09
TRPt_c_m,0.0,-5.0687039965276715e-11,0.0,4.303379543039609e-14,0.0,-5.073007376070711e-11
EX_ind3eth_e,0.0,-5.1568471099806326e-11,0.0,3.3495949824073914e-14,0.0,-5.16019670496304e-11
IND3ETHt_c_e,0.0,-5.158667793193072e-11,0.0,6.233126963774485e-14,0.0,-5.1649009201568464e-11
IND3ETHt_c_m,5.155821775118257e-11,0.0,-1.1194771051567045e-14,0.0,5.156941252223414e-11,0.0
TYRt_c_m,0.0,-6.477725963401527e-11,0.0,1.0497872951284405e-13,0.0,-6.488223836352812e-11
TYRt_c_x,0.0,0.0,0.0,0.0,0.0,0.0
UMPt_c_n,0.0,0.0,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.0,13.694429667476728,0.0,13.695030311921892,0.0,-0.0006006444451642778
EX_uri_e,0.0,0.0,0.0,0.0,0.0,0.0
VALt_c_m,-0.23663482681819173,-0.23663482693950305,-0.23644421999411286,-0.23644421999408613,-0.00019060682407887053,-0.00019060694541692125
H2Ot_c_r,-0.041598570471835294,-0.04159857500222636,-0.04180403113517996,-0.041804031137864774,0.00020546066334466845,0.00020545613563841686
H2Ot_c_g,0.0,-2.260503849595627e-09,0.0,0.0,0.0,-2.260503849595627e-09
H2Ot_c_m,-90.22785033558333,-90.22785035844477,-90.17222984283704,-90.17222984280977,-0.05562049274628578,-0.055620515634998924
H2Ot_c_n,1.305050592969658e-09,0.0,3.4391917641575414e-13,0.0,1.3047066737932422e-09,0.0
H2Ot_c_x,1.3058451946266926e-09,-2.258080889295115e-09,2.974909575441721e-13,8.122741300365583e-13,1.3055477036691484e-09,-2.2588931634251513e-09
H2Ot_c_v,5.500780288330877e-11,-4.510258475467135e-09,-3.9046637073867636e-14,-1.2308019596214093e-12,5.5046849520382635e-11,-4.509027673507513e-09
XANt_c_e,1.5722950106702417e-10,0.0,-1.25132374303477e-13,0.0,1.5735463344132765e-10,0.0
EX_xtsn_e,0.0,-6.96189749888229e-11,0.0,5.0235847932037114e-14,0.0,-6.966921083675494e-11
XTSNt_c_e,6.961254687987924e-11,7.492440941276983e-16,-5.275450178377589e-14,1.569767626399437e-14,6.966530138166302e-11,-1.4948432169866672e-14
EX_xylt_e,0.0,0.0,0.0,0.0,0.0,0.0
XYLTt_c_e,1.1991674691131422e-10,0.0,8.372268618864818e-14,0.0,1.1983302422512558e-10,0.0
EX_zymst_e,0.0,0.0,0.0,0.0,0.0,0.0
ZYMSTt_c_en,0.0,0.0,0.0,0.0,0.0,0.0
KYNAT2_c,0.0,0.0,0.0,0.0,0.0,0.0
QUILSYN_c,7.803767976975093e-05,7.803767977182519e-05,7.797482121417477e-05,7.797482121482326e-05,6.285855557616152e-08,6.285855700192803e-08
ALCD2i2_c,0.0,1000.0,0.0,1000.0,0.0,0.0
ALDD2x_c,0.0,-4.937774963189781e-09,0.0,-3.340324614651115e-11,0.0,-4.90437171704327e-09
COAt_c_l,-0.09120362590572811,0.0007655578611718735,-0.09113017145085678,0.0007649437297318813,-7.345445487133562e-05,6.141314399922635e-07
SBP_c,0.0,-4.486608211518302e-09,0.0,-2.027689417332726e-11,0.0,-4.466331317344975e-09
Ht_c_m,0.0,-1.4946811767692063e-08,0.0,-6.261682142208393e-11,0.0,-1.4884194946269979e-08
ICDHyi_m,0.0,0.45221430603373214,0.0,0.4518500534665464,0.0,0.00036425256718575216
AKGMALta_m,18.630841289904865,1000.0,18.619532897713817,1000.0,0.01130839219104729,0.0
EAR40y_m,0.0,0.0,0.0,0.0,0.0,0.0
EAR60y_m,0.0,0.0,0.0,0.0,0.0,0.0
EAR80y_m,0.0,0.0,0.0,0.0,0.0,0.0
3OACE200_rm,0.009280179474603436,0.009280179265014458,0.009750640134624919,0.009750640131646242,-0.0004704606600214826,-0.00047046086663178437
3OACE220_rm,0.009280179474603434,0.00928017872702972,0.009750640134624919,0.00975064013257786,-0.0004704606600214843,-0.00047046140554814035
3OACE240_rm,0.007591224603351071,0.007591224467492901,0.00806304569933678,0.008063045699112436,-0.0004718210959857097,-0.00047182123161953506
3OACE260_rm,0.0015765562256049614,0.0015765561109015026,0.001814254200688913,0.001814254200224623,-0.00023769797508395155,-0.00023769808932312046
3OACR200_rm,0.009280179474603436,0.00928017926219692,0.009750640134624919,0.009750640132139046,-0.0004704606600214826,-0.00047046086994212595
3OACR220_rm,0.009280179474603436,0.009280178726969669,0.00975064013462492,0.009750640131578087,-0.0004704606600214843,-0.0004704614046084181
3OACR240_rm,0.007591224603351074,0.0075912243929358155,0.00806304569933678,0.00806304569846523,-0.0004718210959857071,-0.00047182130552941414
3OACR260_rm,0.0015765562256049614,0.0015765561105686012,0.0018142542006889131,0.0018142542003875006,-0.00023769797508395177,-0.00023769808981889944
3HACD200_rm,0.009280179474603436,0.00928017926117662,0.009750640134624919,0.009750640134021778,-0.0004704606600214826,-0.00047046087284515793
3HACD220_rm,0.009280179474603434,0.009280178726706828,0.00975064013462492,0.009750640143983151,-0.00047046066002148605,-0.000470461417276323
3HACD240_rm,0.007591224603351074,0.007591224398707785,0.00806304569933678,0.008063045698621686,-0.0004718210959857071,-0.0004718212999139009
3HACD260_rm,0.0015765562256049614,0.0015765561105686012,0.0018142542006889134,0.0018142542003875006,-0.000237697975083952,-0.00023769808981889944
ECOAR200_rm,0.009280179474603436,0.009280179261176625,0.009750640134624919,0.009750640134093084,-0.0004704606600214826,-0.00047046087291645854
ECOAR220_rm,0.009280179474603436,0.00928017872670683,0.009750640134624919,0.009750640131454942,-0.0004704606600214826,-0.0004704614047481119
ECOAR240_rm,0.007591224603351074,0.007591224398707785,0.00806304569933678,0.008063045698687413,-0.0004718210959857071,-0.0004718212999796278
ECOAR260_rm,0.0015765562256049618,0.0015765561105686016,0.0018142542006889134,0.0018142542003875008,-0.00023769797508395155,-0.00023769808981889923
ACOADS160_rm,0.0,-6.413224860636973e-10,0.0,-1.5977984647109997e-12,0.0,-6.397246875989863e-10
ACOADS180_rm,0.05886308492311569,0.05886308482526795,0.05881567130712298,0.05881567130662838,4.741361599271132e-05,4.7413518639564944e-05
OCTAt_c_e,6.593980239670875e-11,0.0,2.897814889846238e-14,0.0,6.591082424781029e-11,0.0
DCAt_c_e,3.917845873297362e-11,0.0,-3.312761299470946e-14,0.0,3.9211586345968334e-11,0.0
DDCAt_c_e,3.328917474683407e-11,0.0,-1.585028167571399e-14,0.0,3.3305025028509785e-11,0.0
EX_but_e,0.0,-7.667900066538251e-11,0.0,-1.2979469168022588e-12,0.0,-7.538105374858025e-11
EX_hxa_e,0.0,-5.837072161187206e-11,0.0,-1.2473567937547435e-13,0.0,-5.824598593249658e-11
EX_ocdcea_e,0.0,-2.253175636778519e-11,0.0,-7.310123200619e-14,0.0,-2.2458655135779e-11
BUTt_c_e,3.875573751577363e-11,0.0,-6.843304673685645e-14,0.0,3.8824170562510486e-11,0.0
HXAt_c_e,6.970262769497833e-11,0.0,-2.74181179218615e-14,0.0,6.97300458129002e-11,0.0
OCDCEAt_c_e,2.2681972202204405e-11,1.3519220238959016e-14,-4.136498463528687e-14,-6.143850551520494e-16,2.2723337186839693e-11,1.4133605294111066e-14
EX_ttdca_e,0.0,-2.9785209889356323e-11,0.0,-1.4563327362628936e-13,0.0,-2.9639576615730037e-11
FACOAL120_rm,0.0,-2.244569754003537e-09,0.0,-6.004744495246113e-12,0.0,-2.2385650095082907e-09
FACOAL140_rm,0.0,-4.463538112445048e-09,0.0,-1.522686134021386e-11,0.0,-4.448311251104834e-09
FACOAL160_rm,0.0,0.00015594281968418842,0.0,0.00015581944650880304,0.0,1.2337317538538067e-07
FACOAL161_rm,0.0,-2.247338425942708e-09,0.0,-1.0158818021691535e-11,0.0,-2.2371796079210164e-09
FACOAL180_rm,0.0,0.00010396387039241231,0.0,0.00010388236444609611,0.0,8.150594631620264e-08
FACOAL181_rm,0.0,0.00019085492245464033,0.0,0.00019070342320233293,0.0,1.5149925230740222e-07
FACOAL120_l,0.0,-4.4845752745238905e-09,0.0,-1.2327591590485507e-11,0.0,-4.472247682933405e-09
FACOAL140_l,0.0,-4.483584137461959e-09,0.0,-5.497715286026068e-12,0.0,-4.478086422175933e-09
FACOAL160_l,0.0,0.00015594282049045385,0.0,0.0001558193485304748,0.0,1.2347195997905848e-07
FACOAL161_l,0.0,-2.245339448157261e-09,0.0,-4.687249504041936e-12,0.0,-2.2406521986532193e-09
FACOAL180_l,0.0,0.00010396384475835887,0.0,0.00010388233705279001,0.0,8.150770556885831e-08
FACOAL181_l,0.0,0.00019085492451091413,0.0,0.00019070342627106643,0.0,1.5149823984770064e-07
FACOAL161_x,0.0,-2.234112267635679e-09,0.0,2.667543401316404e-12,0.0,-2.2367798110369954e-09
FACOAL180_x,0.0,-2.2463560382124422e-09,0.0,-2.008022389114569e-12,0.0,-2.2443480158233276e-09
FACOAL181_x,0.0,-2.2440144274023593e-09,0.0,-8.223883543825536e-12,0.0,-2.235790543858534e-09
FACOAL200_en,0.0,0.0,-6.333391065842868e-30,0.0,6.333391065842868e-30,0.0
FACOAL220_en,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL240_en,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL260_en,0.0,-2.052962619403996e-11,0.0,-7.665498786473193e-14,0.0,-2.0452971206175227e-11
FACOAL220_rm,0.0,2.190679412016821e-05,0.0,2.1889195728355432e-05,0.0,1.7598391812778338e-08
FACOAL240_rm,0.0,-1.2327183086219877e-10,0.0,-5.362396594474252e-13,0.0,-1.2273559120275135e-10
FACOAL260_rm,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL220_l,0.0,2.1906794124929366e-05,0.0,2.1889195787151282e-05,0.0,1.759833777808346e-08
FACOAL240_l,0.0,-1.2309788855607756e-10,0.0,-6.651168462687782e-13,0.0,-1.224327717098088e-10
FACOAL260_l,0.0,0.0,0.0,0.0,0.0,0.0
FACOA120tabc_x,0.0,-1.4946398268320347e-09,0.0,-7.021400717406014e-12,0.0,-1.4876184261146288e-09
FACOA140tabc_x,0.0,-1.4856751715762807e-09,0.0,-4.2252402236886085e-12,0.0,-1.481449931352592e-09
FACOA160tabc_x,0.0,-1.1254112079044433e-09,0.0,-2.1179152082034082e-12,0.0,-1.12329329269624e-09
FACOA161tabc_x,0.0,-6.422846870531389e-10,0.0,-7.205209073371321e-13,0.0,-6.415641661458017e-10
FACOA180tabc_x,0.0,-9.004646762949733e-10,0.0,-1.4601947464631568e-12,0.0,-8.990044815485101e-10
FACOA181tabc_x,0.0,-5.634583784547342e-10,0.0,-4.573334699648935e-13,0.0,-5.630010449847694e-10
FACOA200tabc_x,0.0,-2.1363466300978397e-10,0.0,-2.0503945830050326e-12,0.0,-2.1158426842677894e-10
FACOA220tabc_x,0.0,-7.454438525767619e-10,0.0,-1.6807039637480964e-12,0.0,-7.437631486130137e-10
FACOA240tabc_x,0.0,-7.474652248551311e-10,0.0,5.9799936608128665e-12,0.0,-7.53445218515944e-10
FACOA260tabc_x,0.0,-7.479389705612285e-10,0.0,-3.1648156756710218e-12,0.0,-7.447741548855574e-10
BUTt_c_x,3.2817511153997876e-11,0.0,-4.046134283191812e-14,0.0,3.285797249682979e-11,0.0
HXAt_c_x,7.790236877795889e-11,0.0,-5.260124075142643e-14,0.0,7.795497001871032e-11,0.0
FACOAE40_x,0.0,-1.1582515761140157e-10,0.0,-1.7798076708523197e-13,0.0,-1.1564717684431634e-10
FACOAE60_x,0.0,-8.517550436713655e-11,0.0,-1.0271638382757796e-13,0.0,-8.507278798330897e-11
FACOAE161_x,0.0,-2.241689997844015e-09,0.0,-7.217671719325202e-12,0.0,-2.2344723261246897e-09
FACOAE181_x,0.0,-2.2367944960452035e-09,0.0,-4.225240840365669e-12,0.0,-2.2325692552048376e-09
ACOAO40_x,0.0,0.0,0.0,0.0,0.0,0.0
ACOAO60_x,0.0,0.0,0.0,0.0,0.0,0.0
ACOAO80_x,0.0,0.0,0.0,0.0,0.0,0.0
ACOAO200_x,0.0,-4.9387135261291e-10,0.0,-1.3236970051271003e-12,0.0,-4.925476556077829e-10
ACOAO220_x,0.0,-9.826459313941192e-10,0.0,-1.6372708707718304e-12,0.0,-9.810086605233474e-10
ACOAO240_x,0.0,-9.838218406339807e-10,0.0,-3.067972857792026e-12,0.0,-9.807538677761886e-10
ACOAO161b_x,0.0,-1.0677842364680269e-10,0.0,-4.001797606382118e-13,0.0,-1.0637824388616448e-10
ACOAO141b_x,0.0,-7.472653017287681e-10,0.0,-1.8802137508450568e-13,0.0,-7.470772803536836e-10
ACOAO121a_x,0.0,-7.468326941283785e-10,0.0,-1.6042714974425382e-13,0.0,-7.466722669786342e-10
ACOAO181a_x,0.0,-7.475470772780644e-10,0.0,1.4036516401636958e-12,0.0,-7.489507289182281e-10
ACOAO161a_x,0.0,-7.474028866405306e-10,0.0,-1.3116350961853965e-12,0.0,-7.460912515443452e-10
ACOAO141a_x,0.0,-7.469964074264694e-10,0.0,-1.726731928267929e-12,0.0,-7.452696754982015e-10
ECOAH100_x,1.5804810537891177e-18,-1.6055790037474522e-10,0.0,-2.0831626561586338e-13,1.5804810537891177e-18,-1.6034958410912936e-10
ECOAH120_x,0.0,-1.7797522334747531e-10,0.0,-2.3912395343747e-13,0.0,-1.7773609939403785e-10
ECOAH140_x,0.0,-1.9438483257745233e-10,0.0,9.189925465705015e-14,0.0,-1.9447673183210938e-10
ECOAH160_x,0.0,-5.013298467116083e-10,0.0,-3.428854521023458e-12,0.0,-4.979009921905849e-10
ECOAH180_x,0.0,-7.422126102382307e-10,0.0,-1.901961815619118e-12,0.0,-7.403106484226116e-10
ECOAH260_x,0.0,-7.470433786306927e-10,0.0,-5.723630415379841e-12,0.0,-7.413197482153129e-10
ECOAH40_x,-3.477058318335931e-18,-7.254972368060947e-11,0.0,-2.39511802410678e-13,-3.477058318335931e-18,-7.231021187819879e-11
ECOAH60_x,0.0,-1.224254945515264e-10,0.0,-4.266013620772748e-13,0.0,-1.2199889318944912e-10
ECOAH80_x,0.0,-1.4620816940848805e-10,0.0,-2.6596141373550887e-13,0.0,-1.4594220799475254e-10
ECOAH200_x,0.0,-7.52632317013084e-10,0.0,-2.592703825378211e-12,0.0,-7.500396131877058e-10
ECOAH220_x,0.0,-7.482985862100379e-10,0.0,4.694380861733486e-13,0.0,-7.487680242962113e-10
ECOAH240_x,0.0,-7.334252214939752e-10,0.0,-1.8749800408815872e-12,0.0,-7.315502414530936e-10
ECOAH161b_x,0.0,-4.90406410611302e-10,0.0,-1.6458639905244596e-12,0.0,-4.887605466207775e-10
ECOAH141b_x,0.0,-4.982914120338776e-10,0.0,-4.205516402292154e-12,0.0,-4.940858956315855e-10
ECOAH121a_x,0.0,-4.982914120338777e-10,0.0,-4.205516402292154e-12,0.0,-4.940858956315856e-10
ECOAH181a_x,0.0,-4.982879105778277e-10,0.0,-4.207028028457083e-12,0.0,-4.940808825493705e-10
ECOAH161c_x,0.0,-4.987384746080939e-10,0.0,7.181391053944112e-12,0.0,-5.05919865662038e-10
ECOAH141c_x,0.0,-4.987384746080939e-10,0.0,7.18139105394411e-12,0.0,-5.05919865662038e-10
HACD100i_x,0.0,-1.6068500451246732e-10,0.0,2.313521341178347e-12,0.0,-1.6299852585364566e-10
HACD120i_x,-1.8627098133942468e-17,-1.7796381575342698e-10,0.0,-3.5387967556074133e-13,-1.8627098133942468e-17,-1.7760993607786624e-10
HACD160i_x,0.0,-5.973881556813343e-10,0.0,-3.66087235325843e-12,0.0,-5.937272833280758e-10
HACD180i_x,0.0,-9.896451518172243e-10,0.0,1.4749605908421065e-12,0.0,-9.911201124080663e-10
HACD260i_x,0.0,-9.995561273033607e-10,0.0,4.074143078245894e-13,0.0,-9.999635416111853e-10
HACD40i_x,0.0,-8.629310534557179e-32,0.0,-1.26559094255238e-13,0.0,1.26559094255238e-13
HACD60i_x,0.0,0.0,0.0,7.09043265432356e-13,0.0,-7.09043265432356e-13
HACD80i_x,0.0,-7.262871485310348e-11,0.0,-1.0744456883650068e-12,0.0,-7.155426916473848e-11
HACD200i_x,0.0,-3.708796573762047e-10,0.0,3.928983087499799e-12,0.0,-3.748086404637045e-10
HACD220i_x,0.0,-7.485039914472969e-10,0.0,-3.001285888605701e-12,0.0,-7.455027055586911e-10
HACD240i_x,0.0,-7.476664601353512e-10,0.0,-2.0230779299925956e-11,0.0,-7.274356808354252e-10
HACD161bi_x,0.0,-2.2591867123223656e-10,0.0,-1.304647482344336e-12,0.0,-2.2461402374989223e-10
HACD141bi_x,0.0,-2.2784043161026385e-10,0.0,-3.1963299858367215e-13,0.0,-2.2752079861168017e-10
HACD121ai_x,0.0,-2.2784043161026383e-10,0.0,-3.19655334294152e-13,0.0,-2.2752077627596967e-10
HACD181ai_x,0.0,-9.788303856120561e-11,0.0,-2.8316270084401803e-13,0.0,-9.75998758603616e-11
HACD161ai_x,0.0,-9.804851632830399e-11,0.0,-3.177539554687493e-14,0.0,-9.801674093275712e-11
HACD141ai_x,0.0,-9.804851632830396e-11,0.0,-3.176421096554904e-14,0.0,-9.801675211733841e-11
ACACT40i_x,0.0,-1.1813233645983008e-10,0.0,-4.708446100853025e-14,0.0,-1.1808525199882155e-10
ACACT60i_x,0.0,-1.4104327865157503e-10,0.0,-3.5495585491730426e-13,0.0,-1.4068832279665773e-10
ACACT80i_x,0.0,-1.5115559085925676e-10,0.0,-1.4515049106721932e-13,0.0,-1.5101044036818954e-10
ACACT200i_x,0.0,-7.482152852319e-10,0.0,-2.4460208105546986e-13,0.0,-7.479706831508446e-10
ACACT220i_x,0.0,-7.484712345790584e-10,0.0,9.363501544015018e-12,0.0,-7.578347361230734e-10
ACACT240i_x,0.0,-7.364692763164265e-10,0.0,-2.8307318045237476e-12,0.0,-7.336385445119027e-10
ACACT161bi_x,0.0,-5.034077291495917e-10,0.0,-1.0370922123145088e-12,0.0,-5.023706369372772e-10
ACACT141bi_x,0.0,-4.982176940245159e-10,0.0,-2.7346458103087726e-13,0.0,-4.979442294434849e-10
ACACT121ai_x,0.0,-4.98217694024516e-10,0.0,-2.734645810308772e-13,0.0,-4.97944229443485e-10
ACACT181ai_x,0.0,-4.982203746649332e-10,0.0,-2.4234482232036897e-13,0.0,-4.979780298426128e-10
ACACT161ai_x,0.0,-4.978664832970647e-10,0.0,-3.159231690762316e-13,0.0,-4.975505601279884e-10
ACACT141ai_x,0.0,-4.978664832970649e-10,0.0,-3.159231690762315e-13,0.0,-4.975505601279886e-10
ECOAI101a_x,0.0,-1.2600742357661688e-10,0.0,-3.0015567649172737e-13,0.0,-1.2570726790012515e-10
ECOAI122c_x,0.0,0.0,0.0,0.0,0.0,0.0
ECOAI121b_x,0.0,0.0,0.0,0.0,0.0,0.0
ECOAI121a_x,0.0,-9.726886540440418e-11,0.0,-3.171910658899699e-13,0.0,-9.695167433851421e-11
ECOAI142c_x,0.0,0.0,0.0,0.0,0.0,0.0
ECOAI141a_x,0.0,0.0,0.0,0.0,0.0,0.0
ECOAR122_x,0.0,0.0,0.0,0.0,0.0,0.0
ECOAR142_x,0.0,0.0,0.0,0.0,0.0,0.0
STEHz161_en,0.0,0.0,0.0,0.0,0.0,0.0
STEHz181_en,0.0,0.0,0.0,0.0,0.0,0.0
