,old_min,old_max,new_min,new_max,diff_min,diff_max
PMPK_c,3.90188398862755e-05,3.901734544230548e-05,3.89874106077512e-05,3.8987403168653544e-05,3.142927852430147e-08,2.994227365193654e-08
PMEVK_c,0.34913277553441646,0.3491327754506854,0.3488515526360361,0.34885155263562817,0.00028122289838034,0.0002812228150572138
PPNCL2_c,3.901883988709468e-05,3.9018826733967484e-05,3.8987410608083726e-05,3.898741053377837e-05,3.142927901095239e-08,3.141620018911337e-08
PPCDC_c,3.9018839887113896e-05,3.9018826760193447e-05,3.8987410608083726e-05,3.8987410550283255e-05,3.1429279030169874e-08,3.1416209910192024e-08
PPM_c,9.805619796295397e-09,-2.239449868247562e-09,1.4675381881155641e-12,-9.894999346397917e-12,9.804152258107281e-09,-2.2295548689011638e-09
PRASCSi_c,0.047281079232130326,0.04728107907565919,0.04724299480393554,0.04724299480326895,3.808442819478591e-05,3.8084272390243035e-05
PRAMPC_c,0.02977215521002594,0.029772155209378898,0.029748174041926326,0.029748174041923748,2.3981168099613398e-05,2.398116745514975e-05
PRATPP_c,0.029772155210025936,0.029772155209371466,0.029748174041926322,0.02974817404192282,2.3981168099613398e-05,2.3981167448644536e-05
AIRC1_c,0.047281079232130326,0.04728107907151819,0.04724299480393554,0.04724299480322122,3.808442819478591e-05,3.8084268296968704e-05
PRAGSi_c,0.047320098072016606,0.047320097913069924,0.04728198221454328,0.04728198221398293,3.811585747332674e-05,3.8115699086994914e-05
GLUPRT_c,0.04732009807201661,0.04732009791306994,0.04728198221454329,0.04728198221398293,3.81158574733198e-05,3.811569908700879e-05
PSERT_c,4.200999462790378,4.200999452137167,4.198779208577434,4.198779208570509,0.0022202542129443614,0.0022202435666578424
PSPHPL_r,0.0,0.0,0.0,0.0,0.0,0.0
PSPHS_r,-8.993107387196822e-20,0.0015765562165429847,0.0,0.0018142542006886824,-8.993107387196822e-20,-0.0002376979841456977
POLYAO1_c,0.0,3.9018788723713936e-05,4.533356248845756e-21,3.898741031705247e-05,-4.533356248845756e-21,3.137840666146756e-08
PPBNGS_1_c,0.00015607535954510206,0.00015607535954170797,0.00015594964243100483,0.00015594964243098532,1.2571711409723298e-07,1.2571711072265372e-07
POLYAO2_c,0.0,1.9509394074887054e-05,0.0,1.9493705158526234e-05,0.0,1.5688916360819666e-08
POLYAO3_c,0.0,3.9018788795665244e-05,0.0,3.898741037992925e-05,0.0,3.1378415735995797e-08
PPNDH_c,0.0580018956793474,0.058001895617207755,0.057955175742528245,0.05795517574222989,4.671993681915759e-05,4.671987497786162e-05
PPND2_c,0.03023491865107716,0.030234918642817903,0.030210564731734245,0.030210564731691297,2.435391934291556e-05,2.435391112660598e-05
PROD2_m,0.0,-1.46569243009156e-09,0.0,-8.861681443736784e-12,0.0,-1.4568307486478232e-09
PROTRS_c,0.06509786190106547,0.06509786189965094,0.06504542623565387,0.06504542623564674,5.243566541159039e-05,5.24356640042023e-05
PPPGO_m,1.9509419943137758e-05,1.9509419942708207e-05,1.9493705303875607e-05,1.949370530387319e-05,1.5714639262150734e-08,1.5714638835015736e-08
PNP_c,0.0,0.0,9.949696378133833e-15,0.0,-9.949696378133833e-15,0.0
PUNP3_c,0.0,0.0,0.0,0.0,0.0,0.0
PUNP3_m,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_c,9.804542200355097e-09,-1.8470706729218393e-09,9.058059381723061e-12,-9.835016679239837e-12,9.795484140973374e-09,-1.8372356562425995e-09
PYDXO_c,0.0,0.0,0.0,0.0,0.0,0.0
PYAM5PO_c,0.0,0.0,0.0,0.0,0.0,0.0
PDX5POi_c,0.0,0.0,0.0,0.0,0.0,0.0
PYDXNO_c,0.0,-1.296056632867862e-09,0.0,-7.363319708620501e-12,0.0,-1.2886933131592415e-09
P5CR_c,0.0,-1.494383784790152e-08,0.0,-6.189776522471068e-11,0.0,-1.4881940082676808e-08
PC_c,1.454267682227433,1.4542676614038064,1.4530962718871172,1.4530962718600184,0.0011714103403157594,0.0011713895437879263
PYRDC_c,2.08721082813235e-09,-9.753882102021978e-09,1.7198061967256889e-12,-5.1906073171363576e-11,2.085491021935624e-09,-9.701976028850614e-09
PYRDC2_c,0.0,-1.2285971707977628e-10,0.0,-6.047089346672829e-13,0.0,-1.22255008145109e-10
PDH_m,0.5665242951931889,0.5665242706223264,0.5660679614698428,0.5660679613703313,0.0004563337233460807,0.00045630925199502403
PYK_c,2.122952652243126,2.1229526276669692,2.121242631307386,2.1212426311917727,0.0017100209357399088,0.0017099964751965402
RBFK_c,3.9020573981932454e-05,3.901883988542704e-05,3.8987410607772106e-05,3.898741060774295e-05,3.316337416034871e-08,3.142927768409222e-08
RBFK_m,6.327107416375436e-17,0.0,0.0,0.0,6.327107416375436e-17,0.0
RBFSa_c,0.00015607535954510204,0.00015607535954166257,0.0001559496424310048,0.00015594964243098288,1.2571711409723298e-07,1.257171106796922e-07
RBFSb_c,7.8037679772551e-05,7.803767977083127e-05,7.79748212155024e-05,7.797482121549145e-05,6.285855704860294e-08,6.2858555339819e-08
RBK_c,0.0,-4.54868603487581e-09,0.0,-2.9038177878884747e-11,0.0,-4.519647856996925e-09
RNDR1_c,0.002768386689931247,0.0027683866283051465,0.0027661567826199477,0.002766156782252464,2.229907311299302e-06,2.229846052682633e-06
RNDR1_n,0.0,0.0,0.0,0.0,0.0,0.0
RNDR3_c,0.004320946329006149,0.0070893329638026525,0.004317465850702367,0.007083622633039954,3.48047830378128e-06,5.710330762698397e-06
RNDR3_n,0.0,0.0,0.0,0.0,0.0,0.0
RNDR2_c,0.00432094632900615,0.004320946328912232,0.004317465850702368,0.004317465850701825,3.48047830378128e-06,3.4804782104063195e-06
RNDR2_n,0.0,0.0,0.0,0.0,0.0,0.0
RPI_c,-0.29310955127181115,-0.29307054231330515,-0.293107220205515,-0.29306823288020367,-2.3310662961573136e-06,-2.309433101477243e-06
RNMK_c,1.1271686036977423e-09,0.0,0.0,0.0,1.1271686036977423e-09,0.0
RPE_c,1.1682239258854477,1.1682629338314474,1.1766130823426828,1.1766520695781144,-0.008389156457235147,-0.008389135746666998
SAM24MT_c,0.040022014259751645,0.040022014247867825,0.03998977693447648,0.03998977693440711,3.2237325275165374e-05,3.223731346071318e-05
SFGTHi_c,0.0,0.0,0.0,0.0,0.0,0.0
SACCD2_c,0.10134870528580861,0.10134870519915136,0.10126706993489121,0.10126706993447893,8.163535091740282e-05,8.163526467243332e-05
SACCD1_c,0.1013487052858086,0.10134870519926349,0.10126706993489121,0.10126706993463548,8.163535091738894e-05,8.163526462801052e-05
FBA3_c,4.50927204060391e-09,0.0,3.0298252486828485e-12,0.0,4.506242215355227e-09,0.0
SERAT_c,0.0,-4.510696212495322e-09,0.0,-1.3348809120529261e-11,0.0,-4.497347403374793e-09
SERPT_r,0.003153112451209924,0.0031531124438136183,0.0036285084013778267,0.003628508401377401,-0.0004753959501679027,-0.0004753959575637826
SERTRS_c,0.08222049940835975,0.08222049940656394,0.08215427163265333,0.08215427163264212,6.62277757064178e-05,6.622777392181756e-05
SHK3Di_c,0.09838093232407423,0.09838093224184527,0.09830168748406393,0.09830168748369864,7.924484001030352e-05,7.92447581466349e-05
SHKK_c,0.09838093232407424,0.09838093224188531,0.09830168748406394,0.09830168748375842,7.924484001030352e-05,7.92447581268868e-05
SHCHD2_c,0.0,0.0,0.0,0.0,0.0,0.0
SHCHF_c,0.0,0.0,0.0,0.0,0.0,0.0
SPHPL_r,0.0,0.0,0.0,0.0,0.0,0.0
SBPP2_r,0.0,-4.510441885374708e-09,-1.1695408156982445e-14,-2.4465852244446053e-11,1.1695408156982445e-14,-4.485976033130262e-09
SBPP1_r,0.0,-4.506521159167234e-09,0.0,-2.535144504219359e-11,0.0,-4.4811697141250404e-09
SPHGLpK_r,0.0,-4.5124388422188975e-09,0.0,-2.776586837954568e-11,0.0,-4.484672973839352e-09
SLCBK1_r,0.0,-4.506521159167234e-09,0.0,-2.535144504219359e-11,0.0,-4.4811697141250404e-09
ACONIs_m,0.0,0.0,0.0,0.0,0.0,0.0
ACONIs_c,0.0,0.0,0.0,0.0,0.0,0.0
SQLEx_r,0.0,0.0,0.0,0.0,0.0,0.0
SQLEy_r,0.04002201425975165,0.0400220142462233,0.03998977693447649,0.03998977693441858,3.2237325275165374e-05,3.2237311804718394e-05
SQLS_c,0.040022014259751645,0.0400220142462297,0.03998977693447649,0.03998977693441329,3.2237325275158435e-05,3.223731181641043e-05
SUCOAS_m,0.0,-2.3012021331960766e-09,0.0,-1.070794135530634e-11,0.0,-2.2904941918407704e-09
SSALy_c,3.901899289716028e-05,3.901703364411015e-05,3.898741060775121e-05,3.898740079221859e-05,3.1582289409073146e-08,2.9632851891560146e-08
SUCR_e,5.428605953325041e-11,0.0,0.0,0.0,5.428605953325041e-11,0.0
SADT_c,0.01986254044410872,0.019862539617664852,0.019846541369876035,0.019846541365768,1.599907423268515e-05,1.5998251896850307e-05
SO3R_c,0.019862540444108717,0.019862540311689852,0.019846541369876035,0.019846541369056066,1.599907423268168e-05,1.5998942633786706e-05
TAUDO_c,0.0,0.0,0.0,0.0,0.0,0.0
THFGLUS_c,0.0,0.0,0.0,0.0,0.0,0.0
TMDPK_c,0.0,-4.513084175180059e-09,0.0,-2.451132574981166e-11,0.0,-4.488572849430248e-09
TMDPPK_c,0.0,0.0,0.0,-1.5065774752231957e-13,0.0,1.5065774752231957e-13
TMPPP_c,3.90188398862755e-05,3.901733449332466e-05,3.89874106077512e-05,3.898740205289072e-05,3.142927852430147e-08,2.993244043394288e-08
THIORDXi_n,0.0,0.0,0.0,0.0,0.0,0.0
TRDR_c,0.03404120648198351,0.034041205655000344,0.03401378663652067,0.03401378663237307,2.7419845462846315e-05,2.7419022627275802e-05
THRA_c,0.0,-2.0896725452491604e-09,0.0,-1.1730734231295036e-11,0.0,-2.0779418110178656e-09
THRS_c,0.1745445417170805,0.1745445327060822,0.17440394336627263,0.1744039433476634,0.00014059835080787453,0.00014058935841879117
THRTRS_c,0.08592299712516842,0.08592299712329053,0.08585378702522282,0.08585378702521276,6.921009994559357e-05,6.921009807776823e-05
TMDS_c,0.002768386689931247,0.0027683866345086907,0.002766156782619948,0.002766156782252657,2.2299073112988683e-06,2.229852256033834e-06
ACONMT_c,0.0,0.0,0.0,0.0,0.0,0.0
PPTT_m,0.0,0.0,0.0,0.0,0.0,0.0
TALA_c,-0.42953697399096447,-0.4295369838594416,-0.4294247520262127,-0.4294247520578672,-0.0001122219647517464,-0.00011223180157443613
TRE6PP_c,0.0,-1.5044309540404012e-09,0.0,-9.023582321494734e-12,0.0,-1.4954073717189065e-09
TPI_c,2.435370983501098,2.435370968693762,2.4292091631774797,2.429209163119088,0.00616182032361845,0.006161805574673718
TRPS1_c,0.010105099153746829,0.010105098708963735,0.010096959599194441,0.010096959596885632,8.139554552387407e-06,8.139112078102764e-06
TRPTA_c,0.0,-5.339942554938715e-11,0.0,-2.762369730997564e-13,0.0,-5.312318857628739e-11
TRPTRS_c,0.01002706147397508,0.010027061473755934,0.010018984777979904,0.010018984777978936,8.076695995175645e-06,8.076695776997739e-06
TRPTRS_m,0.0,0.0,0.0,0.0,0.0,0.0
TYRTA_c,0.03023491865107716,0.030234918650415624,0.03021056473173425,0.030210564731729856,2.435391934291209e-05,2.435391868576761e-05
TYRTAi_x,0.0,0.0,0.0,0.0,0.0,0.0
TYRTRS_c,0.030234918651077164,0.030234918650415825,0.030210564731734252,0.030210564731729856,2.435391934291209e-05,2.435391868596884e-05
TYRTRS_m,0.0,0.0,0.0,0.0,0.0,0.0
ERGSTGLCT_c,0.0,0.0,0.0,0.0,0.0,0.0
UAGDP_c,0.02796246141610047,0.027962461415487513,0.02793993793793881,0.0279399379379349,2.252347816165956e-05,2.2523477552612026e-05
UDPG4E_c,0.0,0.0,0.0,0.0,0.0,0.0
UGLT_c,0.0,0.0,0.0,0.0,0.0,0.0
UMPK_c,0.05508406683265161,0.055084062307984266,0.055039697177280626,0.05503969714811214,4.436965537098214e-05,4.4365159872127025e-05
UMPK_n,0.0,0.0,0.0,0.0,0.0,0.0
UPPRT_c,0.0,-2.2567842516537026e-09,0.0,-1.1737180520836934e-11,0.0,-2.245047071132866e-09
UREASE_c,0.0,-4.510651433002749e-09,0.0,-2.1471629375966185e-11,0.0,-4.489179803626783e-09
URIK1_c,0.0,-4.511390746786447e-09,0.0,-1.972816968422772e-11,0.0,-4.491662577102219e-09
URIK2_c,0.0,-4.509703726869585e-09,0.0,-2.4293683064521905e-11,0.0,-4.485410043805063e-09
URIDK2i_c,0.0,-2.2555977385989556e-09,0.0,-1.2675545056018872e-11,0.0,-2.2429221935429366e-09
URIDK2_n,0.0,-2.2549544949667e-09,0.0,-1.0243713233195024e-11,0.0,-2.244710781733505e-09
UPPDC1_c,3.901883988627552e-05,3.901882436951515e-05,3.898741060775121e-05,3.898741045150345e-05,3.142927852431502e-08,3.141391801169595e-08
UPP3MT_2_c,0.0,0.0,0.0,-4.367251704413121e-21,0.0,4.367251704413121e-21
UPP3S_c,3.901883988627552e-05,3.9018824361766896e-05,3.898741060775121e-05,3.898741060774635e-05,3.142927852431502e-08,3.141375402054727e-08
GALUi_c,0.49342327486866616,0.493423270353526,0.49302582744118617,0.49302582741586715,0.00039744742747999107,0.00039744293765886507
VALTA_c,0.12356213084632686,0.1235621307118582,0.12346260279388394,0.12346260279328654,9.95280524429265e-05,9.952791857166521e-05
VALTA_m,-0.2366348268182859,-0.23663482693948712,-0.2364442199940304,-0.23644421999408602,-0.000190606824255507,-0.00019060694540110057
VALTRS_c,0.11307269610643779,0.11307269610396439,0.1129816172002022,0.11298161720019252,9.107890623559489e-05,9.107890377187122e-05
VALTRS_m,0.0,0.0,0.0,0.0,0.0,0.0
XPPT_c,0.0,-3.089765676976479e-09,0.0,-2.4277265245510253e-11,0.0,-3.065488411730969e-09
XYLK_c,0.0,0.0,0.0,0.0,0.0,0.0
YUMPS_c,0.0,0.0,0.0,0.0,0.0,0.0
MEVt_c_e,8.597737561065091e-11,0.0,3.7397340233922587e-14,0.0,8.593997827041699e-11,0.0
BTDt_c_e,0.0,-1.2366896754416426e-10,0.0,-7.33584425218833e-13,0.0,-1.2293538311894541e-10
2MBACt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
2OXOADPt_c_m,0.10134870528580861,0.10134870519925894,0.10126706993489124,0.1012670699343797,8.163535091737506e-05,8.163526487924011e-05
4ABUTtps_e,1.5298727432662803e-10,0.0,3.213099363883018e-14,0.0,1.529551433329892e-10,0.0
5AOPtps_e,1.2784842116902923e-10,0.0,-7.848276314857583e-14,0.0,1.279269039321778e-10,0.0
5FTHFt_c_e,2.7459358699431723e-11,0.0,-1.314149630177806e-15,0.0,2.74606728490619e-11,0.0
ETACt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
ADEtps_e,0.0,0.0,0.0,0.0,0.0,0.0
ADNtps_e,6.593005784675273e-11,0.0,2.860831410660989e-14,0.0,6.590144953264612e-11,0.0
ADPATPt_c_m,70.98094257705921,70.98094256465052,70.9371266684177,70.93712666846996,0.04381590864150553,0.04381589618056125
ADPATPt_c_x,0.0,0.0,0.0,2.7834370748028858e-11,0.0,-2.7834370748028858e-11
AKGCITta_m,0.0,981.3691587100632,0.0,981.3804671027593,0.0,-0.011308392696150804
ALLTTt_c,4.513378738369115e-09,0.0,9.778718239994925e-13,0.0,4.512400866545115e-09,0.0
ALLTNt_c,0.0,0.0,0.0,0.0,0.0,0.0
NH4t_c_e,2.5198159998704766,29.90867533482237,2.5182642494708145,29.908324873321757,0.001551750399662044,0.0003504615006129086
AMPATPt_c_x,4.230968233338797e-11,-4.513888895685194e-09,6.04446740730612e-14,3.216298698281595e-11,4.224923765931491e-11,-4.54605188266801e-09
ASPGLUt_c_m,17.563168774087455,17.563168738728635,17.552720381267473,17.55272038126609,0.010448392819981223,0.010448357462543356
CRNACRNt_c_m,0.0,-4.1794111953269764e-09,0.0,4.1403707600825883e-11,0.0,-4.220814902927802e-09
CHOLtps_e,7.727328230543283e-11,0.0,8.095214303118669e-15,0.0,7.72651870911297e-11,0.0
CITMALta_m,-981.3691587306329,-2.04892064849286e-08,-981.380467102303,1.4660690805723963e-10,0.011308371670111228,-2.063581339298584e-08
CITt3_m,0.0,0.0,0.0,0.0,0.0,0.0
CITICITta_m,0.0,-1.6932732089583332e-09,0.0,1.0337736906180508e-11,0.0,-1.7036109458645138e-09
COAt_c_m,0.0,-1.3642926920405895e-11,0.0,7.081563484341917e-14,0.0,-1.3713742555249315e-11
CTPt2_m,0.0,-1.3653607581360023e-09,0.0,7.73706643147004e-12,0.0,-1.3730978245674723e-09
CTPCMPt_c_m,0.0,-1.253182109070486e-09,0.0,7.814898522505779e-12,0.0,-1.260997007592992e-09
CYTDtps_e,7.045039830861546e-11,0.0,7.259863986882531e-13,0.0,6.972441190992721e-11,0.0
CSNtps_e,0.0,0.0,0.0,0.0,0.0,0.0
GALtps_e,0.0,0.0,0.0,0.0,0.0,0.0
LACDtps_c,2.0741802288249186e-10,0.0,-2.57400837032755e-13,0.0,2.076754237195246e-10,0.0
LACtps_m,0.0,0.678868094681241,0.0,0.6783212939697434,0.0,0.000546800711497597
LACPYRt_c_m,-0.6788680946755953,-1.0263557650070648e-09,-0.678321291724868,6.7625225521673925e-12,-0.0005468029507272876,-1.0331182875592323e-09
ETHAt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
FADH2t_c_m,0.0,-6.129634001566368e-11,0.0,1.6179555168224536e-13,0.0,-6.145813556734592e-11
FOLt_c_e,2.92416655842683e-11,0.0,-8.52238831942621e-15,0.0,2.925018797258772e-11,0.0
GDPMANt_c_g,0.0,0.0,0.0,0.0,0.0,0.0
GLCt_c_e,5.00000000010866,5.0,4.999999999998925,5.0,1.0973444375395047e-10,0.0
GTHRDt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
GTHRDt_c_v,4.513532191933684e-09,-5.4539556944542195e-11,-8.257437504610961e-12,3.4001580317361993e-13,4.521789629438295e-09,-5.4879572747715814e-11
G3PIt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
G3PCt_c_e,5.229895263133035e-11,0.0,-1.0297314915336333e-13,0.0,5.2401925780483715e-11,0.0
GLYCtps_e,1.9445231602812086e-10,0.0,-4.4430843574421894e-13,0.0,1.9489662446386509e-10,0.0
GLYtps_e,4.1973394388637476e-10,0.0,-3.2278793676510813e-12,0.0,4.2296182325402585e-10,0.0
GLYCOGENt_c_v,0.0,-2.2532010075795407e-09,0.0,1.648053416670598e-11,0.0,-2.2696815417462467e-09
GTPGDPtp_m,0.0,-3.471454621224567e-09,0.0,2.1183596841369574e-11,0.0,-3.4926382180659363e-09
GUAtps_e,1.4457227234016796e-10,0.0,-4.915936637991787e-12,0.0,1.4948820897815976e-10,0.0
INOSTtps_e,1.0872114002323201e-10,0.0,-2.5960427844556527e-13,0.0,1.0898074430167758e-10,0.0
FE2t_c_e,0.00029810393673114483,0.0002981039367246276,0.0002978638170432192,0.0002978638170432588,2.4011968792562446e-07,2.401196813688034e-07
FE2t_c_m,3.901883988627551e-05,3.9018839885422e-05,3.89874106077512e-05,3.898741060775528e-05,3.1429278524308245e-08,3.142927766671788e-08
IAMACt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
IBUTACt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
IPDPt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
ALAtps_e,2.1572949740430924e-10,0.0,-6.049380504140998e-13,0.0,2.1633443545472333e-10,0.0
ARGtps_e,9.546443952142122e-11,0.0,-4.386327065824744e-13,0.0,9.590307222800369e-11,0.0
ASNtpa_v,0.0,0.0,0.0,0.0,0.0,0.0
ASNtps_v,0.0,0.0,0.0,0.0,0.0,0.0
ASPtps_v,0.0,0.0,0.0,0.0,0.0,0.0
ASPtps_e,2.0324064576495222e-10,0.0,-5.186651616230417e-13,0.0,2.0375931092657526e-10,0.0
CYStps_e,1.324736537802323e-10,0.0,4.9438613270198966e-12,0.0,1.275297924532124e-10,0.0
CYSItps_v,0.0,0.0,0.0,0.0,0.0,0.0
GLUt_c_m,0.727490297038816,0.7274902702591863,0.7269042859135277,0.7269042859529574,0.0005860111252882216,0.000585984306228915
GLUtps_v,0.0,0.0,0.0,0.0,0.0,0.0
GLUtps_e,1.370612287327624e-10,0.0,-7.067940160108882e-14,0.0,1.3713190813436348e-10,0.0
GLNtpa_v,0.0,0.0,0.0,7.490572864507565e-13,0.0,-7.490572864507565e-13
GLNtps_v,0.0,0.0,0.0,0.0,0.0,0.0
HIStpa_v,0.0,0.0,0.0,0.0,0.0,0.0
ILEt_c_v,8.308549492750323e-11,0.0,0.0,0.0,8.308549492750323e-11,0.0
ILEtpa_v,0.0,-8.311224532804362e-11,0.0,0.0,0.0,-8.311224532804362e-11
ILEtps_v,0.0,0.0,0.0,0.0,0.0,0.0
LACt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
LACLtps_c,0.0,0.0,0.0,0.0,0.0,0.0
LEUt_c_v,0.0,0.0,0.0,0.0,0.0,0.0
LEUtpa_v,0.0,0.0,0.0,0.0,0.0,0.0
LEUtps_v,0.0,0.0,0.0,0.0,0.0,0.0
LYStpa_v,0.0,0.0,0.0,0.0,0.0,0.0
LYStps_e,8.671549345093955e-11,0.0,-8.303767502258918e-14,0.0,8.679853112596214e-11,0.0
METtps_e,8.00661497901831e-11,0.0,-1.2553229726011592e-13,0.0,8.019168208744323e-11,0.0
PHEtps_e,6.25737476858602e-11,0.0,-6.239894783199986e-13,0.0,6.31977371641802e-11,0.0
PROtps_e,1.1413152265938735e-10,0.0,-1.3212348051587002e-13,0.0,1.1426364613990321e-10,0.0
SERtps_e,2.477537805767318e-10,0.0,-7.279877941294524e-13,0.0,2.4848176837086125e-10,0.0
TYRt_c_v,6.484767652300578e-11,0.0,0.0,0.0,6.484767652300578e-11,0.0
TYRtpa_v,0.0,0.0,0.0,0.0,0.0,0.0
TYRtps_v,0.0,0.0,0.0,0.0,0.0,0.0
VALtps_e,1.1094683365480313e-10,0.0,-1.5337634341174544e-13,0.0,1.1110020999821488e-10,0.0
MALt2_m,0.0,-6.446791644517404e-09,0.0,4.470041719732522e-11,0.0,-6.491492061714729e-09
MALTtps_e,5.502164756283918e-11,0.0,-5.225904972129281e-14,0.0,5.507390661256047e-11,0.0
NFORTYR2t_c_e,0.0,0.0,0.0,0.0,0.0,0.0
NADt_c_m,0.0,-6.166842595136201e-11,0.0,4.377547710201431e-13,0.0,-6.210618072238215e-11
NADt1_m,0.0,0.0,0.0,0.0,0.0,0.0
NADt2_m,0.0,-1.6483308699341794e-14,0.0,5.8378384976835515e-15,0.0,-2.2321147197025346e-14
NADt3_m,0.0,0.0,0.0,0.0,0.0,0.0
NACt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
ORNtpa_m,0.05958332925993814,0.059583314201740276,0.059535335494460384,0.05953533558465672,4.799376547775375e-05,4.7978617083555e-05
ORNtps_e,1.1334519557485573e-10,0.0,-2.6346046731184355e-13,0.0,1.1360865604216758e-10,0.0
OAAtps_m,0.0,-6.448028218878243e-09,0.0,4.320531571774571e-11,0.0,-6.491233534595989e-09
PNTOtps_e,5.1405749589162896e-11,0.0,1.8334041476890522e-13,0.0,5.122240917439399e-11,0.0
PENDPt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
PHEACt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
PItps_e,0.21008601809254415,0.21008601758640452,0.2085804774951449,0.20858047749678224,0.0015055405973992408,0.0015055400896222815
PItps_m,70.98094257707018,70.98094256005062,70.93712666825839,70.9371266684741,0.0438159088117942,0.04381589157652854
PTRCtpa_e,1.0975063466610228e-10,0.0,1.0807123473939411e-12,0.0,1.0866992231870834e-10,0.0
PTRCtpa_v,0.0,0.0,0.0,0.0,0.0,0.0
PYRtps_e,2.6943558136312583e-10,0.0,-3.903140472487033e-13,0.0,2.6982589541037454e-10,0.0
AMETt_c_m,4.421804638888135e-17,-2.3046439843565765e-11,0.0,1.6956051655210548e-12,4.421804638888135e-17,-2.474204500908682e-11
NAtpa_c,0.0,0.0,0.0,0.0,0.0,0.0
SPMDtpa_e,5.578716690692922e-11,0.0,1.934052407580721e-14,0.0,5.576782638285341e-11,0.0
SPMDtpa_v,0.0,0.0,0.0,0.0,0.0,0.0
SPRMtpa_e,3.7327923400020614e-11,0.0,-2.877362569473473e-14,0.0,3.7356697025715346e-11,0.0
SPRMtpa_v,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2_m,0.0,-6.447402575386511e-09,0.0,-2.2352119967611825e-12,0.0,-6.44516736338975e-09
SUCFUMt_c_m,0.049074001371289845,0.0490739931197709,0.049034466317153316,0.049034466321496606,3.953505413652886e-05,3.952679827429195e-05
SO4t_c_e,0.0320453938341741,0.03204539199610999,0.032019580584155605,0.032019580584066225,2.581325001849849e-05,2.5811412043767745e-05
SO3t_c_e,0.0,-8.260322461543247e-10,0.0,3.8820191885914583e-13,0.0,-8.264204480731838e-10
TAURt_c_e,0.0,0.0,0.0,0.0,0.0,0.0
UDPGALt_c_g,0.0,-4.236747082025666e-11,0.0,7.189743176396273e-17,0.0,-4.236754271768843e-11
URAtps_e,1.7757313695201113e-10,0.0,-3.8874861842713334e-15,0.0,1.775770244381954e-10,0.0
UREAtps_e,-13.694429667475427,0.0,-13.695030311921743,0.0,0.0006006444463153571,0.0
URItps_e,0.0,0.0,0.0,0.0,0.0,0.0
UTPt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
UTPUMPtp_m,0.0,0.0,0.0,0.0,0.0,0.0
H2Ot_c_e,-34.400462638236235,-20.706032972064666,-34.393821450855214,-20.698791138933487,-0.006641187381021041,-0.007241833131178765
EX_13BDglucan_e,0.0,-1.0878917967907729e-10,0.0,1.0855477026277904e-13,0.0,-1.0889773444934007e-10
13BDGLUCANt_c_en,0.3906265804346779,0.3906265804261453,0.39031193469863706,0.39031193469864084,0.00031464573604084167,0.00031464572750444786
EX_crn_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_lac__D_e,0.0,-2.0749381029455032e-10,0.0,2.35777212565132e-13,0.0,-2.0772958750711545e-10
EX_mev__R_e,0.0,-8.599418883348936e-11,0.0,-2.4592743772003917e-14,0.0,-8.596959608971735e-11
EX_pnto__R_e,0.0,-5.145139787423996e-11,0.0,1.9259614789503696e-14,0.0,-5.147065748902946e-11
EX_btd_e,0.0,-1.235654265974245e-10,0.0,-1.526643902208561e-13,0.0,-1.2341276220720365e-10
EX_3mop_e,0.0,-8.890781894344577e-11,0.0,-9.973814793521414e-14,0.0,-8.880808079551056e-11
EX_lac__L_e,0.0,-2.0315809758381418e-10,0.0,-3.921826784508775e-14,0.0,-2.0311887931596908e-10
EX_mal__L_e,0.0,-1.9863829961297266e-10,0.0,-1.0608186895218722e-13,0.0,-1.9853221774402047e-10
EX_g3pi_e,0.0,0.0,0.0,0.0,0.0,0.0
MI13456Pt_c_n,0.0,0.0,0.0,0.0,0.0,0.0
MI1Pt_c_r,0.0,0.0,0.0,0.0,0.0,0.0
EX_dad_2_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_dgsn_e,0.0,-6.246602216905633e-11,0.0,-1.0107770577517238e-14,0.0,-6.24559143984788e-11
EX_din_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_duri_e,0.0,-6.792597426785827e-11,0.0,-4.9082622724352876e-14,0.0,-6.787689164513391e-11
2DDA7Pt_c_m,0.0,0.0,0.0,0.0,0.0,0.0
2DHPt_c_m,-3.90187884549602e-05,-3.9018839886598656e-05,-3.89874106002496e-05,-3.898741060755385e-05,-3.137785471060109e-08,-3.14292790448066e-08
