rxn_src	dir	enz	protein_stoich	status	comments
ATPt_c_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ATPt_c_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
AVNORy_c	FWD	rt7877	rt7877:1	protStoichAsgnAuto	 
AVNORy_c	REV	rt7877	rt7877:1	protStoichAsgnAuto	 
BACCL_c	FWD	rt8036_c	rt8036_c:1	protStoichAsgnAuto	 
BBOX_m	FWD	rt6692_m	rt6692_m:1	protStoichAsgnAuto	 
BETALDHx_x	FWD	rt2053	rt2053:1	protStoichAsgnAuto	 
BPNT_c	FWD	rt2305	rt2305:1	protStoichAsgnAuto	 
BTDDH_c	FWD	rt5273	rt5273:1	protStoichAsgnAuto	 
BTDDH_c	REV	rt5273	rt5273:1	protStoichAsgnAuto	 
BTDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
BTDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	 
BTS1_c	FWD	rt7540_c	rt7540_c:1	protStoichAsgnAuto	 
BTS1_c	REV	rt7540_c	rt7540_c:1	protStoichAsgnAuto	 
BTS1_m	FWD	rt7540_m	rt7540_m:1	protStoichAsgnAuto	 
BUTt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
BUTt_c_e	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
BUTt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
BUTt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
BZHYOX_c	FWD	rt5813	rt5813:1	protStoichAsgnAuto	 
BZHYOX_r	FWD	rt1936	rt1936:1	protStoichAsgnAuto	 
C14STR_c	FWD	rt0303	rt0303:1	protStoichAsgnAuto	 
C22STDSy_c	FWD	rt3348	rt3348:1	protStoichAsgnAuto	 
C24STR_r	FWD	rt2613	rt2613:1	protStoichAsgnAuto	 
C3STDH1_c	FWD	rt0467	rt0467:1	protStoichAsgnManual	 
C3STDH1_c	FWD	rt5356	rt5356:1	protStoichAsgnManual	 
C3STDH2_c	FWD	rt0467	rt0467:1	protStoichAsgnManual	 
C3STDH2_c	FWD	rt5356	rt5356:1	protStoichAsgnManual	 
C3STKR1_c	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	No BLASTp matches found w/ YLR100W
C3STKR2_c	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	No BLASTp matches found w/ YLR100W
C4STMO1_c	FWD	rt8272	rt8272:1	protStoichAsgnAuto	 
C4STMO2_c	FWD	rt8272	rt8272:1	protStoichAsgnAuto	 
C4STMO3_c	FWD	rt8272	rt8272:1	protStoichAsgnAuto	 
C4STMO4_c	FWD	rt8272	rt8272:1	protStoichAsgnAuto	 
C5STDS_c	FWD	rt0413	rt0413:1	protStoichAsgnAuto	 
C8STI_c	FWD	rt1745	rt1745:1	protStoichAsgnAuto	 
CA2t_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
CAROL1_c	FWD	rt0221	rt0221:1	protStoichAsgnAuto	 
CAROL1_c	REV	rt0221	rt0221:1	protStoichAsgnAuto	 
CAROL2_c	FWD	rt0221	rt0221:1	protStoichAsgnAuto	 
CAROL2_c	REV	rt0221	rt0221:1	protStoichAsgnAuto	 
CAROL3_c	FWD	rt0221	rt0221:1	protStoichAsgnAuto	 
CAROL3_c	REV	rt0221	rt0221:1	protStoichAsgnAuto	 
CAROMOX1_c	FWD	rt0220	rt0220:1	protStoichAsgnAuto	 
CAROMOX2_c	FWD	rt0220	rt0220:1	protStoichAsgnAuto	 
CAT_c	FWD	rt0986	rt0986:1	protStoichAsgnAuto	 
CAT_x	FWD	rt6937	rt6937:1	protStoichAsgnAuto	 
CATDOX_c	FWD	rt0267	rt0267:1	protStoichAsgnAuto	 
CATOX_e	FWD	rt4763	rt4763:1	protStoichAsgnAuto	 
CATOX_e	FWD	rt4767	rt4767:1	protStoichAsgnAuto	 
CBL_c	FWD	rt0389	rt0389:1	protStoichAsgnAuto	 
CBL_c	FWD	rt0391	rt0391:1	protStoichAsgnAuto	 
CBMHL_c	FWD	rt2726	rt2726:1	protStoichAsgnAuto	 
CBMHL_c	REV	rt2726	rt2726:1	protStoichAsgnAuto	 
CBPS_c	FWD	CPA12	"rt4929:1,rt8313:1"	protStoichAsgnManual	 
CBPS_c	FWD	rt3934	rt3934:1	protStoichAsgnManual	 
CDPCHOLt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CDPCHOLt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CDPDAGS_mm	FWD	rt4513_mm	rt4513_mm:1	protStoichAsgnAuto	 
CDPDAGS_rm	FWD	rt4513_rm	rt4513_rm:1	protStoichAsgnAuto	 
CDPEAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CDPEAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CDPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CDPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
CDPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CDPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CELLBH_e	FWD	rt0160	rt0160:1	protStoichAsgnAuto	 
CELLBH_e	FWD	rt1271	rt1271:1	protStoichAsgnAuto	 
CELLBH_e	FWD	rt5118	rt5118:1	protStoichAsgnAuto	 
CELLBH_e	FWD	rt8348	rt8348:1	protStoichAsgnAuto	 
CELLBH_e	FWD	rt8349	rt8349:1	protStoichAsgnAuto	 
CEPHSCOX_x	FWD	rt3508	rt3508:1	protStoichAsgnAuto	 
CEPHSCOX_x	FWD	rt7081	rt7081:1	protStoichAsgnAuto	 
CEPHSCOX_x	FWD	rt7626	rt7626:1	protStoichAsgnAuto	 
CERH124A_r	FWD	rt6946	rt6946:1	protStoichAsgnAuto	 
CERH124B_r	FWD	rt1296	rt1296:1	protStoichAsgnAuto	 
CERH126A_r	FWD	rt6946	rt6946:1	protStoichAsgnAuto	 
CERH126B_r	FWD	rt1296	rt1296:1	protStoichAsgnAuto	 
CERH2A24_r	FWD	rt1296	rt1296:1	protStoichAsgnAuto	 
CERH2A26_r	FWD	rt1296	rt1296:1	protStoichAsgnAuto	 
CERH324_r	FWD	rt1296	rt1296:1	protStoichAsgnAuto	 
CERH326_r	FWD	rt1296	rt1296:1	protStoichAsgnAuto	 
CERS124_c	FWD	rt3023_c	rt3023_c:1	protStoichAsgnAuto	 
CERS124_c	FWD	rt6800_c	rt6800_c:1	protStoichAsgnAuto	 
CERS126_c	FWD	rt3023_c	rt3023_c:1	protStoichAsgnAuto	 
CERS126_c	FWD	rt6800_c	rt6800_c:1	protStoichAsgnAuto	 
CERS2A24_r	FWD	rt3023_r	rt3023_r:1	protStoichAsgnAuto	 
CERS2A24_r	FWD	rt6800_r	rt6800_r:1	protStoichAsgnAuto	 
CERS2A26_r	FWD	rt3023_r	rt3023_r:1	protStoichAsgnAuto	 
CERS2A26_r	FWD	rt6800_r	rt6800_r:1	protStoichAsgnAuto	 
CERt_g_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CERt_g_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
CFCOAMT_c	FWD	rt5076	rt5076:1	protStoichAsgnAuto	 
CFCOAMT_c	FWD	rt5077	rt5077:1	protStoichAsgnAuto	 
CHITOSNSE_c	FWD	rt2528	rt2528:1	protStoichAsgnAuto	 
CHLPCTD_c	FWD	rt2172	rt2172:1	protStoichAsgnAuto	 
CHLSTI2_c	FWD	rt5191	rt5191:1	protStoichAsgnAuto	 
CHLSTI2_c	REV	rt5191	rt5191:1	protStoichAsgnAuto	 
CHOLD_c	FWD	rt2848	rt2848:1	protStoichAsgnAuto	 
CHOLD_c	FWD	rt3274	rt3274:1	protStoichAsgnAuto	 
CHOLK_c	FWD	rt7614	rt7614:1	protStoichAsgnAuto	 
CHOLPT_rm	FWD	rt0720	rt0720:1	protStoichAsgnAuto	 
CHOLPT_rm	FWD	rt2983	rt2983:1	protStoichAsgnAuto	 
CHOLt_c_en	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
CHOLt_c_en	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
CHOLtps_e	FWD	rt7623	rt7623:1	protStoichAsgnAuto	 
CHORM_c	FWD	rt1336	rt1336:1	protStoichAsgnAuto	 
CHORS_c	FWD	rt5669	rt5669:1	protStoichAsgnAuto	 
CHRPL_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
CHTNDA_c	FWD	rt0086	rt0086:1	protStoichAsgnAuto	 
CHTNDA_c	FWD	rt0089	rt0089:1	protStoichAsgnAuto	 
CHTNDA_c	FWD	rt4385	rt4385:1	protStoichAsgnAuto	 
CHTNDA_c	FWD	rt6255	rt6255:1	protStoichAsgnAuto	 
CHTNDA_c	FWD	rt6259	rt6259:1	protStoichAsgnAuto	 
CHTNH_e	FWD	rt4171	rt4171:1	protStoichAsgnAuto	 
CHTNH_e	FWD	rt4186	rt4186:1	protStoichAsgnAuto	 
CHTNH_e	FWD	rt4714	rt4714:1	protStoichAsgnAuto	 
CHTNH_e	FWD	rt5596	rt5596:1	protStoichAsgnAuto	 
CHTNH_e	FWD	rt5734	rt5734:1	protStoichAsgnAuto	 
CHTNH_e	FWD	rt6409	rt6409:1	protStoichAsgnAuto	 
CHTNH_v	FWD	rt4284	rt4284:1	protStoichAsgnAuto	 
CHTNS_c	FWD	rt0073	rt0073:1	protStoichAsgnAuto	 
CHTNS_c	FWD	rt0144	rt0144:1	protStoichAsgnAuto	 
CHTNS_c	FWD	rt0540	rt0540:1	protStoichAsgnAuto	 
CHTNS_c	FWD	rt1343	rt1343:1	protStoichAsgnAuto	 
CHTNS_c	FWD	rt1388	rt1388:1	protStoichAsgnAuto	 
CHTNS_c	FWD	rt6173	rt6173:1	protStoichAsgnAuto	 
CHTNS_c	FWD	rt6592	rt6592:1	protStoichAsgnAuto	 
CHTNS_c	FWD	rt7460	rt7460:1	protStoichAsgnAuto	 
CITCOAL_c	FWD	rt1454	rt1454:1	protStoichAsgnAuto	 
CITCOAL_c	REV	rt1454	rt1454:1	protStoichAsgnAuto	 
CITICITta_m	FWD	rt2146	rt2146:1	protStoichAsgnAuto	 
CITICITta_m	REV	rt2146	rt2146:1	protStoichAsgnAuto	 
CITICTta_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CITICTta_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
CITMALta_m	FWD	rt2146	rt2146:1	protStoichAsgnAuto	 
CITMALta_m	REV	rt2146	rt2146:1	protStoichAsgnAuto	 
CITMALta_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CITMALta_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
CITt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CITt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
CITt3_m	FWD	rt2146	rt2146:1	protStoichAsgnAuto	 
CITt3_m	REV	rt2146	rt2146:1	protStoichAsgnAuto	 
CLAH1_mm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	No matches in GPR
CLAH3_mm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	No matches in GPR
CLPNS_mm	FWD	rt8047	rt8047:1	protStoichAsgnAuto	 
CLt_c_e	FWD	rt6468	rt6468:1	protStoichAsgnAuto	 
CLt_c_e	REV	rt6468	rt6468:1	protStoichAsgnAuto	 
CMBOLHcis_c	FWD	rt4023	rt4023:1	protStoichAsgnAuto	 
CMBOLHcis_c	FWD	rt6386	rt6386:1	protStoichAsgnAuto	 
CMBOLHtrans_c	FWD	rt4023	rt4023:1	protStoichAsgnAuto	 
CMBOLHtrans_c	FWD	rt6386	rt6386:1	protStoichAsgnAuto	 
CMPA_c	FWD	rt3507	rt3507:1	protStoichAsgnAuto	 
CMPN_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
CMPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CMPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CMPt_m_mm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
CMPt_m_mm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
CMUCOC_c	FWD	rt5764	rt5764:1	protStoichAsgnAuto	 
CMUCOC_c	REV	rt5764	rt5764:1	protStoichAsgnAuto	 
CO2t_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_gm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_gm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_mm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_mm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CO2t_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_m	FWD	rt0548	rt0548:1	protStoichAsgnAuto	 
COAt_c_mm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
COAt_c_mm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
COAt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
COAt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
COBALT2t_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
compACYLCOA_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_c	REV	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_l	FWD	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_l	REV	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_m	REV	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_r	FWD	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_r	REV	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_rm	FWD	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_rm	REV	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_x	FWD	SPONT	zeroCost	protStoichAsgnManual	 
compACYLCOA_x	REV	SPONT	zeroCost	protStoichAsgnManual	 
compCER_g	FWD	SPONT	zeroCost	protStoichAsgnAuto	
compCER_g	REV	SPONT	zeroCost	protStoichAsgnAuto	
compCER_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
compCER_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
compCER_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
compCER_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
compFALPD_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
compFALPD_c	REV	SPONT	zeroCost	protStoichAsgnManual	 
compFALPD_en	FWD	SPONT	zeroCost	protStoichAsgnAuto	
compFALPD_en	REV	SPONT	zeroCost	protStoichAsgnAuto	
compFALPD_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
compFALPD_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
compFALPD_mm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
compFALPD_mm	REV	SPONT	zeroCost	protStoichAsgnAuto	
compFALPD_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
compFALPD_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CPLSPNEST_e	FWD	rt3377	rt3377:1	protStoichAsgnAuto	 
CPPPGO_c	FWD	rt5829	rt5829:2	protStoichAsgnAuto	 
CRN100t_c_m	FWD	rt0963	rt0963:1	protStoichAsgnAuto	 
CRN100t_c_x	FWD	rt7415_x	rt7415_x:1	protStoichAsgnAuto	 
CRN120t_c_m	FWD	rt0963	rt0963:1	protStoichAsgnAuto	 
CRN120t_c_x	FWD	rt7415_x	rt7415_x:1	protStoichAsgnAuto	 
CRN40t_c_m	FWD	rt0963	rt0963:1	protStoichAsgnAuto	 
CRN40t_c_x	FWD	rt7415_x	rt7415_x:1	protStoichAsgnAuto	 
CRN60t_c_m	FWD	rt0963	rt0963:1	protStoichAsgnAuto	 
CRN60t_c_x	FWD	rt7415_x	rt7415_x:1	protStoichAsgnAuto	 
CRN80t_c_m	FWD	rt0963	rt0963:1	protStoichAsgnAuto	 
CRN80t_c_x	FWD	rt7415_x	rt7415_x:1	protStoichAsgnAuto	 
CRNACRNt_c_m	FWD	rt0963	rt0963:1	protStoichAsgnAuto	 
CRNAT100_m	FWD	rt7415_m	rt7415_m:1	protStoichAsgnAuto	 
CRNAT100_x	FWD	rt5212_x	rt5212_x:1	protStoichAsgnAuto	 
CRNAT100_x	FWD	rt5877_x	rt5877_x:1	protStoichAsgnAuto	 
CRNAT120_m	FWD	rt7415_m	rt7415_m:1	protStoichAsgnAuto	 
CRNAT120_m	REV	rt7415_m	rt7415_m:1	protStoichAsgnAuto	 
CRNAT120_x	FWD	rt5212_x	rt5212_x:1	protStoichAsgnAuto	 
CRNAT120_x	FWD	rt5877_x	rt5877_x:1	protStoichAsgnAuto	 
CRNAT40_m	FWD	rt7415_m	rt7415_m:1	protStoichAsgnAuto	 
CRNAT40_x	FWD	rt5212_x	rt5212_x:1	protStoichAsgnAuto	 
CRNAT40_x	FWD	rt5877_x	rt5877_x:1	protStoichAsgnAuto	 
CRNAT60_m	FWD	rt7415_m	rt7415_m:1	protStoichAsgnAuto	 
CRNAT60_x	FWD	rt5212_x	rt5212_x:1	protStoichAsgnAuto	 
CRNAT60_x	FWD	rt5877_x	rt5877_x:1	protStoichAsgnAuto	 
CRNAT80_m	FWD	rt7415_m	rt7415_m:1	protStoichAsgnAuto	 
CRNAT80_x	FWD	rt5212_x	rt5212_x:1	protStoichAsgnAuto	 
CRNAT80_x	FWD	rt5877_x	rt5877_x:1	protStoichAsgnAuto	 
CRNCARt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CRNOAT_c	FWD	rt5212_c	rt5212_c:1	protStoichAsgnAuto	 
CRNOAT_m	FWD	rt0947	rt0947:1	protStoichAsgnAuto	 
CRNOAT_m	FWD	rt5877_m	rt5877_m:1	protStoichAsgnAuto	 
CRNOAT_x	FWD	rt5877_x	rt5877_x:1	protStoichAsgnAuto	 
CRNt_c_m	FWD	rt0963	rt0963:1	protStoichAsgnAuto	 
CRNt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CS_m	FWD	CIT13	"rt2963:1,rt2960:1"	protStoichAsgnManual	Added to fit the GPR while adjusting to scRBA's stoich.
CS_m	FWD	rt2960	rt2960:2	protStoichAsgnManual	 
CS_m	FWD	rt2963	rt2963:2	protStoichAsgnManual	 
CS_x	FWD	rt0180	rt0180:1	protStoichAsgnAuto	 
CSND_c	FWD	rt6191	rt6191:1	protStoichAsgnAuto	 
CSNPURt_c_e	FWD	rt6644	rt6644:1	protStoichAsgnAuto	 
CSNPURt_c_e	REV	rt6644	rt6644:1	protStoichAsgnAuto	 
CSNtps_e	FWD	rt6190	rt6190:1	protStoichAsgnAuto	 
CTPCMPt_c_m	FWD	rt4019	rt4019:1	protStoichAsgnAuto	 
CTPS1_c	FWD	rt8107	rt8107:1	protStoichAsgnAuto	 
CTPS2_c	FWD	rt8107	rt8107:1	protStoichAsgnAuto	 
CTPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
CTPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
CTPt_m_mm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
CTPt_m_mm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
CTPt2_m	FWD	rt4019	rt4019:1	protStoichAsgnAuto	 
CU2t_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
CYSItps_v	FWD	rt6589	rt6589:1	protStoichAsgnAuto	 
CYSS_c	FWD	rt3663	rt3663:1	protStoichAsgnAuto	 
CYSTGL_c	FWD	rt1131	rt1131:1	protStoichAsgnAuto	 
CYStps_e	FWD	rt5861	rt5861:1	protStoichAsgnAuto	 
CYStps_e	REV	rt5861	rt5861:1	protStoichAsgnAuto	 
CYSTRS_c	FWD	rt1487	rt1487:1	protStoichAsgnAuto	 
CYSTS_c	FWD	rt7344	rt7344:1	protStoichAsgnAuto	 
CYTD_c	FWD	rt7919	rt7919:1	protStoichAsgnAuto	 
CYTDK2_c	FWD	rt0265	rt0265:1	protStoichAsgnAuto	 
CYTDtps_e	FWD	rt5601	rt5601:1	protStoichAsgnAuto	 
CYTK1_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
CYTK2_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
CYTK2_c	REV	UNKNOWN	zeroCost	protStoichAsgnAuto	
DADA_c	FWD	rt8364	rt8364:1	protStoichAsgnAuto	 
DADK_c	FWD	rt3932	rt3932:1	protStoichAsgnAuto	 
DADK_c	REV	rt3932	rt3932:1	protStoichAsgnAuto	 
DADPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DADPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
DADt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DAG3Pabct_c_m	FWD	rt1060	rt1060:1	protStoichAsgnAuto	 
DAG3Pabct_c_m	REV	rt1060	rt1060:1	protStoichAsgnManual	 
DAG3Pabct_c_m	FWD	rt4312	rt4312:1	protStoichAsgnAuto	 
DAG3Pabct_c_m	REV	rt4312	rt4312:1	protStoichAsgnManual	 
DAGK_rm	FWD	rt1788	rt1788:1	protStoichAsgnAuto	 
DAGL_l	FWD	rt1378	rt1378:1	protStoichAsgnAuto	 
DAGL_m	FWD	rt0632	rt0632:1	protStoichAsgnAuto	 
DAGL_m	FWD	rt5949	rt5949:1	protStoichAsgnAuto	 
DAGt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_c_mm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_c_mm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_c_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DAGt_c_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
DAGt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_gm_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DAGt_gm_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DANNt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DANNt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
DAO4hpro_x	FWD	rt3508	rt3508:1	protStoichAsgnAuto	 
DAO4hpro_x	FWD	rt7081	rt7081:1	protStoichAsgnAuto	 
DAO4hpro_x	FWD	rt7626	rt7626:1	protStoichAsgnAuto	 
DAOala_x	FWD	rt3508	rt3508:1	protStoichAsgnAuto	 
DAOala_x	FWD	rt7081	rt7081:1	protStoichAsgnAuto	 
DAOala_x	FWD	rt7626	rt7626:1	protStoichAsgnAuto	 
DAOarg_x	FWD	rt3508	rt3508:1	protStoichAsgnAuto	 
DAOarg_x	FWD	rt7081	rt7081:1	protStoichAsgnAuto	 
DAOarg_x	FWD	rt7626	rt7626:1	protStoichAsgnAuto	 
DAOgly_x	FWD	rt3508	rt3508:1	protStoichAsgnAuto	 
DAOgly_x	FWD	rt7081	rt7081:1	protStoichAsgnAuto	 
DAOgly_x	FWD	rt7626	rt7626:1	protStoichAsgnAuto	 
DAOorn_x	FWD	rt3508	rt3508:1	protStoichAsgnAuto	 
DAOorn_x	FWD	rt7081	rt7081:1	protStoichAsgnAuto	 
DAOorn_x	FWD	rt7626	rt7626:1	protStoichAsgnAuto	 
DAOpro_x	FWD	rt3508	rt3508:1	protStoichAsgnAuto	 
DAOpro_x	FWD	rt7081	rt7081:1	protStoichAsgnAuto	 
DAOpro_x	FWD	rt7626	rt7626:1	protStoichAsgnAuto	 
DB4PS_c	FWD	rt8298	rt8298:2	protStoichAsgnAuto	 
DBTS_c	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
DCAt_c_e	FWD	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
DCAt_c_e	REV	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
DCAt_c_x	FWD	rt5693	rt5693:1	protStoichAsgnAuto	 
DCAt_c_x	REV	rt5693	rt5693:1	protStoichAsgnManual	 
DCAt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
DCAt_c_x	REV	SPONT	zeroCost	protStoichAsgnManual	 
DCDPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DCDPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
DCMPDA_c	FWD	rt0757	rt0757:1	protStoichAsgnAuto	 
DCMPDA_c	FWD	rt8268	rt8268:1	protStoichAsgnAuto	 
DCTPD_c	FWD	rt0757	rt0757:1	protStoichAsgnAuto	 
DCYTD_c	FWD	rt7919	rt7919:1	protStoichAsgnAuto	 
DCYTt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCACOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCACOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
DDCACOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCACOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
