rxn_src	dir	enz	protein_stoich	status	comments
ACACT260i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 
ACACT260i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 
ACACT40i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 
ACACT40i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 
ACACT40i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 
ACACT40i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 
ACACT40ir_c	FWD	rt0310	rt0310:1	protStoichAsgnAuto	 
ACACT60i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 
ACACT60i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 
ACACT60i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 
ACACT60i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 
ACACT80i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 
ACACT80i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 
ACACT80i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 
ACACT80i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 
ACALDCD_c	FWD	rt7423	rt7423:1	protStoichAsgnAuto	 
ACALDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ACALDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
ACALDt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ACALDt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
ACCOAC_c	FWD	rt0271	rt0271:2	protStoichAsgnManual	Based on scRBA stoich.
ACCOAt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ACCOAt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
ACCOAt_c_r	FWD	rt2578	rt2578:1	protStoichAsgnAuto	 
ACCOAt_c_r	REV	rt2578	rt2578:1	protStoichAsgnAuto	 
ACCOATsucac_m	FWD	rt5429	rt5429:1	protStoichAsgnAuto	 
ACCOATsucpp_m	FWD	rt5429	rt5429:1	protStoichAsgnAuto	 
ACEST1_m	FWD	rt1634	rt1634:1	protStoichAsgnAuto	 
ACEST1_m	FWD	rt6091	rt6091:1	protStoichAsgnAuto	 
ACEST1_x	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	No evidence for GPR
ACGAM6PS_c	FWD	rt4107	rt4107:1	protStoichAsgnAuto	 
ACGAM6PS_c	REV	rt4107	rt4107:1	protStoichAsgnAuto	 
ACGAM6S1_r	FWD	rt5121	rt5121:1	protStoichAsgnAuto	 
ACGAM6S1_r	REV	rt5121	rt5121:1	protStoichAsgnAuto	 
ACGAM6S2_r	FWD	rt5121	rt5121:1	protStoichAsgnAuto	 
ACGAM6S2_r	REV	rt5121	rt5121:1	protStoichAsgnAuto	 
ACGAMPM_c	FWD	rt4597	rt4597:1	protStoichAsgnAuto	 
ACGAMPM_c	REV	rt4597	rt4597:1	protStoichAsgnAuto	 
ACGK_m	FWD	rt1009	rt1009:1	protStoichAsgnAuto	 
ACGS_m	FWD	rt7899	rt7899:1	protStoichAsgnAuto	 
ACHAH_c	FWD	rt3378	rt3378:1	protStoichAsgnAuto	 
ACHAH_c	REV	rt3378	rt3378:1	protStoichAsgnAuto	 
ACHAH_e	FWD	rt1203	rt1203:1	protStoichAsgnAuto	 
ACHBS_m	FWD	ILV26	"rt1432:1,rt7317:1"	protStoichAsgnManual	 
ACHBS_m	FWD	rt7317	rt7317:2	protStoichAsgnManual	 
ACHLE1_c	FWD	rt6872	rt6872:1	protStoichAsgnAuto	 
ACHLE2_c	FWD	rt6872	rt6872:1	protStoichAsgnAuto	 
ACHLE3_c	FWD	rt6872	rt6872:1	protStoichAsgnAuto	 
ACITL_c	FWD	rt1358	rt1358:4	protStoichAsgnAuto	 
ACKr_c	FWD	rt5015	rt5015:1	protStoichAsgnAuto	 
ACKr_c	REV	rt5015	rt5015:1	protStoichAsgnAuto	 
ACLS_m	FWD	ILV26	"rt1432:1,rt7317:1"	protStoichAsgnManual	Copied from ACHBS_m since they're the same GPR and stoich.
ACLS_m	FWD	rt7317	rt7317:2	protStoichAsgnManual	Copied from ACHBS_m since they're the same GPR and stoich.
ACOAD100f_m	FWD	rt4202	rt4202:1	protStoichAsgnAuto	 
ACOAD100f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD101df_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD102ef_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD120f_m	FWD	rt4202	rt4202:1	protStoichAsgnAuto	 
ACOAD120f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD121af_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD140f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD141af_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD141bf_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD142f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD143f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD160f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD161af_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD161bf_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD162f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD163f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD180f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD181af_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD182f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD183f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD40f_m	FWD	rt5702	rt5702:1	protStoichAsgnAuto	 
ACOAD40f_m	REV	rt5702	rt5702:1	protStoichAsgnAuto	 
ACOAD40f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD60f_m	FWD	rt5702	rt5702:1	protStoichAsgnAuto	 
ACOAD60f_m	REV	rt5702	rt5702:1	protStoichAsgnAuto	 
ACOAD60f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD80f_m	FWD	rt4202	rt4202:1	protStoichAsgnAuto	 
ACOAD80f_m	REV	rt4202	rt4202:1	protStoichAsgnAuto	 
ACOAD80f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOAD82ef_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit
ACOADm30f_m	FWD	rt5702	rt5702:1	protStoichAsgnAuto	 
ACOADm30f_m	REV	rt5702	rt5702:1	protStoichAsgnAuto	 
ACOADm40f_m	FWD	rt5702	rt5702:1	protStoichAsgnAuto	 
ACOADm40f_m	REV	rt5702	rt5702:1	protStoichAsgnAuto	 
ACOADm50f_m	FWD	rt1644	rt1644:1	protStoichAsgnAuto	 
ACOADm50f_m	REV	rt1644	rt1644:1	protStoichAsgnAuto	 
ACOADS160_rm	FWD	rt1362	rt1362:1	protStoichAsgnAuto	 
ACOADS180_rm	FWD	rt1362	rt1362:1	protStoichAsgnAuto	 
ACOADS181_rm	FWD	rt0477	rt0477:1	protStoichAsgnAuto	 
ACOADS182_3_rm	FWD	rt8487	rt8487:1	protStoichAsgnManual	
ACOADS182_rm	FWD	rt0477	rt0477:1	protStoichAsgnAuto	 
ACOAO100_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO100_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO100_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO101d_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO101d_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO101d_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO102e_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO102e_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO102e_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO120_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO120_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO120_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO121a_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO121a_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO121a_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO140_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO140_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO140_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO141a_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO141a_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO141a_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO141b_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO141b_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO141b_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO142_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO142_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO142_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO143_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO143_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO143_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO160_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO160_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO160_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO161a_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO161a_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO161a_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO161b_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO161b_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO161b_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO162_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO162_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO162_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO163_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO163_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO163_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO180_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO180_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO180_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO181a_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO181a_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO181a_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO182_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO182_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO182_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO183_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO183_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO183_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO200_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO200_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO200_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO220_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO220_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO220_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO240_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO240_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO240_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO260_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO260_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO260_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO40_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO40_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO40_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO60_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO60_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO60_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO80_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO80_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO80_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOAO82e_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 
ACOAO82e_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 
ACOAO82e_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 
ACOATA_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
ACOATA_c	REV	rt0302	rt0302:1	protStoichAsgnAuto	 
ACOATA_m	FWD	rt5893	rt5893:1	protStoichAsgnAuto	 
ACOATA_m	REV	rt5893	rt5893:1	protStoichAsgnAuto	 
ACONIs_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
ACONIs_c	REV	SPONT	zeroCost	protStoichAsgnAuto	 
ACONIs_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
ACONIs_m	REV	SPONT	zeroCost	protStoichAsgnAuto	 
ACONMT_c	FWD	rt6691	rt6691:1	protStoichAsgnAuto	 
ACONT2_m	FWD	rt4274	rt4274:1	protStoichAsgnAuto	 
ACONT2_m	REV	rt4274	rt4274:1	protStoichAsgnAuto	 
ACONTa_m	FWD	rt3256	rt3256:1	protStoichAsgnAuto	 
ACONTa_m	REV	rt3256	rt3256:1	protStoichAsgnManual	 
ACONTa_m	FWD	rt6232	rt6232:1	protStoichAsgnAuto	 
ACONTa_m	REV	rt6232	rt6232:1	protStoichAsgnManual	 
ACONTb_m	FWD	rt3256	rt3256:1	protStoichAsgnAuto	 
ACONTb_m	REV	rt3256	rt3256:1	protStoichAsgnManual	 
ACONTb_m	FWD	rt6232	rt6232:1	protStoichAsgnAuto	 
ACONTb_m	REV	rt6232	rt6232:1	protStoichAsgnManual	 
ACOTAi_m	FWD	rt6510	rt6510:1	protStoichAsgnAuto	 
ACP1_e	FWD	rt1163	rt1163:1	protStoichAsgnAuto	 
ACP1_e	FWD	rt5051	rt5051:1	protStoichAsgnAuto	 
ACPCS_c	FWD	rt0245	rt0245:1	protStoichAsgnAuto	 
ACPCS_c	REV	rt0245	rt0245:1	protStoichAsgnAuto	 
ACRNAH_x	FWD	rt5418	rt5418:1	protStoichAsgnAuto	 
ACRNt_c_m	FWD	rt0963	rt0963:1	protStoichAsgnManual	 
ACRNt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ACS_c	FWD	rt6229_c	rt6229_c:1	protStoichAsgnAuto	 
ACS_c	FWD	rt7532_c	rt7532_c:1	protStoichAsgnAuto	 
ACS_n	FWD	rt6229_n	rt6229_n:1	protStoichAsgnAuto	 
ACS_n	FWD	rt7532_n	rt7532_n:1	protStoichAsgnAuto	 
ACt_c_e	FWD	rt7285	rt7285:1	protStoichAsgnAuto	 
ACt_c_e	REV	rt7285	rt7285:1	protStoichAsgnAuto	 
ACt_c_m	FWD	rt5456	rt5456:1	protStoichAsgnAuto	 
ACt_c_m	REV	rt5456	rt5456:1	protStoichAsgnAuto	 
ACt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ACt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
ADA_c	FWD	rt8364	rt8364:1	protStoichAsgnAuto	 
ADCL_c	FWD	rt4108	rt4108:1	protStoichAsgnAuto	 
ADCS_c	FWD	rt5301	rt5301:1	protStoichAsgnAuto	 
ADD_c	FWD	rt3300	rt3300:1	protStoichAsgnAuto	 
ADD_c	FWD	rt8364	rt8364:1	protStoichAsgnAuto	 
ADEt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ADEt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
ADEtps_e	FWD	rt6190	rt6190:1	protStoichAsgnAuto	 
ADK1_c	FWD	rt3932	rt3932:1	protStoichAsgnAuto	 
ADK1_c	FWD	rt7128_c	rt7128_c:1	protStoichAsgnAuto	 
ADK1_m	FWD	rt6761	rt6761:1	protStoichAsgnAuto	 
ADK1_m	FWD	rt7128_m	rt7128_m:1	protStoichAsgnAuto	 
ADK3_m	FWD	rt6761	rt6761:1	protStoichAsgnAuto	 
ADK3_m	REV	rt6761	rt6761:1	protStoichAsgnManual	 
ADK3_m	FWD	rt7128_m	rt7128_m:1	protStoichAsgnAuto	 
ADK3_m	REV	rt7128_m	rt7128_m:1	protStoichAsgnManual	 
ADMDC_c	FWD	rt2849	rt2849:1	protStoichAsgnAuto	 
ADNCYC_c	FWD	rt4919	rt4919:1	protStoichAsgnAuto	 
ADNK1_c	FWD	rt0017	rt0017:1	protStoichAsgnAuto	 
ADNtps_e	FWD	rt5601	rt5601:1	protStoichAsgnAuto	 
ADPATPt_c_m	FWD	rt4336	rt4336:1	protStoichAsgnAuto	 
ADPATPt_c_m	REV	rt4336	rt4336:1	protStoichAsgnAuto	 
ADPATPt_c_x	FWD	rt7777	rt7777:1	protStoichAsgnAuto	 
ADPh_c	FWD	SPONT	zeroCost	protStoichAsgnManual	
ADPh_m	FWD	SPONT	zeroCost	protStoichAsgnManual	
ADPRDP_m	FWD	rt8143	rt8143:1	protStoichAsgnAuto	 
ADPT_c	FWD	rt7825	rt7825:1	protStoichAsgnAuto	 
ADPt_c_en	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_en	REV	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_gm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_gm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ADPt_c_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ADSK_c	FWD	rt0341	rt0341:1	protStoichAsgnAuto	 
ADSL1r_c	FWD	rt7437	rt7437:4	protStoichAsgnAuto	 
ADSL1r_c	REV	rt7437	rt7437:4	protStoichAsgnAuto	 
ADSL2i_c	FWD	rt7437	rt7437:4	protStoichAsgnAuto	 
ADSS_c	FWD	rt3802	rt3802:2	protStoichAsgnAuto	 
AEPI1_c	FWD	rt0136	rt0136:1	protStoichAsgnAuto	 
AEPI1_c	REV	rt0136	rt0136:1	protStoichAsgnAuto	 
AEPI2_c	FWD	rt0136	rt0136:1	protStoichAsgnAuto	 
AEPI2_c	REV	rt0136	rt0136:1	protStoichAsgnAuto	 
AFAT_c	FWD	rt3174_c	rt3174_c:1	protStoichAsgnAuto	 
AFLTXNB1S_c	FWD	rt2689	rt2689:1	protStoichAsgnAuto	 
AFLTXNB2S_c	FWD	rt2689	rt2689:1	protStoichAsgnAuto	 
AGMT_e	FWD	rt1772	rt1772:1	protStoichAsgnAuto	 
AGNPR_l	FWD	rt7207_l	rt7207_l:1	protStoichAsgnAuto	 
AGNPR_rm	FWD	rt7207_rm	rt7207_rm:1	protStoichAsgnAuto	 
AGPAT_l	FWD	rt1378	rt1378:1	protStoichAsgnAuto	 
AGPAT_l	FWD	rt2059_l	rt2059_l:1	protStoichAsgnAuto	 
AGPAT_rm	FWD	rt2059_rm	rt2059_rm:1	protStoichAsgnManual	Annotated genome says it transfers acyl groups. Copied stoich. From scRBA.
AGPAT_rm	FWD	rt7662	rt7662:1	protStoichAsgnManual	Annotated genome says it transfers acyl groups. Copied stoich. From scRBA.
AGPRi_m	FWD	rt1009	rt1009:1	protStoichAsgnAuto	 
AGTi_c	FWD	rt0451	rt0451:1	protStoichAsgnAuto	 
AHCi_c	FWD	rt4544	rt4544:1	protStoichAsgnAuto	 
AHCYSt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AHCYSt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
AHCYSt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AHCYSt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
AHGDf_m	FWD	rt1883	rt1883:1	protStoichAsgnAuto	 
AHGDf_m	REV	rt1883	rt1883:1	protStoichAsgnAuto	 
AHMMPS4_c	FWD	rt2779	rt2779:2	protStoichAsgnAuto	 
AHSERL_c	FWD	rt8250	rt8250:1	protStoichAsgnAuto	 
AHSERL2_c	FWD	rt8250	rt8250:1	protStoichAsgnAuto	 
AICART_c	FWD	rt4053	rt4053:1	protStoichAsgnAuto	 
AICART_c	REV	rt4053	rt4053:1	protStoichAsgnAuto	 
AIRC1_c	FWD	rt3764	rt3764:1	protStoichAsgnAuto	 
AKGCITta_m	FWD	rt8378	rt8378:1	protStoichAsgnAuto	 
AKGDH_m	FWD	KGDCPLX	"rt3748:1,rt1672:1,rt0906:1"	protStoichAsgnManual	rt3748 and rt1672 and (rt1639 or rt0906)
AKGDH_m	FWD	KGDCPLX2	"rt3748:1,rt1672:1,rt1639:1"	protStoichAsgnManual	rt3748 and rt1672 and (rt1639 or rt0906)
AKGMALta_m	FWD	rt2267	rt2267:1	protStoichAsgnAuto	 
AKGt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AKGt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
AKGt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AKGt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
AKGt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
AKGt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
AKP1_c	FWD	rt3253	rt3253:1	protStoichAsgnAuto	 
AKP1_c	FWD	rt5041	rt5041:1	protStoichAsgnAuto	 
ALAS_m	FWD	rt0309	rt0309:1	protStoichAsgnAuto	 
ALAt_c_m		SPONT	zeroCost	protStoichAsgnAuto	
ALATA_L_m	FWD	rt1267	rt1267:2	protStoichAsgnAuto	 
ALATA_L_m	REV	rt1267	rt1267:2	protStoichAsgnAuto	 
ALAtps_e	FWD	rt0594	rt0594:1	protStoichAsgnAuto	 
ALAtps_e	REV	rt0594	rt0594:1	protStoichAsgnManual	 
ALAtps_e	FWD	rt4390	rt4390:1	protStoichAsgnAuto	 
ALAtps_e	REV	rt4390	rt4390:1	protStoichAsgnManual	 
ALAtps_e	FWD	rt5861	rt5861:1	protStoichAsgnAuto	 
ALAtps_e	REV	rt5861	rt5861:1	protStoichAsgnManual	 
ALATRS_c	FWD	rt3605	rt3605:1	protStoichAsgnAuto	 
ALCD19y_c	FWD	rt3514	rt3514:1	protStoichAsgnAuto	 
ALCD22xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 
ALCD22xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 
ALCD22xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 
ALCD22xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 
ALCD22xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 
ALCD22yi_c	FWD	rt1661	rt1661:1	protStoichAsgnAuto	 
ALCD22yi_c	FWD	rt3514	rt3514:1	protStoichAsgnAuto	 
ALCD22yi_c	FWD	rt4416	rt4416:1	protStoichAsgnAuto	 
ALCD22yi_c	FWD	rt5186	rt5186:1	protStoichAsgnAuto	 
ALCD22yi_c	FWD	rt5194	rt5194:1	protStoichAsgnAuto	 
ALCD22yi_c	FWD	rt5579	rt5579:1	protStoichAsgnAuto	 
ALCD23xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 
ALCD23xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 
ALCD23xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 
ALCD23xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 
ALCD23xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 
ALCD23yi_c	FWD	rt1661	rt1661:1	protStoichAsgnAuto	 
ALCD23yi_c	FWD	rt4416	rt4416:1	protStoichAsgnAuto	 
ALCD23yi_c	FWD	rt5186	rt5186:1	protStoichAsgnAuto	 
ALCD23yi_c	FWD	rt5194	rt5194:1	protStoichAsgnAuto	 
ALCD23yi_c	FWD	rt5579	rt5579:1	protStoichAsgnAuto	 
ALCD24xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 
ALCD24xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 
ALCD24xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 
ALCD24xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 
ALCD24xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 
ALCD24yi_c	FWD	rt1661	rt1661:1	protStoichAsgnAuto	 
ALCD24yi_c	FWD	rt4416	rt4416:1	protStoichAsgnAuto	 
ALCD24yi_c	FWD	rt5186	rt5186:1	protStoichAsgnAuto	 
ALCD24yi_c	FWD	rt5194	rt5194:1	protStoichAsgnAuto	 
ALCD24yi_c	FWD	rt5579	rt5579:1	protStoichAsgnAuto	 
ALCD25xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 
ALCD25xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 
ALCD25xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 
ALCD25xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 
ALCD25xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 
ALCD25yi_c	FWD	rt1661	rt1661:1	protStoichAsgnAuto	 
ALCD25yi_c	FWD	rt4416	rt4416:1	protStoichAsgnAuto	 
ALCD25yi_c	FWD	rt5186	rt5186:1	protStoichAsgnAuto	 
ALCD25yi_c	FWD	rt5194	rt5194:1	protStoichAsgnAuto	 
