Rxn,13ppd,2phetoh,3hppa,3hppb,4hbz,arte,btd,btoh,citm,cou,hdca,hxdcol,ibutoh,lac__L,muco,nrgn,polyhb,retcln,rsvtol,sesqt,skm,styr,tal
3OACE200_rm,0.005580284100694,0.0055802841007,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.0055802841007,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694
3OACE220_rm,0.005580284100694,0.0055802841007,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.0055802841007,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694
3OACE240_rm,0.004287930754341,0.004287930754345,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754345,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341
3OACE260_rm,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629
3OACR200_rm,0.005580284100694,0.0055802841007,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.0055802841007,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694
3OACR220_rm,0.005580284100694,0.0055802841007,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.0055802841007,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694,0.005580284100694
3OACR240_rm,0.004287930754341,0.004287930754345,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754345,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341,0.004287930754341
3OACR260_rm,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629,0.000467741395629
3OAR100_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAR120_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAR140_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAR160_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAR180_c,0.058184770724054,0.058184770724137,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724137,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724063,0.058184770724054,0.058184770724054,0.058184770724054
3OAR40_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAR60_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAR80_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAS100_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAS120_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAS140_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAS160_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAS180_c,0.058184770724054,0.058184770724137,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724137,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724054,0.058184770724063,0.058184770724054,0.058184770724054,0.058184770724054
3OAS40_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAS60_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
3OAS80_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
4CMCOAL_c,,,,,,,,,,,,,,,,2.269518181130804,,,2.269518180601756,,,,
4HBZ1,,,,,5.264347318270135,,,,,,,,,,,,,,,,,,
4HBZ2,,,,,5.187073342235507,,,,,,,,,,,,,,,,,,
4HBZ3,,,,,5.187073342235507,,,,,,,,,,,,,,,,,,
4HPLH_c,,,,,,,,,,,,,,,,2.269518181130804,,,2.269518180601756,,,,
4HPPR_c,,,,,,,,,,,,,,,,2.269518181130804,,,2.269518180601756,,,,
5AOPt_c_m,-1.9736652817e-05,-2.037823799e-05,-2.3128233762e-05,-2.0860021389e-05,-2.1886673578e-05,-2.3863537213e-05,-1.8231840511e-05,-1.9858014353e-05,-2.1584709895e-05,-2.0996570732e-05,-2.2202078952e-05,-2.1951010095e-05,-1.8525965448e-05,-1.9422627938e-05,-2.3083097431e-05,-2.2660666048e-05,-2.14670782e-05,-2.3954442467e-05,-2.2660666069e-05,-2.2830449589e-05,-2.0761682561e-05,-2.0550643063e-05,-2.2719755748e-05
AASADy_c,0.087907356736905,0.084944999993755,0.08581423642988,0.084586033315461,0.085344958778689,0.133858636844912,0.084615820013344,0.084014394781415,0.084644248496014,0.085054789533162,0.086439903327307,0.086330455985547,0.086266777929351,0.084232464012625,0.138956417382846,0.085544183682259,0.086419167194595,0.136672146757447,0.085544184340407,0.087292829888903,0.085014123648857,0.084972482460084,0.085547528410869
AATA_c,0.087907356736905,0.084944999993755,0.08581423642988,0.084586033315461,0.085344958778689,0.133858636844912,0.084615820013344,0.084014394781415,0.084644248496014,0.085054789533162,0.086439903327307,0.086330455985547,0.086266777929351,0.084232464012625,0.138956417382846,0.085544183682259,0.086419167194595,0.136672146757447,0.085544184340407,0.087292829888903,0.085014123648857,0.084972482460084,0.085547528410869
ACACT40ir_c,0.150146858213036,0.150146859055278,0.150146862499342,0.150146859697418,0.150146860903204,3.528767890320799,0.150146856417467,0.15014685849118,0.150146860605298,0.150146859811421,0.150146861329887,0.150146861029768,0.150146856727706,0.150146857921965,0.150146859015075,0.1501468618806,8.356432747496218,0.150146860741009,0.1501468618806,5.148912216741866,0.150146859537818,0.150146859267532,0.150146862007442
ACCOAC_c,0.569674276993053,0.569674276993852,12.058203322557688,0.569674276993053,0.569674276993053,0.569674276993053,0.569674276993053,0.569674276993053,0.569674276993053,0.569674276993053,11.467640205628449,11.115800217828443,0.569674276993053,0.569674276993053,0.569674276993852,7.378228820385466,0.569674276993053,0.569674276993053,7.378228818798322,0.56967427699314,0.569674276993053,0.569674276993053,12.2510014836392
ACGAM6PS_c,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.0075699356704888,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485
ACGAMPM_c,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485,0.007569935670485
ACGK_m,0.239297703079056,0.243493553199916,0.242781254097668,0.243859577509268,0.243320036370107,0.171489841959702,0.243323421829891,0.243734176937696,0.243724841587469,0.243546404323817,0.241735389012228,0.241739798741572,0.242365377290047,0.244173307381342,0.166669034522726,0.242986930122466,0.24178845440682,0.180654013785542,0.242986930019513,0.241120822974637,0.243456734144256,0.243584455881241,0.242179430942191
ACHBS_m,0.062595335497435,0.060193886938551,0.060825670418875,0.05883581445901,0.060813522143327,0.0765899335519,0.058691063424071,0.057779279978035,0.059126489322246,0.060473722343325,0.061241328224529,0.061040285999188,0.060220765604814,0.05858555257424,0.085514613797155,0.0610449186692,0.060023679953899,0.086638833866011,0.061044919091133,0.061089363002988,0.060076794200739,0.06013857637615,0.060455486740259
ACITL_c,1.306447881870504,1.308001147968825,12.795568012419768,1.308155912672379,1.307598156646895,11.462406576645884,1.308504136930547,,9.458362980275854,1.307836268618458,13.76178157436347,13.359841436300536,1.307038362631518,1.308119839516341,1.317715532341535,8.115809471277696,17.719218179230552,1.308824761655983,8.115809469087386,16.302672091424473,1.308061645576131,1.308001980305159,18.829031217123724
ACLS_m,0.292255394568877,0.293051070969852,0.292962374508495,0.291565077499927,0.293749744704348,0.386921158671524,0.29269072262265,0.290682460782074,0.291311922420167,0.293410572008666,0.293571274124066,0.293313011596165,7.14876374873677,0.291158367369198,0.368571642763118,0.293597216242575,0.292734836054808,0.357363548502652,0.29359721685675,0.293464319324631,0.293202867364127,0.293057104813452,0.292304602507858
ACOADS180_rm,0.044829313253556,0.044829313253621,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253621,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253556,0.044829313253563,0.044829313253556,0.044829313253556,0.044829313253556
ACOADS181_rm,0.030552898231749,0.030552898231793,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231793,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231749,0.030552898231754,0.030552898231749,0.030552898231749,0.030552898231749
ACOADS182_rm,0.006038665745126,0.006038665745135,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745135,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745126,0.006038665745127,0.006038665745126,0.006038665745126,0.006038665745126
ACOATA_c,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,1.627648456364719,1.577385600964719,0.070796180845377,0.070796180845377,0.070796180845477,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845377,0.070796180845388,0.070796180845377,0.070796180845377,0.070796180845377
ACONTa_m,0.671740332215066,0.673135865277397,0.671477439825847,0.676002234790241,0.671166477485482,0.573067266762164,0.675553371347083,0.678241368714196,0.674839827527789,0.672108125902586,0.670020559853603,0.670831704370778,0.671581051032144,0.676451459253439,0.586794082990623,0.670395288309805,0.672386550371648,0.579688793621889,0.670395287184389,0.668987283870912,0.673124065207946,0.673344015573079,0.672066336767142
ACONTb_m,0.671740332215066,0.673135865277397,0.671477439825847,0.676002234790241,0.671166477485482,0.573067266762164,0.675553371347083,0.678241368714196,0.674839827527789,0.672108125902586,0.670020559853603,0.670831704370778,0.671581051032144,0.676451459253439,0.586794082990623,0.670395288309805,0.672386550371648,0.579688793621889,0.670395287184389,0.668987283870912,0.673124065207946,0.673344015573079,0.672066336767142
ACOTAi_m,0.239297703079056,0.243493553199916,0.242781254097668,0.243859577509268,0.243320036370107,0.171489841959702,0.243323421829891,0.243734176937696,0.243724841587469,0.243546404323817,0.241735389012228,0.241739798741572,0.242365377290047,0.244173307381342,0.166669034522726,0.242986930122466,0.24178845440682,0.180654013785542,0.242986930019513,0.241120822974637,0.243456734144256,0.243584455881241,0.242179430942191
ACS_c,0.034668751833512,0.034159034579637,0.034002275627583,0.033657977012414,0.034576653885811,0.073123972987572,0.033666727625695,1.341355211264851,0.033613216931603,0.034346745295126,0.034171724259614,0.034011137434408,0.03435999741822,0.033437958035375,0.075881061996751,0.034434107144355,0.034618046084163,0.068077697232171,0.034434107476135,0.035129307148487,0.034108863057232,0.034193972770569,0.033785211532214
ADK1_c,2.846729129978182,2.8448841474138,2.844191136856939,2.843545529289967,2.845925682836584,2.841646394514817,2.84357031068912,4.150676145684529,2.843932623214074,2.845247686777603,2.844661941513698,2.844223104673949,2.84574039043512,2.843355411384934,2.84217823063176,5.115065845942927,2.846948402367312,7.008582191664352,5.115065846395346,2.847256611889936,2.844774726014649,2.844691613086528,2.844120445227581
ADNK1_c,0.065414606612999,0.065414598253282,0.065414595682327,0.06541459003559,0.065414605102529,0.065415237305325,0.065414590179107,0.065414581223055,0.065414589301494,0.065414601331868,0.065414598461402,0.065414595827667,0.065414601549213,0.065414586427126,0.065415282523499,0.065414602764663,0.06541460578139,4.22120608592411,0.065414602764669,0.065414614166426,0.065414597430435,0.065414598826293,0.065414592122325
ADPATPt_c_m,123.6076712279166,128.40055074500407,148.1520194542784,136.1867531575893,141.3835199590032,132.49541919374153,109.53096388446,119.51162973356806,135.6741215546858,133.50202926768603,139.48053529593597,137.52762035980334,113.69890614902346,120.56646210903016,128.03374199268566,145.60816726178297,131.0769670659929,140.48646646882645,145.6081672549687,143.40165947394183,131.71736894521996,129.67300108960276,142.14051595936078
ADSK_c,0.034668751833512,0.034159034579637,0.034002275627583,0.033657977012414,0.034576653885811,0.073123972987572,0.033666727625695,0.03312065002708,0.033613216931603,0.034346745295126,0.034171724259614,0.034011137434408,0.03435999741822,0.033437958035375,0.075881061996751,0.034434107144355,0.034618046084163,0.068077697232171,0.034434107476135,0.035129307148487,0.034108863057232,0.034193972770569,0.033785211532214
ADSL1r_c,0.080873704883697,0.081339391423514,0.081163849427798,0.081241333375793,0.081248096067792,0.065766533503271,0.081480201575105,0.081421811201221,0.081309784014397,0.081325591521234,0.081295043820846,0.081329009715627,0.080822941501848,0.081245515574485,0.06107961605779,0.081316397954315,0.081023218297791,0.070235441015605,0.081316398014597,0.081171782171421,0.081253597399115,0.081296712349189,0.081373897845435
ADSL2i_c,0.09153213496479,0.091550971183712,0.09153678791087,0.091530557427635,0.091558281504707,0.091547451030307,0.091530586851634,0.091534523714318,0.09153469978589,0.091551404626426,0.091537057789137,0.091536771530548,0.091531302411783,0.091531223197908,0.091544469985101,0.09154632328447,0.091540130478488,0.091692661039783,0.09154632328923,0.091539030335642,0.091531435740774,0.091550460289871,0.091539189017021
