Rxn,13ppd,2phetoh,3hppa,3hppb,4hbz,arte,btd,btoh,citm,cou,hxdcol,lac__L,muco,nrgn,odealc,pmtalc,polyhb,retcln,rsvtol,sesqt,skm,stalc,styr,tag
3OACE200_rm,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.000155007891686,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.001162559187644,0.025019827000135
3OACE220_rm,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.000155007891686,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.001162559187644,0.025019827000135
3OACE240_rm,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000119109187621,0.000119109187621,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000119109187621,0.000893318907154,0.018072060640818
3OACE260_rm,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,1.2992816545e-05,1.2992816545e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,1.2992816545e-05,9.7446124089e-05,2.4499965661e-05
3OACR200_rm,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.000155007891686,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.001162559187644,0.025019827000135
3OACR220_rm,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.000155007891686,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.001162559187644,0.025019827000135
3OACR240_rm,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000119109187621,0.000119109187621,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000119109187621,0.000893318907154,0.018072060640818
3OACR260_rm,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,1.2992816545e-05,1.2992816545e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,1.2992816545e-05,9.7446124089e-05,2.4499965661e-05
3OAR100_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAR120_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAR140_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAR160_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAR180_c,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.095013838056822,0.001616243631224,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.096362864374671,0.012121827234178,0.307825773275736
3OAR40_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAR60_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAR80_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAS100_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAS120_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAS140_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAS160_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAS180_c,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.095013838056822,0.001616243631224,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.096362864374671,0.012121827234178,0.307825773275736
3OAS40_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAS60_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
3OAS80_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
4HBZ1,,,,,6.461564679608824,,,,,,,,,,,,,,,,,,,
4HBZ2,,,,,6.428036038523279,,,,,,,,,,,,,,,,,,,
4HBZ3,,,,,6.428036038523279,,,,,,,,,,,,,,,,,,,
5AOPt_c_m,-2.5576241358e-05,-1.5653969875e-05,-1.5713936975e-05,-1.4071030467e-05,-1.5024586821e-05,-1.5572928356e-05,-9.873341103e-06,-1.2140157452e-05,-2.1539887235e-05,-1.8569862474e-05,-1.5585709287e-05,-6.838803729e-06,-2.0984818667e-05,-2.2349349146e-05,-5.08054489e-07,-5.09157618e-07,-2.1428487113e-05,-1.4749478523e-05,-2.2349349146e-05,-1.9437596875e-05,-1.9537197537e-05,-5.09351588e-07,-1.5658794924e-05,-1.233727428e-06
AASADy_c,0.025287919014116,0.028699892754919,0.038344950626,0.026182961854561,0.027845263444285,0.043479768942529,0.022795233611093,0.038580435506867,0.026486025786589,0.02966384461401,0.039147880800902,0.023795007436234,0.030816612691537,0.028223670348617,0.002155256713964,0.002154207112122,0.036145905845518,0.091350569589551,0.028223670348653,0.041169995873354,0.030770667642212,0.00215445669504,0.027688228956346,0.005006266776789
AATA_c,0.025287919014116,0.028699892754919,0.038344950626,0.026182961854561,0.027845263444285,0.043479768942529,0.022795233611093,0.038580435506867,0.026486025786589,0.02966384461401,0.039147880800902,0.023795007436234,0.030816612691537,0.028223670348617,0.002155256713964,0.002154207112122,0.036145905845518,0.091350569589551,0.028223670348653,0.041169995873354,0.030770667642212,0.00215445669504,0.027688228956346,0.005006266776789
ACACT40ir_c,0.031280611972135,0.031280602878063,0.031280602933024,0.031280601427249,0.090202275721639,8.16054079731923,0.031280597579936,0.031280599657544,0.03128060827269,0.031280605550569,0.0312806028155,0.031280594798687,0.031280607763952,0.031280609014587,0.004170745679377,0.004170745680388,12.34035015930358,0.031280602049068,0.031280609014587,8.184325550130783,0.031280606437162,0.004170745680566,0.031280602882485,0.007864586450405
ACCOAC_c,0.118682141040219,0.118682141040219,20.488885418070115,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040219,17.986463987438018,0.118682141040219,0.118682141040219,10.74780842849994,0.763005040876814,0.762404282629714,0.118682141040219,0.118682141040219,10.747808428499496,0.118682141040219,0.118682141040219,0.773797251419605,0.118682141040219,2.970480652337093
ACCOATsucac_m,0.012686686199702,,,,0.013539527731528,,,,,,,,,,,,,,,,,,,
ACGAM6PS_c,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.000210275990847,0.000210275990847,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.000210275990847,0.001577069931351,0.000396507911672
ACGAMPM_c,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.000210275990847,0.000210275990847,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.000210275990847,0.001577069931351,0.000396507911672
ACGK_m,0.049456348298959,0.033088718518963,0.039193734562797,0.035396788184835,0.049900574259756,0.039476984138372,0.032360087174365,0.039086878120999,0.033848105387682,0.034034306612712,0.037639272019144,0.031537007107923,0.034503262609045,0.033569028262235,0.004005686373329,0.004008200391787,0.03513393782781,0.147301227323119,0.033569028262274,0.038153726927973,0.034439012846274,0.004007656021744,0.033560071609926,0.00932473275958
ACHBS_m,0.019340640732181,0.023334030815402,0.031876854021873,0.020460181102936,0.02318173911515,0.034138001192944,0.017559541661914,0.029634084391944,0.021132619229604,0.024328292684094,0.031870941825924,0.018452678151207,0.024744031604145,0.023025026552269,0.002012805473742,0.002012217490675,0.028037752312772,0.066076526155845,0.023025026552285,0.032159185833288,0.024880874658641,0.002012467260935,0.022471834112123,0.003937470602602
ACITL_c,0.2780072205811,0.272129275413187,12.005038940009651,,0.460252161767284,11.788048671009774,,,12.182358103079912,0.27390795231689,11.873248082657597,0.262340323638757,0.2757806239349,10.89950136946737,0.325383615485668,0.350685062303399,18.125801909135667,,10.89950136946698,15.92080290132533,0.275771916509716,0.349657575726472,0.270193149327911,1.862349958260767
ACKr_c,,,-8.647673225988001,-0.412933905402793,,-12.886889400526009,-0.391569881454834,-8.283793449558967,-0.516742863327379,,-8.830070001598624,,,,-0.549848289850826,-0.537201686072789,-6.76952427737789,-0.613796410864734,,-8.823055488065167,,-0.537714789515194,,-1.510452513360501
ACLS_m,0.066793936110373,0.077721950388189,0.100760008315046,0.069124923877501,0.075515684148596,0.111071065522334,0.058133854232223,0.102101758689766,0.06933005628552,0.080940330037965,0.101460291485798,0.061190736364094,0.083854850319036,0.076579405416536,0.007481651536227,0.007479640779645,0.092712155496859,0.237125299239398,0.076579405416619,0.105562814941332,0.083565139780939,0.007480191525245,0.074677499400422,0.014164042541254
ACOADS180_rm,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.094642853127086,0.001245258701488,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.001245258701488,0.009339440261157,0.241005962558673
ACOADS181_rm,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.000848691617549,0.000848691617549,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.000848691617549,0.006365187131614,0.164254824321275
ACOADS182_rm,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.000167740715142,0.000167740715142,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.000167740715142,0.001258055363568,0.03246440910532
ACOATA_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.567289468113901,0.014749204342787,0.014749204342787,0.014749204342787,0.095364155004636,0.108620845887279,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.096713181322485,0.014749204342787,0.370645523493515
ACONTa_m,0.135971510816528,0.129299608995911,0.170704853307479,0.119946287225251,1.001674994307807,0.184271205437891,0.108053483068502,0.169003189484505,0.119700534642308,0.135038247743691,0.169317676482124,0.111180421623225,0.139134794085248,0.129000329286486,0.013500143383299,0.013500058662107,0.15374659582926,0.386777574871113,0.129000329286621,0.174885470110523,0.138810768536906,0.013500314807924,0.125809334244048,0.027426245903437
ACONTb_m,0.135971510816528,0.129299608995911,0.170704853307479,0.119946287225251,1.001674994307807,0.184271205437891,0.108053483068502,0.169003189484505,0.119700534642308,0.135038247743691,0.169317676482124,0.111180421623225,0.139134794085248,0.129000329286486,0.013500143383299,0.013500058662107,0.15374659582926,0.386777574871113,0.129000329286621,0.174885470110523,0.138810768536906,0.013500314807924,0.125809334244048,0.027426245903437
ACOTAi_m,0.049456348298959,0.033088718518963,0.039193734562797,0.035396788184835,0.049900574259756,0.039476984138372,0.032360087174365,0.039086878120999,0.033848105387682,0.034034306612712,0.037639272019144,0.031537007107923,0.034503262609045,0.033569028262235,0.004005686373329,0.004008200391787,0.03513393782781,0.147301227323119,0.033569028262274,0.038153726927973,0.034439012846274,0.004007656021744,0.033560071609926,0.00932473275958
ACRNt_c_m,,,,0.146129249079812,,,0.130848716679595,8.00149466711877,,,,,,,,,,0.254530383502533,,,,,,
ACS_c,,0.013151170735874,8.66432073285818,0.425417196059162,,12.906147557069344,0.402514788400594,8.301635100820297,0.529228703560505,0.013780931520449,8.84654907185265,0.011341663845651,0.013802493769203,0.013382579792579,0.550945545154161,0.538298665061333,6.786043671006758,0.651834111279722,0.013382579792599,8.841613651013606,0.013797164768542,0.538811833412426,0.012960982229039,1.512861702646025
ACt_c_m,0.012686686199702,,,,0.013539527731528,,,,,,,,,,,,,,,,,,,
ADK1_c,0.591652335635066,0.670501552611336,9.514893099459716,1.033116932532056,0.638711065574393,13.826176125686771,0.999062937399345,9.143540390763649,1.143948038563443,0.698365294148136,9.690572201524413,0.607587023751489,0.71770946748885,4.210100641121014,0.628286448504618,0.615638795657836,7.559999799657125,9.73002844958402,4.21010064112156,9.716604525287504,0.716373636201161,0.616151904017613,0.652275452428388,1.661583562808943
ADNK1_c,0.01362864189953,0.01362864189953,0.01362864189953,0.01362864189953,0.013628801041364,0.01362864189953,0.01362864189953,0.01362864189953,0.01362864189953,0.01362864189953,0.01362864189953,0.01362864189953,0.01362864189953,0.01362864189953,0.001817131440806,0.001817131440806,0.01362864189953,7.280227403291567,0.01362864189953,0.01362864189953,0.01362864189953,0.001817131440806,0.01362864189953,0.003426487799871
ADPATPt_c_m,12.067756563903874,36.48886988576336,73.40408873206664,44.82962681269343,57.09437165114149,61.56777835176523,11.025263299680224,51.07094783913984,35.961181839817925,42.800606527555665,50.678172860539725,20.870307819782763,44.110445374454514,68.11199144508757,5.334785363209456,5.372129089351329,30.43763925541922,62.87819547565502,68.11199144508785,57.38050198639098,40.812526177210934,5.381981341868925,42.611596228195566,11.089291473476752
