,minimum,maximum
ACACT141bi_x,0.0,2.6529956559229353
ACACT121ai_x,0.0,2.6529956559229353
ACACT181ai_x,0.0,2.2912235210244236
ACACT161ai_x,0.0,2.2912235210244236
ACACT141ai_x,0.0,2.2912235210244236
ECOAI101a_x,0.0,2.6529956559230206
ECOAI122c_x,0.0,0.0
ECOAI121b_x,0.0,0.0
ECOAI121a_x,0.0,2.291223521024419
ECOAI142c_x,0.0,0.0
ECOAI141a_x,0.0,0.0
ECOAR122_x,0.0,0.0
ECOAR142_x,0.0,0.0
STEHz161_en,0.0,0.0
STEHz181_en,0.0,0.0
DDCAt_c_rm,0.0,78.86615754380638
TTDCAt_c_rm,0.0,78.86615754380638
HDCAt_c_rm,-30.139100252464182,78.86619751041351
HDCEAt_c_rm,0.0,78.86615754380625
OCDCAt_c_rm,-20.07007876670292,78.86618418890544
OCDCEAt_c_rm,-36.85172193738285,78.86620645791221
MALCOAt_c_rm,0.007106346538999997,15.646404922269276
DDCACOAt_c_rm,-78.86615754380634,0.0
TDCOAt_c_rm,-78.86615754380634,0.0
PMTCOAt_c_rm,-78.86619751041331,13.363888524327699
HDCOAt_c_rm,-78.86615754380634,0.0
STCOAt_c_rm,-78.84871999350793,8.916677943186114
ODECOAt_c_rm,-78.87100127675525,16.335517259996816
ICOSCOAt_c_rm,-7.306548940892193,0.0
DOCOSCOAt_c_rm,-5.66623591941468,1.4787460683730553
TTCCOAt_c_rm,-4.628368657759824,3.835566986773175
HXCCOAt_c_rm,-3.910228693932486,-0.00040405
Ht_c_rm,-157.710215823722,62.590595756306485
H2Ot_c_rm,-15.701230776330927,157.67090098976666
CO2t_c_rm,-15.646404922268925,-0.007106346539
COAt_c_rm,-78.89664899310212,78.85924740002338
NADPHt_c_rm,0.014212693077999997,32.18959883918697
NADPt_c_rm,-32.1895988391903,-0.014212693078
O2t_c_rm,0.027412927030999998,6.328277609847513
NADHt_c_rm,0.027412927030999998,6.328277609847513
NADt_c_rm,-6.328277609847856,-0.027412927030999998
GLYC3Pt_c_rm,0.0,31.55839949862519
DHAPt_c_rm,0.0,31.55839949862519
PPIt_c_rm,-78.88179514656315,-0.015441400000000001
PIt_c_rm,-157.73231508761248,0.0
CTPt_c_rm,0.015441400000000001,157.75239668761185
CDPt_c_rm,-157.73695528761255,0.0
CMPt_c_rm,-63.10929547504485,-0.015441400000000001
CDPEAt_c_rm,0.0,0.0
CDPCHOLt_c_rm,0.0,52.57898509587059
ATPt_c_rm,0.0,78.86635374656359
AMPt_c_rm,-78.86635374656309,0.0
SERt_c_rm,0.0107408,1.796664795843449
INOSTt_c_rm,0.0047006,52.58213896253722
AMETt_c_rm,0.012349799999999996,5.370121787530228
AHCYSt_c_rm,-5.3701217875302625,-0.012349800000000001
EPISTt_c_rm,0.0,0.0
FECOSTt_c_rm,0.0,0.0
LANOSTt_c_rm,0.0,0.0
ERGSTt_c_rm,0.0,0.0
ZYMSTt_c_rm,0.0,0.0
G3PCt_c_rm,0.0,1.785923995843409
HDCAt_c_l,0.0,78.86619751041289
HDCEAt_c_l,0.0,78.86615754380588
OCDCAt_c_l,0.0,78.86618418890545
OCDCEAt_c_l,0.0,78.8662064579119
DDCACOAt_c_l,-78.86615754380654,0.0
TDCOAt_c_l,-78.8661575438066,0.0
PMTCOAt_c_l,-78.86619751041363,13.363888524327782
HDCOAt_c_l,-78.86615754380658,0.0
STCOAt_c_l,-78.86618418890617,8.899213747788183
ODECOAt_c_l,-78.86620645791241,16.340312078839943
GLYC3Pt_c_l,0.0,31.558399498625192
DHAPt_c_l,0.0,31.558399498625185
NADPHt_c_l,0.0,31.558399498625185
NADPt_c_l,-31.558399498625388,0.0
ATPt_c_l,0.0,78.86635374656302
AMPt_c_l,-78.8663537465635,0.0
PPIt_c_l,-78.8896082465635,-0.023254500000000008
H2Ot_c_l,0.0,78.86667564656302
GLYCt_c_l,0.0,31.547598298625342
DOCOSCOAt_c_l,-1.479178924623063,1.4787460683730562
TTCCOAt_c_l,-3.837108464786196,3.8359710367731785
HXCCOAt_c_l,0.0,0.0
ATPt_c_en,0.0,157.73231508761137
ADPt_c_en,-157.7323150876128,0.0
Ht_c_en,-157.73231508761285,0.0
H2Ot_c_en,0.0,157.73231508761052
PIt_c_en,-157.73231508761285,0.0
G3PCt_c_en,0.0,1.785895937267905
G3PIt_c_en,0.0,0.0
HDCAt_c_en,0.0,0.0
HDCEAt_c_en,0.0,0.0
OCDCAt_c_en,0.0,0.0
OCDCEAt_c_en,0.0,0.0
ICOSCOAt_c_en,0.0,0.0
DOCOSCOAt_c_en,0.0,0.0
TTCCOAt_c_en,0.0,0.0
HXCCOAt_c_en,0.0,0.0
H2Ot_c_vm,0.0,157.73231508761222
PIt_c_vm,-157.73231508761285,0.0
Ht_c_vm,-157.73231508761285,3.568510073822486
ATPt_c_vm,0.0,157.73231508761052
ADPt_c_vm,-157.73231508761256,0.0
CO2t_c_vm,-1.784255036911243,0.0
H2Ot_c_gm,0.0,157.73231508761125
PIt_c_gm,-157.73231508761216,0.0
Ht_c_gm,-157.73231508761216,3.568510073822507
CO2t_c_gm,-1.7842550369112538,0.0
ATPt_c_gm,0.0,157.7323150876127
ADPt_c_gm,-157.7323150876121,0.0
H2Ot_c_mm,0.0,95.59534247734798
CO2t_c_mm,-1.7961315958433899,0.0
HDCOAt_c_mm,0.0,0.0
ODECOAt_c_mm,0.0,0.0
HDCAt_c_mm,0.0,0.0
OCDCAt_c_mm,0.0,0.0
COAt_c_mm,0.0,0.0
DDCAt_l_rm,0.0,78.86615754380598
TTDCAt_l_rm,0.0,78.86615754380598
HXCAt_l_rm,0.0,0.0
EPISTt_l_rm,0.0,0.0
FECOSTt_l_rm,0.0,0.0
LANOSTt_l_rm,0.0,0.0
ZYMSTt_l_rm,0.0,0.0
ZYM161t_l_rm,0.0,0.0
ZYM181t_l_rm,0.0,0.0
HXCAt_en_rm,0.0,0.0
ZYM161t_en_rm,0.0,0.0
ZYM181t_en_rm,0.0,0.0
HXCAt_r_rm,0.0,0.0
PIt_r_rm,0.0,157.73231508761194
Ht_m_mm,-47.79581531139781,3.592263191686892
GLYC3Pt_m_mm,0.0,0.0
CMPt_m_mm,-47.79767123867054,0.0
CTPt_m_mm,0.0,47.79767123867014
PIt_m_mm,-47.797671238670546,0.0
PPIt_m_mm,-47.797671238670546,0.0
GTHRDtabc_v,0.0,157.73231508761194
GLYCDy_c,0.0,157.73257413899123
uniDOLDP_l,0.00017225555555555556,0.00017225555555555556
CRNOAT_m,0.0,50.40691746253226
EX_h_e,-24.749250004558345,51.85345739304155
EX_k_e,-0.060365,-0.060365
EX_h2o_e,-1.1285827192312883,53.439185420072896
EX_14dmlanost_e,0.0,0.46466944726031006
14DMLANOSTt_c_e,-0.4646694472603106,0.0
EX_ergtetrol_e,0.0,0.4139930527082454
ERGTETROLt_c_e,-0.4139930527082378,0.0
HSDx_c,0.0,30.59124171181404
ME2_m,0.0,11.410093189089938
RAFH_e,0.0,0.0
URIH_c,0.0,157.73231508761148
HEMEAt_c_m,1e-05,1e-05
EX_raffin_e,0.0,0.0
EX_melib_e,0.0,0.0
PYDX5PS_c,1e-05,1e-05
4AMPMS_c,0.0,0.0
AROHL_c,0.0,0.0
4HPPCL_c,0.0,0.0
EX_fe3_e,0.0,0.0
4HPEOR_c,0.0,0.0
GUAPRT_c,0.0,0.0
AICART_c,0.019747700000006363,5.183968349304297
HCITS_m,0.025974300000000002,2.948427546401086
MTHFD_c,-183.65821914955694,17.357153789927388
IMPD_c,0.0,0.007317399999999988
TKT2_c,-16.57127522507187,8.639342211630517
TKT1_c,-16.546061525071867,8.66455591163049
ATPASEV_v,0.0,157.73231508761108
FRUtps_e,0.0,0.0
PSP_L_c,0.0,63.701232364735745
MANtps_e,0.0,0.0
IMPC_c,0.019747700000001346,5.183968349304297
SUCDq9_m,0.0,24.79639983309782
GLYOX_m,0.0,0.0
LANOSTt_c_e,-0.4799571123198805,0.0
SERD_L_c,0.0,61.589531308764755
EPISTt_c_e,-0.4215892555102244,0.0
PGL_c,0.0,26.003468534891436
ERGSTt_c_e,-0.41029668616620135,0.0
IPPS_c,0.0316673,3.009464983008641
ALDD22x_c,9.999999999996123e-06,1.8202377543892416
AOXS_c,0.0,0.0
HCITS_n,0.0,0.0
GNK_c,0.0,157.73231508761134
CRNAT120_m,0.0,2.800384303474155
MPYRCNST_c,0.0,0.0
MANNANH_e,0.0,0.0
GLUTCOADH_m,0.0,0.0
3OAS140_c,0.026503999999999986,2.826888303474155
URO_c,0.0,0.0
3HAD120_c,0.026503999999999986,2.826888303474155
ASPTA4_c,0.0,0.0
TRPDC_c,0.0,0.0
3OAR80_c,0.026503999999999986,2.826888303474155
3OAS100_c,0.026503999999999986,2.826888303474155
3HAD80_c,0.026503999999999982,2.826888303474171
Kt_c_m,0.0,0.0
3HAD180_c,0.020075530200000004,10.30503296793383
QUINDH_c,0.0,0.0
3OAS120_c,0.026503999999999982,2.826888303474155
3HBHYOX_c,0.0,0.0
3OADPCOAT_m,0.0,0.0
MI134PPH_c,0.0,0.0
BZHYOX_c,0.0,0.0
AVNORy_c,0.0,0.0
HQLOR_c,0.0,0.0
OCOAT1_m,0.0,0.0
3HAD60_c,0.026503999999999982,2.826888303474155
PGCPH_c,0.0,157.73231508761282
ARAI2_c,0.0,0.0
3OAS160_c,0.026504000000000003,17.38905169114303
MACACI_c,0.0,0.0
SPHINGSt_c_e,0.0,0.0
3INDACNLAH_c,0.0,0.0
DAG3Pabct_c_m,0.0,0.0
FUMACACH_c,0.0,0.0
3OAS80_c,0.026503999999999982,2.826888303474173
EAR100y_c,0.026503999999999982,2.826888303474173
3HAD40_c,0.026503999999999982,2.826888303474173
XAND_c,0.0,0.0
MERLACOR_c,0.0,0.0
3OAS60_c,0.026503999999999982,2.826888303474173
3OAS40_c,0.026503999999999982,2.826888303474173
PCLAD_c,0.0,0.0
HXAND_c,0.0,5.171538049304432
NITRy_c,0.0,0.0
LCYSTAT_c,0.0,0.0
3HAD100_c,0.026503999999999982,2.826888303474171
3OAS180_c,0.020075530200000004,10.305032967933863
3HAD140_c,0.026503999999999982,2.82688830347418
3OAR60_c,0.026503999999999982,2.82688830347418
HIBH_m,0.0,0.0
3OAR140_c,0.026503999999999982,2.82688830347418
PEtabc_m,0.0,0.0
3OAR100_c,0.026503999999999982,2.82688830347418
PTRCAT1_c,-1.8202377543892296,0.0
NITRx_c,0.0,0.0
ETFOXRq9_m,0.0,50.261724962535105
NOX_c,0.0,0.0
3OAR120_c,0.026503999999999972,2.826888303474142
EAR180y_c,0.020075530199999997,10.305032967933863
DHPM2_c,0.0,0.0
HGENDO_c,0.0,0.0
QUINt_c_e,0.0,0.0
ACKr_c,-49.727361094985035,0.0
PGt_c_m,0.0,0.0
3OAR160_c,0.026504,17.38905169114322
3OAR40_c,0.026503999999999972,2.826888303474158
OPAH_c,0.0,0.0
DOLDPP_c,0.0015503000000000001,0.0015503000000000001
HACDm40_c,0.0,0.0
3HAD160_c,0.026504,17.389051691143127
OAR1_c,0.0,0.0
SPHGAT181_c,0.0,0.0
UREA_c,-183.55341833413485,29.479775404900575
CAROL3_c,0.0,0.3735214120107068
GLUR_c,0.0,0.0
PHYTOES_c,0.0,0.3735214120107068
CSNPURt_c_e,0.0,0.0
GLCDx_c,0.0,0.0
OAR2_c,0.0,0.0
GLCtps_e,0.0,0.0
CITCOAL_c,0.0,0.0
CAROL2_c,0.0,0.3735214120107068
ACt_c_m,0.0,12.565431240633748
HEX7b_c,0.0,0.0
HIBTD_c,0.0,0.0
CAROL1_c,0.0,0.0
ACHAH_c,0.0,0.0
CLt_c_e,0.0,0.0
GLCNtps_e,0.0,0.0
FER_c,0.0,0.0
EAR80y_c,0.026503999999999982,2.8268883034741825
DPGT_c,0.0,0.0
ACOATA_c,0.026503999999999982,2.8268883034741825
3MOPR_m,0.0,0.0
ECOAH40_m,0.0,2.800384303474181
OAR3_m,0.0,0.0
ECOAH140_m,0.0,0.0
3MOBR_m,0.0,0.0
EAR140y_c,0.02650399999999999,2.8268883034741825
ECOAH80_m,0.0,2.800384303474181
EAR160y_c,0.026503999999999996,17.389051691143166
ECOAH160_m,0.0,0.0
MANNANH_c,0.0,78.86615754380625
PKETF_c,0.0,0.0
EAR120y_c,0.026503999999999982,2.8268883034741754
ECOAH100_m,0.0,2.800384303474174
4MOPR_m,0.0,0.0
ECOAH120_m,0.0,2.800384303474174
ECOAH60_m,0.0,2.800384303474174
NO3t_c_e,0.0,0.0
CBMHL_c,0.0,0.0
3OAR180_c,0.020075530199999997,10.30503296793385
ACITL_c,0.0,50.26172496253487
ACEST1_m,0.0,0.0
GLYCK_c,0.0,0.0
AGMT_e,0.0,0.0
MASCBRx_c,0.0,0.0
AHGDf_m,0.0,0.0
RHMND2_c,0.0,0.0
SALCMOX_x,0.0,0.0
BETALDHx_x,0.0,0.0
INOSHP3H_v,0.0,0.0
CHITOSNSE_c,0.0,0.0
DGLCND3H_c,0.0,0.0
DGLCND5H_c,0.0,0.0
ACCOAt_c_r,0.0,0.0
GMAND_c,0.0,0.0
AFLTXNB1S_c,0.0,0.0
AFLTXNB2S_c,0.0,0.0
CPLSPNEST_e,0.0,0.0
NGLYCANS1_c,0.0015503000000000001,0.0015503000000000001
NGLYCANS2_c,0.0015503000000000001,0.0015503000000000001
NGLYCANS3_c,0.0015503000000000001,0.0015503000000000001
NGLYCANS4_c,0.0015503000000000001,0.0015503000000000001
NGLYCANS5_c,0.0015503000000000001,0.0015503000000000001
NGLYCANS6_c,0.0015503000000000001,0.0015503000000000001
NGLYCANS7_c,0.0015503000000000001,0.0015503000000000001
NGLYCANS8_r,0.0,0.0
NGLYCANS9_r,0.0,0.0
NGLYCANS10_r,0.0,0.0
NGLYCANS11_r,0.0,0.0
NGLYCANS12_r,0.0,0.0
NGLYCANS13_r,0.0,0.0
NGLYCANS14_r,0.0,0.0
NGLYCANS15_r,0.0,0.0
NGLYCANS16_r,0.0,0.0
NGLYCANS17_r,0.0,0.0
NGLYCANS18_r,0.0,0.0
NGLYCANS19_g,0.0,0.0
OGLYCANS1_r,0.0047788,0.0047788
OGLYCANS_B3GAT1_r,0.0,0.0
TROPNDH_c,0.0,0.0
PADAH_c,0.0,0.0
PACt_c_x,0.0,0.0
PACCOAL_x,0.0,78.8661575438063
PACCOAE_c,0.0,0.0
CHOLD_c,0.0,0.0
LYSN6MOX_c,0.0,0.0
ORNN5MOX_c,0.0,0.0
CMBOLHcis_c,0.0,0.0
CMBOLHtrans_c,0.0,0.0
PYDXNOR_c,-45.63598600786808,0.0
RDH_c,0.0,0.0
UDPGD_c,0.0,0.0
TDPDRR_c,0.0,0.0
NITROPP_c,0.0,0.0
PGLYCP_c,0.0,0.0
4CMCOAL_x,0.0,0.0
XYLI1_c,0.0,0.0
XYLI2_c,0.0,0.0
3DHSKD_c,0.0,0.0
CMPA_c,0.0,0.0
FRMDH_c,0.0,0.0
DAOorn_x,0.0,0.0
DAOpro_x,0.0,0.0
DAOarg_x,0.0,0.0
DAOala_x,0.0,0.0
DAOgly_x,0.0,0.0
DAO4hpro_x,0.0,0.0
CEPHSCOX_x,0.0,0.0
RADHx_m,0.0,0.0
ETNO2OX_c,0.0,0.0
PAFH_c,0.0,0.0
SDPDS_c,0.0,0.0
PHACRDC1_c,0.0,0.0
PHACRDC2_c,0.0,0.0
PHACRDC3_c,0.0,0.0
PHACRDC4_c,0.0,0.0
CHTNH_e,0.0,0.0
CHTNH_v,0.0,0.0
MUCOCI_c,0.0,0.0
MUCOCI_e,0.0,0.0
CMUCOC_c,0.0,0.0
3HBRDH_c,0.0,0.0
PHEN2MOXy_c,0.0,0.0
3HPPPNH_c,0.0,0.0
3HCINNMH_c,0.0,0.0
MCCC_m,0.0,0.0
ARAK_c,0.0,0.0
DNTP_c,0.0,0.0
CATOX_e,0.0,0.0
ASCBOX_c,0.0,0.0
VANLLOX_x,0.0,0.0
2DOXG6PP_c,0.0,0.0
F1PP_c,0.0,0.0
PGS_x,0.0,0.0
CELLBH_e,0.0,0.0
CFCOAMT_c,0.0,0.0
ARSO4H_c,0.0,0.0
ACGAM6S1_r,0.0,0.0
ACGAM6S2_r,0.0,0.0
CHLSTI2_c,0.0,0.0
TYRCBOX_x,0.0,0.0
MDLDH_x,0.0,0.0
ACRNAH_x,0.0,0.0
ACOAD40f_m,0.0,2.800384303474167
ACOAD60f_m,0.0,2.800384303474167
ACOADm30f_m,0.0,0.0
ACOADm40f_m,0.0,0.0
ACOAD80f_m,0.0,2.800384303474167
ACOADm50f_m,0.0,0.0
INO3GALT_c,0.0,0.0
XYLRy_c,0.0,0.0
ARABRy_c,0.0,0.0
XYLURy_c,0.0,0.0
XYLURx_c,0.0,0.0
RBK_D_c,0.0,0.0
GTPDPDP_c,0.0,0.0
PPGPPDP_c,0.0,0.0
2OGMAH_c,0.0,0.0
2OSUCAH_c,0.0,0.0
ORNCD_m,0.0,11.310880489089874
GBBOX_c,0.0,0.0
HACD40y_c,0.0,0.0
UDPGLDC_c,0.0,0.0
FRMDAH_c,0.0,0.0
MGCH_m,0.0,0.0
ADPRDP_m,0.0,0.0
G6PE_c,0.0,0.0
SULFOX2_c,0.0,24.919464820967054
MANNAN14H_c,0.0,0.0
AEPI1_c,0.0,0.0
AEPI2_c,0.0,0.0
GALOX_e,0.0,0.0
ACPCS_c,0.0,0.0
CATDOX_c,0.0,0.0
TMLYSOX_m,0.0,0.0
BZHYOX_r,0.0,0.0
ARAB14LO_x,0.0,0.0
3OAR80_m,0.0,0.0
3OAR60_m,0.0,0.0
3OAR40_m,0.0,0.0
ACHAH_e,0.0,0.0
BTS1_m,0.0,0.0
FACOAE120_c,0.0,78.86615754380642
FACOAE160_c,0.0,78.86615754380645
FACOAE140_c,0.0,78.86615754380658
FACOAE180_c,0.0,78.86615754380657
FACOAE161_c,0.0,78.8661575438067
FACOAE181_c,0.0,78.86615754380676
FACOAL200_x,0.0,0.0
FACOAL220_x,0.0,0.0
FACOAL240_x,0.0,0.0
FACOAL260_x,0.0,0.0
FUMACACH_m,0.0,0.0
TYRTA_m,0.0,0.0
PHETA1_m,0.0,0.0
EGHLAT_m,0.0,0.0
ALDD20y_c,0.0,0.0
STEHz161_rm,0.0,0.0
STEHz181_rm,0.0,0.0
MCOATA_m,0.0,0.0
ACONTa_m,0.11921820000000016,24.903041033096883
ACONTb_m,0.11921820000000016,24.903041033096883
MALT_c,0.0,0.0
CERS2A24_r,0.0,0.000202025
ALATA_L_m,-14.39909824643857,0.0
GPIA1_c,0.0016989000000000001,0.0016989000000000001
GPIA2_c,0.0016989000000000001,0.0016989000000000001
GPIA3_c_r,0.0016989000000000001,0.0016989000000000001
GPIA4_r,0.0016989000000000001,0.0016989000000000001
GPIA5_r,0.0016989000000000001,0.0016989000000000001
GPIA6_r,0.0016989000000000001,0.0016989000000000001
GPIA7_r,0.0016989000000000001,0.0016989000000000001
GPIA8a_r,0.0016989000000000001,0.0016989000000000001
GPIA9a_r,0.0016989000000000001,0.0016989000000000001
GPIA10a_r,0.0016989000000000001,0.0016989000000000001
GPIA8b_r,0.0,0.0
PCOATA140_c,-17.36254769114304,2.800384303474165
PCOATA160_c,0.006428469800000001,17.368976160943074
PCOATA180_c,0.020075530200000004,10.305032967933768
ACCOAC_c,0.21270987673899996,24.280548620797617
EAR40y_c,0.026503999999999993,2.826888303474151
EAR60y_c,0.026503999999999993,2.826888303474151
MCOATA_c,0.20560353019999997,22.59448231516533
3HAD40_m,0.0,0.0
3HAD60_m,0.0,0.0
3HAD80_m,0.0,0.0
EX_arach_e,0.0,0.0
ARACHt_c_e,0.0,0.0
FACOAL200_rm,0.0,0.0
FACOAL200_l,0.0,0.0
ACACT180i_m,0.0,0.0
ACACT260i_m,0.0,0.0
ACACT160i_m,0.0,0.0
ACACT140i_m,0.0,0.0
ACACT100i_m,0.0,2.8003843034741736
ACACT120i_m,0.0,2.8003843034741736
ACACT40i_m,0.0,2.8003843034741736
ACACT60i_m,0.0,2.8003843034741736
ACACT80i_m,0.0,2.8003843034741736
ACACT200i_m,0.0,0.0
ACACT220i_m,0.0,0.0
ACACT240i_m,0.0,0.0
ACACT161bi_m,0.0,0.0
ACACT141bi_m,0.0,0.0
ACACT121ai_m,0.0,0.0
ACACT181ai_m,0.0,0.0
ACACT161ai_m,0.0,0.0
ACACT141ai_m,0.0,0.0
ECOAH180_m,0.0,0.0
ECOAH161b_m,0.0,0.0
ECOAH141b_m,0.0,0.0
ECOAH121a_m,0.0,0.0
ECOAH181a_m,0.0,0.0
ECOAH161c_m,0.0,0.0
ECOAH141c_m,0.0,0.0
HACD40i_m,0.0,2.8003843034741736
HACD60i_m,0.0,2.8003843034741736
HACD80i_m,0.0,2.8003843034741736
HACD100i_m,0.0,2.8003843034741736
HACD120i_m,0.0,2.8003843034741736
HACD140i_m,0.0,0.0
HACD160i_m,0.0,0.0
HACD180i_m,0.0,0.0
HACD121ai_m,0.0,0.0
HACD141ai_m,0.0,0.0
HACD141bi_m,0.0,0.0
HACD161ai_m,0.0,0.0
HACD161bi_m,0.0,0.0
HACD181ai_m,0.0,0.0
NADHcplxI_c_m,0.0,50.56570486253493
PGMT_c,0.1264577,78.99261524380651
ATPS_m,0.0,51.50219078586838
FECRq9_m,1.6977931752534223,50.57828186253504
FECOOR_m,0.8488965876267112,25.28914093126752
ACEST1_x,0.0,0.0
MDH_c,-199.57656149797407,69.67421794663768
ASPTAi_m,0.0,50.26172496253485
PHYTOED1_c,0.0,0.3735214120107069
PHYTOED2_c,0.0,0.3735214120107069
PHYTOED3_c,0.0,0.3735214120107069
PHYTOED4_c,0.0,0.3735214120107069
PHYTOED5_c,0.0,0.0
CAROMOX1_c,0.0,0.0
CAROMOX2_c,0.0,0.0
ZEAEPOX1_c,0.0,0.0
ZEAEPOX2_c,0.0,0.0
C3STKR1_c,0.0102571,0.4318463555102267
C3STKR2_c,0.0102571,0.4318463555102267
CERS124_c,0.000202025,0.00040405
CERS126_c,0.000202025,0.00040405
CERS2A26_r,0.0,0.000202025
PRAIi_c,0.0025897999999999755,11.423386672297518
PRPPS_c,0.03493450000000091,78.90111204380642
FCLT_m,1e-05,1e-05
MTHFC_c,-12.671823215633784,17.35715378992766
FTHFL_c,-17.325278589927592,12.703698415633738
MALS_c,0.0,24.74796496748702
NFTYROX_c,0.0,0.0
PYDAMK_c,0.0,157.7323150876132
PYDXK_c,0.0,0.0
PYDXNK_c,0.0,0.0
THIORDXi_m,0.0,0.0
TRDR_m,0.0,0.0
ARGtpa_v,0.0,0.0
TCHOLAtabc_v,0.0,0.0
ACt_c_e,0.0,11.435091110245097
NNATi_c,2.0000000000865246e-05,2.0000000000197377e-05
G3PT_c,0.0,157.73231508761353
ANNAT_n,0.0,0.0
ANNAT_c,0.0,0.0
DKMPPH_c,0.0,2.6617220956257808
DKMEOX_c,0.0,2.6617220956257808
DOLDPt_c_l,0.0015503000000000001,0.0015503000000000001
G00006t_c_r,0.0,0.0
G00011t_g_r,0.0,0.0
G13027t_g_r,-0.0047788,-0.0047788
OGLYCANS2_g,0.0047788,0.0047788
OGLYCANS3_g,0.0047788,0.0047788
OGLYCANS4_g,0.0047788,0.0047788
OGLYCANS5_g,0.0047788,0.0047788
EX_nad_e,0.0,0.0
EX_nadp_e,0.0,0.0
EX_pydx5p_e,0.0,0.0
EX_q9h2_e,0.0,0.0
EX_ca2_e,-0.0001286,-0.0001286
EX_cl_e,0.0,0.0
EX_cobalt2_e,0.0,0.0
EX_cu2_e,-1.1400000000000001e-05,-1.1400000000000001e-05
EX_mg2_e,-0.0063607,-0.0063607
EX_mn2_e,-9.4e-06,-9.4e-06
EX_mobd_e,0.0,0.0
EX_ni2_e,0.0,0.0
EX_zn2_e,-0.0001576,-0.0001576
NADt_c_e,0.0,0.0
NADPt_c_e,0.0,0.0
PYDX5Pt_c_e,0.0,0.0
Q9H2t_c_e,0.0,0.0
Q9H2t_c_m,0.0,0.0
CA2t_c_e,0.0001286,0.0001286
COBALT2t_c_e,0.0,0.0
COBALT2t_c_x,0.0,0.0
CU2t_c_e,1.1400000000000001e-05,1.1400000000000001e-05
Kt_c_e,0.0,0.060365
MG2t_c_e,0.0063607,0.0063607
MN2t_c_e,9.4e-06,9.4e-06
MOBDt_c_e,0.0,0.0
NI2t_c_e,0.0,0.0
ZN2t_c_e,0.0001576,0.0001576
DHAPAT_rm,0.0,31.55839949862539
DHAPAT_l,0.0,31.558399498625313
G3PAT_rm,0.0,31.558399498625363
G3PAT_l,0.0,31.558399498625313
AGNPR_rm,0.0,31.55839949862534
AGNPR_l,0.0,31.558399498625313
AGPAT_rm,0.0,31.558399498625384
AGPAT_l,0.0,31.558399498625448
ETHAPT_rm,0.0,0.0
CHOLPT_rm,0.0,52.57898509587106
CDPDAGS_rm,0.015441400000000001,52.592879762537734
CDPDAGS_mm,0.0,47.79767123867059
PSSA_rm,0.0107408,1.7966647958434097
PAILS_rm,0.0047006,52.58213896253771
PGPS_mm,0.0,47.797671238670645
PGPP_mm,0.0,47.797671238670645
CLPNS_mm,0.0,0.0
CLAH1_mm,0.0,0.0
CLAH3_mm,0.0,0.0
1MLCLAT_mm,0.0,0.0
3MLCLAT_mm,0.0,0.0
PAP_rm,0.0,157.73231508761285
PAP_vm,0.0,0.0
DGAT_rm,0.0,78.86794024656365
DGAT_l,0.0,78.86794024656386
TAGL_l,0.0,78.8666756465635
TAGL_m,0.0,19.966834366218656
DAGL_l,0.0,31.547598298625392
DAGL_m,0.0,19.966834366218656
MAGL_l,0.0,31.547598298625392
DAGK_rm,0.0,157.736955287613
DGPP_vm,0.0,0.0
LPAP_vm,0.0,0.0
PDAGATpe_rm,0.0,0.0
PDAGATpc_rm,-78.8666756465631,1.7859239958434292
PSD_mm,0.0,1.7961315958434292
PSD_gm,0.0,1.7842550369112467
PSD_vm,0.0,1.7842550369112467
PEMT_rm,0.004116600000000001,1.7900405958434291
PMEMT_rm,0.004116600000000001,1.7900405958434291
PDMEMT_rm,0.004116600000000001,1.7900405958434291
LPCAT_mm,0.0,0.0
PLAA2pc_rm,0.0,78.86667564656338
PLAA2pc_en,0.0,1.785895937267877
PLAA2pe_en,0.0,0.0
PLAA2pc_mm,0.0,0.0
PLAA2pe_mm,0.0,0.0
PLAA1lpc_rm,0.0,1.7859239958434199
PLAA1lpc_en,0.0,1.7858959372678727
PLAA1lpe_en,0.0,0.0
PLAA1lpc_mm,0.0,0.0
PLAA1lpe_mm,0.0,0.0
PLACipc_r,0.0,0.0
PLACmipc_r,0.0,0.0
PLACmip2c_m,0.0,0.0
PLACipc_m,0.0,0.0
PLACmipc_m,0.0,0.0
PLACpail_c,0.0,52.57743836253774
PLACpail45p_c,0.0,0.0
PLACpail45p_n,0.0,0.0
PLACpg_mm,0.0,47.79767123867064
PLADpc_en,0.0,52.57898509587107
PI3PP_en,0.0,78.86615754380661
PI3PP_c,0.0,78.86615754380661
PI3PP_rm,0.0,157.73231508761322
PI3PP_gm,0.0,157.73231508761322
PI4PP_en,0.0,157.73231508761322
PI4PP_c,0.0,157.73231508761322
PI4PP_rm,0.0,157.73231508761333
PI4PP_gm,0.0,157.73231508761333
LPIAT_rm,0.0,0.0
PAIL4K_en,0.0,157.73231508761322
PAIL4K_vm,0.0,0.0
PAIL4K_gm,0.0,157.73231508761322
PAIL4K_n,0.0,78.86615754380661
PAIL3K_vm,0.0,157.73231508761285
PI4P5K_n,0.0,78.86615754380657
PI4P5K_en,0.0,157.73231508761313
PI45P5P_c,0.0,157.73231508761313
PI45P5P_en,0.0,157.73231508761313
PI3P5K_vm,0.0,157.73231508761313
PI35P5P_en,0.0,78.86615754380657
PI35P5P_c,0.0,78.86615754380657
