,fluxes,reduced_costs,abs,unique
VALt_c_m,-0.046536869404912286,2.0,0.046536869404912286,False
H2Ot_c_r,-0.0015983602473361573,2.0,0.0015983602473361573,False
H2Ot_c_g,0.0,-2.0,0.0,True
H2Ot_c_m,-17.730754857371455,2.0,17.730754857371455,False
H2Ot_c_n,0.0,2.0,0.0,False
H2Ot_c_x,0.0,-2.0,0.0,False
H2Ot_c_v,0.0,2.0,0.0,False
EX_h2o_e,5.758037996343801,-2.0,5.758037996343801,False
XANt_c_e,0.0,-2.0,0.0,False
EX_xtsn_e,0.0,25988.666666666675,0.0,True
XTSNt_c_e,0.0,-2.0,0.0,False
EX_xylt_e,0.0,13645.333333333328,0.0,False
XYLTt_c_e,0.0,2.0,0.0,False
EX_zymst_e,0.0,129059.33333333321,0.0,True
ZYMSTt_c_en,0.0,-2.0,0.0,True
COAt_c_l,0.0,0.1796000000103959,0.0,False
Ht_c_m,0.0,151.9999999999999,0.0,False
EX_14dmlanost_e,0.0,121189.99999999987,0.0,True
14DMLANOSTt_c_e,0.0,2.0,0.0,True
EX_ergtetrol_e,0.0,134539.3333333332,0.0,True
ERGTETROLt_c_e,0.0,-2.0,0.0,True
OCTAt_c_e,0.0,-2.0,0.0,True
DCAt_c_e,0.0,-2.0,0.0,False
DDCAt_c_e,0.0,-2.0,0.0,True
EX_but_e,0.0,11880.6666666667,0.0,True
EX_hxa_e,0.0,18067.333333333387,0.0,True
EX_ocdcea_e,0.0,75962.8462666665,0.0,True
BUTt_c_e,0.0,-2.0,0.0,True
HXAt_c_e,0.0,-2.0,0.0,True
OCDCEAt_c_e,0.0,-2.0,0.0,True
EX_ttdca_e,0.0,41432.179600000156,0.0,False
BUTt_c_x,0.0,2.0,0.0,True
HXAt_c_x,0.0,-2.0,0.0,True
DDCAt_c_rm,0.0,2.0,0.0,True
TTDCAt_c_rm,0.0,-2.0,0.0,False
HDCAt_c_rm,-1.1538677231930624e-05,2.0,1.1538677231930624e-05,False
HDCEAt_c_rm,-3.386351723208698e-05,2.0,3.386351723208698e-05,False
OCDCAt_c_rm,-3.2014827001888508e-06,2.0,3.2014827001888508e-06,False
OCDCEAt_c_rm,-1.2424609750097959e-05,2.0,1.2424609750097959e-05,False
MALCOAt_c_rm,0.0005548903192546062,-2.0,0.0005548903192546062,False
DDCACOAt_c_rm,0.0,-2.0,0.0,False
TDCOAt_c_rm,0.0,2.0,0.0,False
PMTCOAt_c_rm,0.003674965993337537,-2.0,0.003674965993337537,False
HDCOAt_c_rm,-4.000055537708268e-09,2.0,4.000055537708268e-09,False
STCOAt_c_rm,0.0014304570738890177,-2.0,0.0014304570738890177,False
ODECOAt_c_rm,1.207384263575898e-08,2.0,1.207384263575898e-08,False
ICOSCOAt_c_rm,0.0,-2.0,0.0,True
DOCOSCOAt_c_rm,0.0,-2.0,0.0,False
TTCCOAt_c_rm,-7.92700456078009e-05,2.0,7.92700456078009e-05,False
HXCCOAt_c_rm,-7.92700456078009e-05,2.0,7.92700456078009e-05,False
Ht_c_rm,0.0006391882193357394,-2.0,0.0006391882193357394,False
H2Ot_c_rm,-0.008005624639296145,2.0,0.008005624639296145,False
CO2t_c_rm,-0.0005548903192546062,2.0,0.0005548903192546062,False
COAt_c_rm,-0.005501781369052657,2.0,0.005501781369052657,False
NADPHt_c_rm,0.0011097806385092124,-2.0,0.0011097806385092124,False
NADPt_c_rm,-0.0011097806385092124,2.0,0.0011097806385092124,False
O2t_c_rm,0.003817959683360466,-2.0,0.003817959683360466,False
NADHt_c_rm,0.003817959683360466,-2.0,0.003817959683360466,False
NADt_c_rm,-0.003817959683360466,2.0,0.003817959683360466,False
GLYC3Pt_c_rm,0.0021613176245486995,-2.0,0.0021613176245486995,False
DHAPt_c_rm,0.0,-2.0,0.0,False
PPIt_c_rm,-0.002037242765796686,2.0,0.002037242765796686,False
PIt_c_rm,-0.00012412415218857143,2.0,0.00012412415218857143,False
CTPt_c_rm,0.0020372101582201685,-2.0,0.0020372101582201685,False
CDPt_c_rm,0.0,2.0,0.0,False
CMPt_c_rm,-0.0020372101582201685,2.0,0.0020372101582201685,False
CDPEAt_c_rm,0.0,-2.0,0.0,True
CDPCHOLt_c_rm,0.0,-2.0,0.0,False
ATPt_c_rm,3.260757651753318e-08,2.0,3.260757651753318e-08,False
AMPt_c_rm,-3.260757651753318e-08,-2.0,3.260757651753318e-08,False
SERt_c_rm,0.0015938048042440133,-2.0,0.0015938048042440133,False
INOSTt_c_rm,0.00044340535397615515,-2.0,0.00044340535397615515,False
AMETt_c_rm,0.003188576723053709,-2.0,0.003188576723053709,False
AHCYSt_c_rm,-0.003188576723053709,2.0,0.003188576723053709,False
EPISTt_c_rm,0.0,2.0,0.0,False
FECOSTt_c_rm,0.0,2.0,0.0,False
LANOSTt_c_rm,0.0,-2.0,0.0,False
ERGSTt_c_rm,0.0,0.0,0.0,True
ZYMSTt_c_rm,0.0,-2.0,0.0,True
G3PCt_c_rm,0.0,2.0,0.0,True
HDCAt_c_l,0.0,2.0,0.0,False
HDCEAt_c_l,1.4507433215323181e-08,2.0,1.4507433215323181e-08,False
OCDCAt_c_l,0.0,-2.0,0.0,False
OCDCEAt_c_l,1.8864286866190485e-08,-2.0,1.8864286866190485e-08,False
DDCACOAt_c_l,0.0,-2.0,0.0,False
TDCOAt_c_l,0.0,2.0,0.0,False
PMTCOAt_c_l,6.3062539437713046e-09,-2.0,6.3062539437713046e-09,False
HDCOAt_c_l,4.000055537708268e-09,-2.0,4.000055537708268e-09,False
STCOAt_c_l,1.767533154108309e-09,2.0,1.767533154108309e-09,False
ODECOAt_c_l,-1.207384263575898e-08,-2.0,1.207384263575898e-08,False
GLYC3Pt_c_l,1.6685860040888123e-08,-2.0,1.6685860040888123e-08,False
DHAPt_c_l,0.0,-2.0,0.0,False
NADPHt_c_l,0.0,2.0,0.0,False
NADPt_c_l,0.0,-2.0,0.0,False
ATPt_c_l,3.3371720081513666e-08,2.0,3.3371720081513666e-08,False
AMPt_c_l,-3.3371720081513666e-08,-2.0,3.3371720081513666e-08,False
PPIt_c_l,-3.3371720081513666e-08,-2.0,3.3371720081513666e-08,False
H2Ot_c_l,0.0,-2.0,0.0,False
GLYCt_c_l,0.0,2.0,0.0,False
DOCOSCOAt_c_l,0.0,-2.0,0.0,False
TTCCOAt_c_l,0.0,2.0,0.0,False
HXCCOAt_c_l,0.0,2.0,0.0,True
ATPt_c_en,0.0,-2.0,0.0,False
ADPt_c_en,0.0,-2.0,0.0,False
Ht_c_en,0.0,2.0,0.0,False
H2Ot_c_en,0.0,-2.0,0.0,False
PIt_c_en,0.0,-2.0,0.0,False
G3PCt_c_en,0.0,-2.0,0.0,True
G3PIt_c_en,0.0,-2.0,0.0,True
HDCAt_c_en,0.0,2.0,0.0,True
HDCEAt_c_en,0.0,-2.0,0.0,False
OCDCAt_c_en,0.0,-2.0,0.0,True
OCDCEAt_c_en,0.0,-2.0,0.0,True
ICOSCOAt_c_en,0.0,2.0,0.0,False
DOCOSCOAt_c_en,0.0,-2.0,0.0,False
TTCCOAt_c_en,0.0,-2.0,0.0,False
HXCCOAt_c_en,0.0,2.0,0.0,False
H2Ot_c_vm,0.0,2.0,0.0,False
PIt_c_vm,0.0,2.0,0.0,False
Ht_c_vm,0.0,-2.0,0.0,False
ATPt_c_vm,0.0,2.0,0.0,False
ADPt_c_vm,0.0,-2.0,0.0,False
CO2t_c_vm,0.0,-2.0,0.0,False
H2Ot_c_gm,0.0,-2.0,0.0,False
PIt_c_gm,0.0,2.0,0.0,False
Ht_c_gm,0.0,-2.0,0.0,False
CO2t_c_gm,0.0,2.0,0.0,False
ATPt_c_gm,0.0,-2.0,0.0,False
ADPt_c_gm,0.0,2.0,0.0,False
H2Ot_c_mm,0.0,-2.0,0.0,False
