,Model1 Minimum,Model1 Maximum,Model2 Minimum,Model2 Maximum,Minimum Difference,Maximum Difference,Abs Min Difference,Abs Max Difference,Max Difference
CO2t_c_e,0.0,14.290208388424979,0.0,14.316346031831893,0.0,-0.026137643406913824,0.0,0.026137643406913824,0.026137643406913824
EX_urea_e,0.0,14.290208388425986,0.0,14.316346031832357,0.0,-0.02613764340637026,0.0,0.02613764340637026,0.02613764340637026
PKETF_c,0.0,0.0,0.02551856221533795,0.025518562215921078,-0.02551856221533795,-0.025518562215921078,0.02551856221533795,0.025518562215921078,0.025518562215921078
RNDR2_c,0.00416306137494065,0.004163061374940601,-6.126494481702012e-13,0.004156139629411524,0.004163061375553299,6.921745529076852e-06,0.004163061375553299,6.921745529076852e-06,0.004163061375553299
NDPK5_c,0.00416306137494065,0.004163061374842268,0.0,0.004156139628327878,0.00416306137494065,6.921746514390245e-06,0.00416306137494065,6.921746514390245e-06,0.00416306137494065
NDPK7_c,0.00416306137494065,0.0041630613737647,0.0,0.004156139629382861,0.00416306137494065,6.921744381839165e-06,0.00416306137494065,6.921744381839165e-06,0.00416306137494065
NDPK1_c,0.21458750603198865,0.5509631658654746,0.21422996987748302,0.5542024917978993,0.00035753615450562215,-0.003239325932424708,0.00035753615450562215,0.003239325932424708,0.003239325932424708
NDPK6_c,0.0,0.00266723139398162,0.0,-1.0407949245598285e-13,0.0,0.0026672313940856993,0.0,0.0026672313940856993,0.0026672313940856993
RNDR1_c,0.002667231393803166,0.002667231393751107,0.0,0.0026627967013246,0.002667231393803166,4.434692426506966e-06,0.002667231393803166,4.434692426506966e-06,0.002667231393803166
DUTPDP_c,2.055254580445042e-19,0.002667231394627726,0.0,1.3171324950524765e-12,2.055254580445042e-19,0.0026672313933105932,2.055254580445042e-19,0.0026672313933105932,0.0026672313933105932
DCMPDA_c,0.0,0.0026672313938125975,0.0026627967033478776,0.0026627967012475243,-0.0026627967033478776,4.4346925650732075e-06,0.0026627967033478776,4.4346925650732075e-06,0.0026627967033478776
CYTK2_c,-0.0026672313938516713,0.0,-0.0026627967013237597,-0.0026627967023093906,-4.4346925279115275e-06,0.0026627967023093906,4.4346925279115275e-06,0.0026627967023093906,0.0026627967023093906
NDPK2_c,0.546911756043855,0.8859546472757944,0.5486640998530451,0.8844804821546859,-0.0017523438091900934,0.0014741651211085394,0.0017523438091900934,0.0014741651211085394,0.0017523438091900934
RNDR3_c,0.00416306137494065,0.0068302927687952505,0.002662796702444249,0.0068189363307515315,0.0015002646724964009,1.1356438043719046e-05,0.0015002646724964009,1.1356438043719046e-05,0.0015002646724964009
NDPK3_c,0.06772643211336808,0.4067693233514414,0.0681757271869198,0.4081482491163753,-0.0004492950735517226,-0.0013789257649339248,0.0004492950735517226,0.0013789257649339248,0.0013789257649339248
ACCOAC_c,0.7996426511834186,0.7996426511829824,0.7983131192723468,0.7983131192718298,0.0013295319110717685,0.0013295319111525927,0.0013295319110717685,0.0013295319111525927,0.0013295319111525927
COAt_c_rm,-0.11462685102745827,-0.026018158539868136,-0.11331246394740245,-0.026670551266053926,-0.0013143870800558233,0.0006523927261857902,0.0013143870800558233,0.0006523927261857902,0.0013143870800558233
MCOATA_c,0.7729276820724791,0.7729276820721164,0.7716425680071586,0.7716425680072464,0.0012851140653205029,0.0012851140648699744,0.0012851140653205029,0.0012851140648699744,0.0012851140653205029
compACYLCOA_l,0.0,0.08791188191986836,0.0,0.0866419126828394,0.0,0.0012699692370289617,0.0,0.0012699692370289617,0.0012699692370289617
compACYLCOA_rm,-6.206748287737918e-17,0.08791188191622833,-8.72373160659781e-18,0.08664191268303456,-5.334375127078137e-17,0.0012699692331937656,5.334375127078137e-17,0.0012699692331937656,0.0012699692331937656
COAt_c_l,-0.08787110541863288,0.0007375872478228066,-0.08664191268232953,9.862428413494834e-13,-0.0012291927363033556,0.0007375872468365637,0.0012291927363033556,0.0007375872468365637,0.0012291927363033556
H2Ot_c_l,0.0019477095580488753,0.0019477096002840295,0.0008206693280100921,0.0008206693145159257,0.0011270402300387833,0.0011270402857681038,0.0011270402300387833,0.0011270402857681038,0.0011270402857681038
FALPDt_c_l,-0.0019477095701841119,-0.0019477095775402773,-0.0008206693146108738,-0.0008206693108629943,-0.001127040255573238,-0.0011270402666772828,0.001127040255573238,0.0011270402666772828,0.0011270402666772828
compFALPD_c,-0.0019477095709075926,-0.001403112381104257,-0.0008206693145757257,-0.0008206693241271177,-0.001127040256331867,-0.0005824430569771393,0.001127040256331867,0.0005824430569771393,0.001127040256331867
Ht_c_l,-0.001947709566456672,-0.0019477095655733548,-0.0008206693147765829,-0.000820669312240346,-0.0011270402516800893,-0.0011270402533330088,0.0011270402516800893,0.0011270402533330088,0.0011270402533330088
PPIt_c_l,-0.08815849274387551,-0.08746168188427735,-0.08727555446228143,-0.0872755544628411,-0.0008829382815940812,-0.00018612742143624128,0.0008829382815940812,0.00018612742143624128,0.0008829382815940812
PPIt_c_rm,-0.058745840843363255,-0.058049030083988214,-0.05795251442300311,-0.05795251442441305,-0.0007933264203601464,-9.651565957516373e-05,0.0007933264203601464,9.651565957516373e-05,0.0007933264203601464
GALUi_c,0.4753938653005512,0.4753938653087433,0.4746034480894282,0.4746034480948065,0.0007904172111229957,0.0007904172139368004,0.0007904172111229957,0.0007904172139368004,0.0007904172139368004
PGMT_c,0.4753938653005527,0.4753938652995416,0.4746034480894283,0.47460344808871996,0.000790417211124439,0.0007904172108216256,0.000790417211124439,0.0007904172108216256,0.000790417211124439
ATPt_c_l,4.077650329134822e-05,0.0007375872572837405,3.1209850601003223e-30,-2.172842833069813e-12,4.077650329134822e-05,0.0007375872594565833,4.077650329134822e-05,0.0007375872594565833,0.0007375872594565833
AMPt_c_l,-0.000737587246014789,-4.0776493191769404e-05,-1.0861855909036495e-13,-2.6365951155248234e-28,-0.0007375872459061705,-4.0776493191769404e-05,0.0007375872459061705,4.0776493191769404e-05,0.0007375872459061705
Ht_c_rm,0.08599957764249341,0.08599957755931074,0.08529468887134319,0.08529468885241347,0.0007048887711502277,0.0007048887068972776,0.0007048887711502277,0.0007048887068972776,0.0007048887711502277
ATPt_c_rm,-7.255564638471172e-21,0.0006968107641955232,0.0,-7.956864508588272e-13,-7.255564638471172e-21,0.0006968107649912097,7.255564638471172e-21,0.0006968107649912097,0.0006968107649912097
AMPt_c_rm,-0.000696810755257636,1.4366017984172922e-18,-5.968527657088864e-13,8.790412967592271e-16,-0.0006968107546607833,-8.776046949608098e-16,0.0006968107546607833,8.776046949608098e-16,0.0006968107546607833
GLYC3Pt_c_l,0.0,0.041578928404704354,0.0,0.04094789594037122,0.0,0.0006310324643331311,0.0,0.0006310324643331311,0.0006310324643331311
AGPAT_rm,0.0,0.04157892840151535,0.0,0.040947895940263254,0.0,0.0006310324612520957,0.0,0.0006310324612520957,0.0006310324612520957
AGPAT_l,-3.4232693352037366e-15,0.041578928401082536,-2.565722435340124e-16,0.04094789594088685,-3.166697091669724e-15,0.0006310324601956838,3.166697091669724e-15,0.0006310324601956838,0.0006310324601956838
PAt_l_rm,-5.989972590032785e-18,0.04157892840075776,-7.397257343334167e-18,0.04094789594094976,1.4072847533013817e-18,0.0006310324598080008,1.4072847533013817e-18,0.0006310324598080008,0.0006310324598080008
G3PAT_rm,0.0,0.041578928400334905,0.0,0.040947895940531776,0.0,0.0006310324598031297,0.0,0.0006310324598031297,0.0006310324598031297
G3PAT_l,0.0,0.04157892840054944,0.0,0.04094789594109866,0.0,0.0006310324594507796,0.0,0.0006310324594507796,0.0006310324594507796
GLYC3Pt_c_rm,0.0,0.04157892839646117,0.0,0.0409478959406035,0.0,0.0006310324558576677,0.0,0.0006310324558576677,0.0006310324558576677
13GS_c,0.3763533043945013,0.3763533043945103,0.3757275577221732,0.3757275577221727,0.0006257466723281202,0.0006257466723376126,0.0006257466723281202,0.0006257466723376126,0.0006257466723376126
13BDGLUCANt_c_en,0.37635330439450126,0.37635330439450676,0.37572755772217326,0.3757275577221711,0.0006257466723280092,0.0006257466723356697,0.0006257466723280092,0.0006257466723356697,0.0006257466723356697
DAGt_c_l,0.0009738547970252712,0.005727879906042338,0.0004103346190330303,0.0051564554584021,0.0005635201779922409,0.0005714244476402383,0.0005635201779922409,0.0005714244476402383,0.0005714244476402383
GLYCDy_c,0.0009738547867891565,0.0009738547979602417,0.00041033464296708397,0.0004103346558709852,0.0005635201438220726,0.0005635201420892565,0.0005635201438220726,0.0005635201420892565,0.0005635201438220726
DAGL_l,0.0009738547794898117,0.0009738547845313356,0.00041033464199867784,0.0004103346572620879,0.0005635201374911338,0.0005635201272692477,0.0005635201374911338,0.0005635201272692477,0.0005635201374911338
DHAK_c,0.0009738547790555332,0.0009738547842296603,0.00041033466188297306,0.0004103346554388655,0.0005635201171725601,0.0005635201287907947,0.0005635201171725601,0.0005635201287907947,0.0005635201287907947
MAGL_l,0.000973854793860049,0.0009738547845313355,0.000410334666659376,0.0004103346572620879,0.000563520127200673,0.0005635201272692476,0.000563520127200673,0.0005635201272692476,0.0005635201272692476
GLYCt_c_l,0.0009738547907670591,0.0009738547790686438,0.0004103346704830147,0.0004103346574287734,0.0005635201202840443,0.0005635201216398703,0.0005635201202840443,0.0005635201216398703,0.0005635201216398703
HMGCOAS_c,0.3363756598401113,0.3363756598401765,0.335816382301322,0.3358163823012195,0.0005592775387893156,0.0005592775389569593,0.0005592775387893156,0.0005592775389569593,0.0005592775389569593
MEVK1_c,0.0,0.3363756598401988,0.0,0.3358163823013198,0.0,0.0005592775388789661,0.0,0.0005592775388789661,0.0005592775388789661
