,Model1 Minimum,Model1 Maximum,Model2 Minimum,Model2 Maximum,Minimum Difference,Maximum Difference,Abs Min Difference,Abs Max Difference,Max Difference
FACOAE182_c,0.0,-9.884947378952512e-13,0.00016561559151337095,0.00016561558995639887,-0.00016561559151337095,-0.0001656155909448936,0.00016561559151337095,0.0001656155909448936,0.00016561559151337095
16GS_c,0.09904056090605146,0.09904056090605061,0.09887589036725501,0.09887589036725458,0.00016467053879644367,0.00016467053879602733,0.00016467053879644367,0.00016467053879602733,0.00016467053879644367
HCITS_m,0.09764548046877455,0.09764548046909009,0.09748312947103445,0.09748312947097504,0.00016235099774010442,0.0001623509981150545,0.00016235099774010442,0.0001623509981150545,0.0001623509981150545
HACNH_m,0.09764548046877455,0.0976454804690102,0.09748312947103446,0.09748312947102437,0.00016235099774009054,0.00016235099798582453,0.00016235099774009054,0.00016235099798582453,0.00016235099798582453
2OXOADPt_c_m,0.09764548046877455,0.09764548046875321,0.09748312947103446,0.09748312947100225,0.00016235099774009054,0.00016235099775095685,0.00016235099774009054,0.00016235099775095685,0.00016235099775095685
LYSTRS_c,0.09764548046877453,0.09764548046877607,0.09748312947103448,0.09748312947103474,0.0001623509977400489,0.00016235099774132566,0.0001623509977400489,0.00016235099774132566,0.00016235099774132566
HCITR_m,0.09764548046877455,0.09764548046868539,0.09748312947103445,0.09748312947099583,0.00016235099774010442,0.00016235099768956152,0.00016235099774010442,0.00016235099768956152,0.00016235099774010442
AATA_c,0.09764548046877455,0.0976454804687834,0.09748312947103446,0.0974831294710804,0.00016235099774009054,0.00016235099770299521,0.00016235099774009054,0.00016235099770299521,0.00016235099774009054
AASADy_c,0.09764548046877454,0.09764548046876814,0.09748312947103446,0.09748312947108599,0.00016235099774007666,0.00016235099768215078,0.00016235099774007666,0.00016235099768215078,0.00016235099774007666
HICITD_m,0.09764548046877454,0.09764548046878313,0.09748312947103446,0.09748312947105697,0.00016235099774007666,0.00016235099772615724,0.00016235099774007666,0.00016235099772615724,0.00016235099774007666
SACCD1_c,0.09764548046877453,0.09764548046873489,0.09748312947103445,0.09748312947101755,0.00016235099774007666,0.00016235099771734485,0.00016235099774007666,0.00016235099771734485,0.00016235099774007666
SACCD2_c,0.09764548046877451,0.09764548046874556,0.09748312947103446,0.09748312947104765,0.0001623509977400489,0.00016235099769791594,0.0001623509977400489,0.00016235099769791594,0.0001623509977400489
DHQTi_c,0.09478614826561069,0.09478614826562702,0.09462855135821915,0.09462855135820053,0.00015759690739153287,0.00015759690742649102,0.00015759690739153287,0.00015759690742649102,0.00015759690742649102
SHK3Di_c,0.09478614826561142,0.09478614826567137,0.09462855135822111,0.09462855135825814,0.00015759690739031162,0.00015759690741323773,0.00015759690739031162,0.00015759690741323773,0.00015759690741323773
PSCIT_c,0.094786148265615,0.09478614826560913,0.09462855135822007,0.09462855135825494,0.00015759690739493293,0.00015759690735418774,0.00015759690739493293,0.00015759690735418774,0.00015759690739493293
DHQS_c,0.09478614826561069,0.09478614826554888,0.09462855135821915,0.09462855135827035,0.00015759690739153287,0.00015759690727852604,0.00015759690739153287,0.00015759690727852604,0.00015759690739153287
CHORS_c,0.09478614826561069,0.09478614826553516,0.0946285513582197,0.0946285513581797,0.00015759690739099164,0.0001575969073554645,0.00015759690739099164,0.0001575969073554645,0.00015759690739099164
SHKK_c,0.09478614826561141,0.09478614826559337,0.09462855135822111,0.09462855135821899,0.00015759690739029775,0.00015759690737437992,0.00015759690739029775,0.00015759690737437992,0.00015759690739029775
FACOAL160_rm,0.0,0.00015024692750407564,0.0,3.978432254294331e-13,0.0,0.00015024692710623243,0.0,0.00015024692710623243,0.00015024692710623243
HDCAt_c_l,0.0,0.00015024692328505267,0.0,-1.123264015683418e-12,0.0,0.0001502469244083167,0.0,0.0001502469244083167,0.0001502469244083167
FACOAL160_l,0.0,0.00015024692413077804,0.0,4.4576939284370593e-13,0.0,0.00015024692368500865,0.0,0.00015024692368500865,0.00015024692368500865
HDCAt_c_rm,-9.225478091399391e-05,0.00015024691976549422,-8.615006452392661e-14,7.956864508588754e-13,-9.225478082784384e-05,0.00015024691896980776,9.225478082784384e-05,0.00015024691896980776,0.00015024691896980776
ILETRS_c,0.08753932380067542,0.08753932380067642,0.08739377588087105,0.08739377588087087,0.00014554791980436743,0.00014554791980554704,0.00014554791980436743,0.00014554791980554704,0.00014554791980554704
ILEt_c_m,0.08753932380067543,0.08753932380065033,0.08739377588087102,0.0873937758808858,0.00014554791980440906,0.0001455479197645243,0.00014554791980440906,0.0001455479197645243,0.00014554791980440906
DHAD2_m,0.08753932380067543,0.08753932380066862,0.08739377588087106,0.08739377588087398,0.00014554791980436743,0.0001455479197946391,0.00014554791980436743,0.0001455479197946391,0.00014554791980436743
ACHBS_m,0.08753932380067542,0.08753932380072608,0.08739377588087106,0.08739377588093578,0.00014554791980435355,0.00014554791979030923,0.00014554791980435355,0.00014554791979030923,0.00014554791980435355
KARA2i_m,0.08753932380067292,0.0875393238005763,0.08739377588086944,0.08739377588084528,0.00014554791980347925,0.00014554791973102332,0.00014554791980347925,0.00014554791973102332,0.00014554791980347925
ILETA_m,-0.08753932380068688,-0.08753932380067524,-0.08739377588088709,-0.08739377588087288,-0.00014554791979978776,-0.00014554791980235515,0.00014554791979978776,0.00014554791980235515,0.00014554791980235515
IPDPt_c_l,-0.08742090549350726,-0.08742090549355008,-0.08727555446280932,-0.08727555446284103,-0.0001453510306979322,-0.0001453510307090483,0.0001453510306979322,0.0001453510307090483,0.0001453510307090483
STCOAt_c_l,-0.00010016722526325189,0.009916987749249115,-2.1813449502513037e-14,0.009773727601955233,-0.00010016722524143845,0.00014326014729388117,0.00010016722524143845,0.00014326014729388117,0.00014326014729388117
THRt_c_m,0.08538335875351355,0.08538335875599855,0.08524139546094528,0.0852413954612588,0.00014196329256827012,0.00014196329473974145,0.00014196329256827012,0.00014196329473974145,0.00014196329473974145
THRD_L_m,0.08538335875394563,0.0853833587434982,0.08524139546243532,0.08524139546161191,0.00014196329151031084,0.00014196328188628704,0.00014196329151031084,0.00014196328188628704,0.00014196329151031084
METAT_c,0.08509915481162526,0.08509915481170253,0.08495766405727427,0.08495766405780503,0.00014149075435099245,0.00014149075389750798,0.00014149075435099245,0.00014149075389750798,0.00014149075435099245
CHORM_c,0.08501269065086721,0.08501269065087175,0.08487134365680794,0.08487134365677075,0.00014134699405926598,0.0001413469941009965,0.00014134699405926598,0.0001413469941009965,0.0001413469941009965
AHCi_c,0.08498637547150599,0.08498637547217405,0.08484507223057905,0.08484507223033505,0.00014130324092694047,0.00014130324183900256,0.00014130324092694047,0.00014130324183900256,0.00014130324183900256
ADNK1_c,0.08498637547238508,0.08498637546360843,0.08484507223103169,0.08484507222746084,0.000141303241353391,0.00014130323614759688,0.000141303241353391,0.00014130323614759688,0.000141303241353391
GRTT_c,0.08298491811552042,0.08298491811553685,0.08284694261282698,0.08284694261281084,0.00013797550269344094,0.0001379755027260121,0.00013797550269344094,0.0001379755027260121,0.0001379755027260121
DMATT_c,0.08298491811552042,0.08298491811548275,0.08284694261282698,0.0828469426128378,0.00013797550269344094,0.00013797550264495195,0.00013797550269344094,0.00013797550264495195,0.00013797550269344094
IPDDI_c,0.0829849181155204,0.08298491811549007,0.08284694261282698,0.08284694261282877,0.00013797550269342707,0.0001379755026613,0.00013797550269342707,0.0001379755026613,0.00013797550269342707
THRTRS_c,0.08278341902784046,0.08278341902783992,0.08264577854913137,0.08264577854913054,0.00013764047870909457,0.000137640478709386,0.00013764047870909457,0.000137640478709386,0.000137640478709386
SERTRS_c,0.07921620849986397,0.07921620849986329,0.07908449907075989,0.07908449907076064,0.00013170942910407935,0.00013170942910264993,0.00013170942910407935,0.00013170942910264993,0.00013170942910407935
Ht_m_mm,0.07674709280638499,0.07674709281577718,0.07661948869410144,0.07661948867817783,0.00012760411228354696,0.00012760413759935196,0.00012760411228354696,0.00012760413759935196,0.00012760413759935196
3HAD180_c,0.0754701682834338,0.07547016828459525,0.07534468723647078,0.07534468723574891,0.00012548104696301354,0.00012548104884634037,0.00012548104696301354,0.00012548104884634037,0.00012548104884634037
3OAS180_c,0.07547016828343378,0.07547016828372957,0.07534468723647075,0.07534468723655727,0.00012548104696302742,0.00012548104717230446,0.00012548104696302742,0.00012548104717230446,0.00012548104717230446
PCOATA180_c,0.07547016828343377,0.07547016828344315,0.07534468723647077,0.07534468723634652,0.00012548104696299966,0.00012548104709662888,0.00012548104696299966,0.00012548104709662888,0.00012548104709662888
EAR180y_c,0.07547016828343378,0.07547016828366125,0.07534468723647074,0.07534468723661425,0.0001254810469630413,0.00012548104704700191,0.0001254810469630413,0.00012548104704700191,0.00012548104704700191
3OAR180_c,0.07547016828343378,0.07547016828309518,0.07534468723647077,0.07534468723639397,0.00012548104696301354,0.00012548104670120908,0.00012548104696301354,0.00012548104670120908,0.00012548104696301354
IMPC_c,0.07423850435811952,0.07423850435866965,0.07411432053436445,0.07411432053435635,0.0001241838237550641,0.0001241838243132981,0.0001241838237550641,0.0001241838243132981,0.0001241838243132981
AICART_c,0.07423850435828896,0.0742385043584672,0.07411432053435317,0.07411432053434858,0.00012418382393579452,0.0001241838241186205,0.00012418382393579452,0.0001241838241186205,0.0001241838241186205
GDPt_c_g,0.07185998807500947,0.07185998807497619,0.07174050952151617,0.07174050952151662,0.00011947855349329906,0.00011947855345957603,0.00011947855349329906,0.00011947855345957603,0.00011947855349329906
Ht_c_g,-0.07185998807489685,-0.07185998807500947,-0.07174050952148528,-0.07174050952151619,-0.00011947855341157276,-0.00011947855349328518,0.00011947855341157276,0.00011947855349328518,0.00011947855349328518
GDPMANNt_c_g,0.07185998807500946,0.07185998807499903,0.0717405095215162,0.07174050952151571,0.00011947855349325742,0.00011947855348332093,0.00011947855349325742,0.00011947855348332093,0.00011947855349325742
ASNS1_c,0.06896118310280726,0.06896118310280897,0.06884652426935872,0.06884652426935849,0.000114658833448536,0.00011465883345047889,0.000114658833448536,0.00011465883345047889,0.00011465883345047889
ASNTRS_c,0.06896118310280726,0.06896118310280877,0.06884652426935871,0.06884652426935962,0.00011465883344854988,0.00011465883344914662,0.00011465883344854988,0.00011465883344914662,0.00011465883344914662
ASPTRS_c,0.06896118310280726,0.06896118310280569,0.06884652426935871,0.06884652426935903,0.00011465883344854988,0.0001146588334466625,0.00011465883344854988,0.0001146588334466625,0.00011465883344854988
LINOLNCOAt_c_l,-4.7713250090962786e-05,0.0077021357989017734,4.349309743990602e-13,0.007590871254010178,-4.771325052589376e-05,0.0001112645448915952,4.771325052589376e-05,0.0001112645448915952,0.0001112645448915952
PROTRS_c,0.0627192225583324,0.06271922255833356,0.06261494196786431,0.06261494196786446,0.00010428059046808935,0.00010428059046910243,0.00010428059046808935,0.00010428059046910243,0.00010428059046910243
FACOAL180_rm,0.0,0.00010016723227128825,0.0,-1.8362849483745113e-13,0.0,0.00010016723245491674,0.0,0.00010016723245491674,0.00010016723245491674
OCDCAt_c_rm,-6.143383265021608e-05,0.00010016723102040245,-3.489138674645457e-13,-2.0955738521820342e-13,-6.143383230130221e-05,0.00010016723122995984,6.143383230130221e-05,0.00010016723122995984,0.00010016723122995984
OCDCAt_c_l,0.0,0.00010016723047129749,0.0,2.9686741432326763e-13,0.0,0.00010016723017443007,0.0,0.00010016723017443007,0.00010016723017443007
FACOAL180_l,0.0,0.00010016721493593818,0.0,-2.3370001021213244e-12,0.0,0.00010016721727293828,0.0,0.00010016721727293828,0.00010016721727293828
LINOLNCOAt_c_rm,-0.007702135800876812,4.7713249913095185e-05,-0.007641695864832323,-5.082461112953496e-05,-6.043993604448825e-05,9.853786104263015e-05,6.043993604448825e-05,9.853786104263015e-05,9.853786104263015e-05
CYTK1_c,0.05808662319854846,0.05808662319875746,0.0579900450337236,0.05799004503404388,9.657816482486203e-05,9.657816471357605e-05,9.657816482486203e-05,9.657816471357605e-05,9.657816482486203e-05
CMPt_c_rm,-0.0580490300873669,-0.0580490300839967,-0.05795251442314643,-0.05795251442441304,-9.65156642204687e-05,-9.651565958365693e-05,9.65156642204687e-05,9.651565958365693e-05,9.65156642204687e-05
CDPDAGS_rm,0.058049030083988214,0.05804903008356659,0.05795251442441182,0.05795251442467828,9.651565957639191e-05,9.651565888831037e-05,9.651565957639191e-05,9.651565888831037e-05,9.651565957639191e-05
ORNtpa_m,0.05740618784530764,0.057406187874271736,0.05731074101224997,0.05731074101773277,9.544683305767049e-05,9.544685653896379e-05,9.544683305767049e-05,9.544685653896379e-05,9.544685653896379e-05
OCBT_c,0.05736859473193451,0.057368594730825784,0.05727321040335155,0.057273210403252374,9.538432858295642e-05,9.538432757340981e-05,9.538432858295642e-05,9.538432757340981e-05,9.538432858295642e-05
ARGSS_c,0.0573685947319345,0.05736859473121995,0.05727321040335155,0.057273210403130125,9.538432858294948e-05,9.538432808982311e-05,9.538432858294948e-05,9.538432808982311e-05,9.538432858294948e-05
ARGSL_c,0.0573685947319345,0.05736859473121993,0.05727321040335155,0.05727321040313014,9.538432858294948e-05,9.538432808978842e-05,9.538432858294948e-05,9.538432808978842e-05,9.538432858294948e-05
ARGTRS_c,0.0573685947319345,0.057368594731933405,0.05727321040335156,0.05727321040335115,9.538432858294255e-05,9.53843285822556e-05,9.538432858294255e-05,9.53843285822556e-05,9.538432858294255e-05
ACOADS180_rm,0.056712260832371394,0.05671226083177232,0.05661796776231806,0.05661796776226528,9.429307005333343e-05,9.429306950704125e-05,9.429307005333343e-05,9.429306950704125e-05,9.429307005333343e-05
PPNDH_c,0.0558825389602946,0.05588253896032877,0.055789625433596855,0.05578962543357864,9.291352669774794e-05,9.291352675012965e-05,9.291352669774794e-05,9.291352675012965e-05,9.291352675012965e-05
PHETA1_c,-0.055882538960328854,-0.0558825389602946,-0.05578962543358208,-0.05578962543359684,-9.291352674677122e-05,-9.291352669776182e-05,9.291352674677122e-05,9.291352669776182e-05,9.291352674677122e-05
PHETRS_c,0.0558825389602946,0.055882538960294964,0.05578962543359685,0.05578962543359653,9.291352669775488e-05,9.291352669843489e-05,9.291352669775488e-05,9.291352669843489e-05,9.291352669843489e-05
UMPK_c,0.053072453735652836,0.05307245374384349,0.052983086500172805,0.05298308650555051,8.936723548003123e-05,8.936723829298249e-05,8.936723548003123e-05,8.936723829298249e-05,8.936723829298249e-05
NADPHt_c_rm,0.05342993822187839,0.0534299380825537,0.053341102530376314,0.053341102520827924,8.883569150207327e-05,8.883556172577939e-05,8.883569150207327e-05,8.883556172577939e-05,8.883569150207327e-05
NADPt_c_rm,-0.05342993821473904,-0.05342993822188025,-0.0533411025419708,-0.05334110253037828,-8.883567276823934e-05,-8.883569150196918e-05,8.883567276823934e-05,8.883569150196918e-05,8.883569150196918e-05
SUCFUMt_c_m,0.047281986485701887,0.04728198648170515,0.04720224681266279,0.04720224681324961,7.973967303909896e-05,7.97396684555432e-05,7.973967303909896e-05,7.97396684555432e-05,7.973967303909896e-05
ORPT_c,-0.04724439336942712,-0.04724439336941624,-0.047164716202598635,-0.04716471620265029,-7.967716682848874e-05,-7.967716676595543e-05,7.967716682848874e-05,7.967716676595543e-05,7.967716682848874e-05
ASPCT_c,0.047244393369416146,0.047244393369472996,0.04716471620265009,0.047164716202684386,7.967716676605952e-05,7.967716678861092e-05,7.967716676605952e-05,7.967716678861092e-05,7.967716678861092e-05
DHORTS_c,-0.04724439336941833,-0.04724439336941624,-0.04716471620264963,-0.04716471620265008,-7.967716676870323e-05,-7.96771667661636e-05,7.967716676870323e-05,7.96771667661636e-05,7.967716676870323e-05
DHORDfum_c,0.04724439336941615,0.04724439336936128,0.04716471620265011,0.047164716202677204,7.967716676604564e-05,7.967716668407648e-05,7.967716676604564e-05,7.967716668407648e-05,7.967716676604564e-05
OMPDC_c,0.047244393369416285,0.047244393369309585,0.04716471620265039,0.04716471620264446,7.967716676589298e-05,7.967716666512636e-05,7.967716676589298e-05,7.967716666512636e-05,7.967716676589298e-05
ADSS_c,0.04672974364737644,0.04672974365307159,0.04665167277899337,0.046651672782192934,7.807086838307331e-05,7.807087087865344e-05,7.807086838307331e-05,7.807087087865344e-05,7.807087087865344e-05
ADSL1r_c,0.04672974364737645,0.04672974363909777,0.04665167277900719,0.046651672769433085,7.807086836925797e-05,7.807086966468701e-05,7.807086836925797e-05,7.807086966468701e-05,7.807086966468701e-05
AMETt_c_rm,0.04642674315355068,0.046426743153822995,0.046349551377376154,0.046349551377159175,7.719177617452472e-05,7.719177666382082e-05,7.719177617452472e-05,7.719177666382082e-05,7.719177666382082e-05
AHCYSt_c_rm,-0.04642674315361407,-0.0464267431535507,-0.04634955137737616,-0.046349551377376175,-7.719177623791151e-05,-7.719177617452472e-05,7.719177623791151e-05,7.719177617452472e-05,7.719177623791151e-05
PRAIS_c,0.045591800105589504,0.04559180010579428,0.04551524594153689,0.0455152459415395,7.655416405261128e-05,7.655416425477596e-05,7.655416405261128e-05,7.655416425477596e-05,7.655416425477596e-05
PRFGS_c,0.04559180010556038,0.04559180010558222,0.04551524594154586,0.04551524594153927,7.65541640145237e-05,7.65541640429454e-05,7.65541640145237e-05,7.65541640429454e-05,7.65541640429454e-05
GARFT_c,0.04559180010556859,0.04559180010555273,0.04551524594155708,0.04551524594159781,7.655416401151222e-05,7.65541639549186e-05,7.655416401151222e-05,7.65541639549186e-05,7.655416401151222e-05
GLUPRT_c,0.045591800105543596,0.045591800105424865,0.045515245941542576,0.045515245941505564,7.655416400102061e-05,7.655416391930125e-05,7.655416400102061e-05,7.655416391930125e-05,7.655416400102061e-05
PRAGSi_c,0.04559180010554359,0.04559180010542487,0.045515245941542576,0.045515245941505564,7.655416400101367e-05,7.65541639193082e-05,7.655416400101367e-05,7.65541639193082e-05,7.655416400101367e-05
AIRC1_c,0.045554206992170464,0.04555420699226342,0.04547771533264416,0.04547771533269636,7.649165952630654e-05,7.649165956705867e-05,7.649165952630654e-05,7.649165956705867e-05,7.649165956705867e-05
ADSL2i_c,0.04555420699219691,0.04555420699216772,0.04547771533266532,0.045477715332652865,7.649165953158704e-05,7.649165951485737e-05,7.649165953158704e-05,7.649165951485737e-05,7.649165953158704e-05
PRASCSi_c,0.04555420699217046,0.04555420699212587,0.04547771533264416,0.045477715332642984,7.64916595262996e-05,7.649165948288295e-05,7.64916595262996e-05,7.649165948288295e-05,7.64916595262996e-05
PUNP5_c,-1.1619567157002434e-11,8.963909305698291e-13,-7.479598379586996e-05,1.1532781190908152e-12,7.47959721763028e-05,-2.5688718852098606e-13,7.47959721763028e-05,2.5688718852098606e-13,7.47959721763028e-05
DOLPt_c_r,-0.04351177314269594,-0.04351177314259803,-0.043439427962908776,-0.04343942796339235,-7.234517978716576e-05,-7.234517920567951e-05,7.234517978716576e-05,7.234517920567951e-05,7.234517978716576e-05
DOLPMT_c,0.04351177314259803,0.043511773140827166,0.04343942796339235,0.043439427962993826,7.234517920567951e-05,7.234517783333977e-05,7.234517920567951e-05,7.234517783333977e-05,7.234517920567951e-05
NADPHt_c_r,0.04311648155547959,0.04311648155546566,0.04304479361082541,0.043044793610815583,7.16879446541821e-05,7.168794465007428e-05,7.16879446541821e-05,7.168794465007428e-05,7.16879446541821e-05
NADPt_c_r,-0.043116481555462126,-0.043116481555479515,-0.043044793610825735,-0.043044793610825416,-7.168794463639078e-05,-7.168794465409883e-05,7.168794463639078e-05,7.168794465409883e-05,7.168794465409883e-05
SERt_c_rm,0.04037801121181374,0.04037801121200523,0.04031087640561967,0.04031087640565061,6.713480619406631e-05,6.713480635461844e-05,6.713480619406631e-05,6.713480635461844e-05,6.713480635461844e-05
PSSA_rm,0.04037801121181374,0.040378011211770405,0.04031087640561967,0.040310876405646796,6.713480619406631e-05,6.713480612360878e-05,6.713480619406631e-05,6.713480612360878e-05,6.713480619406631e-05
O2t_c_r,0.04007858206379672,0.040078582063808835,0.04001194510574374,0.040011945105735296,6.663695805297909e-05,6.663695807353903e-05,6.663695805297909e-05,6.663695807353903e-05,6.663695807353903e-05
H2Ot_c_r,-0.04007858206378341,-0.040078582063188276,-0.04001194510574689,-0.0400119451075874,-6.663695803652003e-05,-6.663695560087807e-05,6.663695803652003e-05,6.663695560087807e-05,6.663695803652003e-05
ACOADS181_rm,0.03868704399551844,0.03868704399544638,0.03862272068877523,0.03862272068877944,6.432330674321224e-05,6.432330666693992e-05,6.432330674321224e-05,6.432330666693992e-05,6.432330674321224e-05
C14STR_c,0.03855963231795532,0.038559632317978806,0.038495520853202896,0.03849552085319888,6.411146475242269e-05,6.411146477992846e-05,6.411146475242269e-05,6.411146477992846e-05,6.411146477992846e-05
SQLS_c,0.038559632317955304,0.03855963231797214,0.0384955208532029,0.03849552085319547,6.411146475240187e-05,6.411146477666718e-05,6.411146475240187e-05,6.411146477666718e-05,6.411146477666718e-05
SQLEy_r,0.03855963231795532,0.03855963231796712,0.038495520853202896,0.0384955208532004,6.411146475242269e-05,6.411146476672375e-05,6.411146475242269e-05,6.411146476672375e-05,6.411146476672375e-05
SAM24MT_c,0.03855963231795532,0.03855963231796485,0.03849552085320289,0.03849552085320167,6.411146475242963e-05,6.411146476318491e-05,6.411146475242963e-05,6.411146476318491e-05,6.411146476318491e-05
C4STMO1_c,0.038559632317955325,0.038559632317962986,0.038495520853202896,0.0384955208532009,6.411146475242963e-05,6.411146476208857e-05,6.411146475242963e-05,6.411146476208857e-05,6.411146476208857e-05
C4STMO2_c,0.038559632317955325,0.038559632317962986,0.038495520853202896,0.0384955208532009,6.411146475242963e-05,6.411146476208857e-05,6.411146475242963e-05,6.411146476208857e-05,6.411146476208857e-05
C4STMO3_c,0.038559632317955325,0.038559632317962986,0.038495520853202896,0.0384955208532009,6.411146475242963e-05,6.411146476208857e-05,6.411146475242963e-05,6.411146476208857e-05,6.411146476208857e-05
C3STDH1_c,0.038559632317955325,0.03855963231796298,0.038495520853202896,0.0384955208532009,6.411146475242963e-05,6.411146476208163e-05,6.411146475242963e-05,6.411146476208163e-05,6.411146476208163e-05
C4STMO4_c,0.038559632317955325,0.03855963231796298,0.038495520853202896,0.0384955208532009,6.411146475242963e-05,6.411146476208163e-05,6.411146475242963e-05,6.411146476208163e-05,6.411146476208163e-05
LNS14DMy_c,0.03855963231795532,0.03855963231795761,0.038495520853202896,0.038495520853198864,6.411146475242269e-05,6.411146475874402e-05,6.411146475242269e-05,6.411146475874402e-05,6.411146475874402e-05
SQLt_c_r,0.03855963231795532,0.03855963231795732,0.038495520853202896,0.038495520853201216,6.411146475242269e-05,6.41114647561003e-05,6.411146475242269e-05,6.41114647561003e-05,6.41114647561003e-05
SSQ23EPXt_c_r,0.03855963231795531,0.0385596323179531,0.0384955208532029,0.03849552085319731,6.411146475240881e-05,6.411146475578805e-05,6.411146475240881e-05,6.411146475578805e-05,6.411146475578805e-05
C3STKR2_c,0.038559632317955325,0.038559632317951904,0.038495520853202896,0.038495520853197844,6.411146475242963e-05,6.411146475406027e-05,6.411146475242963e-05,6.411146475406027e-05,6.411146475406027e-05
C8STI_c,0.03855963231795533,0.03855963231795362,0.03849552085320289,0.03849552085320412,6.41114647524435e-05,6.411146474950141e-05,6.41114647524435e-05,6.411146474950141e-05,6.41114647524435e-05
C3STKR1_c,0.038559632317955325,0.03855963231795498,0.038495520853202896,0.03849552085320316,6.411146475242963e-05,6.4111464751819e-05,6.411146475242963e-05,6.4111464751819e-05,6.411146475242963e-05
C3STDH2_c,0.038559632317955325,0.03855963231795362,0.038495520853202896,0.038495520853204124,6.411146475242963e-05,6.411146474949447e-05,6.411146475242963e-05,6.411146474949447e-05,6.411146475242963e-05
LNSTLS_c,0.03855963231795531,0.03855963231794915,0.0384955208532029,0.038495520853209696,6.411146475240881e-05,6.41114647394539e-05,6.411146475240881e-05,6.41114647394539e-05,6.411146475240881e-05
PSD_mm,0.038373546413796554,0.038373546406782456,0.03830974433687235,0.03830974433912743,6.380207692420481e-05,6.38020676550291e-05,6.380207692420481e-05,6.38020676550291e-05,6.380207692420481e-05
PSt_mm_rm,-0.03837354640674011,-0.03837354640875966,-0.03830974433918976,-0.038309744338731244,-6.380206755034895e-05,-6.380207002841531e-05,6.380206755034895e-05,6.380207002841531e-05,6.380207002841531e-05
PEt_mm_rm,0.03837354640255811,0.03837354640681911,0.03830974433560852,0.03830974433916083,6.38020669495934e-05,6.38020676582765e-05,6.38020669495934e-05,6.38020676582765e-05,6.38020676582765e-05
CO2t_c_mm,-0.038373546406681246,-0.03837354638288392,-0.03830974433914505,-0.038309744347112554,-6.380206753619361e-05,-6.380203577136673e-05,6.380206753619361e-05,6.380203577136673e-05,6.380206753619361e-05
TTCCOAt_c_l,-0.0042759460243905955,-2.9689505018430976e-13,-0.004214175990965089,7.835942375698514e-13,-6.177003342550634e-05,-1.0804892877541613e-12,6.177003342550634e-05,1.0804892877541613e-12,6.177003342550634e-05
TRDR_c,0.03279735990012156,0.032797359900151764,0.032742829121251225,0.032742829121120774,5.453077887033336e-05,5.4530779030989573e-05,5.453077887033336e-05,5.4530779030989573e-05,5.4530779030989573e-05
TTCCOAt_c_rm,-0.005794895774609515,-0.0015189497435665643,-0.005785260843729,-0.001571084852191639,-9.634930880514717e-06,5.2135108625074675e-05,9.634930880514717e-06,5.2135108625074675e-05,5.2135108625074675e-05
SO4t_c_e,0.030874472151086303,0.030874472151105146,0.03082313847609846,0.030823138475693377,5.1333674987844025e-05,5.133367541176881e-05,5.1333674987844025e-05,5.133367541176881e-05,5.133367541176881e-05
EX_so4_e,-0.030874472150290377,-0.030874472151085554,-0.03082313847608657,-0.030823138476096912,-5.1333674203807994e-05,-5.1333674988642e-05,5.1333674203807994e-05,5.1333674988642e-05,5.1333674988642e-05
FACOAE183_c,0.0,1.1129251103893481e-14,5.0824611073489484e-05,5.082461113220061e-05,-5.0824611073489484e-05,-5.082461112107136e-05,5.0824611073489484e-05,5.082461112107136e-05,5.082461112107136e-05
GK1_c,0.0,0.03017599211700251,0.0,0.030125444456241705,0.0,5.054766076080519e-05,0.0,5.054766076080519e-05,5.054766076080519e-05
NDPK8_c,0.0,0.03017599210869813,0.0,0.030125444452852732,0.0,5.054765584539683e-05,0.0,5.054765584539683e-05,5.054765584539683e-05
FACOAE181_c,0.0,1.3124047673355642e-12,4.919434146732277e-05,4.919434546282335e-05,-4.919434146732277e-05,-4.919434415041858e-05,4.919434146732277e-05,4.919434415041858e-05,4.919434415041858e-05
PPND2_c,0.029130151690572606,0.029130151690575413,0.029081718223211102,0.029081718223211102,4.843346736150417e-05,4.843346736431095e-05,4.843346736150417e-05,4.843346736431095e-05,4.843346736431095e-05
TYRTA_c,0.029130151690572603,0.029130151690573498,0.0290817182232111,0.02908171822321077,4.843346736150417e-05,4.843346736272888e-05,4.843346736150417e-05,4.843346736272888e-05,4.843346736272888e-05
TYRTRS_c,0.029130151690572603,0.029130151690573494,0.0290817182232111,0.029081718223210765,4.843346736150417e-05,4.843346736272888e-05,4.843346736150417e-05,4.843346736272888e-05,4.843346736272888e-05
LINOLENt_c_l,9.778177494820578e-21,4.771324932133573e-05,-1.280911476075665e-14,3.072760063135138e-13,1.2809124538934144e-14,4.771324901405972e-05,1.2809124538934144e-14,4.771324901405972e-05,4.771324901405972e-05
FACOAL183_rm,1.1481205483916784e-16,4.7713247739494394e-05,0.0,1.6007741043553388e-14,1.1481205483916784e-16,4.771324772348665e-05,1.1481205483916784e-16,4.771324772348665e-05,4.771324772348665e-05
FACOAL183_l,0.0,4.7713247772272794e-05,0.0,5.830049705142191e-14,0.0,4.7713247713972295e-05,0.0,4.7713247713972295e-05,4.7713247713972295e-05
HISTRS_c,0.028684297365967254,0.028684297365968937,0.02863660520167578,0.028636605201675703,4.769216429147474e-05,4.769216429323375e-05,4.769216429147474e-05,4.769216429323375e-05,4.769216429323375e-05
