,minimum,maximum
O2t_c_e,3.794819976905093,3.794819976905054
EX_o2_e,-3.794819976905026,-3.794819976905061
O2t_c_m,3.7012398688651733,3.7012398688651342
FECOOR_m,3.7012054820337523,3.7012054820336164
GHMT2r_c,2.627967121303732,2.6279671213036417
MTHFC_c,2.6080960521682677,2.6080960521649335
MTHFD_c,2.493061787001621,2.608096052165487
GLYt_c_m,2.5900802999648946,2.5900802999536077
FDH_c,2.5899459948172394,2.589945994814355
FTHFL_c,-2.5827280024067214,-2.5827280024190595
GLUDy_c,1.7272371318359623,1.8422713969920572
GAPD_c,1.841985889979119,1.8419858899652588
PGK_c,1.8419858899771397,1.841985889972898
CO2t_c_m,-1.7070663080457464,-1.7070663077758443
PGCD_c,1.3638913305282017,1.3638913305225395
PSP_L_c,1.3638913305237879,1.36389133052302
PSERT_c,1.3638913305237879,1.3638913305230629
GLCt_c_e,1.3532451770000926,1.353245177
EX_glc__D_e,-1.353245177,-1.3532451770000196
HEX1_c,1.3532451770000007,1.3532451769997493
NH4t_c_m,-1.3132769603814458,-1.3132769603822878
GHMT2r_m,-1.2950008507394106,-1.2950008507465591
GLYCL_m,1.2950008507465591,1.2950008507405606
SERt_c_m,-1.2950008507406299,-1.2950008507408557
ATPM_c,1.258692370308065,1.2586923703075783
PPA_c,1.2522508197716258,1.2527395057590822
PGI_c,1.1806737828803093,1.1806737828794232
ADK1_c,0.9074565174941511,0.9074663423026723
PFK_c,0.7782905073867953,0.7782905073824082
FBA_c,0.778290507386675,0.7782905073785713
TPI_c,0.7696277768199706,0.7696277768079561
ACS_c,0.47862009441468145,0.47862009441419595
ENO_c,0.4780945594535388,0.47809455945300366
PGM_c,0.4780945594535146,0.4780945594471791
ACKr_c,-0.472211273273176,-0.47221127329138585
PKETX_c,0.47221127327762474,0.4722112732739322
PYK_c,0.4375790122152909,0.4375790121968627
PC_c,0.28626830821301497,0.28626830821018284
NDPK2_c,0.19184983078168766,0.27333561741866674
TKT2_c,-0.18020098250184308,-0.18020098250760863
ACCOAC_c,0.17437975438973347,0.17437975438973344
PGMT_c,0.17257139412057684,0.17257139412044253
MCOATA_c,0.16901045488919128,0.1690104548891913
TALA_c,-0.15994320888239963,-0.15994320888816518
TKT1_c,-0.15994320888239963,-0.15994320888816518
LACtps_m,0.0,0.1533778438232566
LACPYRt_c_m,-0.15337784379173042,-3.576028362317629e-13
PYRtps_m,0.0,0.1533778437917304
NDPK1_c,0.06746480175301381,0.14848155200916224
13BDGLUCANt_c_en,0.13661897940875262,0.13661897940875262
13GS_c,0.13661897940875262,0.13661897940875262
RPI_c,-0.13210638112568282,-0.13210638112576104
RPE_c,0.1320670818935697,0.1320670818895075
GLUt_c_m,0.12315574893023129,0.12315574892040448
PDH_m,0.11680066949539264,0.11680066948880385
GLUDxi_c,0.0,0.11503426516094173
MTHFD2i_c,0.0,0.11503426516071014
GLNS_c,0.11115474477079262,0.11163360595944383
ME1_m,0.03099167216576136,0.11079191457500404
NDPK3_c,0.02054003181694987,0.10220660350301713
BIOMASS,0.09824808972037172,0.09824808972037172
CS_m,0.0959069359907463,0.09590693599042499
ACONTb_m,0.0959069359904241,0.095906935990083
ACONTa_m,0.0959069359904241,0.095906935990083
ICDHx_m,0.01610669359866232,0.095906935990083
ACACT40ir_c,0.08100692544770258,0.08100692544769604
HMGCOAS_c,0.08100692544770258,0.08100692544769494
DPMVD_c,0.08100692544770258,0.08100692544768806
PMEVK_c,0.08100692544770258,0.08100692544768862
HMGCOAR_c,0.08100692544770258,0.08100692544769494
MEVK2_c,0.0,0.08100692544768949
MEVK1_c,0.0,0.08100692544768388
MEVK4_c,0.0,0.08100692544768388
MEVK3_c,0.0,0.08100692544768388
ME2_m,0.0,0.07980024240934128
ICDHyi_m,0.0,0.07980024239176267
EX_k_e,-0.05919702850685671,-0.05919702850685668
MAN1PT_c,0.052459272761923324,0.05245927276176858
PMANM_c,-0.05245927276166383,-0.052459272761923324
MAN6PI_c,-0.052459272761923074,-0.05245927276192332
EX_pi_e,-0.0495095703642332,-0.04950957036424075
PItps_e,0.049509570364002276,0.049509570364231426
H2Ot_c_rm,-0.04894258515248083,-0.04858101505388866
DHAD1_m,0.04878381172548421,0.04878381172547641
VALt_c_m,-0.048783811725372495,-0.04878381172548421
KARA1i_m,0.04878381172548421,0.048783811725460424
ACLS_m,0.04878381172548421,0.04878381172547641
VALTA_m,-0.048783811725372495,-0.04878381172548421
HSDy_c,0.0,0.04008001345715648
ASPK_c,0.04008001345715648,0.040080013457050825
ASAD_c,0.04008001345715645,0.04008001345715648
HSDx_c,0.0,0.04008001345704914
HSK_c,0.03598965073831184,0.03598965073733388
THRS_c,0.03598965073809984,0.035989650737345225
16GS_c,0.03595241471182423,0.03595241471182423
PPIt_c_l,-0.03187228692293922,-0.03173511546057728
FUM_c,0.031845546314727476,0.031855371122342824
IPDPt_c_l,-0.03173511546057728,-0.031735115460577265
ALAt_c_m,0.03107027063743951,0.031070270642782793
ALATA_L_m,-0.031070270637212637,-0.031070270637739726
ALATRS_c,0.03107027063743951,0.031070270637440004
GLYTRS_c,0.028271673801754726,0.028271673801753973
PRPPS_c,0.02781717813870716,0.02782700294721522
Ht_c_g,-0.02608565380547611,-0.026085653805476457
GDPMANNt_c_g,0.026085653805476457,0.02608565380547611
GDPt_c_g,0.026085653805476457,0.02608565380547611
LEUTA_c,-0.025473175214159535,-0.025473175214159656
LEUTRS_c,0.025473175214159656,0.02547317521415932
IPMD_c,0.025473175214159656,0.02547317521415932
IPPMIa_c,-0.02547317521415932,-0.025473175214159656
IPPS_c,0.025473175214159656,0.025473175214133115
IPPMIb_c,-0.02547317521415932,-0.025473175214159656
OMCDC_c,0.025473175214159656,0.02547317521415932
VALTA_c,0.025473175214159656,0.025473175214158962
GLUTRS_c,0.024614486910003605,0.024614486910003487
GLNTRS_c,0.024614486910003605,0.02461448691000328
COAt_c_rm,-0.02393771434603904,-0.0052396746886180165
VALTRS_c,0.023310636511324555,0.023310636511324555
CBPS_c,0.02225289757739507,0.02225289757734482
CTPt_c_rm,0.021756441415702158,0.021937226464607537
Ht_c_rm,0.012525197215861854,0.021911067980739697
EAR160y_c,0.021876214401407128,0.02187621440140714
3OAR160_c,0.021876214401407128,0.02187621440140714
EAR60y_c,0.021876214401407128,0.021876214401407128
3OAR60_c,0.021876214401407128,0.021876214401407124
3HAD120_c,0.021876214401407128,0.021876214401407124
3HAD100_c,0.021876214401407128,0.021876214401407124
ACOATA_c,0.021876214401407128,0.021876214401407128
3OAS80_c,0.021876214401407128,0.021876214401407128
3OAR80_c,0.021876214401407128,0.021876214401407124
3OAR40_c,0.021876214401407128,0.021876214401407124
3OAS60_c,0.021876214401407128,0.021876214401407128
3OAS40_c,0.021876214401407128,0.021876214401407128
3OAS160_c,0.021876214401407128,0.021876214401407124
3OAS140_c,0.021876214401407128,0.021876214401407124
3HAD80_c,0.021876214401407128,0.021876214401407128
3HAD160_c,0.021876214401407128,0.021876214401258854
3HAD140_c,0.021876214401407128,0.021876214401407124
EAR40y_c,0.021876214401407128,0.021876214401407128
3OAR140_c,0.021876214401407128,0.021876214401407124
3OAR120_c,0.021876214401407128,0.021876214401407124
3HAD40_c,0.021876214401407128,0.021876214401407128
3OAS120_c,0.021876214401407128,0.021876214401407124
3OAR100_c,0.021876214401407128,0.021876214401407124
EAR100y_c,0.021876214401407128,0.021876214401407128
3HAD60_c,0.021876214401407128,0.021876214401407128
EAR80y_c,0.021876214401407128,0.021876214401407128
EAR120y_c,0.021876214401407128,0.021876214401407128
EAR140y_c,0.021876214401407128,0.021876214401407128
3OAS100_c,0.021876214401407128,0.021876214401407124
NADHt_c_rm,0.021786642825969333,0.02178664282596933
O2t_c_rm,0.021786642825969323,0.021786642825969326
NADt_c_rm,-0.021786642825969326,-0.021786642825969326
Ht_m_mm,0.0210353090034765,0.021035309001480852
SACCD1_c,0.02089373350420341,0.020893733504208714
HCITS_m,0.02089373350420341,0.020893733504203142
AATA_c,0.02089373350420341,0.020893733504200873
AASADy_c,0.02089373350420341,0.020893733504200873
HACNH_m,0.02089373350420341,0.020893733504203142
LYSTRS_c,0.02089373350420341,0.02089373350420341
HCITR_m,0.02089373350420341,0.020893733504203142
HICITD_m,0.02089373350420341,0.020893733504197938
2OXOADPt_c_m,0.02089373350420341,0.020893733504193324
SACCD2_c,0.02089373350420341,0.020893733504193324
DDPA_c,0.020257773619443444,0.02025777361941441
PSCIT_c,0.020257773619443444,0.020257773619443444
CHORS_c,0.020257773619443444,0.0202577736194217
DHQS_c,0.020257773619443444,0.020257773619443444
SHKK_c,0.020257773619443444,0.020257773619443444
SHK3Di_c,0.020257773619443444,0.020257773619443444
DHQTi_c,0.020257773619443444,0.020257773619443444
NADPHt_c_rm,0.010738599001084318,0.01958211461753686
NADPt_c_rm,-0.019582114617492343,-0.010738599001084318
METS_c,0.01939220794902398,0.01939220794899247
MTHFR3_c,0.019392207949010833,0.019392207948968156
ILETA_m,-0.01873119480137169,-0.018731194801368308
DHAD2_m,0.018731194801368308,0.01873119480137169
ILETRS_c,0.018731194801368308,0.01873119480136806
ACHBS_m,0.018731194801368308,0.018731194801362212
KARA2i_m,0.018731194801368308,0.01873119480136356
ILEt_c_m,0.018731194801368308,0.018731194801368308
compACYLCOA_l,0.0,0.018568414845691293
compACYLCOA_rm,0.0,0.018568414845691293
COAt_c_l,-0.018566555851080458,0.00013717146212411993
THRD_L_m,0.018276109650055144,0.01827610964930053
THRt_c_m,0.018276109650055144,0.018276109649300525
CHORM_c,0.018190633811726822,0.018190633811729973
THRTRS_c,0.0177135410880447,0.0177135410880447
SERTRS_c,0.01695025167900713,0.01695025167900713
IPDDI_c,0.0164239366623751,0.016423936662365378
GRTT_c,0.0164239366623751,0.016423936662370152
DMATT_c,0.0164239366623751,0.01642393666237011
STCOAt_c_rm,0.013782325474593926,0.01589553728767124
EAR180y_c,0.0158769540793414,0.015876954079341404
PCOATA180_c,0.0158769540793414,0.0158769540793414
3HAD180_c,0.0158769540793414,0.015876954079341393
3OAS180_c,0.0158769540793414,0.01587695407922793
3OAR180_c,0.0158769540793414,0.015876954079341393
DOLPt_c_r,-0.015795247136450478,-0.01579524713625444
DOLPMT_c,0.01579524713625444,0.015795247136101424
METAT_c,0.015776579999224577,0.01577657999920757
ADNK1_c,0.015756930381767505,0.015756930380767642
AHCi_c,0.015756930381263495,0.015756930381088052
AICART_c,0.015752902209587097,0.015752902209562762
IMPC_c,0.015752902209575245,0.015752902209558134
PPIt_c_rm,-0.015429603328520808,-0.015299978515974049
CYTK1_c,0.015309803319074125,0.015309803324452531
CMPt_c_rm,-0.015299978515122936,-0.015299978515974049
CDPDAGS_rm,0.015299978515974049,0.015299978515810601
ASNS1_c,0.014755978843192347,0.014755978843192777
ASNTRS_c,0.014755978843192347,0.014755978843192777
ASPTRS_c,0.014755978843192347,0.014755978843192347
G5SADr_c,0.013420394318340412,0.013420394311423833
G5SDy_c,0.013420394318340412,0.013420394311423833
P5CR_c,0.013420394316076079,0.013420394311533615
GLU5K_c,0.013420394314164197,0.013420394311320508
PROTRS_c,0.013420394311533615,0.013420394311533437
ORNTACi_m,0.01228523588290444,0.012285235882508516
ACGK_m,0.01228523588290444,0.012285235882498746
ORNtpa_m,0.01228523588290444,0.01228523588222119
AGPRi_m,0.01228523588290444,0.012285235879934575
ACOTAi_m,0.01228523588290444,0.012285235880256096
ARGTRS_c,0.012275411073932404,0.012275411073932761
OCBT_c,0.012275411073932404,0.012275411073877092
ARGSL_c,0.012275411073932404,0.012275411073886529
ARGSS_c,0.012275411073932404,0.012275411073886529
UMPK_c,0.012093160867490882,0.012093160866978536
ACOADS180_rm,0.011990275720934772,0.011990275720934772
PHETA1_c,-0.011957480255586626,-0.01195748025559728
PHETRS_c,0.01195748025559728,0.01195748025559728
PPNDH_c,0.01195748025559728,0.01195748025559253
SERt_c_rm,0.0108893270241574,0.010889327024156781
PSSA_rm,0.0108893270241574,0.0108893270241574
PSt_mm_rm,-0.010517654500738903,-0.010517654502189444
CO2t_c_mm,-0.010517654500711116,-0.010517654501793317
PSD_mm,0.010517654501278173,0.010517654500734101
PEt_mm_rm,0.010517654501036588,0.010517654500741802
SUCFUMt_c_m,0.009977486503847999,0.009977486503462666
SUCDq9_m,0.009977486503484734,0.009977486503462666
DHORDfum_c,0.009977486503462668,0.009977486503458447
ORPT_c,-0.009977486503450343,-0.009977486503462666
ASPCT_c,0.009977486503462661,0.009977486503447623
OMPDC_c,0.00997748650346266,0.009977486503459114
DHORTS_c,-0.009977486503459088,-0.009977486503462639
ADSS_c,0.009954987691169787,0.009964812499710263
ADSL1r_c,0.009954987691169787,0.009964812499140052
ACGAM6PS_c,0.009779811346945243,0.009779811346945113
ACGAMPM_c,0.009779811346945243,0.009779811346945113
UAGDP_c,0.009779811346945243,0.009779811346945243
GF6PTA_c,0.009779811346945243,0.009779811346780867
GARFT_c,0.009615147548588387,0.009615147548564539
PRFGS_c,0.009615147548581504,0.009615147548544109
ADSL2i_c,0.009615147548579728,0.009615147548552281
GLUPRT_c,0.009615147548576175,0.009615147548540648
AIRC1_c,0.009615147548576036,0.009615147548551698
PRAGSi_c,0.009615147548572622,0.009615147548544109
PRAIS_c,0.009615147548572622,0.009615147548544109
PRASCSi_c,0.009615147548568502,0.009615147548544109
G3PAT_l,0.0,0.00884351561652538
GLYC3Pt_c_rm,0.0,0.00884351561652449
DHAPt_c_l,0.0,0.00884351561652206
DHAPAT_l,0.0,0.00884351561652206
DHAPAT_rm,0.0,0.008843515616521056
DHAPt_c_rm,0.0,0.008843515616520288
NADPt_c_l,-0.00884351561647983,0.0
PAt_l_rm,0.0,0.008843515616465868
GLYC3Pt_c_l,0.0,0.008843515616465424
AGPAT_rm,0.0,0.00884351561645721
AGNPR_rm,0.0,0.00884351561645721
G3PAT_rm,0.0,0.008843515616444886
G3PD1r_c,-0.0001807850495740837,0.008843515616440811
AGNPR_l,0.0,0.008843515616429785
AGPAT_l,0.0,0.008843515616429785
NADPHt_c_l,0.0,0.008843515616399622
Ht_c_l,-0.0003615700991665711,0.008662730565567989
AMETt_c_rm,0.008607711636581208,0.008607711636522098
AHCYSt_c_rm,-0.008607711636580041,-0.008607711636581208
ACOADS181_rm,0.008178435466286384,0.008178435466286382
NADPHt_c_r,0.007994103192232625,0.007994103192233674
NADPt_c_r,-0.007994103192230574,-0.007994103192232625
PEt_c_rm,-0.007648417288551293,-0.007648417288551498
H2Ot_c_r,-0.0074308468938631975,-0.0074308468943631144
O2t_c_r,0.0074308468938657345,0.007430846893863194
DAGt_c_rm,0.005712421551729916,0.007316945362824598
SO4t_c_e,0.007152264435463631,0.007152264435342342
EX_so4_e,-0.007152264435419919,-0.007152264435463606
C3STDH2_c,0.007149218744682289,0.007149218744679371
C14STR_c,0.007149218744682289,0.0071492187446798305
SQLS_c,0.007149218744682289,0.007149218744679748
SQLt_c_r,0.007149218744682289,0.007149218744679748
SSQ23EPXt_c_r,0.007149218744682289,0.007149218744679748
SQLEy_r,0.007149218744682289,0.007149218744679748
C3STDH1_c,0.007149218744682289,0.007149218744679371
LNSTLS_c,0.007149218744682289,0.007149218744679823
C8STI_c,0.007149218744682289,0.007149218744679371
LNS14DMy_c,0.007149218744682289,0.007149218744680997
SAM24MT_c,0.007149218744682289,0.007149218744681891
C4STMO4_c,0.007149218744682289,0.007149218744679371
C4STMO3_c,0.007149218744682289,0.007149218744679371
C4STMO2_c,0.007149218744682289,0.007149218744679371
C4STMO1_c,0.007149218744682289,0.007149218744679371
C3STKR2_c,0.007149218744682289,0.007149218744679371
C3STKR1_c,0.007149218744682289,0.007149218744679371
CTPS2_c,0.006488991581761416,0.006967852770890709
DAGt_c_r,-0.006955375263664198,-0.006955375263663996
PEt_c_r,0.006955375263663996,0.006955375263663903
DAGK_rm,0.0064564628997281085,0.006637247948651016
CDPt_c_rm,-0.006637247948185597,-0.006456462899746176
Ht_c_r,-0.006609198119274918,-0.0066091981195359
LINOCOAt_c_l,-4.3612870285689165e-05,0.00659657004806002
LINOCOAt_c_rm,-0.00659657004735368,4.3612870140583734e-05
TRDR_c,0.006542831534928141,0.006542831534819486
OGLYCANS1_r,0.006521413451369114,0.006521413451369027
OGLYCANS3_g,0.006521413451369114,0.006521413451369027
OGLYCANS4_g,0.006521413451369114,0.006521413451369027
G13027t_g_r,-0.006521413451369027,-0.006521413451369114
OGLYCANS2_g,0.006521413451369114,0.006521413451369027
OGLYCANS5_g,0.006521413451369114,0.006521413451369027
GK1_c,0.0,0.006276775708151661
NDPK8_c,0.0,0.00627677570722085
MG2t_c_e,0.00623767296825668,0.00623767296825668
EX_mg2_e,-0.00623767296825668,-0.00623767296825668
TYRTRS_c,0.0062331535561295425,0.0062331535561295425
PPND2_c,0.0062331535561295425,0.00623315355612946
TYRTA_c,0.0062331535561295425,0.0062331535561295425
PRAMPC_c,0.006137754661011062,0.006137754660996739
ATPPRT_c,0.006137754661011062,0.006137754661002441
HISTD_c,0.006137754661011062,0.006137754661010981
HISTP_c,0.006137754661011062,0.006137754661010981
IGPDH_c,0.006137754661011062,0.006137754660994653
IG3PS_c,0.006137754661011062,0.006137754660994653
HISTRS_c,0.006137754661011062,0.006137754661010981
HSTPT_c,0.006137754661011062,0.006137754661010981
PRATPP_c,0.006137754661011062,0.006137754660996739
PRMICI_c,0.006137754661011062,0.006137754660996739
PCOATA160_c,0.005999260322065726,0.005999260322041289
IMPD_c,0.005797914519166655,0.005797914518644236
GMPS2_c,0.005797914518668297,0.005797914518654565
GK2_c,-0.00047886118929706676,0.005797914518378505
MALCOAt_c_rm,0.005369299500542159,0.005369299500505964
CO2t_c_rm,-0.005369299500542159,-0.005369299500542159
PAILS_rm,0.004410651491834118,0.0044106514918037295
INOSTtps_e,0.004410651491829623,0.004410651491816589
INOSTt_c_rm,0.004410651491829623,0.004410651491600558
EX_inost_e,-0.004410651491816648,-0.004410651491816648
AHSERL2_c,0.004090362719805578,0.004090362719320145
BPNT_c,0.004090362719329389,0.004090362719286311
ADSK_c,0.004090362719328333,0.004090362719252215
PAPSR_c,0.004090362719328301,0.004090362719285423
SADT_c,0.004090362719328246,0.004090362719284535
SO3R_c,0.004090362719328246,0.004090362719327084
HSERTA_c,0.003635277567743473,0.004090362718826401
PAILt_c_rm,-0.003847395193145692,-0.0038473951934497566
ODECOAt_c_l,-3.421694381623014e-05,0.0038460571985658794
ODECOAt_c_rm,-0.0038460571982397987,3.4216943948074313e-05
METTRS_c,0.003625452758771437,0.003625452758771389
COAt_c_r,-0.0034449710179552603,-0.0034449710179551138
CHTNS_c,0.0032300041976469408,0.003230004197646898
PMTCOAt_c_l,-2.794387215545452e-05,0.0031454894748752754
PMTCOAt_c_rm,-2.794387215545452e-05,0.003145489474854763
PMTCOAt_c_r,0.002881714719588223,0.0028817147195881847
PMEMT_rm,0.002869237212193736,0.0028692372121903397
PCt_c_rm,-0.002869237212193659,-0.002869237212193736
PDMEMT_rm,0.002869237212193736,0.002869237212188902
PEMT_rm,0.002869237212193736,0.002869237212188902
GPIA3_c_r,0.002318458421221332,0.00231845842122127
GPIA4_r,0.002318458421221332,0.00231845842122127
GPIA2_c,0.002318458421221332,0.00231845842122127
GPIA1_c,0.002318458421221332,0.00231845842122127
GPIA10a_r,0.002318458421221332,0.00231845842122127
GPIA9a_r,0.002318458421221332,0.00231845842122127
GPIA8a_r,0.002318458421221332,0.00231845842122127
GPIA7_r,0.002318458421221332,0.00231845842122127
GPIA6_r,0.002318458421221332,0.00231845842122127
GPIA5_r,0.002318458421221332,0.00231845842122127
PRENT10_l,0.0021156743640384852,0.0021156743640384566
PRENT7_l,0.0021156743640384852,0.0021156743640384566
PRENT6_l,0.0021156743640384852,0.0021156743640384566
PRENT11_l,0.0021156743640384852,0.0021156743640384566
FRDPt_c_l,-0.0021156743640384852,-0.002115674364038485
PRENT9_l,0.0021156743640384852,0.0021156743640384566
PRENT12_l,0.0021156743640384852,0.0021156743640384566
PRENT13_l,0.0021156743640384852,0.0021156743640384566
PPTT_l,0.0021156743640384852,0.0021156743640384566
PRENT8_l,0.0021156743640384852,0.0021156743640384566
FRTT_l,0.0021156743640384852,0.0021156743640384852
GGTT_l,0.0021156743640384852,0.0021156743640384852
NGLYCANS4_c,0.002115674364038485,0.0021156743640384566
NGLYCANS5_c,0.002115674364038485,0.0021156743640384566
DOLDPP_c,0.002115674364038485,0.002115674364038428
DOLDPt_c_l,0.002115674364038485,0.002115674364038428
NGLYCANS7_c,0.002115674364038485,0.0021156743640384566
NGLYCANS1_c,0.002115674364038485,0.0021156743640384566
NGLYCANS2_c,0.002115674364038485,0.0021156743640384566
NGLYCANS3_c,0.002115674364038485,0.0021156743640384566
NGLYCANS6_c,0.002115674364038485,0.0021156743640384566
STCOAt_c_l,-1.8583208211631064e-05,0.002094628605084432
ANS_c,0.002067139807716621,0.0020671398080246337
ANPRT_c,0.002067139807716621,0.0020671398077324737
PRAIi_c,0.002067139807716621,0.0020671398076723725
IGPS_c,0.002067139807716621,0.0020671398076901326
TRPTRS_c,0.002067139807716621,0.002067139807716621
TRPS1_c,0.002067139807716621,0.002067139807690476
PRENT14_l,0.0018805994347008757,0.0018805994347008503
3OACE200_rm,0.001810632961652685,0.001810632961652685
ECOAR220_rm,0.0018106329616526847,0.001810632961652685
3OACR200_rm,0.001810632961652685,0.001810632961652685
3OACR220_rm,0.001810632961652685,0.001810632961652685
3OACE220_rm,0.001810632961652685,0.001810632961652685
ECOAR200_rm,0.0018106329616526847,0.001810632961652685
3HACD220_rm,0.001810632961652685,0.001810632961652685
3HACD200_rm,0.001810632961652685,0.001810632961652685
PRENT15_l,0.0016455245053632662,0.001645524505363244
LINOLNCOAt_c_l,-8.884322586097393e-06,0.0016268159614712002
LINOLNCOAt_c_rm,-0.0016268159611708547,8.884322712585914e-06
ACOADS182_rm,0.0016179316387481726,0.001617931638748172
3HACD240_rm,0.0014664054280533437,0.0014664054280533437
3OACE240_rm,0.0014664054280533437,0.0014664054280533437
ECOAR240_rm,0.0014664054280533437,0.0014664054280533437
3OACR240_rm,0.0014664054280533437,0.0014664054280533437
PRENT16_l,0.0014104495760256567,0.0014104495760256378
DGAT_rm,0.0,0.0012429537121903473
TAGt_l_rm,-0.0003615700991594986,0.001242953712154487
DAGt_c_l,-0.0003615700988474453,0.0012429537120081588
DGAT_l,0.0,0.001242953711932157
RNDR3_c,0.0007473732185028677,0.0012262344077920845
TTCCOAt_c_rm,-0.0011847772788698982,-0.00028162814918344557
PRENT17_l,0.0011753746466880472,0.0011753746466880315
PRENT18_l,0.0009402997173504376,0.0009402997173504253
TTCCOAt_c_l,-0.0009031491296791782,0.0
TAGt_c_rm,-0.0008813836125982328,-0.0008813836128814547
RNDR2_c,0.0007473732185028677,0.00074737321849698
NDPK7_c,0.0007473732185028677,0.0007473732181932924
NDPK5_c,0.0007473732185028677,0.0007473732182283754
PRENT19_l,0.0007052247880128282,0.000705224788012819
CO2t_c_r,-0.0005632562983669075,-0.0005632562983668911
3DSPHR_r,0.0005632562983668911,0.0005632562983668911
PAILt_gm_rm,-0.0005632562983668837,-0.0005632562983668911
IPCS_g,0.0005632562983668911,0.0005632562983668837
SERPT_r,0.0005632562983668911,0.0005632562983668911
SERt_c_r,0.0005632562983668911,0.0005632562983668837
compCER_r,0.0005632562983668911,0.0005632562983668837
DAGt_gm_rm,0.0005632562983668911,0.0005632562983668837
CERt_g_r,0.0005632562983668911,0.0005632562983668837
DHFRi_c,0.0004886859982700109,0.0004886859981882985
NDPK4_c,0.00047886118929709175,0.00047886118929355015
TMDS_c,0.00047886118929709175,0.0004788611892932223
DTMPK_c,0.00047886118929709175,0.0004788611892933142
RNDR1_c,0.0004788611892970916,0.00047886118928475163
DCMPDA_c,0.0,0.0004788611892939422
RNDR4_c,0.0,0.0004788611892934391
CYTK2_c,-0.00047886118926668275,0.0
NDPK6_c,0.0,0.0004788611891601846
DUTPDP_c,0.0,0.0004788611891585359
PRENT20_l,0.0004701498586752188,0.00047014985867521264
CYSTGL_c,0.0004550851531614081,0.0004550851510976145
CYSTS_c,0.0004550851531614081,0.0004550851510458989
2OBUTt_c_m,0.0004550851520734537,0.0004550851510917303
CYSTRS_c,0.0004452603426127246,0.0004452603426127187
PSt_c_rm,-0.00037167252341216124,-0.0003716725234121662
FALPDt_c_l,-0.00036157009938686535,0.0
H2Ot_c_l,0.0,0.0003615700993730986
FALPDt_c_rm,-0.00036157009929577985,0.0001014053149496763
PLAA2pc_rm,0.0,0.00036157009928419
TAGL_l,0.0,0.0003615700992806851
compFALPD_c,-0.0003615700991745907,-0.0002601647841558455
PDAGATpc_rm,-0.0003615700990608206,0.0
DOCOSCOAt_c_l,-0.00034815777835899817,3.930244759723181e-06
DOCOSCOAt_c_rm,-0.00034815777834918847,3.930244759723181e-06
HXCCOAt_c_rm,-0.00028162814918344557,-0.00028162814918344557
HXCCOAt_c_r,0.00028162814918344557,0.0002816281491834418
3OACE260_rm,0.00028162814918344557,0.00028162814918344557
TTCCOAt_c_r,0.00028162814918344557,0.0002816281491834418
3OACR260_rm,0.00028162814918344557,0.00028162814918344557
ECOAR260_rm,0.00028162814918344557,0.00028162814918344557
3HACD260_rm,0.00028162814918344557,0.00028162814918344557
CERS126_c,0.00014081407459172278,0.0002816281491834418
CERS124_c,0.00014081407459172278,0.0002816281491834418
PSPHS_r,0.0,0.00028162814918343803
uniDOLDP_l,0.0002350749293376094,0.00023507492933760632
PRENT21_l,0.0002350749293376094,0.00023507492933760632
GLYCt_c_l,0.0,0.00018078504969876175
DAGL_l,0.0,0.00018078504958411387
MAGL_l,0.0,0.00018078504958060626
DHAK_c,0.0,0.00018078504938171674
