Rxn,Flux
ACOADS182_rm,0.000167740715142
DHPPDA2_c,4.55283639e-07
NDPK5_c,0.000121858697409
GENERIC_mn2mg2ormn2_c,3.2844459e-08
GARFT_c,0.002506775089277
EX_thm_e,-2.00490841e-07
O2t_c_r,0.000695124262684
ORNCD_m,0.002120101780423
EAR160y_c,0.07785480961862
13BDGLUCANt_c_en,0.008894099224708
SUCFUMt_c_m,0.002597289824783
PRAIS_c,0.002506775089277
EX_val__L_e,-0.000463
ACt_c_m,0.003048123454262
ODECOAt_c_rm,-1.999490213e-06
PAILS_rm,0.000126523081641
H2Ot_c_m,-6.233714232701767
EX_h_e,1.616698468858773
ACOADS181_rm,0.000848691617549
UAGDP_c,0.000210275990847
EX_ca2_e,-1.6726390726e-05
DOCOSCOAt_c_rm,-1.81144562e-07
Kt_c_e,0.00784315854236
16GS_c,0.002340545928999
CHORS_c,0.004590815372854
FCLT_m,1.3183009e-08
ECOAR240_rm,0.000119109187621
COAt_c_rm,-0.078235303333965
IPPS_c,0.004518077937655
UPPDC1_c,1.3183009e-08
RNDR2_c,0.000121858697409
compACYLCOA_rm,0.001904936506846
DHORTS_c,-0.002597289824783
3HAD180_c,0.077504492670805
ILETA_m,-0.00258846616987
FE2t_c_e,8.704629742e-06
EAR180y_c,0.077504492670805
AASADy_c,0.002819172253159
PItps_e,0.007190969080012
GND_c,0.643060036744316
ZN2t_c_e,2.0578964453e-05
C3STDH1_c,0.000695124262684
PPCDC_c,2.9056824e-08
MDH_m,1.172103656911255
ATPPRT_c,0.001157786803977
PROtps_e,0.000761
EX_met__L_e,-0.000132
3OAS80_c,0.07785480961862
TRE6PS_c,0.00178918465545
TRDR_c,0.001994194263658
NDPK2_c,0.018882229827216
CYSTRS_c,0.000459192230421
NH4t_c_m,-0.235645886044444
ECOAR220_rm,0.000155007891686
GLUtps_e,0.001013
C22STDSy_c,0.000695124262684
C4STMO2_c,0.000695124262684
ACITL_c,0.224667425331833
SERt_c_rm,0.000186613970627
TMDPK_c,2.00490841e-07
3HACD260_rm,1.2992816545e-05
EX_thr__L_e,-0.000276
3OAR80_c,0.07785480961862
3OAS180_c,0.077504492670805
G3PAT_rm,0.000815212958989
ACCOAC_c,0.622930277788683
3HAD160_c,0.07785480961862
PMANM_c,-0.006368369143762
EAR120y_c,0.07785480961862
CA2t_c_e,1.6726390726e-05
TALA_c,0.048076400132233
GLUDy_c,0.305342377818335
PNTOtps_e,2.9056824e-08
DHAD1_m,0.007817960360812
3OAR100_c,0.07785480961862
NADHcplxI_c_m,1.668214047143927
HCITS_m,0.002819172253159
ACGAMPM_c,0.000210275990847
PEt_c_rm,-0.000100303372796
PEt_mm_rm,0.000100303372796
MN2t_c_e,1.286487192e-06
ACLS_m,0.007817960360812
GLUt_c_m,0.024001654546885
