id,type,val,vLB,vUB
'lumpFREEFA_c.f','net',0.000743,0,10000000
'lumpIPC_c.f','net',0.000500231,0,10000000
'M1PS_c.f','net',0.004992255,0,10000000
'MALS_c.f','net',1.00E-07,0,10000000
'MALt2_m.f','net',6.58E-07,0,10000000
'MAN1PT_c.f','net',0.189480629,0,10000000
'MAN6PI_c.f','net',0.189480629,0,10000000
'MDH_c.f','net',-5.066319726,-10000000,10000000
'MDH_c.r','exc',5.066319826,0,10000000
'MDH_m.f','net',6.023614165,-10000000,10000000
'MDH_m.r','exc',1.00E-07,0,10000000
'ME1_m.f','net',0.495205275,0,10000000
'ME2_c.f','net',-0.011315686,0,10000000
'ME2_m.f','net',1.00E-07,0,10000000
'METAT_c.f','net',0.054062862,0,10000000
'METB1_c.f','net',1.00E-07,0,10000000
'METS_c.f','net',0.072371427,0,10000000
'MEVK1_c.f','net',0.124093549,0,10000000
'MG2t_c_e.f','net',0.024588992,0,10000000
'MGSA_c.f','net',0.192581304,0,10000000
'MI1PP_c.f','net',0.004992255,0,10000000
'MN2t_c_e.f','net',3.63E-05,0,10000000
'MTHFC_c.f','net',3.462877072,-10000000,10000000
'MTHFC_c.r','exc',2.00E-07,0,10000000
'MTHFC_m.f','net',0.944789243,-10000000,10000000
'MTHFC_m.r','exc',6053280.818,0,10000000
'MTHFD_c.f','net',1.039321638,-10000000,10000000
'MTHFD_c.r','exc',2.00E-07,0,10000000
'MTHFD_m.f','net',0.944789247,-10000000,10000000
'MTHFD_m.r','exc',6623427.302,0,10000000
'MTHFD2i_c.f','net',2.423555435,0,10000000
'MTHFR3_c.f','net',0.072371427,0,10000000
'NADHcplxI_c_m.f','net',15.10138581,0,10000000
'NADHq9_c.f','net',13.01006314,0,10000000
'NDPK1_c.f','net',0.289631855,0,10000000
'NDPK2_c.f','net',0.558453524,0,10000000
'NDPK3_c.f','net',0.018045599,0,10000000
'NDPK4_c.f','net',0.00232294,0,10000000
'NDPK5_c.f','net',0.003625703,0,10000000
'NDPK6_c.f','net',0.00232294,0,10000000
'NDPK7_c.f','net',0.003625706,0,10000000
'NDPK8_c.f','net',0.002275222,0,10000000
'NH4t_c_e.f','net',2.756317008,0,10000000
'NH4t_c_m.f','net',-2.699807003,-10000000,10000000
'NH4t_c_m.r','exc',2.699807103,0,10000000
'NTP5_c.f','net',-1.92E-07,0,10000000
'O2t_c_e.f','net',15.96844141,0,10000000
'O2t_c_m.f','net',15.05050121,0,10000000
'OAADC_c.f','net',-0.005894515,0,10000000
'OAAtps_m.f','net',-0.004324893,0,10000000
'OCBT_c.f','net',0.061997087,0,10000000
'OMCDC_c.f','net',0.128642716,0,10000000
'OMPDC_c.f','net',0.076243386,0,10000000
'ORNCD_m.f','net',0.47406297,0,10000000
'ORNTA_c.f','net',0.06777426,0,10000000
'ORNTACi_m.f','net',0.603829844,0,10000000
'ORNtpa_m.f','net',0.129766876,0,10000000
'ORPT_c.f','net',0.076243385,0,10000000
'P5CD2_m.f','net',0.47406307,0,10000000
'P5CR_c.f','net',0.067774361,0,10000000
'PAILS_c.f','net',0.004992253,0,10000000
'PAP_c.f','net',0.002055818,0,10000000
'PAPSR_c.f','net',0.020556989,0,10000000
'PC_c.f','net',1.389525077,0,10000000
'PDH_m.f','net',2.892362637,0,10000000
'PDMEMT_c.f','net',0.01112684,0,10000000
'PEMT_c.f','net',0.011126841,0,10000000
'PFK_c.f','net',4.444427687,0,10000000
'PGCD_c.f','net',3.06810092,0,10000000
'PGI_c.f','net',1.42848436,-10000000,10000000
'PGI_c.r','exc',5.858891256,0,10000000
'PGK_c.f','net',7.015643999,-10000000,10000000
'PGK_c.r','exc',2.00E-07,0,10000000
'PGL_c.f','net',3.366781633,0,10000000
'PGM_c.f','net',3.94754307,-10000000,10000000
'PGM_c.r','exc',2.00E-07,0,10000000
'PGMT_c.f','net',0.478276715,0,10000000
'PHETA1_c.f','net',0.060386779,0,10000000
'PItps_e.f','net',0.211539876,0,10000000
'PItps_m.f','net',78.0763491,0,10000000
'PKETF_c.f','net',1.00E-07,0,10000000
'PKETX_c.f','net',2.76E-07,0,10000000
'PMANM_c.f','net',0.189480629,0,10000000
'PMEMT_c.f','net',0.01112684,0,10000000
'PMEVK_c.f','net',0.124093552,0,10000000
'PPA_c.f','net',2.175986965,0,10000000
'PPCK_c.f','net',9.25E-07,0,10000000
'PPND2_c.f','net',0.031478174,0,10000000
'PPNDH_c.f','net',0.060386779,0,10000000
'PRAGSi_c.f','net',0.072780422,0,10000000
'PRAIi_c.f','net',0.612607984,0,10000000
'PRAIS_c.f','net',0.072780424,0,10000000
'PRAMPC_c.f','net',0.030996502,0,10000000
'PRASCSi_c.f','net',0.072780429,0,10000000
'PRATPP_c.f','net',0.030996503,0,10000000
'PRFGS_c.f','net',0.072780424,0,10000000
'PRMICI_c.f','net',0.030996501,0,10000000
'PROD2_m.f','net',0.47406307,0,10000000
'PROt_c_m.f','net',1.00E-07,0,10000000
'PRPPS_c.f','net',0.792628292,0,10000000
'PSCIT_c.f','net',0.102304067,0,10000000
'PSD_c.f','net',0.014111213,0,10000000
'PSERT_c.f','net',3.068100917,0,10000000
'PSP_L_c.f','net',3.068100916,0,10000000
'PSSA_c.f','net',0.016679245,0,10000000
'PYK_c.f','net',3.742935864,0,10000000
'PYRDC_c.f','net',-2.47E-07,0,10000000
'PYRtps_m.f','net',2.403168216,0,10000000
'RNDR1_c.f','net',0.00232294,0,10000000
'RNDR2_c.f','net',0.003625703,0,10000000
'RNDR3_c.f','net',0.003625707,0,10000000
'RNDR4_c.f','net',0.002322939,0,10000000
'RPE_c.f','net',1.682001,-10000000,10000000
'RPE_c.r','exc',56.83620759,0,10000000
'RPI_c.f','net',1.684780636,-10000000,10000000
'RPI_c.r','exc',1.00E-07,0,10000000
'SACCD1_c.f','net',0.105516143,0,10000000
'SACCD2_c.f','net',0.105516145,0,10000000
'SADT_c.f','net',0.020556993,0,10000000
'SAM24MT_c.f','net',0.020682243,0,10000000
'SBP_c.f','net',-3.26E-06,0,10000000
'SERAT_c.f','net',-1.93E-07,0,10000000
'SERD_L_c.f','net',1.00E-07,0,10000000
'SERt_c_m.f','net',-1.188608458,-10000000,10000000
'SERt_c_m.r','exc',1.188607959,0,10000000
'SHK3Di_c.f','net',0.102304065,0,10000000
'SHKK_c.f','net',0.102304064,0,10000000
'SO3R_c.f','net',0.02055699,0,10000000
'SO4t_c_e.f','net',0.032627083,0,10000000
'SQLEy_c.f','net',0.020682257,0,10000000
'SQLS_c.f','net',0.020682257,0,10000000
'SSALy_c.f','net',1.00E-07,0,10000000
'STATg_c.f','net',0.004110859,0,10000000
'SUCCt2_m.f','net',1.00E-07,0,10000000
'SUCDq9_m.f','net',1.322909192,-10000000,10000000
'SUCDq9_m.r','exc',3.19E-07,0,10000000
'SUCFUMt_c_m.f','net',0.076243689,0,10000000
'SUCOAS_m.f','net',1.246665404,0,10000000
'TALA_c.f','net',0.892149084,-10000000,10000000
'TALA_c.r','exc',0.304803041,0,10000000
'THRA_c.f','net',-9.00E-06,0,10000000
'THRD_L_m.f','net',0.092346329,0,10000000
'THRS_c.f','net',0.181793141,0,10000000
'THRt_c_m.f','net',0.09234633,-10000000,10000000
'THRt_c_m.r','exc',1.00E-07,0,10000000
'TKT1h_c.f','net',0.892152344,-10000000,10000000
'TKT1h_c.r','exc',0.121424793,0,10000000
'TKT2h_c.f','net',0.789848379,-10000000,10000000
'TKT2h_c.r','exc',1.00E-07,0,10000000
'TKThalf_c.f','net',1.682000724,-10000000,10000000
'TKThalf_c.r','exc',1.996929719,0,10000000
'TMDS_c.f','net',0.002322937,0,10000000
'TPI_c.f','net',2.698439372,-10000000,10000000
'TPI_c.r','exc',3.172802394,0,10000000
'TRDR_c.f','net',0.032454277,0,10000000
'TRE6PP_c.f','net',0.053234334,0,10000000
'TRE6PS_c.f','net',0.053234335,0,10000000
'TRPO2_c.f','net',0.602168864,0,10000000
'TRPS1_c.f','net',0.612607985,0,10000000
'TYRTA_c.f','net',0.031478177,0,10000000
'UAGDP_c.f','net',0.00625636,0,10000000
'UMPK_c.f','net',0.076243386,0,10000000
'UREA_c.f','net',4.66E-06,-10000000,10000000
'UREA_c.r','exc',9.521125119,0,10000000
'UREASE_c.f','net',-1.91E-07,0,10000000
'VALt_c_m.f','net',0.24636464,0,10000000
'VALTA_c.f','net',0.128642724,0,10000000
'VALTA_m.f','net',0.24636464,0,10000000
'ZN2t_c_e.f','net',0.000609246,0,10000000
