Rxn,13ppd,2phetoh,3hppa,3hppb,4hbz,arte,btd,btoh,citm,cou,hdca,hxdcol,ibutoh,lac__L,muco,nrgn,odealc,pmtalc,polyhb,retcln,rsvtol,sesqt,skm,stalc,styr,tag
3HAD40_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3HAD60_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3HAD80_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3MOBDC_c,,,,,,,,,,,,,4.070462401219695,,,,,,,,,,,,,
3OACE200_rm,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.000155007891686,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.001162559187644,0.024472065651548
3OACE220_rm,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.000155007891686,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.001162559187644,0.024472065651548
3OACE240_rm,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000119109187621,0.000119109187621,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000119109187621,0.000893318907154,0.017676705846506
3OACE260_rm,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,1.2992816545e-05,1.2992816545e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,1.2992816545e-05,9.7446124089e-05,2.4499965661e-05
3OACR200_rm,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.000155007891686,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.001162559187644,0.024472065651548
3OACR220_rm,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.000155007891686,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.000155007891686,0.001162559187644,0.024472065651548
3OACR240_rm,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000119109187621,0.000119109187621,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000119109187621,0.000893318907154,0.017676705846506
3OACR260_rm,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,1.2992816545e-05,1.2992816545e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,1.2992816545e-05,9.7446124089e-05,2.4499965661e-05
3OAR100_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAR120_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAR140_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAR160_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAR180_c,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.077504492670805,0.001616243631224,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.077723179433513,0.012121827234178,0.301074366130118
3OAR40_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAR60_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAR80_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAS100_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAS120_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAS140_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAS160_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAS180_c,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.077504492670805,0.001616243631224,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234178,0.077723179433513,0.012121827234178,0.301074366130118
3OAS40_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAS60_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
3OAS80_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
5AOPt_c_m,-7.824963234e-06,-9.999948568e-06,-1.7594811002e-05,-1.4071031013e-05,-1.7272774873e-05,-1.5557252899e-05,-9.736431577e-06,-1.1958774683e-05,-2.1454650748e-05,-1.1742272657e-05,-2.3414430149e-05,-1.7541113809e-05,-1.6563599609e-05,-6.838786994e-06,-1.6871210106e-05,-1.6033093192e-05,-5.00838e-07,-5.01351006e-07,-2.1316630967e-05,-1.4568511993e-05,-1.6033093192e-05,-1.9304114151e-05,-1.2706893066e-05,-5.01517781e-07,-1.0920358547e-05,-1.279843596e-06
AASADy_c,0.076384491701033,0.080665741624786,0.110565327729727,0.02618582771243,0.094731034231001,0.043646052562497,0.025554812470424,0.041547318893962,0.027391391628568,0.093071192003184,0.098601129857695,0.111631930685608,0.10484256420038,0.023799580896757,0.093145836548742,0.093229474165351,0.002819172253159,0.002824662016704,0.0373353773043,0.093427332908792,0.093229474165359,0.042584207168538,0.093182633547923,0.002824411665616,0.071973239778504,0.006872973922925
AATA_c,0.076384491701033,0.080665741624786,0.110565327729727,0.02618582771243,0.094731034231001,0.043646052562497,0.025554812470424,0.041547318893962,0.027391391628568,0.093071192003184,0.098601129857695,0.111631930685608,0.10484256420038,0.023799580896757,0.093145836548742,0.093229474165351,0.002819172253159,0.002824662016704,0.0373353773043,0.093427332908792,0.093229474165359,0.042584207168538,0.093182633547923,0.002824411665616,0.071973239778504,0.006872973922925
ACACT40i_m,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ACACT40ir_c,0.031280595702533,0.031280597695975,0.031280604656904,0.03128060142725,0.031280603983521,8.160757924256535,0.031280597454454,0.031280599491301,0.031280608194568,0.03128059929287,0.031280609612845,0.031280604607689,0.031280603711767,0.031280594798672,0.031280603993701,0.031280603225541,0.004170745672763,0.004170745673233,12.343454466913022,0.031280601883207,0.031280603225541,8.186784316894874,0.031280600176975,0.004170745673386,0.03128059853956,0.007864586492673
ACACT60i_m,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ACALDCD_c,,,,,,,0.021017137266855,,,,,,,,,,,,,,,,,,,
ACCOAC_c,0.118682141040219,0.118682141040219,18.13750363218902,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040219,14.853208426919435,15.898553621558692,0.118682141040219,0.118682141040219,0.118682141040219,10.941222622338127,0.622930277788683,0.615324446779519,0.118682141040219,0.118682141040219,10.941222622338138,0.118682141040219,0.118682141040219,0.624679771890347,0.118682141040219,2.905339920770863
ACCOATsucac_m,,,0.062959882254683,,0.050060422159659,,,,,,0.104210601851295,0.062528899531335,3.541226161779999,,,,0.003048123454262,0.003041354385111,,,,,,0.003041705451866,,0.004146548893086
ACGAM6PS_c,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.000210275990847,0.000210275990847,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.000210275990847,0.001577069931351,0.000396507911672
ACGAMPM_c,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.000210275990847,0.000210275990847,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.000210275990847,0.001577069931351,0.000396507911672
ACGK_m,0.048064152917468,0.064008455920467,0.131228874268695,0.035367058892866,0.169720390392497,0.039500257404263,0.047750851745517,0.041164878265918,0.034112064003858,0.073522475983184,0.16984076277529,0.129065708550331,0.166122584184592,0.031503544776505,0.073839573339687,0.07429467093384,0.004624304362259,0.004612445112769,0.03548957630611,0.150626021390005,0.074294670933838,0.03858273233703,0.073799809643232,0.004613016972444,0.059044063559882,0.010464150348312
ACHBS_m,0.062995168676167,0.073201171675176,0.090895649696273,0.020469767168649,0.080419319951942,0.034302476802616,0.020195220096999,0.031521220602164,0.021997429101681,0.085193367185754,0.080268911163159,0.091175144194649,0.072181247836807,0.018460704114031,0.084529981988231,0.085139924176411,0.00258846616987,0.002592639236312,0.02917128587714,0.068006035422415,0.085139924176412,0.033505423991344,0.084853996354951,0.002592504036824,0.064886842682681,0.005350976247095
ACITL_c,0.301742156259008,0.315150942046554,8.538379233921228,,0.399389274825558,11.768080254742586,,,12.072921523609011,0.323093102438395,4.79162333442654,8.57169059302207,0.422949839265882,0.262358300554332,0.324378427514147,7.622720301000877,0.224667425331833,0.239631973765715,17.98374063778028,,7.622720301000849,15.751394382975567,0.323440109148912,0.238966790243148,,1.732637008577389
ACKr_c,-0.011264478948439,,-9.912729571898906,-0.412975843094838,,-12.907758903680666,-0.409136121194636,-12.513799986213106,-0.629827478259381,,-12.519677178610085,-9.895190298088842,-3.502912857216008,,,-3.522548474848573,-0.496406376476521,-0.483585360187589,-6.919485578610716,-0.851299653015789,-3.522548474848583,-9.001848584355281,,-0.484070254081701,-0.378134565089816,-1.572783733341079
ACLS_m,0.172776636820847,0.211895018559054,0.244428730578191,0.069158594001228,0.224422562935455,0.111528489928346,0.06795420887331,0.109310249748762,0.071703404255321,0.244605176946375,0.265080516545024,0.24574227224508,4.359155470807647,0.061223874039382,0.245113783576782,0.245138126965625,0.007817960360812,0.007814305445418,0.095821666155764,0.242614090539625,0.245138126965629,0.109254830272453,0.244682864322822,0.007814535095183,0.189208904600203,0.016777341817193
ACOADS180_rm,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.077133507741069,0.001245258701488,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.009339440261157,0.001245258701488,0.009339440261157,0.235719243362253
ACOADS181_rm,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.000848691617549,0.000848691617549,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.006365187131614,0.000848691617549,0.006365187131614,0.160651722041139
ACOADS182_rm,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.000167740715142,0.000167740715142,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.001258055363568,0.000167740715142,0.001258055363568,0.031752268143555
ACOATA_c,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,2.119681530896961,2.269016558702569,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.07785480961862,0.087609440765822,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342787,0.078073496381328,0.014749204342787,0.362517173932212
ACONTa_m,0.283835958414482,0.349104646154697,0.466553254543159,0.119966117763463,0.819090528461673,0.184983313008689,0.117102906336238,0.181142098050717,0.123543878106654,0.403321020115313,0.515190190483473,0.46598312499006,3.987417365653641,0.111188122929917,0.403483338904699,0.404572722075876,0.015030730892942,0.0150193897945,0.158791679658413,0.395603737953718,0.404572722075878,0.180882275044923,0.403336670321008,0.015020056104452,0.313139810842766,0.0325924684126
ACONTb_m,0.283835958414482,0.349104646154697,0.466553254543159,0.119966117763463,0.819090528461673,0.184983313008689,0.117102906336238,0.181142098050717,0.123543878106654,0.403321020115313,0.515190190483473,0.46598312499006,3.987417365653641,0.111188122929917,0.403483338904699,0.404572722075876,0.015030730892942,0.0150193897945,0.158791679658413,0.395603737953718,0.404572722075878,0.180882275044923,0.403336670321008,0.015020056104452,0.313139810842766,0.0325924684126
ACOTAi_m,0.048064152917468,0.064008455920467,0.131228874268695,0.035367058892866,0.169720390392497,0.039500257404263,0.047750851745517,0.041164878265918,0.034112064003858,0.073522475983184,0.16984076277529,0.129065708550331,0.166122584184592,0.031503544776505,0.073839573339687,0.07429467093384,0.004624304362259,0.004612445112769,0.03548957630611,0.150626021390005,0.074294670933838,0.03858273233703,0.073799809643232,0.004613016972444,0.059044063559882,0.010464150348312
ACRNt_c_m,,,,0.146151945475893,,,0.142657718806661,12.22804418758524,,,,,,,,,,,,0.489031070862509,,,,,0.069622859511986,
ACS_c,0.032567610748482,0.062349987800204,9.89110317533772,0.425464438814361,,12.92708080103592,0.421894019532105,12.532931299111423,0.64264138897319,0.077100591634649,12.465521926688188,9.873971948999408,,0.011344959983082,0.076195030518537,3.599545620833413,0.49495258346468,0.482138336244898,6.936434726650606,0.890117315964755,3.599545620833456,9.02091695929433,0.076663892357191,0.482622879072256,0.431470398607579,1.571514975366894
