id	name	uniprot	MW (g/mmol)	type	conc (g/gDW)	vtrans (mmol/gDW/h)	c_avg
RT11455	RT11455	A0A0K3CV83	28.11735	truedata_enz	0.00021013200000000003	2.839889249875967e-06	0.000449
RT11458	RT11458	A0A2S9ZWU1	60.055229999999995	truedata_enz	0.000144612	9.150337114685932e-07	0.000309
RT11459	RT11459	A0A2S9ZWU0	61.5238	truedata_enz	0.000126828	7.833495330262434e-07	0.000271
RT11460	RT11460	A0A2S9ZWU9	125.85606	truedata_enz	2.8454400000000003e-05	8.591300252049843e-08	6.08e-05
RT11461	RT11461	A0A0K3CV85	30.68855	truedata_enz	8.377200000000001e-07	1.0373041411210371e-08	1.79e-06
RT11462	RT11462	A0A0K3CR88	44.171699999999994	truedata_enz	1.53036e-05	1.316537058795564e-07	3.27e-05
RT11464	RT11464	A0A0K3CNL0	27.50988	truedata_enz	6.084e-05	8.403962503653234e-07	0.00013
RT11470	RT11470	A0A2S9ZWV8	50.69539	truedata_enz	3.87504e-05	2.9046333404279956e-07	8.28e-05
RT11472	RT11472	A0A0K3CV95	40.51537	truedata_enz	5.4288000000000004e-06	5.0917565358529376e-08	1.16e-05
RT11473	RT11473	A0A2S9ZWW3	54.17029000000001	truedata_enz	2.30724e-05	1.6185093341756152e-07	4.93e-05
RT11474	RT11474	A0A0K3CQF3	84.12608000000002	truedata_enz	6.7392e-06	3.0441166401667584e-08	1.44e-05
RT11477	RT11477	A0A0K3CV98	46.74974	truedata_enz	2.21364e-05	1.799332359923285e-07	4.73e-05
RT11478	RT11478	A0A0K3CRA4	101.20538	truedata_enz	0.00012448800000000002	4.674202102694541e-07	0.000266
RT11479	RT11479	A0A0K3CQF9	46.66744	truedata_enz	3.42108e-05	2.785690408558944e-07	7.31e-05
RT11481	RT11481	A0A2S9ZWW8	35.61977999999999	truedata_enz	7.3008000000000005e-06	7.788661243836995e-08	1.56e-05
RT11485	RT11485	A0A0K3CQG4	23.369739999999997	truedata_enz	5.9904e-06	9.740596172657465e-08	1.28e-05
RT11488	RT11488	A0A2S9ZWX5	65.15075	truedata_enz	2.99988e-05	1.7497180001765137e-07	6.41e-05
RT11491	RT11491	A0A0K3CQG8	44.26612999999999	truedata_enz	0.00018486000000000002	1.5869198414227769e-06	0.000395
RT11492	RT11492	A0A2S9ZWY4	90.90510999999998	truedata_enz	0.003363984	1.4062068897997047e-05	0.007188
RT11495	RT11495	A0A0K3CVB0	98.15388	truedata_enz	8.564400000000001e-05	3.3156834961592963e-07	0.000183
RT11496	RT11496	A0A0K3CRC0	23.74494	truedata_enz	3.62232e-05	5.796947054825155e-07	7.74e-05
RT11499	RT11499	A0A2S9ZWY5	84.87118	truedata_enz	4.0482e-05	1.8125304726527902e-07	8.65e-05
RT11502	RT11502	A0A2S9ZWZ4	22.639130000000005	truedata_enz	8.002800000000001e-05	1.3432777672993618e-06	0.000171
RT11506	RT11506	A0A0K3CVB6	38.38936	truedata_enz	3.31344e-06	3.279833787278558e-08	7.08e-06
RT11509	RT11509	A0A0K3CNP3	46.49842	truedata_enz	2.0124000000000002e-05	1.6445978164419352e-07	4.3e-05
RT11511	RT11511	A0A0K3CVC2	37.09082	truedata_enz	2.6535600000000004e-05	2.718604765276152e-07	5.67e-05
RT11513	RT11513	A0A0K3CQJ0	40.89471	truedata_enz	9.2196e-05	8.566995584514475e-07	0.000197
RT11514	RT11514	A0A2S9ZX05	97.26485999999998	truedata_enz	1.4414400000000001e-06	5.631501448724649e-09	3.08e-06
RT11517	RT11517	A0A2S9ZX07	110.30823	truedata_enz	5.8032e-05	1.9991400460328303e-07	0.000124
RT11522	RT11522	A0A0K3CS01	39.27890000000001	truedata_enz	1.9936800000000002e-05	1.9287668442853541e-07	4.26e-05
RT11524	RT11524	A0A2S9ZX13	59.297909999999995	truedata_enz	0.00013150800000000002	8.42745385124029e-07	0.000281
RT11527	RT11527	A0A0K3CS06	46.33098	truedata_enz	0.00028828800000000004	2.3644964988869225e-06	0.000616
RT11530	RT11530	A0A2S9ZVH3	105.43779999999995	truedata_enz	2.3400000000000003e-05	8.433408132567262e-08	5e-05
RT11531	RT11531	A0A2S9ZX10	47.544349999999994	truedata_enz	1.4274000000000001e-05	1.140854801884977e-07	3.05e-05
RT11541	RT11541	A0A0K3CS15	59.91583000000001	truedata_enz	0.00022510800000000001	1.4276868066419175e-06	0.000481
RT11543	RT11543	A0A2S9ZVW6	128.95572	truedata_enz	0.00012448800000000002	3.668347553718439e-07	0.000266
RT11544	RT11544	A0A0K3CQN5	108.56231	truedata_enz	0.000258336	9.042519452653505e-07	0.000552
RT11545	RT11545	A0A0K3CNW0	83.05841000000001	truedata_enz	1.8954000000000002e-05	8.671632409048042e-08	4.05e-05
RT11547	RT11547	A0A0K3CVG8	36.19762	truedata_enz	7.02e-05	7.369545290546726e-07	0.00015
RT11551	RT11551	A0A0K3CS24	81.39847000000002	truedata_enz	3.4866e-06	1.6276816996683104e-08	7.45e-06
RT11552	RT11552	A0A2S9ZVW4	40.31305	truedata_enz	1.89072e-05	1.7822357772483105e-07	4.04e-05
RT11554	RT11554	A0A0K3CRI0	72.53772000000001	truedata_enz	3.6457200000000002e-06	1.9098664805014548e-08	7.79e-06
RT11561	RT11561	A0A0K3CRI4	71.87346000000001	truedata_enz	4.2822000000000004e-05	2.264029031022021e-07	9.15e-05
RT11565	RT11565	A0A2S9ZVX9	47.58688000000001	truedata_enz	2.04984e-05	1.636878063869705e-07	4.38e-05
RT11566	RT11566	A0A0K3CVI0	139.24496	truedata_enz	2.1808800000000005e-06	5.9516294162460186e-09	4.66e-06
RT11567	RT11567	A0A0K3CRI7	24.70043	truedata_enz	0.00043617600000000003	6.710283181304941e-06	0.000932
RT11568	RT11568	A0A0K3CQP9	80.57674000000002	truedata_enz	3.40704e-06	1.6067604621383292e-08	7.28e-06
RT11569	RT11569	A0A0K3CNX9	57.117239999999995	truedata_enz	2.16684e-05	1.441594866978867e-07	4.63e-05
RT11572	RT11572	A0A0K3CVI4	31.03818	truedata_enz	9.219600000000002e-07	1.128754327734423e-08	1.97e-06
RT11574	RT11574	A0A0K3CQQ3	140.57502	truedata_enz	1.0623600000000001e-05	2.871753459469542e-08	2.27e-05
RT11584	RT11584	A0A2S9ZW00	31.03758	truedata_enz	6.318e-05	7.73526802025158e-07	0.000135
RT11595	RT11595	A0A2S9ZW09	248.98577	truedata_enz	0.00041886	6.392606292319436e-07	0.000895
RT11597	RT11597	A0A2S9ZW23	56.002210000000005	truedata_enz	8.517600000000001e-05	5.779571913322706e-07	0.000182
RT11598	RT11598	A0A2S9ZW12	78.75442999999999	truedata_enz	6.786000000000001e-06	3.274330091653258e-08	1.45e-05
RT11599	RT11599	A0A2S9ZW11	51.19032	truedata_enz	8.2368e-06	6.114406004885298e-08	1.76e-05
RT11601	RT11601	A0A2S9ZW18	54.85227	truedata_enz	2.5974000000000003e-06	1.799400462369197e-08	5.55e-06
RT11605	RT11605	A0A0K3CQS6	231.38470000000004	truedata_enz	0.000195624	3.212706803863868e-07	0.000418
RT11611	RT11611	A0A0K3CQT1	47.76217000000001	truedata_enz	0.0002106	1.6755520111418719e-06	0.00045
RT11613	RT11613	A0A0K3CS61	102.51703000000003	truedata_enz	4.50684e-06	1.6705509318793175e-08	9.63e-06
RT11620	RT11620	A0A0K3CS65	9.88906	truedata_enz	7.1604e-06	2.7514768845572787e-07	1.53e-05
RT11622	RT11622	A0A0K3CRM3	14.57805	truedata_enz	5.0076e-06	1.3053103810180375e-07	1.07e-05
RT11626	RT11626	A0A0K3CVM4	63.24191999999999	truedata_enz	1.14192e-06	6.861423562092992e-09	2.44e-06
RT11628	RT11628	A0A0K3CQU3	36.95746	truedata_enz	5.335200000000001e-05	5.485701668891749e-07	0.000114
RT11631	RT11631	A0A2S9ZW45	84.97447	truedata_enz	5.194800000000001e-06	2.3230789200568128e-08	1.11e-05
RT11632	RT11632	A0A0K3CRN2	25.368080000000003	truedata_enz	7.768800000000001e-06	1.1637238608519053e-07	1.66e-05
RT11644	RT11644	A0A0K3CQW0	14.76109	truedata_enz	1.3244400000000002e-07	3.409553088559179e-09	2.8300000000000003e-07
RT11645	RT11645	A0A2S9ZW69	77.47175999999999	truedata_enz	4.8204e-05	2.3644125291590126e-07	0.000103
RT11651	RT11651	A0A0K3CVP4	115.80796999999995	truedata_enz	0.00016099200000000002	5.282620876611518e-07	0.000344
RT11652	RT11652	A0A0K3CRP8	71.4091	truedata_enz	1.989e-06	1.058436529798023e-08	4.25e-06
RT11653	RT11653	A0A0K3CQW9	93.6294	truedata_enz	9.126e-06	3.703836615422079e-08	1.95e-05
RT11656	RT11656	A0A0K3CS94	79.62530000000001	truedata_enz	4.095e-05	1.9542783512275618e-07	8.75e-05
RT11658	RT11658	A0A2S9ZW80	105.92398	truedata_enz	2.3212800000000002e-05	8.327542073098084e-08	4.96e-05
RT11663	RT11663	A0A2S9ZW66	31.06239	truedata_enz	3.57084e-05	4.368367018764493e-07	7.63e-05
RT11664	RT11664	A0A0K3CP54	110.77792	truedata_enz	5.382e-05	1.846180177421638e-07	0.000115
RT11665	RT11665	A0A0K3CSA4	57.44155	truedata_enz	1.32912e-05	8.792687523230137e-08	2.84e-05
RT11667	RT11667	A0A2S9ZW90	57.46406999999999	truedata_enz	2.30724e-05	1.5257380829446994e-07	4.93e-05
RT11670	RT11670	A0A2S9ZW84	23.85213	truedata_enz	1.0296e-06	1.640306337421438e-08	2.2e-06
RT11671	RT11671	A0A0K3CRR7	35.24525	truedata_enz	0.00020779200000000002	2.240329122364007e-06	0.000444
RT11672	RT11672	A0A2S9ZW92	50.48321	truedata_enz	0.000304668	2.293313757187786e-06	0.000651
RT11674	RT11674	A0A0K3CSB2	42.55388	truedata_enz	7.3476e-05	6.561300638155675e-07	0.000157
RT11675	RT11675	A0A2S9ZW94	19.838109999999997	truedata_enz	1.8720000000000004e-05	3.5858254642201315e-07	4e-05
RT11677	RT11677	A0A0K3CQZ0	53.12883	truedata_enz	3.6176400000000006e-06	2.587490068951265e-08	7.73e-06
RT11683	RT11683	A0A0K3CP68	137.32207	truedata_enz	8.5176e-06	2.3570049592174075e-08	1.82e-05
RT11684	RT11684	A0A0K3CSC1	35.36081	truedata_enz	7.8624e-06	8.449218216437914e-08	1.68e-05
RT11687	RT11687	A0A0K3CQZ9	82.02121000000001	truedata_enz	3.0326400000000003e-07	1.4050063392139668e-09	6.480000000000001e-07
RT11690	RT11690	A0A0K3CVS7	41.017979999999994	truedata_enz	2.55528e-05	2.3672701581111507e-07	5.46e-05
RT11695	RT11695	A0A0K3CVT2	58.56645	truedata_enz	8.5644e-06	5.5568879452314426e-08	1.83e-05
RT11696	RT11696	A0A0K3CRT9	23.10656	truedata_enz	8.6112e-07	1.4161588743629515e-08	1.84e-06
RT11699	RT11699	A0A2S9ZWA6	37.71758999999999	truedata_enz	8.9856e-06	9.052879571573904e-08	1.92e-05
RT11704	RT11704	A0A061AMD2	21.44497	truedata_enz	4.3056e-06	7.62942545501346e-08	9.2e-06
RT11705	RT11705	A0A0K3CP81	31.38088	truedata_enz	5.7564000000000005e-06	6.970588460234385e-08	1.23e-05
RT11708	RT11708	A0A2S9ZWD1	78.61634	truedata_enz	1.90944e-05	9.229470616413841e-08	4.08e-05
RT11709	RT11709	A0A0K3CRU5	30.006530000000005	truedata_enz	0.00011840400000000001	1.4994576180584692e-06	0.000253
RT11714	RT11714	A0A2S9ZWC9	86.87275000000001	truedata_enz	1.4040000000000001e-05	6.141396467822187e-08	3e-05
RT11717	RT11717	A0A2S9ZWD8	60.86592	truedata_enz	0.00011934000000000002	7.450671903094541e-07	0.000255
RT11718	RT11718	A0A2S9ZWD9	272.13068	truedata_enz	5.4288000000000006e-05	7.580710855534555e-08	0.000116
RT11719	RT11719	A0A2S9ZWC7	59.92686	truedata_enz	5.2884000000000004e-05	3.353407804113215e-07	0.000113
RT11720	RT11720	A0A2S9ZWD3	235.87063000000003	truedata_enz	3.6363600000000005e-05	5.85836736010753e-08	7.77e-05
RT11721	RT11721	A0A2S9ZWE1	185.16004	truedata_enz	3.35556e-05	6.886544202517995e-08	7.17e-05
RT11722	RT11722	A0A2S9ZWE3	101.79339	truedata_enz	5.1012000000000006e-05	1.904304395403277e-07	0.000109
RT11725	RT11725	A0A2S9ZWE4	57.137719999999995	truedata_enz	2.76588e-05	1.8394755688536402e-07	5.91e-05
RT11728	RT11728	A0A0K3CSF6	42.03664000000001	truedata_enz	2.91096e-05	2.6314301047847777e-07	6.22e-05
RT11729	RT11729	A0A2S9ZWD5	19.95576	truedata_enz	8.658e-05	1.648666851074577e-06	0.000185
RT11730	RT11730	A0A0K3CRV8	126.71327999999998	truedata_enz	3.3789600000000003e-06	1.0133151000431844e-08	7.22e-06
RT11732	RT11732	A0A061AHA4	35.156229999999994	truedata_enz	3.9873600000000004e-05	4.3098955718517046e-07	8.52e-05
RT11736	RT11736	A0A0K3CRV9	93.63015	truedata_enz	8.6112e-06	3.4948742472376684e-08	1.84e-05
RT11737	RT11737	A0A2S9ZWG1	25.3307	truedata_enz	9.594e-06	1.4392496062090665e-07	2.05e-05
RT11740	RT11740	A0A2S9ZWF1	25.47935	truedata_enz	3.5334e-06	5.2697262685272587e-08	7.55e-06
RT11742	RT11742	A0A2S9ZWG4	73.81036999999999	truedata_enz	2.93904e-05	1.5131142141680095e-07	6.28e-05
RT11744	RT11744	A0A0K3CPB5	73.38699000000001	truedata_enz	4.47876e-05	2.319115145613684e-07	9.57e-05
RT11747	RT11747	A0A0K3CRW5	30.72103000000001	truedata_enz	6.832800000000001e-09	8.451747874338847e-11	1.46e-08
RT11749	RT11749	A0A0K3CPB9	90.2844	truedata_enz	0.000153036	6.441165915706368e-07	0.000327
RT11750	RT11750	A0A0K3CSH3	80.3678	truedata_enz	7.254e-06	3.429881121543703e-08	1.55e-05
RT11754	RT11754	A0A2S9ZWG9	21.141890000000004	truedata_enz	2.21832e-05	3.9871629263041286e-07	4.74e-05
RT11758	RT11758	A0A2S9ZWH6	126.92534	truedata_enz	1.97964e-05	5.926816504883894e-08	4.23e-05
RT11763	RT11763	A0A2S9ZWG7	56.09953000000001	truedata_enz	3.12624e-05	2.1176134630717938e-07	6.68e-05
RT11767	RT11767	A0A2S9ZWJ3	98.38957999999998	truedata_enz	1.29636e-05	5.006798484148424e-08	2.77e-05
RT11768	RT11768	A0A0K3CR62	39.56714	truedata_enz	7.394400000000001e-06	7.101529198218522e-08	1.58e-05
RT11773	RT11773	A0A0K3CR68	53.16289	truedata_enz	1.72224e-05	1.2310301415141276e-07	3.68e-05
RT11777	RT11777	A0A2S9ZVH6	170.97105999999997	truedata_enz	5.6160000000000004e-05	1.24821124697946e-07	0.00012
RT11791	RT11791	A0A0K3CR79	16.069850000000002	truedata_enz	6.4584e-05	1.5272028052533159e-06	0.000138
RT11794	RT11794	A0A0K3CVZ9	28.25996	truedata_enz	5.0544e-06	6.7964427408956e-08	1.08e-05
RT11797	RT11797	A0A2S9ZVJ1	30.326190000000004	truedata_enz	4.34772e-05	5.447877230868762e-07	9.29e-05
RT11801	RT11801	A0A2S9ZVK7	37.640449999999994	truedata_enz	1.96092e-06	1.9796511465723713e-08	4.19e-06
RT11803	RT11803	A0A0K3CR90	63.464299999999994	truedata_enz	0.000162864	9.751674563494753e-07	0.000348
RT11805	RT11805	A0A2S9ZVL0	63.62011999999999	truedata_enz	8.517600000000001e-05	5.08752262648986e-07	0.000182
RT11806	RT11806	A0A2S9ZVK9	112.59568	truedata_enz	8.096400000000001e-06	2.732460073068523e-08	1.73e-05
RT11807	RT11807	A0A0K3CS04	137.102	truedata_enz	1.3899600000000002e-05	3.852495222535047e-08	2.97e-05
RT11811	RT11811	A0A0K3CW10	27.583449999999996	truedata_enz	2.3025600000000002e-05	3.172093411085271e-07	4.92e-05
RT11813	RT11813	A0A2S9ZVL4	44.89854	truedata_enz	3.40704e-06	2.8835574608884837e-08	7.28e-06
RT11814	RT11814	A0A0K3CPH2	40.17424	truedata_enz	7.488000000000001e-05	7.08274755166495e-07	0.00016
RT11815	RT11815	A0A2S9ZVL7	22.142009999999996	truedata_enz	2.6301600000000004e-06	4.5138666272845165e-08	5.62e-06
RT11818	RT11818	A0A0K3CRA5	94.60631999999998	truedata_enz	3.6972000000000004e-06	1.4850339808165042e-08	7.9e-06
RT11819	RT11819	A0A0K3CPH7	81.21079	truedata_enz	9.313200000000001e-06	4.3578150144826815e-08	1.99e-05
RT11825	RT11825	A0A2S9ZVN2	40.71144	truedata_enz	4.329e-06	4.040682422434579e-08	9.25e-06
RT11828	RT11828	A0A0K3CS30	76.29083	truedata_enz	6.4116e-06	3.193579097251924e-08	1.37e-05
RT11830	RT11830	A0A2S9ZVM6	214.07259999999997	truedata_enz	5.8032e-05	1.0301252939423357e-07	0.000124
RT11832	RT11832	A0A0K3CSN8	52.466339999999995	truedata_enz	2.3540400000000003e-05	1.7049697005737395e-07	5.03e-05
RT11834	RT11834	A0A2S9ZVP4	56.17875	truedata_enz	1.3244400000000001e-05	8.95867565583072e-08	2.83e-05
RT11839	RT11839	A0A0K3CS38	97.67806	truedata_enz	5.0076e-06	1.9481222292907946e-08	1.07e-05
RT11841	RT11841	A0A2S9ZVQ0	313.39916	truedata_enz	6.177600000000001e-05	7.49040935527715e-08	0.000132
RT11848	RT11848	A0A0K3CRC7	38.03037	truedata_enz	0.000112788	1.1269793062754846e-06	0.000241
RT11849	RT11849	A0A0K3CPK4	69.32276999999999	truedata_enz	6.6456e-06	3.642855009977242e-08	1.42e-05
RT11853	RT11853	A0A0K3CS48	59.349810000000005	truedata_enz	3.07008e-05	1.9656851470965114e-07	6.56e-05
RT11854	RT11854	A0A2S9ZVS8	34.1407	truedata_enz	0.000123084	1.3699754252256103e-06	0.000263
RT11857	RT11857	A0A0K3CW38	31.861479999999997	truedata_enz	1.287e-05	1.5349569448751285e-07	2.75e-05
RT11858	RT11858	A0A0K3CS52	139.01098000000002	truedata_enz	0.000709956	1.9407336024823357e-06	0.001517
RT11861	RT11861	A0A2S9ZVS0	40.41628	truedata_enz	0.00019328400000000003	1.8172855097005466e-06	0.000413
RT11864	RT11864	A0A0K3CW43	38.70693	truedata_enz	3.75336e-06	3.6848099293847385e-08	8.02e-06
RT11865	RT11865	A0A0K3CS56	29.75794	truedata_enz	4.22136e-05	5.390550555582813e-07	9.02e-05
RT11869	RT11869	A0A2S9ZVR5	76.29335	truedata_enz	5.6160000000000004e-05	2.797203163840623e-07	0.00012
RT11874	RT11874	A0A0K3CPM4	25.352199999999996	truedata_enz	2.36808e-07	3.5494765740251347e-09	5.06e-07
RT11879	RT11879	A0A0K3CPN0	96.41021	truedata_enz	2.37276e-06	9.352212799868396e-09	5.07e-06
RT11881	RT11881	A0A0K3CW64	189.81962	truedata_enz	8.517600000000001e-05	1.705138804934917e-07	0.000182
RT11883	RT11883	A0A2S9ZVS9	77.14262000000001	truedata_enz	0.00012776400000000002	6.293579346929104e-07	0.000273
RT11885	RT11885	A0A2S9ZVT9	153.31878000000006	truedata_enz	7.066800000000001e-05	1.7515036318447088e-07	0.000151
RT11886	RT11886	A0A0K3CW69	31.04363	truedata_enz	5.382e-06	6.588018218230278e-08	1.15e-05
RT11890	RT11890	A0A0K3CST6	14.53837	truedata_enz	1.77372e-05	4.636101571221533e-07	3.79e-05
RT11891	RT11891	A0A0K3CW74	36.21990000000001	truedata_enz	2.04048e-06	2.1407635029362306e-08	4.36e-06
RT11894	RT11894	A0A2S9ZVW7	70.87301000000001	truedata_enz	0.000101556	5.445130663986191e-07	0.000217
RT11895	RT11895	A0A0K3CSU1	36.73316	truedata_enz	3.4164000000000003e-07	3.5342235734687685e-09	7.3e-07
RT11896	RT11896	A0A2S9ZVU3	24.07913	truedata_enz	7.628400000000001e-08	1.2038607707172147e-09	1.6300000000000002e-07
RT11898	RT11898	A0A2S9ZVV0	89.97059	truedata_enz	0.00019422000000000002	8.203080584444318e-07	0.000415
RT11900	RT11900	A0A0K3CSU6	29.36528	truedata_enz	1.50228e-06	1.9440182419510387e-08	3.21e-06
RT11901	RT11901	A0A0K3CW82	75.92679999999999	truedata_enz	4.40856e-06	2.206405116506952e-08	9.42e-06
RT11906	RT11906	A0A2T0AER6	19.626399999999997	truedata_enz	1.5912e-05	3.080829902580198e-07	3.4e-05
RT11908	RT11908	A0A0K3C7Z1	48.59414999999999	truedata_enz	1.01088e-05	7.904951521942458e-08	2.16e-05
RT11911	RT11911	A0A0K3CCT3	46.765260000000005	truedata_enz	1.4508e-05	1.1788750880461266e-07	3.1e-05
RT11912	RT11912	A0A0K3C8M5	22.596069999999997	truedata_enz	1.4601600000000001e-05	2.455563290430593e-07	3.12e-05
RT11913	RT11913	A0A2T0AER3	26.01338	truedata_enz	6.552e-05	9.571074577774974e-07	0.00014
RT11914	RT11914	A0A0K3C5L4	49.62889	truedata_enz	6.5052e-05	4.980921394776309e-07	0.000139
RT11920	RT11920	A0A2T0AET5	79.62664	truedata_enz	1.23084e-05	5.8739035076702984e-08	2.63e-05
RT11926	RT11926	A0A0K3C806	111.03976000000004	truedata_enz	2.6442000000000002e-05	9.048974889715178e-08	5.65e-05
RT11928	RT11928	A0A0K3C926	67.77909	truedata_enz	9.5472e-06	5.352588829386763e-08	2.04e-05
RT11929	RT11929	A0A2T0AES0	51.48652	truedata_enz	2.68164e-05	1.9792038770536445e-07	5.73e-05
RT11933	RT11933	A0A0K3CCV2	93.26285	truedata_enz	5.4756000000000006e-06	2.2310362593465676e-08	1.17e-05
RT11934	RT11934	A0A0K3C8P3	34.31786	truedata_enz	6.552e-06	7.254997834946585e-08	1.4e-05
RT11935	RT11935	A0A0K3C817	15.64005	truedata_enz	1.1232e-05	2.7289938331399194e-07	2.4e-05
RT11936	RT11936	A0A2T0AEU8	34.19982	truedata_enz	1.05768e-05	1.175206185295712e-07	2.26e-05
RT11940	RT11940	A0A0K3CCV7	64.41228	truedata_enz	5.0544e-06	2.981841350748647e-08	1.08e-05
RT11946	RT11946	A0A0K3C8Q2	20.760319999999997	truedata_enz	5.8032e-07	1.0622264011344721e-08	1.24e-06
RT11950	RT11950	A0A2T0AEW6	75.94827	truedata_enz	7.3476e-06	3.676302304186784e-08	1.57e-05
RT11953	RT11953	A0A2T0AEV0	55.15731999999999	truedata_enz	1.0062000000000002e-06	6.932098948969967e-09	2.15e-06
RT11955	RT11955	A0A061B140	27.357189999999996	truedata_enz	4.35708e-05	6.05212158120041e-07	9.31e-05
RT11957	RT11957	A0A0K3CCX3	57.05792	truedata_enz	7.6752e-07	5.111605890996376e-09	1.64e-06
RT11960	RT11960	A0A2T0AEX6	66.12883000000001	truedata_enz	4.8204000000000005e-06	2.769974911093996e-08	1.03e-05
RT11961	RT11961	A0A0K3C948	67.84349	truedata_enz	1.76904e-05	9.908617613863909e-08	3.78e-05
RT11965	RT11965	A0A2T0AEX1	57.81569	truedata_enz	8.9388e-06	5.8751249012162617e-08	1.91e-05
RT11966	RT11966	A0A0K3C950	22.51141	truedata_enz	1.2682800000000002e-05	2.1408983266707863e-07	2.71e-05
RT11968	RT11968	A0A0K3C8S0	42.400520000000014	truedata_enz	5.7096000000000004e-05	5.117031583574917e-07	0.000122
RT11969	RT11969	A0A2T0AEV7	183.08651	truedata_enz	5.1948000000000005e-05	1.0781919432513079e-07	0.000111
RT11970	RT11970	A0A0K3C5Q2	41.812059999999995	truedata_enz	0.000258336	2.3478317021452664e-06	0.000552
RT11971	RT11971	A0A0K3C953	21.08019	truedata_enz	3.35088e-08	6.040431324385596e-10	7.16e-08
RT11972	RT11972	A0A0K3CCY4	61.784130000000005	truedata_enz	1.37592e-05	8.46252265751739e-08	2.94e-05
RT11974	RT11974	A0A0K3C846	30.648109999999992	truedata_enz	9.4536e-06	1.1721336160696372e-07	2.02e-05
RT11978	RT11978	A0A2T0AEX9	19.04524	truedata_enz	7.254000000000001e-05	1.4473537744864334e-06	0.000155
RT11981	RT11981	A0A2T0AEZ5	52.70576	truedata_enz	4.001400000000001e-05	2.8849446436214947e-07	8.55e-05
RT11983	RT11983	A0A2T0AEY3	24.51248	truedata_enz	4.3149600000000004e-05	6.689183632174306e-07	9.22e-05
RT11984	RT11984	A0A0K3CCZ3	28.77944	truedata_enz	2.34936e-05	3.1020645294001553e-07	5.02e-05
RT11986	RT11986	A0A0K3C856	18.86601	truedata_enz	1.03896e-06	2.0926777840147444e-08	2.22e-06
RT11990	RT11990	A0A0K3CCZ6	60.03755	truedata_enz	5.382e-05	3.406468118702379e-07	0.000115
RT11991	RT11991	A0A0K3C8T3	78.07559000000002	truedata_enz	2.7097199999999998e-06	1.3188419069263514e-08	5.79e-06
RT11994	RT11994	A0A0K3C961	13.642859999999995	truedata_enz	4.1886e-05	1.1666673996508065e-06	8.95e-05
RT11995	RT11995	A0A2T0AF01	84.14341	truedata_enz	2.1902400000000002e-05	9.891341460965274e-08	4.68e-05
RT11996	RT11996	A0A0K3C8T5	35.509519999999995	truedata_enz	8.5176e-06	9.114986628937819e-08	1.82e-05
RT12004	RT12004	A0A0K3C870	41.48951	truedata_enz	0.00011700000000000001	1.0715961697306138e-06	0.00025
RT12009	RT12009	A0A2T0AF00	35.843	truedata_enz	6.2244e-06	6.598978880116062e-08	1.33e-05
RT12010	RT12010	A0A0K3C5S3	48.86500000000001	truedata_enz	7.441200000000001e-06	5.78666939527269e-08	1.59e-05
RT12013	RT12013	A0A2T0AF14	86.89551	truedata_enz	0.000134316	5.873730414839616e-07	0.000287
RT12017	RT12017	A0A2T0AF17	62.52158000000001	truedata_enz	4.1230800000000005e-05	2.505967379583178e-07	8.81e-05
RT12019	RT12019	A0A2T0AF08	15.98994	truedata_enz	1.3572000000000002e-05	3.2253779563900803e-07	2.9e-05
RT12020	RT12020	A0A2T0AF35	21.84864	truedata_enz	5.0076e-06	8.709411661320796e-08	1.07e-05
RT12039	RT12039	A0A0K3C5W7	60.41747000000001	truedata_enz	7.722000000000001e-05	4.856807145350509e-07	0.000165
RT12045	RT12045	A0A0K3C9A1	76.49261999999997	truedata_enz	2.574e-05	1.2787115933537122e-07	5.5e-05
RT12046	RT12046	A0A0K3CD34	49.12235999999999	truedata_enz	3.7814400000000006e-06	2.925240562546263e-08	8.08e-06
RT12047	RT12047	A0A0K3C8W7	52.294160000000005	truedata_enz	2.4008400000000002e-05	1.7445909830084278e-07	5.13e-05
RT12052	RT12052	A0A0K3C8X1	42.19561	truedata_enz	1.65672e-05	1.4919883845736558e-07	3.54e-05
RT12053	RT12053	A0A2T0AF58	55.55205999999999	truedata_enz	0.00017269200000000003	1.1812876066162088e-06	0.000369
RT12055	RT12055	A0A2T0AF61	72.74327000000002	truedata_enz	3.0186e-05	1.576871647370265e-07	6.45e-05
RT12056	RT12056	A0A2T0AF68	44.90905	truedata_enz	7.02e-05	5.940005410936103e-07	0.00015
RT12059	RT12059	A0A2T0AF48	132.56919	truedata_enz	2.16684e-05	6.211090223904967e-08	4.63e-05
RT12061	RT12061	A0A0K3C9B3	33.718019999999996	truedata_enz	8.0028e-07	9.019106104095082e-09	1.71e-06
RT12062	RT12062	A0A0K3C8Y3	53.283829999999995	truedata_enz	1.6707600000000003e-07	1.1915224562498607e-09	3.5700000000000003e-07
RT12063	RT12063	A0A0K3C8C3	22.743070000000003	truedata_enz	3.18708e-05	5.325096391999848e-07	6.81e-05
RT12064	RT12064	A0A0K3C5Z2	79.32221000000001	truedata_enz	1.9234799999999998e-06	9.21459954280144e-09	4.11e-06
RT12065	RT12065	A0A0K3C9B7	39.99451	truedata_enz	2.5272e-05	2.401169560522182e-07	5.4e-05
RT12066	RT12066	A0A0K3CD54	24.65463	truedata_enz	8.658e-07	1.3344511761076925e-08	1.85e-06
