ENZSYN-rt7616	1.716465607704050E-07
ENZSYN-rt0150	1.178554415908694E-08
ENZSYN-rt2267	4.450097980065865E-07
ENZSYN-rt2309	4.085436448357259E-07
ENZSYN-rt0302	1.861358879528285E-06
ENZSYN-rt0234	3.178315798743649E-09
ENZSYN-rt7423	4.117756254947729E-07
ENZSYN-rt2975	9.719782796538137E-08
ENZSYN-rt8327	5.666769721315302E-07
ENZSYN-rt0409	6.656682575197862E-07
ENZSYN-rt1363	8.204895444966772E-09
ENZSYN-rt2183	5.872690888222326E-07
ENZSYN-rt1374	2.481899922771999E-06
ENZSYN-LYS25	1.602557906425332E-09
ENZSYN-rt0172	8.466533088616102E-07
ENZSYN-rt7471	9.158056334644067E-08
ENZSYN-rt1622_c	1.208382218106772E-07
ENZSYN-rt8084	9.015235198232887E-08
ENZSYN-rt0697	0.000000000000000E+00
ENZSYN-rt0310	5.922481236514656E-06
ENZSYN-rt0271	1.179408363084581E-06
ENZSYN-rt4107	2.205905290466933E-07
ENZSYN-rt4597	7.385246025167661E-07
ENZSYN-rt1009	3.745803673037282E-06
ENZSYN-ILV26	3.302036493402890E-06
ENZSYN-rt1358	1.541937757162238E-06
ENZSYN-rt5015	2.176767208236327E-06
ENZSYN-rt1362	4.381851579109339E-07
ENZSYN-rt0477	1.112691144563155E-06
ENZSYN-rt1332	0.000000000000000E+00
ENZSYN-rt3256	6.913929841424243E-05
ENZSYN-rt6232	8.201153594891446E-07
ENZSYN-rt6510	9.659951744164700E-07
ENZSYN-rt0963	0.000000000000000E+00
ENZSYN-rt7532_c	2.970424023006517E-06
ENZSYN-rt8364	1.881075084929861E-07
ENZSYN-rt3932	6.401445174103255E-07
ENZSYN-rt2849	0.000000000000000E+00
ENZSYN-rt0017	2.399037792939803E-06
ENZSYN-rt4336	4.529372469244847E-05
ENZSYN-rt7777	0.000000000000000E+00
ENZSYN-rt7825	0.000000000000000E+00
ENZSYN-rt0341	1.901439252341828E-06
ENZSYN-rt7437	8.376732242457633E-07
ENZSYN-rt3802	2.699020510088199E-06
ENZSYN-rt3174_c	1.943150699766520E-07
ENZSYN-rt7207_l	1.032642350204261E-07
ENZSYN-rt1378	1.296880320204805E-08
