rxnid	dir	min	max	median	all_kapps
PPBNGD_c	FWD	0.012280000060895944	0.012280000060895944	0.012280000060895944	[0.012280000060895944]
ACGAM6PS_c	FWD	2.8676674161754305	2.8676674161754305	2.8676674161754305	[2.8676674161754305]
RPI_c	FWD	72.10822314992214	72.10822314992214	72.10822314992214	[72.10822314992214]
PMEVK_c	FWD	58.58652296410373	58.58652296410373	58.58652296410373	[58.58652296410373]
SERt_c_m	REV	164.17887597934381	164.17887597934381	164.17887597934381	[164.17887597934381]
GLYTRS_c	FWD	4.978623071508294	4.978623071508294	4.978623071508294	[4.978623071508294]
PGL_c	FWD	81.86618121458237	81.86618121458237	81.86618121458237	[81.86618121458237]
UPPDC1_c	FWD	0.0034951001662384463	0.0034951001662384463	0.0034951001662384463	[0.0034951001662384463]
MEVK1_c	FWD	5.7054692149860795	5.7054692149860795	5.7054692149860795	[5.7054692149860795]
PGMT_c	FWD	8.57885034183334	8.57885034183334	8.57885034183334	[8.57885034183334]
PYK_c	FWD	32.56205805235261	32.56205805235261	32.56205805235261	[32.56205805235261]
DTMPK_c	FWD	0.8034791218682785	0.8034791218682785	0.8034791218682785	[0.8034791218682785]
PROTRS_c	FWD	1.4956780666034595	1.4956780666034595	1.4956780666034595	[1.4956780666034595]
AKGCITta_m	FWD	6.2706886682986465	6.2706886682986465	6.2706886682986465	[6.2706886682986465]
FUM_m	FWD	58.52905273694043	58.52905273694043	58.52905273694043	[58.52905273694043]
FE2t_c_e	FWD	0.015205994687321287	0.015205994687321287	0.015205994687321287	[0.015205994687321287]
STATg_rm	FWD	41564648.06033586	41564648.06033586	41564648.06033586	[41564648.06033586]
PGK_c	FWD	68.47873760694186	68.47873760694186	68.47873760694186	[68.47873760694186]
G6PDH2i_c	FWD	66.04033728537603	66.04033728537603	66.04033728537603	[66.04033728537603]
ACITL_c	FWD	48.99816413627061	48.99816413627061	48.99816413627061	[48.99816413627061]
SO4t_c_e	FWD	81.54867511941897	81.54867511941897	81.54867511941897	[81.54867511941897]
RBFK_c	FWD	0.0031321598423998285	0.0031321598423998285	0.0031321598423998285	[0.0031321598423998285]
GHMT2r_c	FWD	24.336695677241725	24.336695677241725	24.336695677241725	[24.336695677241725]
ANS_c	FWD	6.275060986094646	6.275060986094646	6.275060986094646	[6.275060986094646]
GTPCII2_c	FWD	0.038110816031860395	0.038110816031860395	0.038110816031860395	[0.038110816031860395]
HISTRS_c	FWD	3.5213798237710927	3.5213798237710927	3.5213798237710927	[3.5213798237710927]
METAT_c	FWD	0.2986731603886455	0.2986731603886455	0.2986731603886455	[0.2986731603886455]
PRFGS_c	FWD	3.424854438401708	3.424854438401708	3.424854438401708	[3.424854438401708]
G3PAT_rm	FWD	17.055781380686593	17.055781380686593	17.055781380686593	[17.055781380686593]
HMGCOAS_c	FWD	3.136560067419543	3.136560067419543	3.136560067419543	[3.136560067419543]
ARGSL_c	FWD	2.638559460590064	2.638559460590064	2.638559460590064	[2.638559460590064]
HSK_c	FWD	27.4601487422746	27.4601487422746	27.4601487422746	[27.4601487422746]
FECOOR_m	FWD	192408.35341493748	192408.35341493748	192408.35341493748	[192408.35341493748]
PItps_e	FWD	502.77401699837554	502.77401699837554	502.77401699837554	[502.77401699837554]
CHORS_c	FWD	5.536754244956951	5.536754244956951	5.536754244956951	[5.536754244956951]
PFK_c	FWD	2907.537797529374	2907.537797529374	2907.537797529374	[2907.537797529374]
PYRtps_m	FWD	392.7036346551181	392.7036346551181	392.7036346551181	[392.7036346551181]
DHPPDA2_c	FWD	0.29894862945099626	0.29894862945099626	0.29894862945099626	[0.29894862945099626]
FUM_c	FWD	2491367879.5448427	2491367879.5448427	2491367879.5448427	[2491367879.5448427]
AASADy_c	FWD	6783.998751069942	6783.998751069942	6783.998751069942	[6783.998751069942]
MTHFR3_c	FWD	13.565411441540526	13.565411441540526	13.565411441540526	[13.565411441540526]
HCITS_m	FWD	1.4365935561297725	1.4365935561297725	1.4365935561297725	[1.4365935561297725]
HSERTA_c	FWD	11.18331524407366	11.18331524407366	11.18331524407366	[11.18331524407366]
ACOADS180_rm	FWD	8.549247259237761	8.549247259237761	8.549247259237761	[8.549247259237761]
ARGSS_c	FWD	1.7620382932034926	1.7620382932034926	1.7620382932034926	[1.7620382932034926]
ASNTRS_c	FWD	3.4298847438405775	3.4298847438405775	3.4298847438405775	[3.4298847438405775]
NADS2_c	FWD	0.24064839275316016	0.24064839275316016	0.24064839275316016	[0.24064839275316016]
BPNT_c	FWD	1.8421062500990468	1.8421062500990468	1.8421062500990468	[1.8421062500990468]
VALTRS_c	FWD	7.684957524560636	7.684957524560636	7.684957524560636	[7.684957524560636]
ME1_m	FWD	120.07406903078109	120.07406903078109	120.07406903078109	[120.07406903078109]
SADT_c	FWD	5.7409462177239545	5.7409462177239545	5.7409462177239545	[5.7409462177239545]
CITMALta_m	FWD	232.9233260350402	232.9233260350402	232.9233260350402	[232.9233260350402]
UAGDP_c	FWD	0.47914071608531816	0.47914071608531816	0.47914071608531816	[0.47914071608531816]
TPI_c	FWD	66.10794553699269	66.10794553699269	66.10794553699269	[66.10794553699269]
DGAT_rm	FWD	41017286.59851904	41017286.59851904	41017286.59851904	[41017286.59851904]
CYSTS_c	FWD	74.02244311914785	74.02244311914785	74.02244311914785	[74.02244311914785]
ASPCT_c	FWD	712490196.7026836	712490196.7026836	712490196.7026836	[712490196.7026836]
ACACT40ir_c	FWD	2.14000938852405	2.14000938852405	2.14000938852405	[2.14000938852405]
CYSTRS_c	FWD	2.4536834558730227	2.4536834558730227	2.4536834558730227	[2.4536834558730227]
FCLT_m	FWD	0.006655433648181198	0.006655433648181198	0.006655433648181198	[0.006655433648181198]
RBFSb_c	FWD	0.003783454270163596	0.003783454270163596	0.003783454270163596	[0.003783454270163596]
PAILS_rm	FWD	0.7965844640806347	0.7965844640806347	0.7965844640806347	[0.7965844640806347]
AKGDH_m	FWD	234.45817163472262	234.45817163472262	234.45817163472262	[234.45817163472262]
FECRq9_m	FWD	3771.313912052758	3771.313912052758	3771.313912052758	[3771.313912052758]
SAM24MT_c	FWD	1.8257872259928396	1.8257872259928396	1.8257872259928396	[1.8257872259928396]
DPMVD_c	FWD	10.066285549550948	10.066285549550948	10.066285549550948	[10.066285549550948]
DRAPPRy_c	FWD	0.3036148484910893	0.3036148484910893	0.3036148484910893	[0.3036148484910893]
GARFT_c	FWD	10.714239135817422	10.714239135817422	10.714239135817422	[10.714239135817422]
ORNtpa_m	FWD	458.6103474575557	458.6103474575557	458.6103474575557	[458.6103474575557]
CPPPGO_c	FWD	0.00788014658054468	0.00788014658054468	0.00788014658054468	[0.00788014658054468]
CTPS2_c	FWD	2.745191073368952	2.745191073368952	2.745191073368952	[2.745191073368952]
C24STR_r	FWD	1.4170479251364223	1.4170479251364223	1.4170479251364223	[1.4170479251364223]
GF6PTA_c	FWD	63258026.61382994	63258026.61382994	63258026.61382994	[63258026.61382994]
C5STDS_c	FWD	7.708353925880471	7.708353925880471	7.708353925880471	[7.708353925880471]
METTRS_c	FWD	3.6223695998359546	3.6223695998359546	3.6223695998359546	[3.6223695998359546]
GALUi_c	FWD	10.282851898618427	10.282851898618427	10.282851898618427	[10.282851898618427]
PRASCSi_c	FWD	2.545857734074173	2.545857734074173	2.545857734074173	[2.545857734074173]
RBFSa_c	FWD	0.010143334181816272	0.010143334181816272	0.010143334181816272	[0.010143334181816272]
NNATi_c	FWD	0.7640882126574843	0.7640882126574843	0.7640882126574843	[0.7640882126574843]
PPA_c	FWD	25.193755953306646	25.193755953306646	25.193755953306646	[25.193755953306646]
ACKr_c	REV	1229.6139386071388	1229.6139386071388	1229.6139386071388	[1229.6139386071388]
HCO3E_c	FWD	92.36954611645012	92.36954611645012	92.36954611645012	[92.36954611645012]
FBA_c	FWD	20.991019657199605	20.991019657199605	20.991019657199605	[20.991019657199605]
GLYGS_c	FWD	65.03984499598603	65.03984499598603	65.03984499598603	[65.03984499598603]
FMNRx_c	FWD	0.00037881726004119804	0.00037881726004119804	0.00037881726004119804	[0.00037881726004119804]
ADNK1_c	FWD	1.217882214749885	1.217882214749885	1.217882214749885	[1.217882214749885]
IMPD_c	FWD	5.0976749718798	5.0976749718798	5.0976749718798	[5.0976749718798]
ACt_c_m	FWD	9005591686.92737	9005591686.92737	9005591686.92737	[9005591686.92737]
TMDPK_c	FWD	0.629982208020903	0.629982208020903	0.629982208020903	[0.629982208020903]
PPND2_c	FWD	15.212353969863111	15.212353969863111	15.212353969863111	[15.212353969863111]
AHSERL2_c	FWD	183.64032565533523	183.64032565533523	183.64032565533523	[183.64032565533523]
PSSA_rm	FWD	17.59154877850706	17.59154877850706	17.59154877850706	[17.59154877850706]
ARGTRS_c	FWD	3.9082067738688946	3.9082067738688946	3.9082067738688946	[3.9082067738688946]
PSERT_c	FWD	205.9172660565063	205.9172660565063	205.9172660565063	[205.9172660565063]
ABTD2Dx_c	REV	1.164501441043184e-14	1.164501441043184e-14	1.164501441043184e-14	[1.164501441043184e-14]
ADSK_c	FWD	2.6562225633198984	2.6562225633198984	2.6562225633198984	[2.6562225633198984]
PPNCL2_c	FWD	0.00019586772896466856	0.00019586772896466856	0.00019586772896466856	[0.00019586772896466856]
C8STI_c	FWD	3.4283457494689107	3.4283457494689107	3.4283457494689107	[3.4283457494689107]
LNSTLS_c	FWD	13.22587816369317	13.22587816369317	13.22587816369317	[13.22587816369317]
IPPS_c	FWD	2.533887311955914	2.533887311955914	2.533887311955914	[2.533887311955914]
GLUDy_c	FWD	204.9903549706348	204.9903549706348	204.9903549706348	[204.9903549706348]
IPPMIa_c	REV	10.593268267616905	10.593268267616905	10.593268267616905	[10.593268267616905]
IPPMIb_c	REV	10.593268267616905	10.593268267616905	10.593268267616905	[10.593268267616905]
HSDy_c	FWD	29.456939935061285	29.456939935061285	29.456939935061285	[29.456939935061285]
HSDx_c	FWD	29.456939935061285	29.456939935061285	29.456939935061285	[29.456939935061285]
DMATT_c	FWD	5.081705447683719	5.081705447683719	5.081705447683719	[5.081705447683719]
GRTT_c	FWD	5.081705447683719	5.081705447683719	5.081705447683719	[5.081705447683719]
SHCHD2_c	FWD	0.009649978662835177	0.009649978662835177	0.009649978662835177	[0.009649978662835177]
SHCHF_c	FWD	0.009649978662835177	0.009649978662835177	0.009649978662835177	[0.009649978662835177]
TKT2_c	FWD	33.15383603310099	33.15383603310099	33.15383603310099	[33.15383603310099]
TKT1_c	FWD	33.15383603310099	33.15383603310099	33.15383603310099	[33.15383603310099]
AICART_c	FWD	3.2935416642271425	3.2935416642271425	3.2935416642271425	[3.2935416642271425]
IMPC_c	FWD	3.2935416642271425	3.2935416642271425	3.2935416642271425	[3.2935416642271425]
PRAMPC_c	FWD	10.384534537863841	10.384534537863841	10.384534537863841	[10.384534537863841]
PRATPP_c	FWD	10.384534537863841	10.384534537863841	10.384534537863841	[10.384534537863841]
HISTD_c	FWD	10.384534537863841	10.384534537863841	10.384534537863841	[10.384534537863841]
RNDR4_c	FWD	7.196718251787983	7.196718251787983	7.196718251787983	[7.196718251787983]
RNDR3_c	FWD	7.196718251787983	7.196718251787983	7.196718251787983	[7.196718251787983]
RNDR2_c	FWD	7.196718251787983	7.196718251787983	7.196718251787983	[7.196718251787983]
RNDR1_c	FWD	7.196718251787983	7.196718251787983	7.196718251787983	[7.196718251787983]
ADSL1r_c	FWD	21.48320709817795	21.48320709817795	21.48320709817795	[21.48320709817795]
ADSL2i_c	FWD	21.48320709817795	21.48320709817795	21.48320709817795	[21.48320709817795]
ACOADS182_rm	FWD	2.7480826844474433	2.7480826844474433	2.7480826844474433	[2.7480826844474433]
ACOADS181_rm	FWD	2.7480826844474433	2.7480826844474433	2.7480826844474433	[2.7480826844474433]
3HACD240_rm	FWD	3.255558357893468	3.255558357893468	3.255558357893468	[3.255558357893468]
3HACD220_rm	FWD	3.255558357893468	3.255558357893468	3.255558357893468	[3.255558357893468]
3HACD260_rm	FWD	3.255558357893468	3.255558357893468	3.255558357893468	[3.255558357893468]
3HACD200_rm	FWD	3.255558357893468	3.255558357893468	3.255558357893468	[3.255558357893468]
MTHFD_c	FWD	31.89194457834785	31.89194457834785	31.89194457834785	[31.89194457834785]
MTHFC_m	FWD	31.89194457834785	31.89194457834785	31.89194457834785	[31.89194457834785]
FTHFL_m	REV	31.89194457834785	31.89194457834785	31.89194457834785	[31.89194457834785]
MTHFD_m	FWD	31.89194457834785	31.89194457834785	31.89194457834785	[31.89194457834785]
PRAIS_c	FWD	4.323688182782567	4.323688182782567	4.323688182782567	[4.323688182782567]
PRAGSi_c	FWD	4.323688182782567	4.323688182782567	4.323688182782567	[4.323688182782567]
AGPRi_m	FWD	5.340341914411649	5.340341914411649	5.340341914411649	[5.340341914411649]
ACGK_m	FWD	5.340341914411649	5.340341914411649	5.340341914411649	[5.340341914411649]
2OXOADPt_c_m	FWD	111.65836068533571	111.65836068533571	111.65836068533571	[111.65836068533571]
AKGMALta_m	FWD	111.65836068533571	111.65836068533571	111.65836068533571	[111.65836068533571]
IGPS_c	FWD	18.195894228827637	18.195894228827637	18.195894228827637	[18.195894228827637]
PRAIi_c	FWD	18.195894228827637	18.195894228827637	18.195894228827637	[18.195894228827637]
VALTA_m	REV	16.64275921199337	16.64275921199337	16.64275921199337	[16.64275921199337]
ILETA_m	REV	16.64275921199337	16.64275921199337	16.64275921199337	[16.64275921199337]
DHAD2_m	FWD	11.479776674306148	11.479776674306148	11.479776674306148	[11.479776674306148]
DHAD1_m	FWD	11.479776674306148	11.479776674306148	11.479776674306148	[11.479776674306148]
C4STMO2_c	FWD	97.70148322441256	97.70148322441256	97.70148322441256	[97.70148322441256]
C4STMO3_c	FWD	97.70148322441256	97.70148322441256	97.70148322441256	[97.70148322441256]
C4STMO1_c	FWD	97.70148322441256	97.70148322441256	97.70148322441256	[97.70148322441256]
C4STMO4_c	FWD	97.70148322441256	97.70148322441256	97.70148322441256	[97.70148322441256]
3OACR200_rm	FWD	2.3470826289381947	2.3470826289381947	2.3470826289381947	[2.3470826289381947]
3OACR260_rm	FWD	2.3470826289381947	2.3470826289381947	2.3470826289381947	[2.3470826289381947]
3OACR240_rm	FWD	2.3470826289381947	2.3470826289381947	2.3470826289381947	[2.3470826289381947]
3OACR220_rm	FWD	2.3470826289381947	2.3470826289381947	2.3470826289381947	[2.3470826289381947]
ECOAR200_rm	FWD	3.2532337884827474	3.2532337884827474	3.2532337884827474	[3.2532337884827474]
ECOAR240_rm	FWD	3.2532337884827474	3.2532337884827474	3.2532337884827474	[3.2532337884827474]
ECOAR220_rm	FWD	3.2532337884827474	3.2532337884827474	3.2532337884827474	[3.2532337884827474]
ECOAR260_rm	FWD	3.2532337884827474	3.2532337884827474	3.2532337884827474	[3.2532337884827474]
KARA2i_m	FWD	2.144448956404191	2.144448956404191	2.144448956404191	[2.144448956404191]
KARA1i_m	FWD	2.144448956404191	2.144448956404191	2.144448956404191	[2.144448956404191]
TRE6PP_c	FWD	18.465536057455385	18.465536057455385	18.465536057455385	[18.465536057455385]
TRE6PS_c	FWD	18.465536057455385	18.465536057455385	18.465536057455385	[18.465536057455385]
NADK_c	FWD	0.8407618878805578	0.8407618878805578	0.8407618878805578	[0.8407618878805578]
NADHK1_c	FWD	0.8407618878805578	0.8407618878805578	0.8407618878805578	[0.8407618878805578]
NDPK6_c	FWD	16.1638566130284	16.1638566130284	16.1638566130284	[16.1638566130284]
NDPK1_c	FWD	16.1638566130284	16.1638566130284	16.1638566130284	[16.1638566130284]
NDPK7_c	FWD	16.1638566130284	16.1638566130284	16.1638566130284	[16.1638566130284]
NDPK4_c	FWD	16.1638566130284	16.1638566130284	16.1638566130284	[16.1638566130284]
NDPK5_c	FWD	16.1638566130284	16.1638566130284	16.1638566130284	[16.1638566130284]
NDPK2_c	FWD	16.1638566130284	16.1638566130284	16.1638566130284	[16.1638566130284]
NDPK3_c	FWD	16.1638566130284	16.1638566130284	16.1638566130284	[16.1638566130284]
NDPK8_c	FWD	16.1638566130284	16.1638566130284	16.1638566130284	[16.1638566130284]
PAPSR_c	FWD	6.98136410253689	6.98136410253689	6.98136410253689	[6.98136410253689, 6.98136410253689]
GLCt_c_e	FWD	221.09861015407256	221.09861015407256	221.09861015407256	[221.09861015407256, 221.09861015407256, 221.09861015407256, 221.09861015407256, 221.09861015407256, 221.09861015407256]
NAtpa_c	FWD	1.5269568151337272e-15	1.5269568151337272e-15	1.5269568151337272e-15	[1.5269568151337272e-15, 1.5269568151337272e-15]
DHQS_c	FWD	15.785426294001594	15.785426294001594	15.785426294001594	[15.785426294001594, 15.785426294001594]
PSD_mm	FWD	2.794719285830995	2.794719285830995	2.794719285830995	[2.794719285830995, 2.794719285830995]
OPAH_c	FWD	4.2756494628784293e-16	4.2756494628784293e-16	4.2756494628784293e-16	[4.2756494628784293e-16, 4.2756494628784293e-16, 4.2756494628784293e-16, 4.2756494628784293e-16]
YUMPS_c	REV	7.401616050958246e-16	7.401616050958246e-16	7.401616050958246e-16	[7.401616050958246e-16, 7.401616050958246e-16, 7.401616050958246e-16]
ASPTAi_m	FWD	17.15371947641155	17.15371947641155	17.15371947641155	[17.15371947641155, 17.15371947641155]
ADK1_c	FWD	38.05915945583787	38.05915945583787	38.05915945583787	[38.05915945583787, 38.05915945583787]
DHQTi_c	FWD	16.197401238778873	16.197401238778873	16.197401238778873	[16.197401238778873, 16.197401238778873]
GK1_c	FWD	0.8047075225075101	0.8047075225075101	0.8047075225075101	[0.8047075225075101, 0.8047075225075101]
HEX1_c	FWD	100.70677452500114	100.70677452500114	100.70677452500114	[100.70677452500114, 100.70677452500114]
G3PD1r_c	FWD	1.1066362166940626	1.1066362166940626	1.1066362166940626	[1.1066362166940626, 1.1066362166940626]
