"product","modelstat","obj_value","dGr_overall","stoichiometric_coefficient","metabolite"
"C02457",1,1.5000,-37.3200,1.5000,"C00011",-1.0000,"C00267",1.5000,"C02457"
"C00033",1,3.0000,-75.1800,3.0000,"C00080",-1.0000,"C00267",3.0000,"C00033"
