Rxn,13ppd,2phetoh,3hppa,3hppb,4hbz,arte,btd,btoh,citm,cou,hdca,hxdcol,ibutoh,lac__L,muco,nrgn,polyhb,retcln,rsvtol,sesqt,skm,styr
13BDGLUCANt_c_en,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311
13GS_c,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311,0.066705744185311
13PPD1,8.694441872874824,,,,,,,,,,,,,,,,,,,,,
13PPD2,8.694441872874824,,,,,,,,,,,,,,,,,,,,,
13PPD3,8.694441872874824,,,,,,,,,,,,,,,,,,,,,
16GS_c,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491,0.017554094467491
1MLCLAT_mm,,,,,,,,,,,,0.0,,,,,0.0,,,,,
2DHPt_c_m,-2.85701e-10,-2.85668e-10,-2.85721e-10,-2.8576e-10,-2.85665e-10,-2.85694e-10,-2.53145e-10,-2.8573e-10,-2.85677e-10,-2.85667e-10,-2.85704e-10,-2.85709e-10,-2.85634e-10,-2.85638e-10,-2.85663e-10,-2.85673e-10,,-2.85673e-10,-2.85673e-10,-2.85705e-10,-2.85661e-10,-2.85671e-10
2OBUTt_c_m,0.015578171061672,0.015576365888911,0.015579275809833,0.015581371647036,0.015576223798179,0.015577767618794,0.013803024024172,0.015579737692932,0.015576881222337,0.015576323985486,0.015578351326097,0.015578594132805,0.056513353001705,0.015574703971738,0.015576093822729,0.015576647158999,0.015580946634724,0.015576619922897,0.015576647158858,0.01557839215035,0.015575989365227,0.015576552105313
2OXOADPt_c_m,0.069797648688535,0.069789560652157,0.069802598488075,0.069811988840001,0.069788924017806,0.069795841071699,0.061844141899867,0.069804667945361,0.069791869592104,0.06978937290214,0.06979845635927,0.069799544249328,0.06978122609867,0.069782114469255,0.069788341665684,0.069790820876526,0.069810084581812,0.069790698845739,0.069790820876578,0.069798639271435,0.069787873646176,0.069790394990608
2PHETOH2,,1.822755404668496,,,,,,,,,,,,,,,,,,,,
2PHETOHt_c_e,,-1.822755404668496,,,,,,,,,,,,,,,,,,,,
3DHSKD_c,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,
3HACD200_rm,0.001162559187644,0.001162559187635,0.001162559187647,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187635,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187645,0.001162559187637
3HACD220_rm,0.001162559187644,0.001162559187635,0.001162559187647,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187635,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187645,0.001162559187637
3HACD240_rm,0.000893318907154,0.000893318907148,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907159,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907159,0.000893318907148,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907149,0.000893318907154,0.000893318907159,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907149
3HACD260_rm,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05
3HAD100_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3HAD120_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3HAD140_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3HAD160_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3HAD180_c,0.012121827234178,0.012121827234066,0.012121827234197,0.012121827234178,0.012121827234178,0.012121827234256,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234256,0.012121827234066,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234499,0.012121827234178,0.012121827234256,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234251,0.012121827234155
3HAD40_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3HAD60_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3HAD80_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3HAO_c,9.9770676507e-05,9.9770676505e-05,9.9770676511e-05,9.9770676511e-05,9.9770676569e-05,9.9770676506e-05,9.9770674401e-05,9.9770676084e-05,9.9770676505e-05,9.9770677162e-05,9.9770676505e-05,9.9770676507e-05,9.9770676502e-05,9.9770676502e-05,9.9770676574e-05,9.9770676505e-05,9.9770676511e-05,0.000117090919668,9.9770676343e-05,9.9770676507e-05,9.9770676492e-05,9.9770676511e-05
3HBRDH_c,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
3HPPA1,,,9.52767801080409,,,,,,,,,,,,,,,,,,,
3HPPA2,,,9.52767801080409,,,,,,,,,,,,,,,,,,,
3HPPA3,,,9.52767801080409,,,,,,,,,,,,,,,,,,,
3HPPB1,,,,12.693184025708051,,,,,,,,,,,,,,,,,,
3HPPB2,,,,12.693184025422292,,,,,,,,,,,,,,,,,,
3HPPB3,,,,12.693184025422292,,,,,,,,,,,,,,,,,,
3HPPB4,,,,12.693184025422292,,,,,,,,,,,,,,,,,,
3INDACNLAH_c,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,
3MOBDC_c,,,,,,,,,,,,,4.194013568124605,,,,,,,,,
3OACE200_rm,0.001162559187644,0.001162559187635,0.001162559187647,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187635,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187645,0.001162559187637
3OACE220_rm,0.001162559187644,0.001162559187635,0.001162559187647,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187635,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187645,0.001162559187637
3OACE240_rm,0.000893318907154,0.000893318907148,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907159,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907159,0.000893318907148,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907149,0.000893318907154,0.000893318907159,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907149
3OACE260_rm,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05
3OACR200_rm,0.001162559187644,0.001162559187635,0.001162559187647,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187635,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187645,0.001162559187637
3OACR220_rm,0.001162559187644,0.001162559187635,0.001162559187647,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187635,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187651,0.001162559187644,0.001162559187644,0.001162559187644,0.001162559187645,0.001162559187637
3OACR240_rm,0.000893318907154,0.000893318907148,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907159,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907159,0.000893318907148,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907149,0.000893318907154,0.000893318907159,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907154,0.000893318907149
3OACR260_rm,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05,9.7446124089e-05
3OAR100_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.0147492043428556,0.014749204342773
3OAR120_c,0.0147492043428059,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342884,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.0147492043427845,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAR140_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAR160_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAR180_c,0.012121827234178,0.012121827234066,0.012121827234197,0.012121827234178,0.0121218272341749,0.012121827234256,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234256,0.012121827234066,0.012121827234178,0.012121827234178,0.012121827234178,0.0121218272345089,0.012121827234178,0.012121827234256,0.0121218272341785,0.012121827234178,0.012121827234178,0.012121827234251,0.012121827234155
3OAR40_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.1822429086382664,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.0147492043427845,0.014749204342787,0.014749204342851,0.014749204342773
3OAR60_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.0147492043428769,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.0147492043427845,0.014749204342851,0.014749204342773
3OAR80_c,0.014749204342787,0.0147492043426495,0.0147492043428063,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.0147492043427703
3OAS100_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAS120_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAS140_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAS160_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAS180_c,0.012121827234178,0.012121827234066,0.012121827234197,0.012121827234178,0.012121827234178,0.012121827234256,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234256,0.012121827234066,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234514,0.012121827234178,0.012121827234256,0.012121827234178,0.012121827234178,0.012121827234178,0.012121827234251,0.012121827234155
3OAS40_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638267,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAS60_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
3OAS80_c,0.014749204342787,0.014749204342652,0.014749204342806,0.014749204342787,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342881,1.182242908638266,1.181908935193337,0.014749204342787,0.014749204342787,0.014749204343148,0.014749204342787,0.014749204342881,0.014749204342787,0.014749204342787,0.014749204342787,0.014749204342851,0.014749204342773
4CMCOAL_c,,,,,,,,,,,,,,,,1.26290488818905,,,1.262904888122783,,,
4HBZ1,,,,,2.472837067982299,,,,,,,,,,,,,,,,,
4HBZ2,,,,,2.362926730527612,,,,,,,,,,,,,,,,,
4HBZ3,,,,,2.362926730527614,,,,,,,,,,,,,,,,,
4HBZt_c_m,-0.0,,,,,,,-0.0,,,,,,,,,-0.0,,-0.0,,,
4HPLH_c,,,,,,,,,,,,,,,,1.26290488818905,,,1.262904888122783,,,
4HPPR_c,,,,,,,,,,,,,,,,1.26290488818905,,,1.262904888122783,,,
5AOPt_c_m,-1.4488329569e-05,-1.626784625e-05,-2.1684730487e-05,-1.8103131807e-05,-1.6521591639e-05,-1.994912386e-05,-9.458628972e-06,-2.0049870753e-05,-1.9710656656e-05,-1.6312500104e-05,-2.0128443891e-05,-2.0375364746e-05,-1.4123158389e-05,-1.0569680588e-05,-1.6702560828e-05,-1.7432803157e-05,-1.8159040075e-05,-1.422575007e-05,-1.7432803157e-05,-2.1552545767e-05,-1.6321012419e-05,-1.5980373195e-05
6DPMIPPH_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AASADy_c,0.069797648688535,0.069789560652157,0.069802598488075,0.069811988840001,0.069788924017806,0.069795841071699,0.061844141899867,0.069804667945361,0.069791869592104,0.06978937290214,0.06979845635927,0.069799544249328,0.06978122609867,0.069782114469255,0.069788341665684,0.069790820876526,0.069810084581812,0.069790698845739,0.069790820876578,0.069798639271435,0.069787873646176,0.069790394990608
AATA_c,0.069797648688535,0.069789560652157,0.069802598488075,0.069811988840001,0.069788924017806,0.069795841071699,0.061844141899867,0.069804667945361,0.069791869592104,0.06978937290214,0.06979845635927,0.069799544249328,0.06978122609867,0.069782114469255,0.069788341665684,0.069790820876526,0.069810084581812,0.069790698845739,0.069790820876578,0.069798639271435,0.069787873646176,0.069790394990608
ACACT143i_x,,0.0,,,,,,,,,,,,,,,,,,,,
ACACT40ir_c,0.031280602035224,0.031280603687586,0.031280608716023,0.0312806053906,0.031280603923155,4.210539341033069,0.031280597658312,0.031280607198146,0.031280606883731,0.031280603729048,0.031280607271353,0.031280607500549,0.031280601696811,0.031280598397807,0.03128060409121,0.03128060476906,11.97252075203322,0.031280601791706,0.031280604769032,4.359298175356376,0.031280603737006,0.031280603420671
ACCOAC_c,0.118682141040219,0.118682141039136,9.646360151844464,0.118682141040219,0.118682141040219,0.118682141040974,0.118682141040219,0.118682141040219,0.118682141040219,0.118682141040974,8.29113807110844,8.28880025699407,0.118682141040219,0.118682141040219,0.118682141043041,3.90739680560737,0.118682141040974,0.118682141040219,3.907396805408568,0.118682141040219,0.118682141040741,0.118682141040078
ACCOATsucac_m,3.439398824189458,0.512687067248385,,2.19838086235805,,,,,,0.520627477243719,,,,2.271059722959602,,,,2.357121725620774,,,,1.136553409608243
ACGAM6PS_c,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351
ACGAMPM_c,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351,0.001577069931351
