id	rxn_src	enz	protein_stoich
RXN-CFCOAMT_c_FWD-rt5076	CFCOAMT_c	rt5076	rt5076:1
RXN-CFCOAMT_c_FWD-rt5077	CFCOAMT_c	rt5077	rt5077:1
RXN-CHITOSNSE_c_FWD-rt2528	CHITOSNSE_c	rt2528	rt2528:1
RXN-CHLPCTD_c_FWD-rt2172	CHLPCTD_c	rt2172	rt2172:1
RXN-CHLSTI2_c_FWD-rt5191	CHLSTI2_c	rt5191	rt5191:1
RXN-CHLSTI2_c_REV-rt5191	CHLSTI2_c	rt5191	rt5191:1
RXN-CHOLD_c_FWD-rt2848	CHOLD_c	rt2848	rt2848:1
RXN-CHOLD_c_FWD-rt3274	CHOLD_c	rt3274	rt3274:1
RXN-CHOLK_c_FWD-rt7614	CHOLK_c	rt7614	rt7614:1
RXN-CHOLPT_rm_FWD-rt0720	CHOLPT_rm	rt0720	rt0720:1
RXN-CHOLPT_rm_FWD-rt2983	CHOLPT_rm	rt2983	rt2983:1
RXN-CHOLt_c_en_FWD-SPONT	CHOLt_c_en		zeroCost
RXN-CHOLt_c_en_REV-SPONT	CHOLt_c_en		zeroCost
RXN-CHOLtps_e_FWD-rt7623	CHOLtps_e	rt7623	rt7623:1
RXN-CHORM_c_FWD-rt1336	CHORM_c	rt1336	rt1336:1
RXN-CHORS_c_FWD-rt5669	CHORS_c	rt5669	rt5669:1
RXN-CHRPL_c_FWD-SPONT	CHRPL_c		zeroCost
RXN-CHTNDA_c_FWD-rt0086	CHTNDA_c	rt0086	rt0086:1
RXN-CHTNDA_c_FWD-rt0089	CHTNDA_c	rt0089	rt0089:1
RXN-CHTNDA_c_FWD-rt4385	CHTNDA_c	rt4385	rt4385:1
RXN-CHTNDA_c_FWD-rt6255	CHTNDA_c	rt6255	rt6255:1
RXN-CHTNDA_c_FWD-rt6259	CHTNDA_c	rt6259	rt6259:1
RXN-CHTNH_e_FWD-rt4171	CHTNH_e	rt4171	rt4171:1
RXN-CHTNH_e_FWD-rt4186	CHTNH_e	rt4186	rt4186:1
RXN-CHTNH_e_FWD-rt4714	CHTNH_e	rt4714	rt4714:1
RXN-CHTNH_e_FWD-rt5596	CHTNH_e	rt5596	rt5596:1
RXN-CHTNH_e_FWD-rt5734	CHTNH_e	rt5734	rt5734:1
RXN-CHTNH_e_FWD-rt6409	CHTNH_e	rt6409	rt6409:1
RXN-CHTNH_v_FWD-rt4284	CHTNH_v	rt4284	rt4284:1
RXN-CHTNS_c_FWD-rt0073	CHTNS_c	rt0073	rt0073:1
RXN-CHTNS_c_FWD-rt0144	CHTNS_c	rt0144	rt0144:1
RXN-CHTNS_c_FWD-rt0540	CHTNS_c	rt0540	rt0540:1
RXN-CHTNS_c_FWD-rt1343	CHTNS_c	rt1343	rt1343:1
RXN-CHTNS_c_FWD-rt1388	CHTNS_c	rt1388	rt1388:1
RXN-CHTNS_c_FWD-rt6173	CHTNS_c	rt6173	rt6173:1
RXN-CHTNS_c_FWD-rt6592	CHTNS_c	rt6592	rt6592:1
RXN-CHTNS_c_FWD-rt7460	CHTNS_c	rt7460	rt7460:1
RXN-CITCOAL_c_FWD-rt1454	CITCOAL_c	rt1454	rt1454:1
RXN-CITCOAL_c_REV-rt1454	CITCOAL_c	rt1454	rt1454:1
RXN-CITICITta_m_FWD-rt2146	CITICITta_m	rt2146	rt2146:1
RXN-CITICITta_m_REV-rt2146	CITICITta_m	rt2146	rt2146:1
RXN-CITICTta_x_FWD-SPONT	CITICTta_x		zeroCost
RXN-CITICTta_x_REV-SPONT	CITICTta_x		zeroCost
RXN-CITMALta_m_FWD-rt2146	CITMALta_m	rt2146	rt2146:1
RXN-CITMALta_m_REV-rt2146	CITMALta_m	rt2146	rt2146:1
RXN-CITMALta_x_FWD-SPONT	CITMALta_x		zeroCost
RXN-CITMALta_x_REV-SPONT	CITMALta_x		zeroCost
RXN-CITt3_m_FWD-rt2146	CITt3_m	rt2146	rt2146:1
RXN-CITt3_m_REV-rt2146	CITt3_m	rt2146	rt2146:1
RXN-CITt_c_e_FWD-SPONT	CITt_c_e		zeroCost
RXN-CITt_c_e_REV-SPONT	CITt_c_e		zeroCost
RXN-CLAH1_mm_FWD-UNKNOWN	CLAH1_mm	UNKNOWN	zeroCost
RXN-CLAH3_mm_FWD-UNKNOWN	CLAH3_mm	UNKNOWN	zeroCost
RXN-CLPNS_mm_FWD-rt8047	CLPNS_mm	rt8047	rt8047:1
RXN-CLt_c_e_FWD-rt6468	CLt_c_e	rt6468	rt6468:1
RXN-CLt_c_e_REV-rt6468	CLt_c_e	rt6468	rt6468:1
RXN-CMBOLHcis_c_FWD-rt4023	CMBOLHcis_c	rt4023	rt4023:1
RXN-CMBOLHcis_c_FWD-rt6386	CMBOLHcis_c	rt6386	rt6386:1
RXN-CMBOLHtrans_c_FWD-rt4023	CMBOLHtrans_c	rt4023	rt4023:1
RXN-CMBOLHtrans_c_FWD-rt6386	CMBOLHtrans_c	rt6386	rt6386:1
RXN-CMPA_c_FWD-rt3507	CMPA_c	rt3507	rt3507:1
RXN-CMPN_c_FWD-SPONT	CMPN_c		zeroCost
RXN-CMPt_c_rm_FWD-SPONT	CMPt_c_rm		zeroCost
RXN-CMPt_c_rm_REV-SPONT	CMPt_c_rm		zeroCost
RXN-CMPt_m_mm_FWD-SPONT	CMPt_m_mm		zeroCost
RXN-CMPt_m_mm_REV-SPONT	CMPt_m_mm		zeroCost
RXN-CMUCOC_c_FWD-rt5764	CMUCOC_c	rt5764	rt5764:1
RXN-CMUCOC_c_REV-rt5764	CMUCOC_c	rt5764	rt5764:1
RXN-CO2t_c_e_FWD-SPONT	CO2t_c_e		zeroCost
RXN-CO2t_c_e_REV-SPONT	CO2t_c_e		zeroCost
RXN-CO2t_c_gm_FWD-SPONT	CO2t_c_gm		zeroCost
RXN-CO2t_c_gm_REV-SPONT	CO2t_c_gm		zeroCost
RXN-CO2t_c_m_FWD-SPONT	CO2t_c_m		zeroCost
RXN-CO2t_c_m_REV-SPONT	CO2t_c_m		zeroCost
RXN-CO2t_c_mm_FWD-SPONT	CO2t_c_mm		zeroCost
RXN-CO2t_c_mm_REV-SPONT	CO2t_c_mm		zeroCost
RXN-CO2t_c_n_FWD-SPONT	CO2t_c_n		zeroCost
RXN-CO2t_c_n_REV-SPONT	CO2t_c_n		zeroCost
RXN-CO2t_c_r_FWD-SPONT	CO2t_c_r		zeroCost
RXN-CO2t_c_r_REV-SPONT	CO2t_c_r		zeroCost
RXN-CO2t_c_rm_FWD-SPONT	CO2t_c_rm		zeroCost
RXN-CO2t_c_rm_REV-SPONT	CO2t_c_rm		zeroCost
RXN-CO2t_c_vm_FWD-SPONT	CO2t_c_vm		zeroCost
RXN-CO2t_c_vm_REV-SPONT	CO2t_c_vm		zeroCost
RXN-CO2t_c_x_FWD-SPONT	CO2t_c_x		zeroCost
RXN-CO2t_c_x_REV-SPONT	CO2t_c_x		zeroCost
RXN-COAt_c_l_FWD-SPONT	COAt_c_l		zeroCost
RXN-COAt_c_l_REV-SPONT	COAt_c_l		zeroCost
RXN-COAt_c_m_FWD-rt0548	COAt_c_m	rt0548	rt0548:1
RXN-COAt_c_mm_FWD-SPONT	COAt_c_mm		zeroCost
RXN-COAt_c_mm_REV-SPONT	COAt_c_mm		zeroCost
RXN-COAt_c_n_FWD-SPONT	COAt_c_n		zeroCost
RXN-COAt_c_n_REV-SPONT	COAt_c_n		zeroCost
RXN-COAt_c_r_FWD-SPONT	COAt_c_r		zeroCost
RXN-COAt_c_r_REV-SPONT	COAt_c_r		zeroCost
RXN-COAt_c_rm_FWD-SPONT	COAt_c_rm		zeroCost
RXN-COAt_c_rm_REV-SPONT	COAt_c_rm		zeroCost
RXN-COAt_c_x_FWD-SPONT	COAt_c_x		zeroCost
RXN-COAt_c_x_REV-SPONT	COAt_c_x		zeroCost
RXN-COBALT2t_c_e_FWD-SPONT	COBALT2t_c_e		zeroCost
RXN-CPLSPNEST_e_FWD-rt3377	CPLSPNEST_e	rt3377	rt3377:1
RXN-CPPPGO_c_FWD-rt5829	CPPPGO_c	rt5829	rt5829:1
RXN-CRN100t_c_m_FWD-rt0963	CRN100t_c_m	rt0963	rt0963:1
RXN-CRN100t_c_x_FWD-rt7415	CRN100t_c_x	rt7415	rt7415:1
RXN-CRN120t_c_m_FWD-rt0963	CRN120t_c_m	rt0963	rt0963:1
RXN-CRN120t_c_x_FWD-rt7415	CRN120t_c_x	rt7415	rt7415:1
RXN-CRN40t_c_m_FWD-rt0963	CRN40t_c_m	rt0963	rt0963:1
RXN-CRN40t_c_x_FWD-rt7415	CRN40t_c_x	rt7415	rt7415:1
RXN-CRN60t_c_m_FWD-rt0963	CRN60t_c_m	rt0963	rt0963:1
RXN-CRN60t_c_x_FWD-rt7415	CRN60t_c_x	rt7415	rt7415:1
RXN-CRN80t_c_m_FWD-rt0963	CRN80t_c_m	rt0963	rt0963:1
RXN-CRN80t_c_x_FWD-rt7415	CRN80t_c_x	rt7415	rt7415:1
RXN-CRNACRNt_c_m_FWD-rt0963	CRNACRNt_c_m	rt0963	rt0963:1
RXN-CRNAT100_m_FWD-rt7415	CRNAT100_m	rt7415	rt7415:1
RXN-CRNAT100_x_REV-rt5212	CRNAT100_x	rt5212	rt5212:1
RXN-CRNAT100_x_REV-rt5877	CRNAT100_x	rt5877	rt5877:1
RXN-CRNAT120_m_FWD-rt7415	CRNAT120_m	rt7415	rt7415:1
RXN-CRNAT120_m_REV-rt7415	CRNAT120_m	rt7415	rt7415:1
RXN-CRNAT120_x_REV-rt5212	CRNAT120_x	rt5212	rt5212:1
RXN-CRNAT120_x_REV-rt5877	CRNAT120_x	rt5877	rt5877:1
RXN-CRNAT40_m_FWD-rt7415	CRNAT40_m	rt7415	rt7415:1
RXN-CRNAT40_x_REV-rt5212	CRNAT40_x	rt5212	rt5212:1
RXN-CRNAT40_x_REV-rt5877	CRNAT40_x	rt5877	rt5877:1
RXN-CRNAT60_m_FWD-rt7415	CRNAT60_m	rt7415	rt7415:1
RXN-CRNAT60_x_REV-rt5212	CRNAT60_x	rt5212	rt5212:1
RXN-CRNAT60_x_REV-rt5877	CRNAT60_x	rt5877	rt5877:1
RXN-CRNAT80_m_FWD-rt7415	CRNAT80_m	rt7415	rt7415:1
RXN-CRNAT80_x_REV-rt5212	CRNAT80_x	rt5212	rt5212:1
RXN-CRNAT80_x_REV-rt5877	CRNAT80_x	rt5877	rt5877:1
RXN-CRNCARt_c_x_FWD-SPONT	CRNCARt_c_x		zeroCost
RXN-CRNOAT_c_FWD-rt5212	CRNOAT_c	rt5212	rt5212:1
RXN-CRNOAT_m_FWD-rt0947	CRNOAT_m	rt0947	rt0947:1
RXN-CRNOAT_m_FWD-rt5877	CRNOAT_m	rt5877	rt5877:1
RXN-CRNOAT_x_FWD-rt5877	CRNOAT_x	rt5877	rt5877:1
RXN-CRNt_c_m_FWD-rt0963	CRNt_c_m	rt0963	rt0963:1
RXN-CRNt_c_x_FWD-SPONT	CRNt_c_x		zeroCost
RXN-CSND_c_FWD-rt6191	CSND_c	rt6191	rt6191:1
RXN-CSNPURt_c_e_FWD-rt6644	CSNPURt_c_e	rt6644	rt6644:1
RXN-CSNPURt_c_e_REV-rt6644	CSNPURt_c_e	rt6644	rt6644:1
RXN-CSNtps_e_FWD-rt6190	CSNtps_e	rt6190	rt6190:1
RXN-CS_m_FWD-rt2963	CS_m	rt2963	rt2963:1
RXN-CS_x_FWD-rt0180	CS_x	rt0180	rt0180:1
RXN-CTPCMPt_c_m_FWD-rt4019	CTPCMPt_c_m	rt4019	rt4019:1
RXN-CTPS2_c_FWD-rt8107	CTPS2_c	rt8107	rt8107:1
RXN-CTPt2_m_FWD-rt4019	CTPt2_m	rt4019	rt4019:1
RXN-CTPt_c_rm_FWD-SPONT	CTPt_c_rm		zeroCost
RXN-CTPt_c_rm_REV-SPONT	CTPt_c_rm		zeroCost
RXN-CTPt_m_mm_FWD-SPONT	CTPt_m_mm		zeroCost
RXN-CTPt_m_mm_REV-SPONT	CTPt_m_mm		zeroCost
RXN-CU2t_c_e_FWD-UNKNOWN	CU2t_c_e	UNKNOWN	zeroCost
RXN-CYSS_c_FWD-rt3663	CYSS_c	rt3663	rt3663:1
RXN-CYSTGL_c_FWD-rt1131	CYSTGL_c	rt1131	rt1131:1
RXN-CYSTRS_c_FWD-rt1487	CYSTRS_c	rt1487	rt1487:1
RXN-CYSTS_c_FWD-rt7344	CYSTS_c	rt7344	rt7344:1
RXN-CYStps_e_FWD-rt5861	CYStps_e	rt5861	rt5861:1
RXN-CYStps_e_REV-rt5861	CYStps_e	rt5861	rt5861:1
RXN-CYTDK2_c_FWD-rt0265	CYTDK2_c	rt0265	rt0265:1
RXN-CYTD_c_FWD-rt7919	CYTD_c	rt7919	rt7919:1
RXN-CYTDtps_e_FWD-rt5601	CYTDtps_e	rt5601	rt5601:1
RXN-CYTK1_c_FWD-SPONT	CYTK1_c		zeroCost
RXN-CYTK2_c_FWD-SPONT	CYTK2_c		zeroCost
RXN-CYTK2_c_REV-SPONT	CYTK2_c		zeroCost
RXN-DADA_c_FWD-rt8364	DADA_c	rt8364	rt8364:1
RXN-DADK_c_FWD-rt3932	DADK_c	rt3932	rt3932:1
RXN-DADK_c_REV-rt3932	DADK_c	rt3932	rt3932:1
RXN-DADPt_c_n_FWD-SPONT	DADPt_c_n		zeroCost
RXN-DADPt_c_n_REV-SPONT	DADPt_c_n		zeroCost
RXN-DADt_c_e_FWD-SPONT	DADt_c_e		zeroCost
RXN-DAG3Pabct_c_m_FWD-rt1060	DAG3Pabct_c_m	rt1060	rt1060:1
RXN-DAG3Pabct_c_m_FWD-rt4312	DAG3Pabct_c_m	rt4312	rt4312:1
RXN-DAG3Pabct_c_m_REV-rt1060	DAG3Pabct_c_m	rt1060	rt1060:1
RXN-DAG3Pabct_c_m_REV-rt4312	DAG3Pabct_c_m	rt4312	rt4312:1
RXN-DAGK_rm_FWD-rt1788	DAGK_rm	rt1788	rt1788:1
RXN-DAGL_l_FWD-rt1378	DAGL_l	rt1378	rt1378:1
RXN-DAGL_m_FWD-rt0632	DAGL_m	rt0632	rt0632:1
RXN-DAGL_m_FWD-rt5949	DAGL_m	rt5949	rt5949:1
RXN-DAGt_c_l_FWD-SPONT	DAGt_c_l		zeroCost
RXN-DAGt_c_l_REV-SPONT	DAGt_c_l		zeroCost
RXN-DAGt_c_mm_FWD-SPONT	DAGt_c_mm		zeroCost
RXN-DAGt_c_mm_REV-SPONT	DAGt_c_mm		zeroCost
RXN-DAGt_c_n_FWD-SPONT	DAGt_c_n		zeroCost
RXN-DAGt_c_n_REV-SPONT	DAGt_c_n		zeroCost
RXN-DAGt_c_r_FWD-SPONT	DAGt_c_r		zeroCost
RXN-DAGt_c_r_REV-SPONT	DAGt_c_r		zeroCost
RXN-DAGt_c_rm_FWD-SPONT	DAGt_c_rm		zeroCost
RXN-DAGt_c_rm_REV-SPONT	DAGt_c_rm		zeroCost
RXN-DAGt_gm_rm_FWD-SPONT	DAGt_gm_rm		zeroCost
RXN-DAGt_gm_rm_REV-SPONT	DAGt_gm_rm		zeroCost
RXN-DANNt_c_e_FWD-SPONT	DANNt_c_e		zeroCost
RXN-DANNt_c_e_REV-SPONT	DANNt_c_e		zeroCost
RXN-DAO4hpro_x_FWD-rt3508	DAO4hpro_x	rt3508	rt3508:1
RXN-DAO4hpro_x_FWD-rt7081	DAO4hpro_x	rt7081	rt7081:1
RXN-DAO4hpro_x_FWD-rt7626	DAO4hpro_x	rt7626	rt7626:1
RXN-DAOala_x_FWD-rt3508	DAOala_x	rt3508	rt3508:1
RXN-DAOala_x_FWD-rt7081	DAOala_x	rt7081	rt7081:1
RXN-DAOala_x_FWD-rt7626	DAOala_x	rt7626	rt7626:1
RXN-DAOarg_x_FWD-rt3508	DAOarg_x	rt3508	rt3508:1
RXN-DAOarg_x_FWD-rt7081	DAOarg_x	rt7081	rt7081:1
RXN-DAOarg_x_FWD-rt7626	DAOarg_x	rt7626	rt7626:1
RXN-DAOgly_x_FWD-rt3508	DAOgly_x	rt3508	rt3508:1
RXN-DAOgly_x_FWD-rt7081	DAOgly_x	rt7081	rt7081:1
RXN-DAOgly_x_FWD-rt7626	DAOgly_x	rt7626	rt7626:1
RXN-DAOorn_x_FWD-rt3508	DAOorn_x	rt3508	rt3508:1
RXN-DAOorn_x_FWD-rt7081	DAOorn_x	rt7081	rt7081:1
RXN-DAOorn_x_FWD-rt7626	DAOorn_x	rt7626	rt7626:1
RXN-DAOpro_x_FWD-rt3508	DAOpro_x	rt3508	rt3508:1
RXN-DAOpro_x_FWD-rt7081	DAOpro_x	rt7081	rt7081:1
RXN-DAOpro_x_FWD-rt7626	DAOpro_x	rt7626	rt7626:1
RXN-DB4PS_c_FWD-rt8298	DB4PS_c	rt8298	rt8298:1
RXN-DBTS_c_FWD-UNKNOWN	DBTS_c	UNKNOWN	zeroCost
RXN-DBTS_c_REV-UNKNOWN	DBTS_c	UNKNOWN	zeroCost
RXN-DCAt_c_e_FWD-rt1544rt2799	DCAt_c_e	rt1544rt2799	rt1544:1,rt2799:1
RXN-DCAt_c_e_REV-rt1544rt2799	DCAt_c_e	rt1544rt2799	rt1544:1,rt2799:1
RXN-DCAt_c_x_FWD-SPONT	DCAt_c_x	SPONT	zeroCost
RXN-DCAt_c_x_FWD-rt5693	DCAt_c_x	rt5693	rt5693:1
RXN-DCAt_c_x_REV-SPONT	DCAt_c_x	SPONT	zeroCost
RXN-DCAt_c_x_REV-rt5693	DCAt_c_x	rt5693	rt5693:1
RXN-DCDPt_c_n_FWD-SPONT	DCDPt_c_n		zeroCost
RXN-DCDPt_c_n_REV-SPONT	DCDPt_c_n		zeroCost
RXN-DCMPDA_c_FWD-rt0757	DCMPDA_c	rt0757	rt0757:1
RXN-DCMPDA_c_FWD-rt8268	DCMPDA_c	rt8268	rt8268:1
RXN-DCTPD_c_FWD-rt0757	DCTPD_c	rt0757	rt0757:1
RXN-DCYTD_c_FWD-rt7919	DCYTD_c	rt7919	rt7919:1
RXN-DCYTt_c_e_FWD-SPONT	DCYTt_c_e		zeroCost
RXN-DDCACOAt_c_l_FWD-SPONT	DDCACOAt_c_l		zeroCost
RXN-DDCACOAt_c_l_REV-SPONT	DDCACOAt_c_l		zeroCost
RXN-DDCACOAt_c_rm_FWD-SPONT	DDCACOAt_c_rm		zeroCost
RXN-DDCACOAt_c_rm_REV-SPONT	DDCACOAt_c_rm		zeroCost
RXN-DDCAt_c_e_FWD-rt1544rt2799	DDCAt_c_e	rt1544rt2799	rt1544:1,rt2799:1
RXN-DDCAt_c_e_REV-rt1544rt2799	DDCAt_c_e	rt1544rt2799	rt1544:1,rt2799:1
RXN-DDCAt_c_rm_FWD-SPONT	DDCAt_c_rm		zeroCost
RXN-DDCAt_c_rm_REV-SPONT	DDCAt_c_rm		zeroCost
RXN-DDCAt_c_x_FWD-SPONT	DDCAt_c_x	SPONT	zeroCost
RXN-DDCAt_c_x_FWD-rt5693	DDCAt_c_x	rt5693	rt5693:1
RXN-DDCAt_c_x_REV-SPONT	DDCAt_c_x	SPONT	zeroCost
RXN-DDCAt_c_x_REV-rt5693	DDCAt_c_x	rt5693	rt5693:1
RXN-DDCAt_l_rm_FWD-SPONT	DDCAt_l_rm		zeroCost
RXN-DDCAt_l_rm_REV-SPONT	DDCAt_l_rm		zeroCost
RXN-DDPA_c_FWD-rt2234	DDPA_c	rt2234	rt2234:1
RXN-DECOAI82e_x_FWD-rt3539	DECOAI82e_x	rt3539	rt3539:1
RXN-DECOAR102d_x_FWD-rt4860	DECOAR102d_x	rt4860	rt4860:1
RXN-DECOAR103e_x_FWD-rt4860	DECOAR103e_x	rt4860	rt4860:1
RXN-DECOAR82e_x_FWD-rt4860	DECOAR82e_x	rt4860	rt4860:1
RXN-DESAT18_2_rm_FWD-rt0477	DESAT18_2_rm	rt0477	rt0477:1
RXN-DGAT_l_FWD-rt8092	DGAT_l	rt8092	rt8092:1
RXN-DGAT_rm_FWD-rt8092	DGAT_rm	rt8092	rt8092:1
RXN-DGDPt_c_n_FWD-SPONT	DGDPt_c_n		zeroCost
RXN-DGDPt_c_n_REV-SPONT	DGDPt_c_n		zeroCost
RXN-DGK1_c_FWD-rt3157	DGK1_c	rt3157	rt3157:1
RXN-DGK1_c_FWD-rt3670	DGK1_c	rt3670	rt3670:1
RXN-DGK1_c_REV-rt3157	DGK1_c	rt3157	rt3157:1
RXN-DGK1_c_REV-rt3670	DGK1_c	rt3670	rt3670:1
RXN-DGLCND3H_c_FWD-rt2544	DGLCND3H_c	rt2544	rt2544:1
RXN-DGLCND3H_c_REV-rt2544	DGLCND3H_c	rt2544	rt2544:1
RXN-DGLCND5H_c_FWD-rt2544	DGLCND5H_c	rt2544	rt2544:1
RXN-DGLCND5H_c_REV-rt2544	DGLCND5H_c	rt2544	rt2544:1
RXN-DGPP_vm_FWD-rt4719	DGPP_vm	rt4719	rt4719:1
RXN-DGSNt_c_e_FWD-SPONT	DGSNt_c_e		zeroCost
RXN-DHAD1_c_FWD-rt6258	DHAD1_c	rt6258	rt6258:1
RXN-DHAD1_m_FWD-rt1321	DHAD1_m	rt1321	rt1321:1
RXN-DHAD2_c_FWD-rt6258	DHAD2_c	rt6258	rt6258:1
RXN-DHAD2_m_FWD-rt1321	DHAD2_m	rt1321	rt1321:1
RXN-DHAK_c_FWD-rt3901	DHAK_c	rt3901	rt3901:1
RXN-DHAPAT_l_FWD-rt5001	DHAPAT_l	rt5001	rt5001:1
RXN-DHAPAT_rm_FWD-rt5001	DHAPAT_rm	rt5001	rt5001:1
RXN-DHAPt_c_l_FWD-SPONT	DHAPt_c_l		zeroCost
RXN-DHAPt_c_l_REV-SPONT	DHAPt_c_l		zeroCost
RXN-DHAPt_c_m_FWD-SPONT	DHAPt_c_m		zeroCost
RXN-DHAPt_c_m_REV-SPONT	DHAPt_c_m		zeroCost
RXN-DHAPt_c_rm_FWD-SPONT	DHAPt_c_rm		zeroCost
RXN-DHAPt_c_rm_REV-SPONT	DHAPt_c_rm		zeroCost
RXN-DHAPt_c_x_FWD-SPONT	DHAPt_c_x		zeroCost
RXN-DHAPt_c_x_REV-SPONT	DHAPt_c_x		zeroCost
RXN-DHFRi_c_FWD-rt3791	DHFRi_c	rt3791	rt3791:1
RXN-DHFRi_m_FWD-rt3791	DHFRi_m	rt3791	rt3791:1
RXN-DHFS_1_c_FWD-rt2092	DHFS_1_c	rt2092	rt2092:1
RXN-DHFt_c_m_FWD-SPONT	DHFt_c_m		zeroCost
RXN-DHFt_c_m_REV-SPONT	DHFt_c_m		zeroCost
RXN-DHNPA2i_m_FWD-rt6009	DHNPA2i_m	rt6009	rt6009:1
RXN-DHNPTt_c_m_FWD-SPONT	DHNPTt_c_m		zeroCost
RXN-DHNPTt_c_m_REV-SPONT	DHNPTt_c_m		zeroCost
RXN-DHORDfum_c_FWD-rt6498	DHORDfum_c	rt6498	rt6498:1
RXN-DHORTS_c_FWD-rt3923	DHORTS_c	rt3923	rt3923:1
RXN-DHORTS_c_REV-rt3923	DHORTS_c	rt3923	rt3923:1
RXN-DHPM2_c_FWD-rt3509	DHPM2_c	rt3509	rt3509:1
RXN-DHPM2_c_REV-rt3509	DHPM2_c	rt3509	rt3509:1
RXN-DHPPDA2_c_FWD-rt7138	DHPPDA2_c	rt7138	rt7138:1
RXN-DHPTS_m_FWD-rt6009	DHPTS_m	rt6009	rt6009:1
RXN-DHPTt_c_m_FWD-SPONT	DHPTt_c_m		zeroCost
RXN-DHPTt_c_m_REV-SPONT	DHPTt_c_m		zeroCost
RXN-DHQS_c_FWD-rt3937	DHQS_c	rt3937	rt3937:1
RXN-DHQS_c_FWD-rt5884	DHQS_c	rt5884	rt5884:1
RXN-DHQTi_c_FWD-rt2204	DHQTi_c	rt2204	rt2204:1
RXN-DHQTi_c_FWD-rt5884	DHQTi_c	rt5884	rt5884:1
RXN-DINt_c_e_FWD-SPONT	DINt_c_e		zeroCost
RXN-DIPS_c_FWD-rt8137	DIPS_c	rt8137	rt8137:1
RXN-DKMEOX_c_FWD-rt7962	DKMEOX_c	rt7962	rt7962:1
RXN-DKMPPH_c_FWD-rt7962	DKMPPH_c	rt7962	rt7962:1
RXN-DMATT_c_FWD-rt4576	DMATT_c	rt4576	rt4576:1
RXN-DM_5mta_c_FWD-SPONT	DM_5mta_c		zeroCost
RXN-DM_gcald_c_FWD-SPONT	DM_gcald_c		zeroCost
RXN-DNADt_c_n_FWD-SPONT	DNADt_c_n		zeroCost
RXN-DNADt_c_n_REV-SPONT	DNADt_c_n		zeroCost
RXN-DNMPPA_c_FWD-rt6247	DNMPPA_c	rt6247	rt6247:1
RXN-DNTPPA_c_FWD-UNKNOWN	DNTPPA_c	UNKNOWN	zeroCost
RXN-DNTP_c_FWD-rt4736	DNTP_c	rt4736	rt4736:1
RXN-DOCOSAt_c_e_FWD-SPONT	DOCOSAt_c_e		zeroCost
RXN-DOCOSAt_c_e_REV-SPONT	DOCOSAt_c_e		zeroCost
RXN-DOCOSAt_c_l_FWD-SPONT	DOCOSAt_c_l		zeroCost
RXN-DOCOSAt_c_l_REV-SPONT	DOCOSAt_c_l		zeroCost
RXN-DOCOSAt_c_rm_FWD-SPONT	DOCOSAt_c_rm		zeroCost
RXN-DOCOSAt_c_rm_REV-SPONT	DOCOSAt_c_rm		zeroCost
RXN-DOCOSCOAt_c_en_FWD-SPONT	DOCOSCOAt_c_en		zeroCost
RXN-DOCOSCOAt_c_en_REV-SPONT	DOCOSCOAt_c_en		zeroCost
RXN-DOCOSCOAt_c_l_FWD-SPONT	DOCOSCOAt_c_l		zeroCost
RXN-DOCOSCOAt_c_l_REV-SPONT	DOCOSCOAt_c_l		zeroCost
RXN-DOCOSCOAt_c_rm_FWD-SPONT	DOCOSCOAt_c_rm		zeroCost
RXN-DOCOSCOAt_c_rm_REV-SPONT	DOCOSCOAt_c_rm		zeroCost
RXN-DOLDPP_c_FWD-rt5681	DOLDPP_c	rt5681	rt5681:1
RXN-DOLDPP_c_REV-rt5681	DOLDPP_c	rt5681	rt5681:1
RXN-DOLDPt_c_l_FWD-SPONT	DOLDPt_c_l		zeroCost
RXN-DOLDPt_c_l_REV-SPONT	DOLDPt_c_l		zeroCost
RXN-DOLDPt_c_r_FWD-SPONT	DOLDPt_c_r		zeroCost
RXN-DOLDPt_c_r_REV-SPONT	DOLDPt_c_r		zeroCost
RXN-DOLGLCPt_c_r_FWD-SPONT	DOLGLCPt_c_r		zeroCost
RXN-DOLGLCPt_c_r_REV-SPONT	DOLGLCPt_c_r		zeroCost
RXN-DOLK_c_FWD-rt0544	DOLK_c	rt0544	rt0544:1
RXN-DOLPMMT_r_FWD-rt0400rt5472	DOLPMMT_r	rt0400rt5472	rt0400:1,rt5472:1
RXN-DOLPMMT_r_FWD-rt3753	DOLPMMT_r	rt3753	rt3753:1
RXN-DOLPMT_c_FWD-rt5116	DOLPMT_c	rt5116	rt5116:1
RXN-DOLPt_c_r_FWD-SPONT	DOLPt_c_r		zeroCost
RXN-DOLPt_c_r_REV-SPONT	DOLPt_c_r		zeroCost
RXN-DPCOAK_c_FWD-rt2746	DPCOAK_c	rt2746	rt2746:1
RXN-DPGM_c_FWD-rt1542	DPGM_c	rt1542	rt1542:1
RXN-DPGM_c_REV-rt1542	DPGM_c	rt1542	rt1542:1
RXN-DPGT_c_FWD-rt3441	DPGT_c	rt3441	rt3441:1
RXN-DPGT_c_REV-rt3441	DPGT_c	rt3441	rt3441:1
RXN-DPMVD_c_FWD-rt3542	DPMVD_c	rt3542	rt3542:1
RXN-DPR_c_FWD-rt5909	DPR_c	rt5909	rt5909:1
RXN-DPR_c_FWD-rt8154	DPR_c	rt8154	rt8154:1
