id	rxn_src	enz	protein_stoich
RXN-OMCDC_c_FWD-rt5646	OMCDC_c	rt5646	rt5646:1
RXN-OMCDC_m_FWD-rt6242	OMCDC_m	rt6242	rt6242:1
RXN-OMPDC_c_FWD-rt3750	OMPDC_c	rt3750	rt3750:1
RXN-OPAH_c_FWD-rt1168	OPAH_c	rt1168	rt1168:1
RXN-OPAH_c_FWD-rt1169	OPAH_c	rt1169	rt1169:1
RXN-OPAH_c_FWD-rt6960	OPAH_c	rt6960	rt6960:1
RXN-OPAH_c_FWD-rt7643	OPAH_c	rt7643	rt7643:1
RXN-OPAH_c_REV-rt1168	OPAH_c	rt1168	rt1168:1
RXN-OPAH_c_REV-rt1169	OPAH_c	rt1169	rt1169:1
RXN-OPAH_c_REV-rt6960	OPAH_c	rt6960	rt6960:1
RXN-OPAH_c_REV-rt7643	OPAH_c	rt7643	rt7643:1
RXN-ORNCD_m_FWD-rt6574	ORNCD_m	rt6574	rt6574:1
RXN-ORNDC_c_FWD-rt4267	ORNDC_c	rt4267	rt4267:1
RXN-ORNN5MOX_c_FWD-rt2880	ORNN5MOX_c	rt2880	rt2880:1
RXN-ORNTACi_m_FWD-rt7840	ORNTACi_m	rt7840	rt7840:1
RXN-ORNTA_c_FWD-rt6698	ORNTA_c	rt6698	rt6698:1
RXN-ORNtpa_m_FWD-rt4951	ORNtpa_m	rt4951	rt4951:1
RXN-ORNtps_e_FWD-rt1689	ORNtps_e	rt1689	rt1689:1
RXN-ORNtps_e_FWD-rt5861	ORNtps_e	rt5861	rt5861:1
RXN-ORNtps_e_REV-rt1689	ORNtps_e	rt1689	rt1689:1
RXN-ORNtps_e_REV-rt5861	ORNtps_e	rt5861	rt5861:1
RXN-ORPT_c_FWD-rt2348	ORPT_c	rt2348	rt2348:1
RXN-ORPT_c_REV-rt2348	ORPT_c	rt2348	rt2348:1
RXN-P5CD2_m_FWD-rt0201	P5CD2_m	rt0201	rt0201:1
RXN-P5CR_c_FWD-rt5064	P5CR_c	rt5064	rt5064:1
RXN-PACALDt_c_e_FWD-SPONT	PACALDt_c_e		zeroCost
RXN-PACALDt_c_e_REV-SPONT	PACALDt_c_e		zeroCost
RXN-PACALDt_c_m_FWD-SPONT	PACALDt_c_m		zeroCost
RXN-PACALDt_c_m_REV-SPONT	PACALDt_c_m		zeroCost
RXN-PACCOAE_c_FWD-rt6217	PACCOAE_c	rt6217	rt6217:1
RXN-PACCOAE_x_FWD-rt5558	PACCOAE_x	rt5558	rt5558:1
RXN-PACCOAL_x_FWD-rt6434	PACCOAL_x	rt6434	rt6434:1
RXN-PACt_c_x_FWD-SPONT	PACt_c_x		zeroCost
RXN-PACt_c_x_REV-SPONT	PACt_c_x		zeroCost
RXN-PADAH_c_FWD-rt1908	PADAH_c	rt1908	rt1908:1
RXN-PADAH_c_REV-rt1908	PADAH_c	rt1908	rt1908:1
RXN-PAFH_c_FWD-rt3915	PAFH_c	rt3915	rt3915:1
RXN-PAIL35Pt_c_vm_FWD-SPONT	PAIL35Pt_c_vm		zeroCost
RXN-PAIL35Pt_c_vm_REV-SPONT	PAIL35Pt_c_vm		zeroCost
RXN-PAIL35Pt_en_vm_FWD-SPONT	PAIL35Pt_en_vm		zeroCost
RXN-PAIL35Pt_en_vm_REV-SPONT	PAIL35Pt_en_vm		zeroCost
RXN-PAIL3K_vm_FWD-rt0344rt0641	PAIL3K_vm	rt0344rt0641	rt0344:1,rt0641:1
RXN-PAIL3K_vm_FWD-rt0641rt3682	PAIL3K_vm	rt0641rt3682	rt0641:1,rt3682:1
RXN-PAIL3Pt_gm_vm_FWD-SPONT	PAIL3Pt_gm_vm		zeroCost
RXN-PAIL3Pt_gm_vm_REV-SPONT	PAIL3Pt_gm_vm		zeroCost
RXN-PAIL3Pt_rm_vm_FWD-SPONT	PAIL3Pt_rm_vm		zeroCost
RXN-PAIL3Pt_rm_vm_REV-SPONT	PAIL3Pt_rm_vm		zeroCost
RXN-PAIL45Pt_c_en_FWD-SPONT	PAIL45Pt_c_en		zeroCost
RXN-PAIL45Pt_c_en_REV-SPONT	PAIL45Pt_c_en		zeroCost
RXN-PAIL45Pt_c_n_FWD-SPONT	PAIL45Pt_c_n		zeroCost
RXN-PAIL45Pt_c_n_REV-SPONT	PAIL45Pt_c_n		zeroCost
RXN-PAIL45Pt_en_rm_FWD-SPONT	PAIL45Pt_en_rm		zeroCost
RXN-PAIL45Pt_en_rm_REV-SPONT	PAIL45Pt_en_rm		zeroCost
RXN-PAIL4K_en_FWD-rt6718	PAIL4K_en	rt6718	rt6718:1
RXN-PAIL4K_en_FWD-rt6791	PAIL4K_en	rt6791	rt6791:1
RXN-PAIL4K_gm_FWD-rt1414rt4220	PAIL4K_gm	rt1414rt4220	rt1414:1,rt4220:1
RXN-PAIL4K_n_FWD-rt1414	PAIL4K_n	rt1414	rt1414:1
RXN-PAIL4K_vm_FWD-rt6718	PAIL4K_vm	rt6718	rt6718:1
RXN-PAIL4Pt_c_en_FWD-SPONT	PAIL4Pt_c_en		zeroCost
RXN-PAIL4Pt_c_en_REV-SPONT	PAIL4Pt_c_en		zeroCost
RXN-PAIL4Pt_en_rm_FWD-SPONT	PAIL4Pt_en_rm		zeroCost
RXN-PAIL4Pt_en_rm_REV-SPONT	PAIL4Pt_en_rm		zeroCost
RXN-PAILS_rm_FWD-rt6753	PAILS_rm	rt6753	rt6753:1
RXN-PAILt_c_rm_FWD-SPONT	PAILt_c_rm		zeroCost
RXN-PAILt_c_rm_REV-SPONT	PAILt_c_rm		zeroCost
RXN-PAILt_en_rm_FWD-SPONT	PAILt_en_rm		zeroCost
RXN-PAILt_en_rm_REV-SPONT	PAILt_en_rm		zeroCost
RXN-PAILt_gm_rm_FWD-SPONT	PAILt_gm_rm		zeroCost
RXN-PAILt_gm_rm_REV-SPONT	PAILt_gm_rm		zeroCost
RXN-PAILt_n_rm_FWD-SPONT	PAILt_n_rm		zeroCost
RXN-PAILt_n_rm_REV-SPONT	PAILt_n_rm		zeroCost
RXN-PAILt_rm_vm_FWD-SPONT	PAILt_rm_vm		zeroCost
RXN-PAILt_rm_vm_REV-SPONT	PAILt_rm_vm		zeroCost
RXN-PAN4Pt_c_m_FWD-SPONT	PAN4Pt_c_m		zeroCost
RXN-PAN4Pt_c_m_REV-SPONT	PAN4Pt_c_m		zeroCost
RXN-PAPSR_c_FWD-rt3373rt6971	PAPSR_c	rt3373rt6971	rt3373:1,rt6971:1
RXN-PAPSR_c_FWD-rt3373rt7651	PAPSR_c	rt3373rt7651	rt3373:1,rt7651:1
RXN-PAP_rm_FWD-rt4117	PAP_rm	rt4117	rt4117:1
RXN-PAP_vm_FWD-rt4719	PAP_vm	rt4719	rt4719:1
RXN-PAPt_c_FWD-SPONT	PAPt_c		zeroCost
RXN-PAPt_c_REV-SPONT	PAPt_c		zeroCost
RXN-PAPt_c_m_FWD-SPONT	PAPt_c_m		zeroCost
RXN-PAPt_c_m_REV-SPONT	PAPt_c_m		zeroCost
RXN-PAt_en_rm_FWD-SPONT	PAt_en_rm		zeroCost
RXN-PAt_en_rm_REV-SPONT	PAt_en_rm		zeroCost
RXN-PAt_gm_rm_FWD-SPONT	PAt_gm_rm		zeroCost
RXN-PAt_gm_rm_REV-SPONT	PAt_gm_rm		zeroCost
RXN-PAt_l_rm_FWD-SPONT	PAt_l_rm		zeroCost
RXN-PAt_l_rm_REV-SPONT	PAt_l_rm		zeroCost
RXN-PAt_mm_rm_FWD-SPONT	PAt_mm_rm		zeroCost
RXN-PAt_mm_rm_REV-SPONT	PAt_mm_rm		zeroCost
RXN-PAt_rm_vm_FWD-SPONT	PAt_rm_vm		zeroCost
RXN-PAt_rm_vm_REV-SPONT	PAt_rm_vm		zeroCost
RXN-PBAL_c_FWD-rt2107	PBAL_c	rt2107	rt2107:1
RXN-PCLAD_c_FWD-rt4548	PCLAD_c	rt4548	rt4548:1
RXN-PCLAD_c_REV-rt4548	PCLAD_c	rt4548	rt4548:1
RXN-PCOATA140_c_FWD-SPONT	PCOATA140_c		zeroCost
RXN-PCOATA140_c_REV-SPONT	PCOATA140_c		zeroCost
RXN-PCOATA160_c_FWD-rt0302	PCOATA160_c	rt0302	rt0302:1
RXN-PCOATA160_c_REV-rt0302	PCOATA160_c	rt0302	rt0302:1
RXN-PCOATA180_c_FWD-rt0302	PCOATA180_c	rt0302	rt0302:1
RXN-PCOATA180_c_REV-rt0302	PCOATA180_c	rt0302	rt0302:1
RXN-PC_c_FWD-rt7325	PC_c	rt7325	rt7325:1
RXN-PC_c_FWD-rt8262	PC_c	rt8262	rt8262:1
RXN-PCt_c_rm_FWD-SPONT	PCt_c_rm		zeroCost
RXN-PCt_c_rm_REV-SPONT	PCt_c_rm		zeroCost
RXN-PCt_en_rm_FWD-SPONT	PCt_en_rm		zeroCost
RXN-PCt_en_rm_REV-SPONT	PCt_en_rm		zeroCost
RXN-PCt_l_rm_FWD-SPONT	PCt_l_rm		zeroCost
RXN-PCt_l_rm_REV-SPONT	PCt_l_rm		zeroCost
RXN-PCt_mm_rm_FWD-SPONT	PCt_mm_rm		zeroCost
RXN-PCt_mm_rm_REV-SPONT	PCt_mm_rm		zeroCost
RXN-PDAGATpc_rm_FWD-rt8109	PDAGATpc_rm	rt8109	rt8109:1
RXN-PDAGATpc_rm_REV-rt8109	PDAGATpc_rm	rt8109	rt8109:1
RXN-PDAGATpe_rm_FWD-rt8109	PDAGATpe_rm	rt8109	rt8109:1
RXN-PDAGATpe_rm_REV-rt8109	PDAGATpe_rm	rt8109	rt8109:1
RXN-PDE1_c_FWD-rt3419	PDE1_c	rt3419	rt3419:1
RXN-PDE1_c_FWD-rt5322	PDE1_c	rt5322	rt5322:1
RXN-PDE2_c_FWD-rt3419	PDE2_c	rt3419	rt3419:1
RXN-PDE2_c_FWD-rt5322	PDE2_c	rt5322	rt5322:1
RXN-PDE3_c_FWD-rt3419	PDE3_c	rt3419	rt3419:1
RXN-PDE4_c_FWD-rt3419	PDE4_c	rt3419	rt3419:1
RXN-PDE5_c_FWD-rt3419	PDE5_c	rt3419	rt3419:1
RXN-PDH_m_FWD-rt1672rt5262rt5354rt5580rt5758	PDH_m	rt1672rt5262rt5354rt5580rt5758	rt1672:1,rt5262:1,rt5354:1,rt5580:1,rt5758:1
RXN-PDMEMT_rm_FWD-rt4380	PDMEMT_rm	rt4380	rt4380:1
RXN-PDX5POi_c_FWD-rt2312	PDX5POi_c	rt2312	rt2312:1
RXN-PEMT_rm_FWD-rt2279	PEMT_rm	rt2279	rt2279:1
RXN-PEMT_rm_FWD-rt4380	PEMT_rm	rt4380	rt4380:1
RXN-PENDPt_c_m_FWD-SPONT	PENDPt_c_m		zeroCost
RXN-PENDPt_c_m_REV-SPONT	PENDPt_c_m		zeroCost
RXN-PEt_c_r_FWD-SPONT	PEt_c_r		zeroCost
RXN-PEt_c_r_REV-SPONT	PEt_c_r		zeroCost
RXN-PEt_c_rm_FWD-SPONT	PEt_c_rm		zeroCost
RXN-PEt_c_rm_REV-SPONT	PEt_c_rm		zeroCost
RXN-PEt_en_rm_FWD-SPONT	PEt_en_rm		zeroCost
RXN-PEt_en_rm_REV-SPONT	PEt_en_rm		zeroCost
RXN-PEt_gm_rm_FWD-SPONT	PEt_gm_rm		zeroCost
RXN-PEt_gm_rm_REV-SPONT	PEt_gm_rm		zeroCost
RXN-PEt_l_rm_FWD-SPONT	PEt_l_rm		zeroCost
RXN-PEt_l_rm_REV-SPONT	PEt_l_rm		zeroCost
RXN-PEt_mm_rm_FWD-SPONT	PEt_mm_rm		zeroCost
RXN-PEt_mm_rm_REV-SPONT	PEt_mm_rm		zeroCost
RXN-PEt_rm_vm_FWD-SPONT	PEt_rm_vm		zeroCost
RXN-PEt_rm_vm_REV-SPONT	PEt_rm_vm		zeroCost
RXN-PEtabc_m_FWD-rt1060	PEtabc_m	rt1060	rt1060:1
RXN-PEtabc_m_FWD-rt4312	PEtabc_m	rt4312	rt4312:1
RXN-PEtabc_m_REV-rt1060	PEtabc_m	rt1060	rt1060:1
RXN-PEtabc_m_REV-rt4312	PEtabc_m	rt4312	rt4312:1
RXN-PFK_c_FWD-rt0491	PFK_c	rt0491	rt0491:1
RXN-PFK_c_FWD-rt0495	PFK_c	rt0495	rt0495:1
RXN-PFK_c_FWD-rt0499	PFK_c	rt0499	rt0499:1
RXN-PGAMT_c_FWD-rt4597	PGAMT_c	rt4597	rt4597:1
RXN-PGAMT_c_REV-rt4597	PGAMT_c	rt4597	rt4597:1
RXN-PGCD_c_FWD-rt0717	PGCD_c	rt0717	rt0717:1
RXN-PGCD_c_FWD-rt1147	PGCD_c	rt1147	rt1147:1
RXN-PGCD_c_FWD-rt3683	PGCD_c	rt3683	rt3683:1
RXN-PGCPH_c_FWD-rt4502	PGCPH_c	rt4502	rt4502:1
RXN-PGI_c_FWD-rt1221	PGI_c	rt1221	rt1221:1
RXN-PGI_c_REV-rt1221	PGI_c	rt1221	rt1221:1
RXN-PGK_c_FWD-rt7353	PGK_c	rt7353	rt7353:1
RXN-PGK_c_REV-rt7353	PGK_c	rt7353	rt7353:1
RXN-PGLYCP_c_FWD-rt3422	PGLYCP_c	rt3422	rt3422:1
RXN-PGLYCP_c_FWD-rt4676	PGLYCP_c	rt4676	rt4676:1
RXN-PGL_c_FWD-rt6131	PGL_c	rt6131	rt6131:1
RXN-PGMT_c_FWD-rt1591	PGMT_c	rt1591	rt1591:1
RXN-PGMT_c_REV-rt1591	PGMT_c	rt1591	rt1591:1
RXN-PGM_c_FWD-rt1542	PGM_c	rt1542	rt1542:1
RXN-PGM_c_FWD-rt7057	PGM_c	rt7057	rt7057:1
RXN-PGM_c_REV-rt1542	PGM_c	rt1542	rt1542:1
RXN-PGM_c_REV-rt7057	PGM_c	rt7057	rt7057:1
RXN-PGPP_mm_FWD-rt2532	PGPP_mm	rt2532	rt2532:1
RXN-PGPS_mm_FWD-rt4228	PGPS_mm	rt4228	rt4228:1
RXN-PGS_x_FWD-rt5040	PGS_x	rt5040	rt5040:1
RXN-PGt_c_m_FWD-rt1060	PGt_c_m	rt1060	rt1060:1
RXN-PGt_c_m_FWD-rt4312	PGt_c_m	rt4312	rt4312:1
RXN-PGt_c_m_REV-rt1060	PGt_c_m	rt1060	rt1060:1
RXN-PGt_c_m_REV-rt4312	PGt_c_m	rt4312	rt4312:1
RXN-PHACRDC1_c_FWD-rt4099	PHACRDC1_c	rt4099	rt4099:1
RXN-PHACRDC1_c_REV-rt4099	PHACRDC1_c	rt4099	rt4099:1
RXN-PHACRDC2_c_FWD-rt4099	PHACRDC2_c	rt4099	rt4099:1
RXN-PHACRDC2_c_REV-rt4099	PHACRDC2_c	rt4099	rt4099:1
RXN-PHACRDC3_c_FWD-rt4099	PHACRDC3_c	rt4099	rt4099:1
RXN-PHACRDC3_c_REV-rt4099	PHACRDC3_c	rt4099	rt4099:1
RXN-PHACRDC4_c_FWD-rt4099	PHACRDC4_c	rt4099	rt4099:1
RXN-PHACRDC4_c_REV-rt4099	PHACRDC4_c	rt4099	rt4099:1
RXN-PHCD_m_REV-rt0201	PHCD_m	rt0201	rt0201:1
RXN-PHEACt_c_e_FWD-SPONT	PHEACt_c_e		zeroCost
RXN-PHEN2MOXy_c_FWD-rt4453	PHEN2MOXy_c	rt4453	rt4453:1
RXN-PHEN2MOXy_c_FWD-rt4454	PHEN2MOXy_c	rt4454	rt4454:1
RXN-PHEN2MOXy_c_FWD-rt4555	PHEN2MOXy_c	rt4555	rt4555:1
RXN-PHETA1_c_FWD-rt1784	PHETA1_c	rt1784	rt1784:1
RXN-PHETA1_c_FWD-rt7471	PHETA1_c	rt7471	rt7471:1
RXN-PHETA1_c_FWD-rt7697	PHETA1_c	rt7697	rt7697:1
RXN-PHETA1_c_REV-rt1784	PHETA1_c	rt1784	rt1784:1
RXN-PHETA1_c_REV-rt7471	PHETA1_c	rt7471	rt7471:1
RXN-PHETA1_c_REV-rt7697	PHETA1_c	rt7697	rt7697:1
RXN-PHETA1_m_FWD-rt5562	PHETA1_m	rt5562	rt5562:1
RXN-PHETRS_c_FWD-rt4102rt4881	PHETRS_c	rt4102rt4881	rt4102:1,rt4881:1
RXN-PHETRS_m_FWD-rt5030	PHETRS_m	rt5030	rt5030:1
RXN-PHEt_c_m_FWD-SPONT	PHEt_c_m		zeroCost
RXN-PHEtps_e_FWD-rt5861	PHEtps_e	rt5861	rt5861:1
RXN-PHEtps_e_REV-rt5861	PHEtps_e	rt5861	rt5861:1
RXN-PHYTOED1_c_FWD-rt0217	PHYTOED1_c	rt0217	rt0217:1
RXN-PHYTOED2_c_FWD-rt0217	PHYTOED2_c	rt0217	rt0217:1
RXN-PHYTOED3_c_FWD-rt0217	PHYTOED3_c	rt0217	rt0217:1
RXN-PHYTOED4_c_FWD-rt0217	PHYTOED4_c	rt0217	rt0217:1
RXN-PHYTOED5_c_FWD-rt0217	PHYTOED5_c	rt0217	rt0217:1
RXN-PHYTOES_c_FWD-rt0221	PHYTOES_c	rt0221	rt0221:1
RXN-PHYTOES_c_FWD-rt2239	PHYTOES_c	rt2239	rt2239:1
RXN-PHYTOES_c_REV-rt0221	PHYTOES_c	rt0221	rt0221:1
RXN-PHYTOES_c_REV-rt2239	PHYTOES_c	rt2239	rt2239:1
RXN-PI35P5P_c_FWD-rt7001	PI35P5P_c	rt7001	rt7001:1
RXN-PI35P5P_c_FWD-rt7049	PI35P5P_c	rt7049	rt7049:1
RXN-PI35P5P_en_FWD-rt7001	PI35P5P_en	rt7001	rt7001:1
RXN-PI35P5P_en_FWD-rt7049	PI35P5P_en	rt7049	rt7049:1
RXN-PI35P5P_vm_FWD-rt5535rt8251	PI35P5P_vm	rt5535rt8251	rt5535:1,rt8251:1
RXN-PI3P5K_vm_FWD-rt5771	PI3P5K_vm	rt5771	rt5771:1
RXN-PI3PP_c_FWD-rt6512	PI3PP_c	rt6512	rt6512:1
RXN-PI3PP_c_FWD-rt7001	PI3PP_c	rt7001	rt7001:1
RXN-PI3PP_c_FWD-rt7049	PI3PP_c	rt7049	rt7049:1
RXN-PI3PP_en_FWD-rt7001	PI3PP_en	rt7001	rt7001:1
RXN-PI3PP_en_FWD-rt7049	PI3PP_en	rt7049	rt7049:1
RXN-PI3PP_gm_FWD-rt3013	PI3PP_gm	rt3013	rt3013:1
RXN-PI3PP_rm_FWD-rt3013	PI3PP_rm	rt3013	rt3013:1
RXN-PI45P5P_c_FWD-rt6972	PI45P5P_c	rt6972	rt6972:1
RXN-PI45P5P_c_FWD-rt7001	PI45P5P_c	rt7001	rt7001:1
RXN-PI45P5P_c_FWD-rt7049	PI45P5P_c	rt7049	rt7049:1
RXN-PI45P5P_c_FWD-rt7177	PI45P5P_c	rt7177	rt7177:1
RXN-PI45P5P_en_FWD-rt6972	PI45P5P_en	rt6972	rt6972:1
RXN-PI45P5P_en_FWD-rt7001	PI45P5P_en	rt7001	rt7001:1
RXN-PI45P5P_en_FWD-rt7049	PI45P5P_en	rt7049	rt7049:1
RXN-PI45P5P_en_FWD-rt7177	PI45P5P_en	rt7177	rt7177:1
RXN-PI4P5K_en_FWD-rt3510	PI4P5K_en	rt3510	rt3510:1
RXN-PI4P5K_n_FWD-rt3510	PI4P5K_n	rt3510	rt3510:1
RXN-PI4PP_c_FWD-rt7001	PI4PP_c	rt7001	rt7001:1
RXN-PI4PP_c_FWD-rt7049	PI4PP_c	rt7049	rt7049:1
RXN-PI4PP_en_FWD-rt7001	PI4PP_en	rt7001	rt7001:1
RXN-PI4PP_en_FWD-rt7049	PI4PP_en	rt7049	rt7049:1
RXN-PI4PP_gm_FWD-rt3013	PI4PP_gm	rt3013	rt3013:1
RXN-PI4PP_rm_FWD-rt3013	PI4PP_rm	rt3013	rt3013:1
RXN-PIt_c_en_FWD-SPONT	PIt_c_en		zeroCost
RXN-PIt_c_en_REV-SPONT	PIt_c_en		zeroCost
RXN-PIt_c_gm_FWD-SPONT	PIt_c_gm		zeroCost
RXN-PIt_c_gm_REV-SPONT	PIt_c_gm		zeroCost
RXN-PIt_c_rm_FWD-SPONT	PIt_c_rm		zeroCost
RXN-PIt_c_rm_REV-SPONT	PIt_c_rm		zeroCost
RXN-PIt_c_v_FWD-SPONT	PIt_c_v	SPONT	zeroCost
RXN-PIt_c_v_FWD-rt3050	PIt_c_v	rt3050	rt3050:1
RXN-PIt_c_v_FWD-rt3166	PIt_c_v	rt3166	rt3166:1
RXN-PIt_c_v_REV-SPONT	PIt_c_v	SPONT	zeroCost
RXN-PIt_c_v_REV-rt3050	PIt_c_v	rt3050	rt3050:1
RXN-PIt_c_v_REV-rt3166	PIt_c_v	rt3166	rt3166:1
RXN-PIt_c_vm_FWD-SPONT	PIt_c_vm	SPONT	zeroCost
RXN-PIt_c_vm_FWD-rt3050	PIt_c_vm	rt3050	rt3050:1
RXN-PIt_c_vm_FWD-rt3166	PIt_c_vm	rt3166	rt3166:1
RXN-PIt_c_vm_REV-SPONT	PIt_c_vm	SPONT	zeroCost
RXN-PIt_c_vm_REV-rt3050	PIt_c_vm	rt3050	rt3050:1
RXN-PIt_c_vm_REV-rt3166	PIt_c_vm	rt3166	rt3166:1
RXN-PIt_m_mm_FWD-SPONT	PIt_m_mm		zeroCost
RXN-PIt_m_mm_REV-SPONT	PIt_m_mm		zeroCost
RXN-PIt_r_rm_FWD-SPONT	PIt_r_rm		zeroCost
RXN-PItps_e_FWD-rt1948	PItps_e	rt1948	rt1948:1
RXN-PItps_e_FWD-rt3318	PItps_e	rt3318	rt3318:1
RXN-PItps_e_REV-rt1948	PItps_e	rt1948	rt1948:1
RXN-PItps_e_REV-rt3318	PItps_e	rt3318	rt3318:1
RXN-PItps_m_FWD-rt0521	PItps_m	rt0521	rt0521:1
RXN-PItps_m_FWD-rt7506	PItps_m	rt7506	rt7506:1
RXN-PKETX_c_FWD-rt5014	PKETX_c	rt5014	rt5014:1
RXN-PLAA1lpc_en_FWD-rt4017	PLAA1lpc_en	rt4017	rt4017:1
RXN-PLAA1lpc_mm_FWD-rt5790	PLAA1lpc_mm	rt5790	rt5790:1
RXN-PLAA1lpc_rm_FWD-rt5941	PLAA1lpc_rm	rt5941	rt5941:1
RXN-PLAA1lpe_en_FWD-rt4017	PLAA1lpe_en	rt4017	rt4017:1
RXN-PLAA1lpe_mm_FWD-rt5790	PLAA1lpe_mm	rt5790	rt5790:1
RXN-PLAA2pc_en_FWD-rt4017	PLAA2pc_en	rt4017	rt4017:1
RXN-PLAA2pc_mm_FWD-rt4445	PLAA2pc_mm	rt4445	rt4445:1
RXN-PLAA2pc_rm_FWD-rt5941	PLAA2pc_rm	rt5941	rt5941:1
RXN-PLAA2pe_en_FWD-rt4017	PLAA2pe_en	rt4017	rt4017:1
RXN-PLAA2pe_mm_FWD-rt4445	PLAA2pe_mm	rt4445	rt4445:1
RXN-PLACipc_m_FWD-rt7489	PLACipc_m	rt7489	rt7489:1
RXN-PLACipc_r_FWD-rt7489	PLACipc_r	rt7489	rt7489:1
RXN-PLACmip2c_m_FWD-rt7489	PLACmip2c_m	rt7489	rt7489:1
RXN-PLACmip2c_r_FWD-rt7489	PLACmip2c_r	rt7489	rt7489:1
RXN-PLACmipc_m_FWD-rt7489	PLACmipc_m	rt7489	rt7489:1
RXN-PLACmipc_r_FWD-rt7489	PLACmipc_r	rt7489	rt7489:1
RXN-PLACpail45p_c_FWD-rt4487	PLACpail45p_c	rt4487	rt4487:1
RXN-PLACpail45p_n_FWD-rt4487	PLACpail45p_n	rt4487	rt4487:1
RXN-PLACpail_c_FWD-rt3387	PLACpail_c	rt3387	rt3387:1
RXN-PLACpg_mm_FWD-rt3355	PLACpg_mm	rt3355	rt3355:1
RXN-PLADpc_en_FWD-rt5655	PLADpc_en	rt5655	rt5655:1
RXN-PLADpc_en_FWD-rt8446	PLADpc_en	rt8446	rt8446:1
RXN-PMANM_c_FWD-rt0873	PMANM_c	rt0873	rt0873:1
RXN-PMANM_c_REV-rt0873	PMANM_c	rt0873	rt0873:1
RXN-PMDPHT_c_FWD-UNKNOWN	PMDPHT_c	UNKNOWN	zeroCost
RXN-PMEMT_rm_FWD-rt4380	PMEMT_rm	rt4380	rt4380:1
RXN-PMEVK_c_FWD-rt0334	PMEVK_c	rt0334	rt0334:1
RXN-PMI12346PS_c_FWD-rt1395	PMI12346PS_c	rt1395	rt1395:1
RXN-PMI1346PS_c_FWD-rt1395	PMI1346PS_c	rt1395	rt1395:1
RXN-PMPK_c_FWD-rt4410	PMPK_c	rt4410	rt4410:1
RXN-PMTCOAt_c_l_FWD-SPONT	PMTCOAt_c_l		zeroCost
RXN-PMTCOAt_c_l_REV-SPONT	PMTCOAt_c_l		zeroCost
RXN-PMTCOAt_c_r_FWD-SPONT	PMTCOAt_c_r		zeroCost
RXN-PMTCOAt_c_r_REV-SPONT	PMTCOAt_c_r		zeroCost
RXN-PMTCOAt_c_rm_FWD-SPONT	PMTCOAt_c_rm		zeroCost
RXN-PMTCOAt_c_rm_REV-SPONT	PMTCOAt_c_rm		zeroCost
RXN-PNP_c_FWD-rt0004rt4016rt7908	PNP_c	rt0004rt4016rt7908	rt0004:1,rt4016:1,rt7908:1
RXN-PNP_c_FWD-rt0004rt5402rt7908	PNP_c	rt0004rt5402rt7908	rt0004:1,rt5402:1,rt7908:1
RXN-PNTK_c_FWD-rt5817	PNTK_c	rt5817	rt5817:1
RXN-PNTOtps_e_FWD-rt3985	PNTOtps_e	rt3985	rt3985:1
RXN-PNTOtps_e_REV-rt3985	PNTOtps_e	rt3985	rt3985:1
RXN-POLYAO1_c_FWD-rt7571	POLYAO1_c	rt7571	rt7571:1
RXN-POLYAO2_c_FWD-rt7571	POLYAO2_c	rt7571	rt7571:1
RXN-POLYAO3_c_FWD-rt7571	POLYAO3_c	rt7571	rt7571:1
RXN-PPA_c_FWD-rt7511	PPA_c	rt7511	rt7511:1
RXN-PPAt_c_e_FWD-SPONT	PPAt_c_e		zeroCost
RXN-PPAt_c_e_REV-SPONT	PPAt_c_e		zeroCost
RXN-PPAt_c_m_FWD-SPONT	PPAt_c_m		zeroCost
RXN-PPAt_c_m_REV-SPONT	PPAt_c_m		zeroCost
RXN-PPBNGD_c_FWD-rt6350	PPBNGD_c	rt6350	rt6350:1
RXN-PPBNGS_1_c_FWD-rt5026	PPBNGS_1_c	rt5026	rt5026:1
RXN-PPCDC_c_FWD-rt0168	PPCDC_c	rt0168	rt0168:1
RXN-PPCK_c_FWD-rt2473	PPCK_c	rt2473	rt2473:1
RXN-PPGPPDP_c_FWD-rt8139	PPGPPDP_c	rt8139	rt8139:1
RXN-PPIt_c_l_FWD-SPONT	PPIt_c_l		zeroCost
RXN-PPIt_c_l_REV-SPONT	PPIt_c_l		zeroCost
RXN-PPIt_c_m_FWD-SPONT	PPIt_c_m		zeroCost
RXN-PPIt_c_m_REV-SPONT	PPIt_c_m		zeroCost
RXN-PPIt_c_rm_FWD-SPONT	PPIt_c_rm		zeroCost
RXN-PPIt_c_rm_REV-SPONT	PPIt_c_rm		zeroCost
RXN-PPIt_c_x_FWD-SPONT	PPIt_c_x		zeroCost
RXN-PPIt_c_x_REV-SPONT	PPIt_c_x		zeroCost
RXN-PPIt_m_mm_FWD-SPONT	PPIt_m_mm		zeroCost
RXN-PPIt_m_mm_REV-SPONT	PPIt_m_mm		zeroCost
RXN-PPM_c_FWD-rt1591	PPM_c	rt1591	rt1591:1
RXN-PPM_c_FWD-rt5343	PPM_c	rt5343	rt5343:1
RXN-PPM_c_REV-rt1591	PPM_c	rt1591	rt1591:1
RXN-PPM_c_REV-rt5343	PPM_c	rt5343	rt5343:1
RXN-PPNCL2_c_FWD-rt0510	PPNCL2_c	rt0510	rt0510:1
